Symbol,Company,Sector,Industry,Current_Price,ATH_Price_Flag,TTM_Net_Profit,ATH_Profit_Flag,Above_MA212_Flag,RS_Peer_Group,RS_vs_Sector,RS_vs_Benchmark,Outperformance_Flag,TTM_Net_Sales,ATH_Sales,ATH_Sales_Flag,Signal
NAZARA,Nazara Technologies Limited,Communication Services,Electronic Gaming & Multimedia,358.79998779296875,True,-52.0,False,True,Sector: Communication Services,20.23,0.72,True,1759.0,1829.0,False,HOLD
SPLPETRO,Supreme Petrochem Limited,Basic Materials,Specialty Chemicals,701.5499877929688,False,485.0,True,True,Sector: Basic Materials,-14.47,-14.59,False,5719.0,5406.0,True,HOLD
VENTIVE,VENTIVE,Consumer Cyclical,Lodging,578.0,False,588.0,True,False,Sector: Consumer Cyclical,-19.6,-22.86,False,2496.0,2461.0,True,EXIT
SCI,The Shipping Corporation of India Limited,Industrials,Marine Shipping,293.79998779296875,False,1618.0,True,True,Sector: Industrials,34.61,34.8,True,6310.0,5794.0,True,HOLD
PRIVISCL,Privi Speciality Chemicals Limited,Basic Materials,Specialty Chemicals,3452.39990234375,False,342.0,True,True,Sector: Basic Materials,39.42,39.14,True,2671.0,2564.0,True,HOLD
CARTRADE,CarTrade Tech Limited,Consumer Cyclical,Auto & Truck Dealerships,2920.89990234375,False,253.0,True,True,Sector: Consumer Cyclical,19.18,15.82,True,807.0,779.0,True,HOLD
HEG,HEG Limited,Industrials,Electrical Equipment & Parts,705.0,False,359.0,False,True,Sector: Industrials,41.86,42.03,True,2639.0,6591.0,False,HOLD
PRUDENT,Prudent Corporate Advisory Services Limited,Financial Services,Asset Management,3380.0,True,245.0,True,True,Sector: Financial Services,14.57,15.05,True,1371.0,1341.0,True,ADD
TMB,Tamilnad Mercantile Bank Limited,Financial Services,Banks - Regional,870.75,True,1444.0,True,True,Sector: Financial Services,101.14,101.2,True,6096.0,5819.0,True,ADD
DOMS,DOMS Industries Limited,Industrials,Business Equipment & Supplies,2218.5,False,226.0,False,False,Sector: Industrials,-13.5,-13.2,False,2435.0,2326.0,True,EXIT
INDGN,INDGN,Healthcare,Health Information Services,567.9000244140625,False,401.0,False,True,Sector: Healthcare,-16.35,-5.49,False,3813.0,3510.0,True,EXIT
RKFORGE,Ramkrishna Forgings Limited,Industrials,Metal Fabrication,745.3499755859375,False,107.0,False,True,Sector: Industrials,27.1,27.31,True,4440.0,4238.0,True,HOLD
SKFINDUS,SKFINDUS,Industrials,Tools & Accessories,2806.699951171875,True,208.0,False,False,Sector: Industrials,,,False,3590.0,3440.0,True,EXIT
BALRAMCHIN,Balrampur Chini Mills Limited,Consumer Defensive,Confectioners,733.8499755859375,True,371.0,False,True,Sector: Consumer Defensive,24.17,23.66,True,6366.0,6271.0,True,HOLD
JSWHL,JSW Holdings Limited,Financial Services,Asset Management,11618.0,False,137.0,False,False,Sector: Financial Services,-37.98,-37.25,False,184.0,407.0,False,EXIT
AMAGI,AMAGI,Technology,Software - Application,571.7999877929688,False,102.0,True,False,Sector: Technology,,,False,1612.0,1506.0,True,EXIT
GRAVITA,Gravita India Limited,Industrials,Metal Fabrication,1797.300048828125,False,392.0,True,True,Sector: Industrials,2.0,2.27,True,4700.0,4265.0,True,HOLD
NSLNISP,NMDC Steel Limited,Basic Materials,Steel,39.93000030517578,False,84.0,True,False,Sector: Basic Materials,2.59,2.42,True,13938.0,13642.0,True,HOLD
UTLSOLAR,UTLSOLAR,Technology,Solar,475.1000061035156,True,294.0,False,False,Sector: Technology,,,False,3403.0,2655.0,True,EXIT
AVALON,Avalon Technologies Limited,Technology,Electronic Components,2278.0,True,134.0,True,True,Sector: Technology,164.41,161.59,True,1764.0,1603.0,True,ADD
VARROC,Varroc Engineering Limited,Consumer Cyclical,Auto Parts,822.3499755859375,False,200.0,False,True,Sector: Consumer Cyclical,54.86,51.42,True,9497.0,12036.0,False,HOLD
ATLANTAELE,ATLANTAELE,Industrials,Electrical Equipment & Parts,1692.300048828125,False,217.0,True,True,Sector: Industrials,,,False,2003.0,1852.0,True,HOLD
ACE,Action Construction Equipment Limited,Industrials,Farm & Heavy Construction Machinery,1175.9000244140625,False,437.0,True,True,Sector: Industrials,16.45,16.68,True,3414.0,3327.0,True,HOLD
BLUESTONE,BLUESTONE,Consumer Cyclical,Luxury Goods,825.4000244140625,False,54.0,True,True,Sector: Consumer Cyclical,47.51,44.08,True,2681.0,2436.0,True,HOLD
MANYAVAR,Vedant Fashions Limited,Consumer Cyclical,Apparel Manufacturing,544.7999877929688,False,403.0,False,True,Sector: Consumer Cyclical,-28.58,-31.82,False,1345.0,1368.0,False,EXIT
TEGA,Tega Industries Limited,Industrials,Specialty Industrial Machinery,1788.4000244140625,False,-1.0,False,True,Sector: Industrials,-6.7,-6.41,False,3059.0,1692.0,True,EXIT
SWANDEF,SWANDEF,Industrials,Aerospace & Defense,2350.0,False,-237.0,False,True,Sector: Industrials,541.43,540.44,True,312.0,912.0,False,HOLD
INOXWIND,Inox Wind Limited,Industrials,Specialty Industrial Machinery,74.05999755859375,False,417.0,False,False,NIFTY ENERGY,-58.67,-47.74,False,4385.0,4445.0,False,EXIT
ASKAUTOLTD,ASKAUTOLTD,Consumer Cyclical,Auto Parts,645.7000122070312,True,316.0,True,True,Sector: Consumer Cyclical,27.18,23.81,True,4643.0,4176.0,True,ADD
APTUS,Aptus Value Housing Finance India Limited,Financial Services,Mortgage Finance,253.60000610351562,False,985.0,True,False,Sector: Financial Services,-31.01,-30.31,False,2272.0,2192.0,True,EXIT
SUDEEPPHRM,SUDEEPPHRM,Healthcare,Drug Manufacturers - Specialty & Generic,1124.449951171875,True,184.0,True,False,Sector: Healthcare,,,False,676.0,642.0,True,EXIT
TRIDENT,Trident Limited,Consumer Cyclical,Textile Manufacturing,24.770000457763672,False,395.0,False,False,Sector: Consumer Cyclical,-12.93,-16.2,False,6781.0,6998.0,False,EXIT
HOMEFIRST,Home First Finance Company India Limited,Financial Services,Mortgage Finance,1186.0,False,581.0,True,True,Sector: Financial Services,-11.71,-11.11,False,1999.0,1921.0,True,HOLD
BLUEDART,Blue Dart Express Limited,Industrials,Integrated Freight & Logistics,5097.0,False,287.0,False,False,Sector: Industrials,-14.55,-14.24,False,6357.0,6141.0,True,EXIT
PCBL,PCBL Chemical Limited,Basic Materials,Specialty Chemicals,327.29998779296875,False,259.0,False,True,Sector: Basic Materials,-18.47,-18.58,False,8549.0,8404.0,True,EXIT
PARKHOSPS,PARKHOSPS,Healthcare,Medical Care Facilities,271.6000061035156,False,297.0,True,False,Sector: Healthcare,,,False,1756.0,1679.0,True,EXIT
JMFINANCIL,JM Financial Limited,Financial Services,Capital Markets,130.0500030517578,False,1111.0,False,False,Sector: Financial Services,-35.16,-34.44,False,4180.0,4787.0,False,EXIT
SKYGOLD,Sky Gold and Diamonds Limited,Consumer Cyclical,Luxury Goods,784.0,False,343.0,True,True,Sector: Consumer Cyclical,155.47,151.78,True,7176.0,6295.0,True,HOLD
SOUTHBANK,The South Indian Bank Limited,Financial Services,Banks - Regional,45.630001068115234,False,1511.0,True,True,Sector: Financial Services,49.36,49.67,True,10112.0,9846.0,True,HOLD
JPPOWER,Jaiprakash Power Ventures Limited,Utilities,Utilities - Independent Power Producers,17.18000030517578,False,641.0,False,False,NIFTY ENERGY,-21.02,-11.06,False,5756.0,6763.0,False,EXIT
WABAG,VA Tech Wabag Limited,Industrials,Engineering & Construction,2047.699951171875,False,394.0,True,True,Sector: Industrials,24.5,24.71,True,4097.0,3944.0,True,HOLD
NUVOCO,Nuvoco Vistas Corporation Limited,Basic Materials,Building Materials,321.25,False,386.0,True,False,Sector: Basic Materials,-30.74,-30.81,False,11594.0,11338.0,True,EXIT
IRCON,Ircon International Limited,Industrials,Engineering & Construction,127.41000366210938,False,520.0,False,False,Sector: Industrials,-28.09,-27.76,False,9241.0,12514.0,False,EXIT
AVANTIFEED,Avanti Feeds Limited,Consumer Defensive,Packaged Foods,869.0999755859375,False,587.0,False,False,Sector: Consumer Defensive,31.08,30.52,True,6360.0,6066.0,True,EXIT
KTKBANK,The Karnataka Bank Limited,Financial Services,Banks - Regional,331.04998779296875,True,1437.0,True,True,Sector: Financial Services,90.02,90.14,True,9039.0,9014.0,True,ADD
KEC,KEC International Limited,Industrials,Engineering & Construction,428.6000061035156,False,554.0,False,False,Sector: Industrials,-49.73,-49.35,False,23506.0,23506.0,True,EXIT
LLOYDSENT,Lloyds Enterprises Limited,Basic Materials,Steel,78.1500015258789,False,278.0,False,True,Sector: Basic Materials,0.69,0.52,True,1988.0,1756.0,True,HOLD
UTIAMC,UTI Asset Management Company Limited,Financial Services,Asset Management,896.4500122070312,False,512.0,False,False,Sector: Financial Services,-38.12,-37.39,False,1909.0,1851.0,True,EXIT
SIGMAADV,Sigma Advanced Systems Limited,Industrials,Aerospace & Defense,668.4000244140625,False,167.0,False,True,Sector: Industrials,402.43,401.76,True,861.0,492.0,True,HOLD
JUBLINGREA,Jubilant Ingrevia Limited,Basic Materials,Specialty Chemicals,728.25,False,309.0,False,True,Sector: Basic Materials,0.54,0.38,True,4651.0,4949.0,False,HOLD
EDELWEISS,Edelweiss Financial Services Limited,Financial Services,Financial Conglomerates,126.4000015258789,False,712.0,False,True,Sector: Financial Services,26.37,26.79,True,10508.0,11078.0,False,HOLD
PVRINOX,PVR INOX Limited,Communication Services,Entertainment,1216.4000244140625,False,444.0,True,True,Sector: Communication Services,25.3,5.71,True,6842.0,6646.0,True,HOLD
BLS,BLS International Services Limited,Industrials,Specialty Business Services,274.2200012207031,False,744.0,True,False,Sector: Industrials,-28.58,-28.24,False,3178.0,2998.0,True,EXIT
PGIL,Pearl Global Industries Limited,Consumer Cyclical,Apparel Manufacturing,2382.800048828125,True,304.0,True,True,Sector: Consumer Cyclical,76.71,73.22,True,5325.0,5025.0,True,ADD
SIGNATURE,Signatureglobal (India) Limited,Real Estate,Real Estate - Development,799.9000244140625,False,1044.0,False,False,Sector: Real Estate,-14.47,-30.65,False,2282.0,2596.0,False,EXIT
METROPOLIS,Metropolis Healthcare Limited,Healthcare,Diagnostics & Research,541.0,False,203.0,False,True,Sector: Healthcare,-11.14,-0.32,False,1710.0,1646.0,True,EXIT
TECHNOE,Techno Electric & Engineering Company Limited,Industrials,Engineering & Construction,988.5499877929688,False,431.0,False,False,Sector: Industrials,-37.29,-36.94,False,3356.0,3252.0,True,EXIT
MGL,Mahanagar Gas Limited,Utilities,Utilities - Regulated Gas,1142.199951171875,False,715.0,False,True,NIFTY ENERGY,-26.68,-16.58,False,8535.0,8246.0,True,EXIT
VIYASH,Viyash Scientific Limited,Healthcare,Drug Manufacturers - Specialty & Generic,267.3500061035156,False,267.0,False,True,Sector: Healthcare,38.76,49.19,True,3575.0,3420.0,True,HOLD
TITAGARH,Titagarh Rail Systems Limited,Industrials,Railroads,847.5,False,188.0,False,True,Sector: Industrials,-3.42,-3.14,False,3272.0,3868.0,False,EXIT
GODREJAGRO,Godrej Agrovet Limited,Consumer Defensive,Packaged Foods,575.5499877929688,False,425.0,False,False,Sector: Consumer Defensive,-23.27,-23.43,False,10474.0,10233.0,True,EXIT
RATEGAIN,RateGain Travel Technologies Limited,Technology,Software - Application,951.2999877929688,True,242.0,True,True,Sector: Technology,91.52,89.18,True,2336.0,1824.0,True,ADD
ZENSARTECH,Zensar Technologies Limited,Technology,Information Technology Services,487.3999938964844,False,776.0,True,False,Sector: Technology,-40.14,-41.62,False,5811.0,5687.0,True,EXIT
AKUMS,AKUMS,Healthcare,Drug Manufacturers - Specialty & Generic,754.0,False,293.0,False,True,Sector: Healthcare,44.29,54.68,True,4502.0,4359.0,True,HOLD
PARAS,Paras Defence and Space Technologies Limited,Industrials,Aerospace & Defense,1487.9000244140625,True,96.0,True,True,Sector: Industrials,121.53,121.52,True,511.0,477.0,True,ADD
IEX,Indian Energy Exchange Limited,Financial Services,Capital Markets,123.80000305175781,False,507.0,True,False,Sector: Financial Services,-15.81,-15.18,False,632.0,616.0,True,EXIT
AAVAS,Aavas Financiers Limited,Financial Services,Mortgage Finance,1360.0,False,687.0,True,False,Sector: Financial Services,-19.89,-19.24,False,2765.0,2683.0,True,EXIT
JKTYRE,JK Tyre & Industries Limited,Consumer Cyclical,Auto Parts,374.79998779296875,False,657.0,False,False,Sector: Consumer Cyclical,17.69,14.34,True,16404.0,16327.0,True,EXIT
MANORAMA,Manorama Industries Limited,Consumer Defensive,Packaged Foods,1954.199951171875,True,258.0,True,True,Sector: Consumer Defensive,36.99,36.38,True,1481.0,1367.0,True,ADD
JWL,Jupiter Wagons Limited,Industrials,Railroads,251.5,False,161.0,False,False,Sector: Industrials,-28.55,-28.22,False,3127.0,3963.0,False,EXIT
CANFINHOME,Can Fin Homes Limited,Financial Services,Mortgage Finance,820.0,False,1130.0,True,False,Sector: Financial Services,3.02,3.56,True,4292.0,4217.0,True,HOLD
OLECTRA,Olectra Greentech Limited,Industrials,Farm & Heavy Construction Machinery,1312.800048828125,False,180.0,True,True,Sector: Industrials,-16.9,-16.59,False,2540.0,2312.0,True,HOLD
ABLBL,ABLBL,Consumer Cyclical,Apparel Retail,86.91999816894531,False,176.0,True,False,Sector: Consumer Cyclical,-35.64,-38.86,False,8601.0,8396.0,True,EXIT
HCG,HealthCare Global Enterprises Limited,Healthcare,Medical Care Facilities,731.0,False,33.0,False,True,Sector: Healthcare,-3.36,7.4,False,2627.0,2545.0,True,EXIT
SHREEJISPG,SHREEJISPG,Industrials,Marine Shipping,640.5999755859375,True,160.0,True,True,Sector: Industrials,,,False,757.0,827.0,False,HOLD
RITES,RITES Limited,Industrials,Engineering & Construction,220.69000244140625,False,461.0,False,False,Sector: Industrials,-16.64,-16.33,False,2458.0,2662.0,False,EXIT
IIFLCAPS,IIFL Capital Services Limited,Financial Services,Capital Markets,334.3500061035156,False,572.0,False,True,Sector: Financial Services,-1.23,-0.67,False,2434.0,2520.0,False,EXIT
SBFC,SBFC Finance Limited,Financial Services,Credit Services,94.0,False,480.0,True,False,Sector: Financial Services,-19.71,-19.07,False,1782.0,1679.0,True,EXIT
BLACKBUCK,BlackBuck Limited,Technology,Software - Application,630.5999755859375,False,169.0,True,True,Sector: Technology,-2.2,-3.93,False,713.0,867.0,False,HOLD
JLHL,Jupiter Life Line Hospitals Limited,Healthcare,Medical Care Facilities,318.3500061035156,False,188.0,False,True,Sector: Healthcare,0.24,10.97,True,1558.0,1500.0,True,HOLD
VOLTAMP,Voltamp Transformers Limited,Industrials,Electrical Equipment & Parts,10173.5,False,317.0,False,True,Sector: Industrials,21.67,21.89,True,2274.0,2154.0,True,HOLD
SANOFICONR,SANOFICONR,Healthcare,Drug Manufacturers - General,4215.5,False,266.0,True,False,Sector: Healthcare,-30.14,-19.18,False,950.0,878.0,True,EXIT
BBTC,The Bombay Burmah Trading Corporation Limited,Consumer Defensive,Packaged Foods,1444.0,False,2584.0,True,False,Sector: Consumer Defensive,-22.71,-22.88,False,19915.0,19539.0,True,EXIT
BLUEJET,Blue Jet Healthcare Limited,Healthcare,Biotechnology,597.8499755859375,False,235.0,False,True,Sector: Healthcare,-35.13,-24.13,False,886.0,1030.0,False,EXIT
JAINREC,JAINREC,Basic Materials,Other Industrial Metals & Mining,299.5,False,360.0,True,False,Sector: Basic Materials,,,False,10718.0,9543.0,True,EXIT
SAREGAMA,Saregama India Limited,Communication Services,Entertainment,519.8499755859375,False,221.0,True,True,Sector: Communication Services,24.73,5.15,True,1041.0,1171.0,False,HOLD
FIRSTCRY,FIRSTCRY,Consumer Cyclical,Internet Retail,197.72999572753906,False,-181.0,False,False,Sector: Consumer Cyclical,-45.07,-48.26,False,8792.0,8548.0,True,EXIT
THYROCARE,Thyrocare Technologies Limited,Healthcare,Diagnostics & Research,575.6500244140625,False,176.0,True,True,Sector: Healthcare,20.17,30.75,True,876.0,829.0,True,HOLD
KIRLPNU,Kirloskar Pneumatic Company Limited,Industrials,Specialty Industrial Machinery,734.9000244140625,False,262.0,True,True,Sector: Industrials,15.99,16.22,True,1808.0,1787.0,True,HOLD
AFCONS,AFCONS,Industrials,Engineering & Construction,280.6000061035156,False,144.0,False,False,Sector: Industrials,-37.69,-37.33,False,11249.0,13268.0,False,EXIT
WHIRLPOOL,Whirlpool of India Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",774.25,False,252.0,False,False,Sector: Consumer Cyclical,-39.55,-42.76,False,8329.0,8034.0,True,EXIT
RELAXO,Relaxo Footwears Limited,Consumer Cyclical,Footwear & Accessories,375.25,False,185.0,False,True,Sector: Consumer Cyclical,-17.57,-20.83,False,2753.0,2914.0,False,EXIT
PGHL,Procter & Gamble Health Limited,Healthcare,Drug Manufacturers - Specialty & Generic,5819.5,False,357.0,False,True,Sector: Healthcare,-24.03,-13.12,False,1433.0,1408.0,True,EXIT
FINPIPE,Finolex Industries Limited,Industrials,Building Products & Equipment,158.6999969482422,False,615.0,False,False,Sector: Industrials,-26.88,-26.55,False,3954.0,4647.0,False,EXIT
ZEEL,Zee Entertainment Enterprises Limited,Communication Services,Broadcasting,108.30000305175781,False,202.0,False,True,Sector: Communication Services,5.13,-14.18,False,8181.0,8637.0,False,EXIT
WEWORK,WEWORK,Real Estate,Real Estate Services,689.75,False,85.0,False,True,Sector: Real Estate,,,False,2589.0,2440.0,True,EXIT
ALKYLAMINE,Alkyl Amines Chemicals Limited,Basic Materials,Specialty Chemicals,1933.800048828125,False,225.0,False,True,Sector: Basic Materials,-11.14,-11.27,False,1658.0,1683.0,False,EXIT
INTELLECT,Intellect Design Arena Limited,Technology,Software - Application,688.5,False,351.0,True,False,Sector: Technology,-29.81,-31.36,False,3182.0,3038.0,True,EXIT
BATAINDIA,Bata India Limited,Consumer Cyclical,Footwear & Accessories,714.0499877929688,False,146.0,False,False,Sector: Consumer Cyclical,-32.2,-35.43,False,3553.0,3516.0,True,EXIT
ELECON,Elecon Engineering Company Limited,Industrials,Specialty Industrial Machinery,442.8999938964844,False,236.0,False,False,Sector: Industrials,-25.43,-25.1,False,2396.0,2366.0,True,EXIT
QPOWER,QPOWER,Industrials,Electrical Equipment & Parts,1333.800048828125,True,195.0,True,True,Sector: Industrials,67.07,67.19,True,1003.0,947.0,True,ADD
SUVEN,Suven Life Sciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,363.6000061035156,True,-352.0,False,True,Sector: Healthcare,41.45,51.86,True,9.0,625.0,False,HOLD
PRICOLLTD,Pricol Limited,Consumer Cyclical,Auto Parts,804.0,True,268.0,True,True,Sector: Consumer Cyclical,80.36,76.86,True,4251.0,4041.0,True,ADD
MMTC,MMTC Limited,Industrials,Conglomerates,66.06999969482422,False,447.0,False,True,Sector: Industrials,-1.21,-0.93,False,3.0,30000.0,False,EXIT
SANDUMA,The Sandur Manganese & Iron Ores Limited,Basic Materials,Steel,198.67999267578125,False,719.0,True,False,Sector: Basic Materials,27.12,26.87,True,5328.0,5088.0,True,HOLD
KRN,KRN,Technology,Electronic Components,1513.199951171875,True,97.0,True,True,Sector: Technology,61.5,59.35,True,737.0,600.0,True,ADD
ESABINDIA,ESAB India Limited,Industrials,Tools & Accessories,6060.0,False,222.0,True,True,Sector: Industrials,12.59,12.83,True,1577.0,1508.0,True,HOLD
TEJASNET,Tejas Networks Limited,Technology,Communication Equipment,512.25,False,-917.0,False,True,Sector: Technology,-16.0,-17.65,False,1303.0,8923.0,False,EXIT
SWANCORP,Swan Corp Limited,Industrials,Conglomerates,303.20001220703125,False,208.0,False,False,Sector: Industrials,-37.97,-37.61,False,4172.0,5017.0,False,EXIT
TIMETECHNO,Time Technoplast Limited,Consumer Cyclical,Packaging & Containers,193.27000427246094,False,498.0,True,True,Sector: Consumer Cyclical,-18.62,-21.87,False,6445.0,6105.0,True,HOLD
RPOWER,Reliance Power Limited,Utilities,Utilities - Independent Power Producers,22.3700008392334,False,,False,False,NIFTY ENERGY,-67.62,-56.46,False,,,False,EXIT
PCJEWELLER,PC Jeweller Limited,Consumer Cyclical,Luxury Goods,9.699999809265137,False,774.0,True,False,Sector: Consumer Cyclical,-27.85,-31.08,False,3505.0,9610.0,False,EXIT
ELANTAS,ELANTAS Beck India Limited,Basic Materials,Specialty Chemicals,11780.5,True,178.0,True,False,Sector: Basic Materials,,,False,937.0,848.0,True,EXIT
WAAREERTL,Waaree Renewable Technologies Limited,Industrials,Engineering & Construction,882.7000122070312,False,511.0,True,False,Sector: Industrials,-17.98,-17.67,False,3652.0,3331.0,True,EXIT
SGMART,SG Mart Limited,Industrials,Industrial Distribution,821.2000122070312,True,124.0,True,True,Sector: Industrials,,,False,6480.0,6315.0,True,HOLD
TSFINV,TSF Investments Limited,Financial Services,Asset Management,426.25,False,497.0,False,False,Sector: Financial Services,-18.46,-17.82,False,1112.0,1027.0,True,EXIT
RAILTEL,RailTel Corporation of India Limited,Communication Services,Telecom Services,283.0,False,215.0,False,False,Sector: Communication Services,-3.31,-22.5,False,2225.0,1964.0,True,EXIT
WESTLIFE,Westlife Foodworld Limited,Consumer Cyclical,Restaurants,588.2999877929688,False,32.0,False,True,Sector: Consumer Cyclical,-16.48,-19.74,False,2704.0,2626.0,True,EXIT
CYIENT,Cyient Limited,Industrials,Conglomerates,901.7999877929688,False,414.0,False,False,Sector: Industrials,-29.08,-28.74,False,7632.0,7360.0,True,EXIT
SONATSOFTW,Sonata Software Limited,Technology,Information Technology Services,309.29998779296875,False,463.0,False,True,Sector: Technology,-15.22,-16.87,False,11015.0,10701.0,True,EXIT
PNGJL,PNGJL,Consumer Cyclical,Luxury Goods,605.75,False,446.0,True,True,Sector: Consumer Cyclical,6.33,3.01,True,11438.0,10739.0,True,HOLD
TARIL,TARIL,Industrials,Electrical Equipment & Parts,289.29998779296875,False,269.0,False,False,Sector: Industrials,-43.03,-42.66,False,2552.0,2509.0,True,EXIT
STAR,Strides Pharma Science Limited,Healthcare,Drug Manufacturers - Specialty & Generic,993.5999755859375,False,634.0,False,True,Sector: Healthcare,-2.36,8.39,False,5004.0,4859.0,True,EXIT
SUDARSCHEM,Sudarshan Chemical Industries Limited,Basic Materials,Specialty Chemicals,1184.5,False,89.0,False,True,Sector: Basic Materials,-20.59,-20.69,False,9922.0,9787.0,True,EXIT
GALAXYSURF,Galaxy Surfactants Limited,Basic Materials,Specialty Chemicals,2315.10009765625,False,354.0,False,True,Sector: Basic Materials,7.35,7.17,True,5752.0,5245.0,True,HOLD
KRBL,KRBL Limited,Consumer Defensive,Packaged Foods,397.25,False,758.0,True,True,Sector: Consumer Defensive,-18.47,-18.67,False,6009.0,6098.0,False,HOLD
BANCOINDIA,Banco Products (India) Limited,Consumer Cyclical,Auto Parts,630.3499755859375,False,495.0,True,False,Sector: Consumer Cyclical,8.21,4.88,True,4110.0,3896.0,True,HOLD
NCC,NCC Limited,Industrials,Engineering & Construction,140.92999267578125,False,748.0,False,False,Sector: Industrials,-38.77,-38.41,False,21456.0,22199.0,False,EXIT
VESUVIUS,Vesuvius India Limited,Industrials,Specialty Industrial Machinery,434.0,False,256.0,False,False,Sector: Industrials,-20.12,-19.8,False,2134.0,2104.0,True,EXIT
CLEAN,Clean Science and Technology Limited,Basic Materials,Specialty Chemicals,844.2999877929688,False,233.0,False,True,Sector: Basic Materials,-30.79,-30.86,False,982.0,967.0,True,EXIT
BSOFT,Birlasoft Limited,Technology,Information Technology Services,309.29998779296875,False,573.0,False,False,Sector: Technology,-19.19,-20.81,False,5404.0,5375.0,True,EXIT
JAYNECOIND,Jayaswal Neco Industries Limited,Basic Materials,Steel,94.69000244140625,False,564.0,False,True,Sector: Basic Materials,47.86,47.56,True,7589.0,7132.0,True,HOLD
LEMONTREE,Lemon Tree Hotels Limited,Consumer Cyclical,Lodging,108.16999816894531,False,298.0,True,False,Sector: Consumer Cyclical,-33.95,-37.17,False,1473.0,1444.0,True,EXIT
TIPSMUSIC,Tips Music Limited,Communication Services,Entertainment,654.0,False,215.0,False,True,Sector: Communication Services,28.63,9.0,True,394.0,376.0,True,HOLD
EUREKAFORB,Eureka Forbes Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",417.54998779296875,False,181.0,True,False,Sector: Consumer Cyclical,-20.88,-24.13,False,2802.0,2709.0,True,EXIT
EMBDL,Embassy Developments Limited,Real Estate,Real Estate - Diversified,63.33000183105469,False,-944.0,False,False,Sector: Real Estate,-23.25,-39.31,False,1265.0,4944.0,False,EXIT
GENUSPOWER,Genus Power Infrastructures Limited,Industrials,Electrical Equipment & Parts,334.1000061035156,False,652.0,True,True,Sector: Industrials,-8.98,-8.69,False,5173.0,4751.0,True,HOLD
EQUITASBNK,Equitas Small Finance Bank Limited,Financial Services,Banks - Regional,77.7300033569336,False,510.0,False,True,Sector: Financial Services,39.3,39.66,True,7106.0,6794.0,True,HOLD
KWIL,KWIL,Consumer Defensive,Packaged Foods,43.09000015258789,True,-335.0,False,False,Sector: Consumer Defensive,,,False,1909.0,0.0,True,EXIT
GRINFRA,G R Infraprojects Limited,Industrials,Engineering & Construction,883.9000244140625,False,1016.0,False,False,Sector: Industrials,-32.83,-32.48,False,9195.0,9482.0,False,EXIT
LOTUSDEV,LOTUSDEV,Industrials,Engineering & Construction,168.0,False,263.0,True,True,Sector: Industrials,-13.64,-13.34,False,840.0,769.0,True,HOLD
PRECWIRE,Precision Wires India Limited,Industrials,Electrical Equipment & Parts,436.6499938964844,False,175.0,True,True,Sector: Industrials,150.75,150.67,True,6127.0,5410.0,True,HOLD
GNFC,Gujarat Narmada Valley Fertilizers & Chemicals Limited,Basic Materials,Chemicals,595.7999877929688,False,1037.0,False,True,Sector: Basic Materials,12.88,12.68,True,8410.0,10227.0,False,HOLD
CELLO,Cello World Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",365.29998779296875,False,324.0,False,False,Sector: Consumer Cyclical,-31.31,-34.53,False,2321.0,2324.0,False,EXIT
MAHLIFE,Mahindra Lifespace Developers Limited,Real Estate,Real Estate - Development,377.20001220703125,False,332.0,True,True,Sector: Real Estate,23.99,7.26,True,2108.0,1178.0,True,HOLD
MAHSEAMLES,Maharashtra Seamless Limited,Basic Materials,Steel,612.4500122070312,False,737.0,False,True,Sector: Basic Materials,-10.42,-10.55,False,4620.0,5716.0,False,EXIT
BORORENEW,Borosil Renewables Limited,Technology,Solar,552.2999877929688,False,418.0,True,True,Sector: Technology,-1.15,-2.89,False,1615.0,1556.0,True,HOLD
TTKPRESTIG,TTK Prestige Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",596.8499755859375,False,190.0,False,True,Sector: Consumer Cyclical,-8.6,-11.89,False,3178.0,2974.0,True,EXIT
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,Healthcare,Medical Care Facilities,855.0,True,174.0,True,True,Sector: Healthcare,4.55,15.25,True,1334.0,1207.0,True,ADD
SJS,S.J.S. Enterprises Limited,Consumer Cyclical,Auto Parts,2523.89990234375,True,212.0,True,True,Sector: Consumer Cyclical,85.5,81.99,True,1006.0,955.0,True,ADD
STARCEMENT,Star Cement Limited,Basic Materials,Building Materials,193.08999633789062,False,366.0,False,False,Sector: Basic Materials,-33.95,-34.01,False,3807.0,3776.0,True,EXIT
AVL,Aditya Vision Limited,Consumer Cyclical,Specialty Retail,607.9500122070312,False,139.0,True,True,Sector: Consumer Cyclical,21.01,17.65,True,2924.0,2672.0,True,HOLD
RELIGARE,Religare Enterprises Limited,Financial Services,Insurance - Life,232.75,False,18.0,False,False,Sector: Financial Services,-11.2,-10.6,False,8954.0,8459.0,True,EXIT
KINGFA,Kingfa Science & Technology (India) Limited,Basic Materials,Specialty Chemicals,5854.0,True,226.0,True,True,Sector: Basic Materials,31.64,31.38,True,2222.0,1996.0,True,ADD
