Symbol,Company,Sector,Industry,Current_Price,ATH_Price_Flag,TTM_Net_Profit,ATH_Profit_Flag,Above_MA212_Flag,RS_vs_Sector,RS_vs_Benchmark,Outperformance_Flag,ATH_Sales,ATH_Sales_Flag,Signal
BHARTIARTL,Bharti Airtel Limited,Communication Services,Telecom Services,1939.0999755859375,False,28070.9,False,False,18.85,-0.39,False,172985.0,True,EXIT
HDFCBANK,HDFC Bank Limited,Financial Services,Banks - Regional,725.0,False,49307.979999999996,False,False,-32.07,-31.01,False,,False,EXIT
ICICIBANK,ICICI Bank Limited,Financial Services,Banks - Regional,1406.800048828125,False,56090.159999999996,True,True,-6.17,-5.21,False,,False,HOLD
SBIN,State Bank of India,Financial Services,Banks - Regional,1083.0,False,62161.45,False,True,26.74,27.55,True,,False,HOLD
BAJFINANCE,Bajaj Finance Limited,Financial Services,Credit Services,1090.800048828125,False,20303.53,True,True,21.78,22.61,True,,False,HOLD
LT,Larsen & Toubro Limited,Industrials,Engineering & Construction,4070.699951171875,False,16280.750000000002,True,True,5.02,5.98,True,255734.0,True,HOLD
LICI,Life Insurance Corporation of India,Financial Services,Insurance - Life,412.1499938964844,False,47354.67,False,False,-12.33,-11.35,False,889970.0,True,EXIT
HINDUNILVR,Hindustan Unilever Limited,Consumer Defensive,Household & Personal Products,2092.0,False,15028.0,True,False,-16.1,-20.39,False,63121.0,True,EXIT
INFY,Infosys Limited,Technology,Information Technology Services,1175.0,False,332.4,False,False,-21.47,-21.87,False,162990.0,True,EXIT
SUNPHARMA,Sun Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1932.0,True,11256.259999999998,True,True,2.31,13.59,True,52578.0,True,ADD
MARUTI,Maruti Suzuki India Limited,Consumer Cyclical,Auto Manufacturers,13905.0,False,14777.4,True,False,-1.61,4.12,False,152913.0,True,EXIT
TITAN,Titan Company Limited,Consumer Cyclical,Luxury Goods,5063.7001953125,True,4825.0,True,True,36.2,41.83,True,60456.0,True,ADD
ADANIENT,Adani Enterprises Limited,Energy,Thermal Coal,2964.89990234375,False,7007.960000000001,False,True,17.41,25.8,True,127540.0,False,HOLD
M&M,Mahindra & Mahindra Limited,Consumer Cyclical,Auto Manufacturers,3428.199951171875,False,18880.07,True,True,-5.52,0.22,False,159211.0,True,HOLD
ADANIPOWER,Adani Power Limited,Utilities,Utilities - Independent Power Producers,206.10000610351562,False,14687.210000000001,False,True,85.81,71.74,True,56203.0,True,HOLD
ADANIPORTS,Adani Ports and Special Economic Zone Limited,Industrials,Marine Shipping,1658.0,False,13317.560000000001,True,True,20.49,21.41,True,30475.0,True,HOLD
KOTAKBANK,Kotak Mahindra Bank Limited,Financial Services,Banks - Regional,392.3999938964844,False,15827.900000000001,False,False,-6.47,-5.52,False,,False,EXIT
AXISBANK,AXISBANK,Financial Services,Banks - Regional,1221.800048828125,False,28489.31,True,False,9.51,10.39,True,,False,HOLD
HCLTECH,HCL Technologies Limited,Technology,Information Technology Services,1370.0,False,13188.0,False,False,-12.52,-12.96,False,117055.0,True,EXIT
ITC,ITC Limited,Consumer Defensive,Tobacco,278.5,False,19957.49,False,False,-32.81,-36.98,False,75323.0,True,EXIT
ULTRACEMCO,UltraTech Cement Limited,Basic Materials,Building Materials,11706.0,False,9533.34,True,False,-9.89,-9.83,False,75955.0,True,EXIT
NTPC,NTPC Limited,Utilities,Utilities - Regulated Electric,344.25,False,28706.79,True,False,9.08,-2.96,False,188138.0,True,EXIT
HAL,Hindustan Aeronautics Limited,Industrials,Aerospace & Defense,4945.0,False,9115.6,True,True,4.1,5.07,True,30981.0,True,HOLD
BAJAJFINSV,Bajaj Finserv Ltd.,Financial Services,Financial Conglomerates,2025.0,False,10144.27,True,True,0.63,1.55,True,133822.0,True,HOLD
BAJAJ-AUTO,Bajaj Auto Limited,Consumer Cyclical,Auto Manufacturers,11661.0,False,11759.400000000001,True,True,31.49,37.14,True,50995.0,True,HOLD
JSWSTEEL,JSWSTEEL,Basic Materials,Steel,1275.0,True,25344.0,True,True,16.79,16.77,True,175006.0,False,ADD
ONGC,Oil and Natural Gas Corporation Limited,Energy,Oil & Gas Integrated,239.89999389648438,False,41424.38,False,False,-12.96,-3.71,False,632291.0,False,EXIT
NESTLEIND,Nestlé India Limited,Consumer Defensive,Packaged Foods,1506.9000244140625,True,3477.1800000000003,False,True,37.79,33.15,True,24394.0,False,HOLD
BEL,Bharat Electronics Limited,Industrials,Aerospace & Defense,410.5,False,5828.57,True,False,0.37,1.34,True,23769.0,True,HOLD
ETERNAL,Eternal Limited,Consumer Cyclical,Internet Retail,318.0,False,393.0,False,True,-8.16,-2.42,False,20243.0,True,EXIT
SHRIRAMFIN,Shriram Finance Limited,Financial Services,Credit Services,1132.300048828125,True,11162.76,False,True,78.04,78.62,True,,False,HOLD
ASIANPAINT,Asian Paints Limited,Basic Materials,Specialty Chemicals,2755.5,False,4764.83,False,True,5.97,5.98,True,35495.0,False,HOLD
COALINDIA,Coal India Limited,Energy,Thermal Coal,410.5,False,35645.79,False,False,-6.99,2.09,False,144762.0,False,EXIT
HINDZINC,Hindustan Zinc Limited,Basic Materials,Other Industrial Metals & Mining,578.3499755859375,False,16652.0,True,True,30.26,30.21,True,34098.0,False,HOLD
DMART,Avenue Supermarts Limited,Consumer Defensive,Discount Stores,4070.0,False,3146.09,True,True,-5.99,-10.33,False,59358.0,True,HOLD
POWERGRID,Power Grid Corporation of India Limited,Utilities,Utilities - Regulated Electric,266.6000061035156,False,16504.74,False,False,0.08,-11.72,False,45843.0,False,EXIT
