Symbol,Company,Sector,Industry,Current_Price,ATH_Price_Flag,TTM_Net_Profit,ATH_Profit_Flag,Above_MA200_Flag,RS_vs_Sector,RS_vs_Benchmark,Outperformance_Flag,ATH_Sales,Signal
ADANIPOWER,Adani Power Limited,Utilities,Utilities - Independent Power Producers,221.33,False,12518.49,False,True,90.09,77.27,True,56203.0,HOLD
MARUTI,Maruti Suzuki India Limited,Consumer Cyclical,Auto Manufacturers,13221.0,False,15241.6,True,False,9.12,10.06,True,152913.0,HOLD
ADANIPORTS,Adani Ports and Special Economic Zone Limited,Industrials,Marine Shipping,1795.1,False,12711.38,True,True,25.51,21.17,True,30475.0,HOLD
ITC,ITC Limited,Consumer Defensive,Tobacco,309.45,False,34837.56,True,False,-26.65,-34.17,False,75323.0,EXIT
AXISBANK,Axis Bank Limited,Financial Services,Banks - Regional,1244.8,False,28332.13,True,True,13.34,12.7,True,,HOLD
KOTAKBANK,Kotak Mahindra Bank Limited,Financial Services,Banks - Regional,387.05,False,14819.619999999999,False,False,-2.46,-3.03,False,,EXIT
NTPC,NTPC Limited,Utilities,Utilities - Regulated Electric,395.25,False,24173.0,True,True,12.22,1.51,True,188138.0,HOLD
ONGC,Oil and Natural Gas Corporation Limited,Energy,Oil & Gas Integrated,299.35,False,37927.56,False,True,-8.28,-1.75,False,632291.0,EXIT
M&M,Mahindra & Mahindra Limited,Consumer Cyclical,Auto Manufacturers,3123.1,False,16720.699999999997,True,False,2.77,3.72,True,159211.0,HOLD
ADANIENT,Adani Enterprises Limited,Energy,Thermal Coal,2716.0,False,6582.14,False,True,15.58,21.43,True,127540.0,HOLD
TITAN,Titan Company Limited,Consumer Cyclical,Luxury Goods,4169.1,True,4825.0,True,True,42.41,43.26,True,60456.0,ADD
ULTRACEMCO,UltraTech Cement Limited,Basic Materials,Building Materials,11487.0,False,9416.099999999999,True,False,-0.85,-5.81,False,75955.0,EXIT
JSWSTEEL,JSW Steel Limited,Basic Materials,Steel,1278.8,True,6543.0,False,True,23.8,18.77,True,175006.0,HOLD
BEL,Bharat Electronics Limited,Industrials,Aerospace & Defense,423.65,False,5986.999999999999,True,True,3.14,-1.14,False,23769.0,HOLD
HCLTECH,HCL Technologies Limited,Technology,Information Technology Services,1132.6,False,12407.0,False,False,-8.22,-10.62,False,117055.0,EXIT
HAL,Hindustan Aeronautics Limited,Industrials,Aerospace & Defense,4386.2,False,8896.18,True,False,4.39,0.1,True,30981.0,HOLD
BAJAJ-AUTO,Bajaj Auto Limited,Consumer Cyclical,Auto Manufacturers,10377.5,False,10744.210000000001,True,True,38.88,39.75,True,50995.0,HOLD
COALINDIA,Coal India Limited,Energy,Thermal Coal,462.2,False,36491.65,False,True,1.4,7.66,True,144762.0,HOLD
POWERGRID,Power Grid Corporation of India Limited,Utilities,Utilities - Regulated Electric,305.85,False,15820.04,False,True,5.84,-4.7,False,45843.0,EXIT
DMART,Avenue Supermarts Limited,Consumer Defensive,Discount Stores,4358.7,False,2836.38,True,True,-4.23,-11.9,False,59358.0,HOLD
BAJAJFINSV,Bajaj Finserv Ltd.,Financial Services,Financial Conglomerates,1728.1,False,9678.94,True,False,2.37,1.78,True,133822.0,HOLD
NESTLEIND,Nestlé India Limited,Consumer Defensive,Packaged Foods,1430.5,True,3206.51,False,True,39.91,31.94,True,24394.0,HOLD
TATASTEEL,Tata Steel Limited,Basic Materials,Steel,216.84,False,9168.939999999999,False,True,22.76,17.72,True,243959.0,HOLD
HINDZINC,Hindustan Zinc Limited,Basic Materials,Other Industrial Metals & Mining,637.8,False,14186.0,True,True,29.83,24.77,True,34098.0,HOLD
ASIANPAINT,Asian Paints Limited,Basic Materials,Specialty Chemicals,2605.6,False,3845.36,False,True,16.31,11.29,True,35495.0,HOLD
HINDALCO,Hindalco Industries Limited,Basic Materials,Aluminum,1067.5,False,16077.0,True,True,43.6,38.5,True,238496.0,HOLD
ADANIGREEN,Adani Green Energy Limited,Utilities,Utilities - Renewable,1379.0,False,1381.0,False,True,49.79,38.07,True,11212.0,HOLD
ETERNAL,Eternal Limited,Consumer Cyclical,Internet Retail,241.18,False,340.0,False,False,-5.09,-4.12,False,20243.0,EXIT
SHRIRAMFIN,Shriram Finance Limited,Financial Services,Credit Services,937.9,False,9853.76,False,True,64.41,63.54,True,,HOLD
WIPRO,Wipro Limited,Technology,Information Technology Services,190.0,False,9695.6,False,False,-26.13,-28.42,False,90488.0,EXIT
GRASIM,Grasim Industries Limited,Basic Materials,Building Materials,2933.8,True,4484.27,False,True,15.18,10.17,True,148478.0,HOLD
EICHERMOT,Eicher Motors Limited,Consumer Cyclical,Auto Manufacturers,7014.5,True,5357.43,True,True,40.0,40.87,True,18451.0,ADD
IOC,Indian Oil Corporation Limited,Energy,Oil & Gas Refining & Marketing,134.48,False,30059.56,False,False,-12.79,-6.12,False,841756.0,EXIT
SBILIFE,SBI Life Insurance Company Limited,Financial Services,Insurance - Life,1864.5,False,2789.26,False,False,0.29,-0.29,False,,EXIT
DIVISLAB,Divi's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,6760.5,True,2379.0,False,True,15.33,19.76,True,9360.0,HOLD
VBL,Varun Beverages Limited,Consumer Defensive,Beverages - Non-Alcoholic,503.8,False,3167.66,True,True,-10.11,-17.75,False,21685.0,HOLD
INDIGO,InterGlobe Aviation Limited,Industrials,Airlines,4314.9,False,8242.400000000001,True,False,-10.64,-14.89,False,80803.0,EXIT
TVSMOTOR,TVS Motor Company Limited,Consumer Cyclical,Auto Manufacturers,3466.8,True,2665.5199999999995,True,False,47.42,48.26,True,44089.0,ADD
BSE,BSE Limited,Financial Services,Financial Data & Stock Exchanges,4000.6,False,2194.0699999999997,True,True,48.63,47.83,True,3212.0,HOLD
ICICIAMC,ICICIAMC,Financial Services,Asset Management,3199.6,False,3004.0600000000004,False,False,,,False,4977.0,EXIT
SOLARINDS,Solar Industries India Limited,Basic Materials,Specialty Chemicals,17314.0,False,1452.15,True,True,27.44,22.39,True,7540.0,HOLD
ADANIENSOL,Adani Energy Solutions Limited,Utilities,Utilities - Independent Power Producers,1303.6,False,2395.72,True,True,114.63,101.16,True,23767.0,HOLD
JIOFIN,Jio Financial Services Limited,Financial Services,Asset Management,233.06,False,1181.9700000000003,False,False,-24.02,-24.49,False,2043.0,EXIT
CUMMINSIND,Cummins India Limited,Industrials,Specialty Industrial Machinery,5392.0,False,2177.92,True,True,57.25,52.84,True,10391.0,HOLD
PIDILITIND,Pidilite Industries Limited,Basic Materials,Specialty Chemicals,1467.7,True,2292.03,True,True,16.05,11.04,True,13140.0,ADD
TORNTPHARM,Torrent Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,4405.7,True,2272.25,True,True,30.19,34.52,True,11516.0,ADD
HYUNDAI,HYUNDAI,Consumer Cyclical,Auto Manufacturers,1825.2,False,5378.719999999999,False,False,-2.0,-1.04,False,69829.0,EXIT
PFC,Power Finance Corporation Limited,Financial Services,Credit Services,445.75,False,25218.420000000002,True,True,1.72,1.13,True,,HOLD
TRENT,Trent Limited,Consumer Cyclical,Apparel Retail,4101.3,False,1719.65,True,False,-43.98,-42.91,False,17135.0,EXIT
POWERINDIA,Hitachi Energy India Limited,Industrials,Electrical Equipment & Parts,32535.0,False,714.29,False,True,52.08,47.68,True,,HOLD
IDEA,Vodafone Idea Limited,Communication Services,Telecom Services,12.95,False,24584.4,False,True,106.46,85.9,True,44958.0,HOLD
DLF,DLF Limited,Real Estate,Real Estate - Development,566.75,False,4306.959999999999,False,False,-1.96,-18.31,False,9926.0,EXIT
TMCV,TMCV,Consumer Cyclical,Auto Manufacturers,377.95,False,23164.0,False,False,,,False,,EXIT
BHEL,Bharat Heavy Electricals Limited,Industrials,Specialty Industrial Machinery,398.3,False,2640.8199999999997,False,True,72.75,68.3,True,39561.0,HOLD
POLYCAB,Polycab India Limited,Industrials,Electrical Equipment & Parts,9152.5,False,2713.25,True,True,30.32,25.97,True,22408.0,HOLD
MOTHERSON,Samvardhana Motherson International Limited,Consumer Cyclical,Auto Parts,129.92,True,3413.0,False,True,51.92,52.76,True,113663.0,HOLD
ABB,ABB India Limited,Industrials,Specialty Industrial Machinery,6381.0,False,1787.63,False,True,33.26,28.9,True,13203.0,HOLD
BANKBARODA,Bank of Baroda Limited,Financial Services,Banks - Regional,261.4,False,19545.5,False,False,0.19,-0.39,False,,EXIT
MUTHOOTFIN,Muthoot Finance Limited,Financial Services,Credit Services,3311.4,False,8718.539999999999,True,False,17.7,17.04,True,,HOLD
CGPOWER,CG Power and Industrial Solutions Limited,Industrials,Electrical Equipment & Parts,838.2,False,1191.52,False,True,32.45,28.1,True,13632.0,HOLD
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Financial Services,Credit Services,1546.3,True,4775.57,True,False,26.5,25.8,True,,ADD
HDFCLIFE,HDFC Life Insurance Company Limited,Financial Services,Insurance - Life,608.7,False,1939.3900000000003,True,False,-29.33,-29.78,False,101482.0,EXIT
TMPV,Tata Motors Passenger Vehicles Limited,Consumer Cyclical,Auto Manufacturers,356.55,False,97048.0,True,False,-52.45,-51.36,False,439695.0,EXIT
BRITANNIA,Britannia Industries Limited,Consumer Defensive,Packaged Foods,5406.0,False,2438.9700000000003,True,False,1.46,-6.25,False,17943.0,EXIT
TATAPOWER,Tata Power Company Limited,Utilities,Utilities - Independent Power Producers,407.0,False,3794.1099999999997,False,True,3.81,-6.67,False,65478.0,EXIT
TATACAP,TATACAP,Financial Services,Asset Management,307.95,True,3810.59,False,False,,,False,,EXIT
VEDL,Vedanta Limited,Basic Materials,Other Industrial Metals & Mining,331.05,False,19076.0,False,False,-35.43,-40.3,False,152968.0,EXIT
IRFC,Indian Railway Finance Corporation Limited,Financial Services,Credit Services,98.86,False,6860.41,False,False,-32.48,-32.92,False,,EXIT
SIEMENS,Siemens Limited,Industrials,Specialty Industrial Machinery,3587.9,False,1767.1,False,True,21.07,16.74,True,22240.0,HOLD
JINDALSTEL,Jindal Steel Limited,Basic Materials,Steel,1232.0,False,3068.55,False,True,13.91,8.9,True,53212.0,HOLD
UNIONBANK,Union Bank of India,Financial Services,Banks - Regional,161.94,False,20015.46,False,True,28.64,27.93,True,,HOLD
TATACONSUM,Tata Consumer Products Limited,Consumer Defensive,Packaged Foods,1234.0,False,1342.4900000000002,True,True,6.28,-1.46,False,17618.0,HOLD
BPCL,Bharat Petroleum Corporation Limited,Energy,Oil & Gas Refining & Marketing,284.45,False,22225.19,False,False,-11.92,-5.28,False,473187.0,EXIT
TECHM,Tech Mahindra Limited,Technology,Information Technology Services,1370.5,False,4783.1,False,False,12.97,10.44,True,53290.0,EXIT
LTM,LTM Limited,Technology,Information Technology Services,3968.4,False,4745.5,False,False,-14.59,-16.95,False,38008.0,EXIT
PNB,Punjab National Bank,Financial Services,Banks - Regional,102.05,False,18256.7,False,False,5.18,4.57,True,,EXIT
APOLLOHOSP,Apollo Hospitals Enterprise Limited,Healthcare,Medical Care Facilities,8082.5,True,1697.0,True,True,13.82,18.26,True,21794.0,ADD
GROWW,GROWW,Financial Services,Capital Markets,187.67,False,1542.37,False,False,,,False,4061.0,EXIT
CANBK,Canara Bank,Financial Services,Banks - Regional,128.07,False,17732.969999999998,True,False,14.8,14.15,True,,HOLD
HDFCAMC,HDFC Asset Management Company Limited,Financial Services,Asset Management,2703.5,False,2139.63,False,True,-9.25,-9.79,False,4051.0,EXIT
CIPLA,Cipla Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1432.1,False,4765.7699999999995,False,False,-12.23,-7.62,False,27548.0,EXIT
BAJAJHLDNG,Bajaj Holdings & Investment Limited,Financial Services,Asset Management,10308.0,False,9636.75,True,False,-23.88,-24.35,False,1702.0,EXIT
INDUSTOWER,Indus Towers Limited,Communication Services,Telecom Services,430.15,False,7084.700000000001,False,True,19.37,-0.01,False,30123.0,EXIT
BOSCHLTD,Bosch Limited,Consumer Cyclical,Auto Parts,37740.0,True,2756.7,True,True,0.38,1.34,True,18087.0,ADD
DRREDDY,Dr. Reddy's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1336.7,False,5658.6,True,True,-16.65,-12.0,False,32644.0,HOLD
GVT&D,GE Vernova T&D India Limited,Industrials,Specialty Industrial Machinery,4342.6,False,911.1700000000001,True,True,60.58,56.17,True,4020.0,HOLD
INDIANB,Indian Bank,Financial Services,Banks - Regional,820.6,False,11577.939999999999,True,True,32.95,32.22,True,,HOLD
ENRIN,Siemens Energy India Limited,Utilities,Utilities - Renewable,3086.1,False,1166.9,False,True,4.87,-5.64,False,,EXIT
MARICO,Marico Limited,Consumer Defensive,Household & Personal Products,841.15,True,1762.0,True,True,31.46,23.55,True,10831.0,ADD
AMBUJACEM,Ambuja Cements Limited,Basic Materials,Building Materials,433.75,False,3847.2200000000003,True,False,-24.56,-29.46,False,19985.0,EXIT
LGEINDIA,LGEINDIA,Technology,Consumer Electronics,1579.8,False,1077.6699999999998,False,False,,,False,,EXIT
GAIL,GAIL (India) Limited,Utilities,Utilities - Regulated Gas,162.13,False,10698.69,False,False,10.39,-0.27,False,145668.0,EXIT
GODREJCP,Godrej Consumer Products Limited,Consumer Defensive,Household & Personal Products,1039.2,False,1814.0300000000002,False,False,-9.73,-17.36,False,14364.0,EXIT
LUPIN,Lupin Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2276.2,True,4022.2599999999998,True,True,15.18,19.62,True,22708.0,ADD
MANKIND,Mankind Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2503.0,False,1648.07,False,True,-10.79,-6.18,False,12207.0,EXIT
MAXHEALTH,Max Healthcare Institute Limited,Healthcare,Medical Care Facilities,1050.1,False,1419.19,True,False,-18.88,-14.22,False,7028.0,EXIT
GMRAIRPORT,GMR Airports Limited,Industrials,Airports & Air Services,96.59,False,608.1,True,True,17.6,13.28,True,11088.0,HOLD
ZYDUSLIFE,Zydus Lifesciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1011.7,False,4703.299999999999,True,True,5.17,9.67,True,23242.0,HOLD
HEROMOTOCO,Hero MotoCorp Limited,Consumer Cyclical,Auto Manufacturers,5064.5,False,5741.7300000000005,True,False,23.13,24.03,True,40923.0,HOLD
MAZDOCK,Mazagon Dock Shipbuilders Limited,Industrials,Aerospace & Defense,2481.8,False,2336.4,False,False,-12.18,-16.43,False,11432.0,EXIT
LLOYDSME,Lloyds Metals and Energy Limited,Basic Materials,Steel,1734.0,True,3680.8400000000006,True,True,38.74,33.66,True,6721.0,ADD
UNITDSPR,UNITDSPR,Consumer Defensive,Beverages - Wineries & Distilleries,1320.7,False,1591.0,True,False,21.89,14.04,True,12069.0,HOLD
ABCAPITAL,Aditya Birla Capital Limited,Financial Services,Financial Conglomerates,357.15,True,3773.86,False,True,56.84,56.0,True,,HOLD
INDHOTEL,The Indian Hotels Company Limited,Consumer Cyclical,Lodging,656.25,False,2304.22,True,False,-3.65,-2.68,False,8335.0,EXIT
ICICIGI,ICICI Lombard General Insurance Company Limited,Financial Services,Insurance - Diversified,1835.2,False,2461.9900000000002,False,False,-16.59,-17.09,False,,EXIT
BHARATFORG,Bharat Forge Limited,Consumer Cyclical,Auto Parts,1913.1,True,1079.65,False,True,85.03,85.78,True,15682.0,HOLD
RECLTD,REC Limited,Financial Services,Credit Services,345.85,False,16203.21,True,False,-7.46,-8.01,False,,EXIT
NTPCGREEN,NTPCGREEN,Utilities,Utilities - Renewable,107.99,False,536.79,True,True,-5.82,-16.04,False,2210.0,HOLD
JSWENERGY,JSW Energy Limited,Utilities,Utilities - Independent Power Producers,515.05,False,1738.9399999999998,False,True,11.58,0.89,True,11745.0,HOLD
SHREECEM,Shree Cement Limited,Basic Materials,Building Materials,24970.0,False,2009.3700000000003,False,False,-10.96,-15.9,False,20404.0,EXIT
ASHOKLEY,Ashok Leyland Limited,Industrials,Farm & Heavy Construction Machinery,153.13,False,3310.42,True,False,39.27,34.9,True,48535.0,HOLD
AUROPHARMA,Aurobindo Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1511.8,True,3484.32,False,True,29.4,33.74,True,31724.0,HOLD
MEESHO,MEESHO,Consumer Cyclical,Internet Retail,190.65,False,1919.4900000000002,True,False,,,False,9390.0,EXIT
WAAREEENER,WAAREEENER,Technology,Solar,3022.0,False,2919.26,True,False,-10.43,-12.81,False,14444.0,EXIT
MCX,Multi Commodity Exchange of India Limited,Financial Services,Financial Data & Stock Exchanges,3391.0,False,739.77,True,True,73.51,72.6,True,1113.0,HOLD
LODHA,Lodha Developers Limited,Real Estate,Real Estate - Development,849.95,False,3561.2,True,False,15.19,-1.38,False,13780.0,EXIT
OIL,Oil India Limited,Energy,Oil & Gas Integrated,518.3,False,5830.43,False,True,-4.58,1.85,False,36084.0,EXIT
DABUR,Dabur India Limited,Consumer Defensive,Household & Personal Products,467.7,False,1916.3900000000003,True,False,-13.14,-20.75,False,12563.0,EXIT
LENSKART,LENSKART,Healthcare,Medical Instruments & Supplies,469.25,True,431.18000000000006,False,False,,,False,6653.0,EXIT
NMDC,NMDC Limited,Basic Materials,Steel,91.41,False,7083.97,False,True,22.78,17.75,True,25965.0,HOLD
SRF,SRF Limited,Industrials,Conglomerates,2689.5,False,1973.06,False,False,-13.74,-17.99,False,14870.0,EXIT
SAIL,Steel Authority of India Limited,Basic Materials,Steel,192.4,False,2511.5,False,True,38.79,33.71,True,105378.0,HOLD
OFSS,Oracle Financial Services Software Limited,Technology,Software - Infrastructure,9015.0,False,2737.1000000000004,True,True,32.26,29.61,True,6847.0,HOLD
POLICYBZR,PB Fintech Limited,Financial Services,Insurance Brokers,1688.3,False,704.78,True,False,-14.38,-14.89,False,4977.0,EXIT
BHARTIHEXA,BHARTIHEXA,Communication Services,Telecom Services,1562.3,False,1594.6,False,False,3.79,-15.38,False,,EXIT
NYKAA,FSN E-Commerce Ventures Limited,Consumer Cyclical,Internet Retail,272.4,False,141.35,False,True,52.86,53.69,True,7950.0,HOLD
HINDPETRO,Hindustan Petroleum Corporation Limited,Energy,Oil & Gas Refining & Marketing,366.4,False,14081.42,False,False,-16.0,-9.24,False,440403.0,EXIT
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Financial Services,Insurance - Life,535.6,False,1697.33,False,False,-18.21,-18.71,False,89683.0,EXIT
NHPC,NHPC Limited,Utilities,Utilities - Renewable,76.79,False,2369.0099999999998,False,False,2.64,-7.81,False,10607.0,EXIT
HAVELLS,Havells India Limited,Industrials,Electrical Equipment & Parts,1209.6,False,1889.3899999999999,True,False,-15.57,-19.81,False,21778.0,EXIT
IDBI,IDBI Bank Limited,Financial Services,Banks - Regional,70.38,False,8008.83,True,False,-11.48,-12.01,False,,EXIT
NATIONALUM,National Aluminium Company Limited,Basic Materials,Aluminum,403.6,False,6141.8,True,True,92.0,86.77,True,16788.0,HOLD
AUBANK,AU Small Finance Bank Limited,Financial Services,Banks - Regional,990.5,True,2584.0899999999997,True,True,39.62,38.86,True,,ADD
TORNTPOWER,Torrent Power Limited,Utilities,Utilities - Independent Power Producers,1466.0,False,3157.8,True,True,14.91,4.13,True,29165.0,HOLD
SUZLON,Suzlon Energy Limited,Industrials,Specialty Industrial Machinery,53.84,False,2338.74,False,True,-20.21,-24.44,False,20403.0,EXIT
PERSISTENT,Persistent Systems Limited,Technology,Information Technology Services,4702.1,False,1789.41,True,False,6.94,4.44,True,11939.0,HOLD
FORTIS,Fortis Healthcare Limited,Healthcare,Medical Care Facilities,963.65,False,959.8299999999999,True,True,5.72,10.21,True,7783.0,HOLD
PAYTM,One97 Communications Limited,Technology,Software - Infrastructure,1131.2,False,1071.5,True,False,23.5,20.9,True,9978.0,HOLD
LAURUSLABS,Laurus Labs Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1323.6,True,740.65,False,True,101.48,105.34,True,6041.0,HOLD
LTF,L&T Finance Limited,Financial Services,Credit Services,280.75,False,2882.51,True,True,48.99,48.18,True,,HOLD
NAM-INDIA,Nippon Life India Asset Management Limited,Financial Services,Asset Management,1100.6,False,1483.3400000000001,False,True,37.63,36.88,True,2344.0,HOLD
BAJAJHFL,BAJAJHFL,Financial Services,Mortgage Finance,83.85,False,2504.06,False,False,-26.38,-26.84,False,,EXIT
BIOCON,Biocon Limited,Healthcare,Biotechnology,430.1,False,604.2,False,True,0.14,4.68,True,15262.0,HOLD
FEDERALBNK,The Federal Bank Limited,Financial Services,Banks - Regional,281.3,True,4444.3,True,True,71.55,70.64,True,,ADD
YESBANK,Yes Bank Limited,Financial Services,Banks - Regional,22.07,False,3591.92,False,True,18.63,17.97,True,,HOLD
INDUSINDBK,IndusInd Bank Limited,Financial Services,Banks - Regional,886.4,False,3655.09,False,True,24.44,23.75,True,,HOLD
GICRE,General Insurance Corporation of India,Financial Services,Insurance - Reinsurance,387.45,False,9628.65,False,True,-8.45,-8.99,False,50345.0,EXIT
ATGL,Adani Total Gas Limited,Utilities,Utilities - Regulated Gas,616.25,False,646.82,False,True,16.28,5.46,True,5000.0,HOLD
DIXON,Dixon Technologies (India) Limited,Technology,Consumer Electronics,10979.0,False,1084.24,False,False,-16.61,-18.96,False,38860.0,EXIT
SWIGGY,SWIGGY,Consumer Cyclical,Internet Retail,255.4,False,3343.1800000000003,True,False,-32.87,-31.83,False,15227.0,EXIT
GLENMARK,Glenmark Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2325.9,False,1065.08,False,True,-5.25,-0.68,False,13322.0,EXIT
ALKEM,Alkem Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,5486.0,False,2371.2000000000003,False,False,7.19,11.68,True,12965.0,EXIT
IOB,Indian Overseas Bank,Financial Services,Banks - Regional,33.79,False,5253.700000000001,True,False,-12.98,-13.5,False,,EXIT
UNOMINDA,Uno Minda Limited,Consumer Cyclical,Auto Parts,1121.8,False,1138.1299999999999,True,False,10.04,10.98,True,16775.0,HOLD
BANKINDIA,Bank of India Limited,Financial Services,Banks - Regional,142.26,False,9880.52,False,True,22.15,21.47,True,,HOLD
SCHAEFFLER,Schaeffler India Limited,Consumer Cyclical,Auto Parts,4029.6,False,1177.16,True,True,-4.04,-3.07,False,9686.0,HOLD
LINDEINDIA,Linde India Limited,Basic Materials,Specialty Chemicals,7352.0,False,535.24,False,True,2.89,-2.09,False,3136.0,EXIT
BERGEPAINT,Berger Paints India Limited,Basic Materials,Specialty Chemicals,533.45,False,1142.9699999999998,False,True,-6.75,-11.7,False,11545.0,EXIT
PHOENIXLTD,The Phoenix Mills Limited,Real Estate,Real Estate - Diversified,1738.5,False,1188.65,False,True,40.22,23.33,True,3972.0,HOLD
JSL,Jindal Stainless Limited,Basic Materials,Steel,749.5,False,3193.45,False,False,10.94,5.94,True,39312.0,EXIT
NAUKRI,Info Edge (India) Limited,Communication Services,Internet Content & Information,928.1,False,1347.4099999999999,False,False,5.96,-13.24,False,2850.0,EXIT
MAHABANK,Bank of Maharashtra,Financial Services,Banks - Regional,78.02,False,6850.5599999999995,True,True,38.58,37.83,True,,HOLD
SBICARD,SBI Cards and Payment Services Limited,Financial Services,Credit Services,626.0,False,2256.08,False,False,-20.13,-20.62,False,,EXIT
ABBOTINDIA,Abbott India Limited,Healthcare,Drug Manufacturers - Specialty & Generic,27940.0,False,1524.13,False,False,-28.82,-24.09,False,,EXIT
RVNL,Rail Vikas Nigam Limited,Industrials,Engineering & Construction,283.0,False,1146.79,False,False,-33.41,-37.62,False,21879.0,EXIT
OBEROIRLTY,Oberoi Realty Limited,Real Estate,Real Estate - Development,1617.2,False,2095.44,False,False,24.4,7.72,True,5286.0,EXIT
COLPAL,Colgate-Palmolive (India) Limited,Consumer Defensive,Household & Personal Products,2160.0,False,1322.26,True,False,-1.5,-9.19,False,1960.0,EXIT
IDFCFIRSTB,IDFC First Bank Limited,Financial Services,Banks - Regional,67.65,False,1558.3600000000001,False,False,21.45,20.77,True,,EXIT
PRESTIGE,Prestige Estates Projects Limited,Real Estate,Real Estate - Diversified,1342.2,False,970.4,False,False,12.31,-4.23,False,8315.0,EXIT
FACT,The Fertilisers and Chemicals Travancore Limited,Basic Materials,Agricultural Inputs,882.7,False,150.9,False,True,-12.77,-17.7,False,6198.0,EXIT
HDBFS,HDBFS,Financial Services,Credit Services,674.95,False,1925.4,False,False,-11.37,-11.9,False,,EXIT
JSWINFRA,JSW Infrastructure Limited,Industrials,Marine Shipping,267.1,False,1582.91,False,False,6.16,1.87,True,4476.0,EXIT
VMM,VMM,Consumer Cyclical,Department Stores,118.99,False,786.41,True,False,-26.65,-25.63,False,10716.0,EXIT
TIINDIA,Tube Investments of India Limited,Industrials,Conglomerates,2850.3,False,604.85,False,True,-1.19,-5.47,False,19465.0,EXIT
HINDCOPPER,Hindustan Copper Limited,Basic Materials,Copper,570.25,False,661.45,True,True,104.9,99.63,True,2071.0,HOLD
MFSL,Max Financial Services Limited,Financial Services,Insurance - Life,1604.0,False,141.66,False,False,-1.64,-2.21,False,46576.0,EXIT
COFORGE,Coforge Limited,Technology,Information Technology Services,1282.1,False,1441.1000000000001,True,False,-1.49,-3.94,False,5557.0,EXIT
COROMANDEL,Coromandel International Limited,Basic Materials,Agricultural Inputs,1865.8,False,1730.4899999999998,False,False,-20.42,-25.34,False,29628.0,EXIT
MRF,MRF Limited,Consumer Cyclical,Auto Parts,128640.0,False,2420.1899999999996,False,False,-13.48,-12.49,False,28152.0,EXIT
UPL,UPL Limited,Basic Materials,Agricultural Inputs,632.25,False,2208.0,False,False,-11.58,-16.52,False,53576.0,EXIT
APLAPOLLO,APL Apollo Tubes Limited,Basic Materials,Steel,1890.2,False,1194.67,True,True,16.27,11.25,True,20690.0,HOLD
GODREJPROP,Godrej Properties Limited,Real Estate,Real Estate - Development,1714.1,False,1827.1499999999999,True,False,14.31,-2.25,False,4923.0,EXIT
