Symbol,Company,CMP,Resistance,Distance_to_Breakout_Pct,Resistance_Age_Years,Resistance_Tests,Support,Range_Size,Range_Pct,Volume_Trend,Delivery_Pct,Priority_Score,Chart_Link
GMRAIRPORT,GMR AIRPORTS LIMITED,114.98,115.083,0.0896,18.67,3,9.8201,105.2629,1071.91,FLAT,61.31,30.4247,https://www.tradingview.com/chart/?symbol=NSE:GMRAIRPORT
