Symbol,Company,CMP,Resistance,Distance_to_Breakout_Pct,Resistance_Age_Years,Resistance_Tests,Support,Range_Size,Range_Pct,Volume_Trend,Delivery_Pct,Priority_Score,Chart_Link
GMRAIRPORT,GMR AIRPORTS LIMITED,113.45,115.083,1.4394,18.67,3,9.8201,105.2629,1071.91,FLAT,59.11,29.5407,https://www.tradingview.com/chart/?symbol=NSE:GMRAIRPORT
