Symbol,Company,Sector,Industry,Current_Price,ATH_Price_Flag,TTM_Net_Profit,ATH_Profit_Flag,Above_MA212_Flag,RS_vs_Sector,RS_vs_Benchmark,Outperformance_Flag,ATH_Sales,ATH_Sales_Flag,Signal
POLYCAB,Polycab India Limited,Industrials,Electrical Equipment & Parts,9275.0,False,2770.92,True,True,31.22,31.8,True,22408.0,True,HOLD
PFC,Power Finance Corporation Limited,Financial Services,Credit Services,385.1499938964844,False,25900.96,True,False,-10.07,-10.61,False,,False,EXIT
CGPOWER,CG Power and Industrial Solutions Limited,Industrials,Electrical Equipment & Parts,879.0,False,1232.56,False,True,25.52,26.11,True,13632.0,False,HOLD
LTM,LTM Limited,Technology,Information Technology Services,4795.0,False,5083.299999999999,False,False,-9.6,-10.12,False,38008.0,True,EXIT
IDEA,Vodafone Idea Limited,Communication Services,Telecom Services,12.920000076293945,False,69388.3,True,True,113.8,92.67,True,44958.0,False,HOLD
BPCL,Bharat Petroleum Corporation Limited,Energy,Oil & Gas Refining & Marketing,318.5,False,21524.66,False,False,-13.51,-6.09,False,473187.0,False,EXIT
BRITANNIA,Britannia Industries Limited,Consumer Defensive,Packaged Foods,5623.5,False,2438.9700000000003,True,False,4.08,-1.4,False,17943.0,True,EXIT
PNB,Punjab National Bank,Financial Services,Banks - Regional,113.5,False,19082.13,False,False,4.0,3.39,True,,False,EXIT
ENRIN,Siemens Energy India Limited,Utilities,Utilities - Renewable,3567.300048828125,False,1309.8,False,True,21.96,9.88,True,,False,HOLD
BANKBARODA,Bank of Baroda Limited,Financial Services,Banks - Regional,247.80999755859375,False,16496.15,False,False,-1.62,-2.2,False,,False,EXIT
APOLLOHOSP,Apollo Hospitals Enterprise Limited,Healthcare,Medical Care Facilities,8912.0,True,1854.0,True,True,9.93,20.0,True,21794.0,True,ADD
TMPV,Tata Motors Passenger Vehicles Limited,Consumer Cyclical,Auto Manufacturers,347.1000061035156,False,89363.0,True,False,-56.76,-51.02,False,439695.0,True,EXIT
BAJAJHLDNG,Bajaj Holdings & Investment Limited,Financial Services,Asset Management,11471.0,False,8856.69,True,True,-21.68,-22.17,False,1702.0,False,HOLD
LODHA,Lodha Developers Limited,Real Estate,Real Estate - Development,1213.0,False,4011.6000000000004,True,True,12.11,-4.93,False,13780.0,True,HOLD
TATAPOWER,The Tata Power Company Limited,Utilities,Utilities - Independent Power Producers,382.0,False,3863.26,False,False,6.73,-4.95,False,65478.0,True,EXIT
INDIANB,Indian Bank,Financial Services,Banks - Regional,884.1500244140625,False,11952.93,True,True,30.78,30.05,True,,False,HOLD
CANBK,Canara Bank,Financial Services,Banks - Regional,129.0,False,18203.559999999998,True,False,14.43,13.77,True,,False,HOLD
CIPLA,Cipla Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1467.699951171875,False,3317.1099999999997,False,True,-17.26,-7.01,False,27548.0,True,EXIT
LLOYDSME,Lloyds Metals and Energy Limited,Basic Materials,Steel,2052.800048828125,True,3680.8400000000006,True,True,41.96,40.8,True,6721.0,True,ADD
GROWW,GROWW,Financial Services,Capital Markets,193.33999633789062,False,2346.6699999999996,False,False,,,False,4061.0,True,EXIT
HDFCLIFE,HDFC Life Insurance Company Limited,Financial Services,Insurance - Life,540.0,False,2075.2200000000003,True,False,-34.45,-34.88,False,101482.0,False,EXIT
SBIFUNDS,SBIFUNDS,Financial Services,Asset Management,570.6500244140625,False,1241.6,False,False,,,False,,False,EXIT
MUTHOOTFIN,Muthoot Finance Limited,Financial Services,Credit Services,2906.0,False,11373.2,True,False,5.83,5.22,True,,False,HOLD
IRFC,Indian Railway Finance Corporation Limited,Financial Services,Credit Services,88.5,False,7159.4,False,False,-34.72,-35.15,False,,False,EXIT
HEROMOTOCO,Hero MotoCorp Limited,Consumer Cyclical,Auto Manufacturers,5860.0,False,5741.7300000000005,True,True,16.04,21.6,True,40923.0,True,HOLD
GAIL,GAIL (India) Limited,Utilities,Utilities - Regulated Gas,172.5,False,10275.45,False,True,6.68,-5.0,False,145668.0,False,EXIT
GMRAIRPORT,GMR Airports Limited,Industrials,Airports & Air Services,106.30000305175781,False,672.86,True,True,12.77,13.39,True,11088.0,False,HOLD
JINDALSTEL,Jindal Steel Limited,Basic Materials,Steel,1125.0,False,3573.9399999999996,False,True,10.76,9.7,True,53212.0,False,HOLD
MARICO,Marico Limited,Consumer Defensive,Household & Personal Products,863.5,True,1888.0,True,True,22.47,16.87,True,10831.0,True,ADD
ABCAPITAL,Aditya Birla Capital Limited,Financial Services,Financial Conglomerates,407.75,True,4087.51,False,True,45.02,44.23,True,,False,HOLD
ZYDUSLIFE,Zydus Lifesciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1119.0,False,4952.299999999999,True,True,3.62,13.74,True,23242.0,True,HOLD
GVT&D,GE Vernova T&D India Ltd,Industrials,Specialty Industrial Machinery,4330.0,False,1120.26,True,True,48.06,48.6,True,4020.0,True,HOLD
HDFCAMC,HDFC Asset Management Company Limited,Financial Services,Asset Management,2560.0,False,2229.21,False,False,-13.21,-13.74,False,4051.0,True,EXIT
VEDL,Vedanta Limited,Basic Materials,Other Industrial Metals & Mining,283.6499938964844,False,21066.0,True,False,-39.13,-40.05,False,152968.0,True,EXIT
BHARATFORG,Bharat Forge Limited,Consumer Cyclical,Auto Parts,2093.10009765625,False,1079.65,False,True,73.16,78.59,True,15682.0,False,HOLD
LUPIN,Lupin Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2300.0,False,4627.4400000000005,True,True,4.01,14.12,True,22708.0,True,HOLD
AMBUJACEM,Ambuja Cements Limited,Basic Materials,Building Materials,430.8500061035156,False,2610.85,False,False,-30.56,-31.51,False,19985.0,False,EXIT
LGEINDIA,LGEINDIA,Technology,Consumer Electronics,1557.800048828125,False,1770.3999999999999,False,True,,,False,,False,EXIT
GODREJCP,Godrej Consumer Products Limited,Consumer Defensive,Household & Personal Products,1033.0,False,1814.0300000000002,False,False,-13.34,-18.7,False,14364.0,True,EXIT
UNITDSPR,UNITDSPR,Consumer Defensive,Beverages - Wineries & Distilleries,1522.0,False,1837.0,True,True,17.62,12.05,True,12069.0,True,HOLD
TATACONSUM,Tata Consumer Products Limited,Consumer Defensive,Packaged Foods,1108.699951171875,False,1564.8200000000002,True,False,5.18,-0.3,False,17618.0,True,EXIT
INDIAMART,IndiaMART InterMESH Limited,Communication Services,Internet Content & Information,1782.699951171875,False,410.75,False,False,-16.83,-36.19,False,1388.0,True,EXIT
MAXHEALTH,Max Healthcare Institute Limited,Healthcare,Medical Care Facilities,1069.0,False,1442.41,True,True,-30.29,-19.95,False,7028.0,True,HOLD
INDHOTEL,The Indian Hotels Company Limited,Consumer Cyclical,Lodging,728.7000122070312,False,2157.36,True,True,-12.39,-6.75,False,8335.0,True,HOLD
JSWENERGY,JSW Energy Limited,Utilities,Utilities - Independent Power Producers,578.0,False,2005.6,False,True,17.69,5.73,True,11745.0,True,HOLD
OFSS,Oracle Financial Services Software Limited,Technology,Software - Infrastructure,11890.0,False,3508.7,True,True,36.16,35.35,True,6847.0,True,HOLD
INDUSTOWER,Indus Towers Limited,Communication Services,Telecom Services,368.0,False,7051.400000000001,False,False,24.8,4.87,True,30123.0,True,EXIT
MAZDOCK,Mazagon Dock Shipbuilders Limited,Industrials,Aerospace & Defense,2575.0,False,2560.52,False,True,-8.8,-8.13,False,11432.0,True,EXIT
MANKIND,Mankind Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2438.0,False,1969.4799999999998,False,True,-17.23,-6.97,False,12207.0,True,EXIT
LAURUSLABS,Laurus Labs Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1854.0,True,1061.42,True,True,110.39,119.8,True,6041.0,False,ADD
LENSKART,LENSKART,Healthcare,Medical Instruments & Supplies,586.1500244140625,True,552.0400000000001,False,False,,,False,6653.0,True,EXIT
DRREDDY,Dr. Reddy's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1158.800048828125,False,3311.3999999999996,False,False,-20.41,-10.13,False,32644.0,True,EXIT
AUROPHARMA,Aurobindo Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1648.0,True,3559.7700000000004,False,True,42.49,52.35,True,31724.0,True,HOLD
NYKAA,FSN E-Commerce Ventures Limited,Consumer Cyclical,Internet Retail,323.70001220703125,False,256.16,False,True,48.86,54.35,True,7950.0,True,HOLD
SHREECEM,Shree Cement Limited,Basic Materials,Building Materials,26100.0,False,1964.2400000000002,False,False,-19.0,-19.98,False,20404.0,False,EXIT
PAYTM,One97 Communications Limited,Technology,Software - Infrastructure,1584.0999755859375,False,752.0,True,True,44.17,43.31,True,9978.0,False,HOLD
IDBI,IDBI Bank Limited,Financial Services,Banks - Regional,83.0,False,8107.52,True,False,-13.34,-13.87,False,,False,EXIT
MEESHO,MEESHO,Consumer Cyclical,Internet Retail,191.97999572753906,False,1201.22,True,False,,,False,9390.0,True,EXIT
FEDERALBNK,The Federal Bank Limited,Financial Services,Banks - Regional,358.3500061035156,True,4609.45,True,True,77.65,76.71,True,,False,ADD
DIXON,Dixon Technologies (India) Limited,Technology,Consumer Electronics,14115.0,False,1432.06,True,True,-16.33,-16.82,False,38860.0,True,HOLD
PERSISTENT,Persistent Systems Limited,Technology,Information Technology Services,5474.0,False,1876.69,True,True,2.02,1.43,True,11939.0,True,HOLD
HINDPETRO,Hindustan Petroleum Corporation Limited,Energy,Oil & Gas Refining & Marketing,393.1499938964844,False,26452.260000000002,True,False,-17.32,-9.79,False,440403.0,False,EXIT
ICICIGI,ICICI Lombard General Insurance Company Limited,Financial Services,Insurance - Diversified,1648.800048828125,False,2355.57,False,False,-18.26,-18.77,False,,False,EXIT
HAVELLS,Havells India Limited,Industrials,Electrical Equipment & Parts,1285.0,False,1661.9399999999998,True,False,-20.34,-19.64,False,21778.0,True,EXIT
AUBANK,AUBANK,Financial Services,Banks - Regional,1068.0,True,2876.34,True,True,39.49,38.73,True,,False,ADD
INDUSINDBK,IndusInd Bank Limited,Financial Services,Banks - Regional,1027.300048828125,False,2363.27,False,True,26.21,25.5,True,,False,HOLD
NAUKRI,Info Edge (India) Limited,Communication Services,Internet Content & Information,1282.0,False,1449.8200000000002,False,True,10.18,-9.55,False,2850.0,True,EXIT
COFORGE,Coforge Limited,Technology,Information Technology Services,1810.0,False,1698.5,True,True,7.48,6.85,True,5557.0,True,HOLD
WAAREEENER,WAAREEENER,Technology,Solar,2701.0,False,3718.9799999999996,True,False,-17.07,-17.55,False,14444.0,True,EXIT
JSWINFRA,JSW Infrastructure Limited,Industrials,Marine Shipping,342.0,True,1508.7,False,True,8.65,9.28,True,4476.0,True,HOLD
SRF,SRF Limited,Industrials,Conglomerates,2610.0,False,2205.87,True,False,-15.25,-14.57,False,14870.0,False,EXIT
NHPC,NHPC Limited,Utilities,Utilities - Renewable,77.19999694824219,False,3597.94,False,False,0.11,-11.39,False,10607.0,False,EXIT
LTF,L&T Finance Limited,Financial Services,Credit Services,312.8500061035156,False,3148.81,True,True,54.86,54.03,True,,False,HOLD
NTPCGREEN,NTPCGREEN,Utilities,Utilities - Renewable,91.87999725341797,False,668.23,True,False,-4.18,-15.57,False,2210.0,True,EXIT
BHARTIHEXA,BHARTIHEXA,Communication Services,Telecom Services,1507.0,False,1794.4,False,False,-0.34,-19.92,False,,False,EXIT
ASTERDM,Aster DM Quality Care Limited,Healthcare,Medical Care Facilities,867.1500244140625,True,294.2,False,True,33.68,43.6,True,10253.0,False,HOLD
NAM-INDIA,Nippon Life India Asset Management Limited,Financial Services,Asset Management,1174.0,True,1688.44,False,True,41.62,40.85,True,2344.0,True,HOLD
NMDC,NMDC Limited,Basic Materials,Steel,85.4800033569336,False,7229.24,False,True,15.56,14.48,True,25965.0,False,HOLD
UNOMINDA,Uno Minda Limited,Consumer Cyclical,Auto Parts,1288.0,False,1197.13,True,True,7.44,13.03,True,16775.0,True,HOLD
POLICYBZR,PB Fintech Limited,Financial Services,Insurance Brokers,1630.0,False,697.97,True,False,-13.14,-13.67,False,4977.0,True,EXIT
SWIGGY,SWIGGY,Consumer Cyclical,Internet Retail,279.0,False,2656.0,True,False,-38.99,-33.29,False,15227.0,True,EXIT
IDFCFIRSTB,IDFC First Bank Limited,Financial Services,Banks - Regional,85.0999984741211,False,2410.58,False,True,18.01,17.34,True,,False,HOLD
SAIL,Steel Authority of India Limited,Basic Materials,Steel,172.4499969482422,False,4598.13,False,True,37.79,36.65,True,105378.0,False,HOLD
DABUR,Dabur India Limited,Consumer Defensive,Household & Personal Products,414.20001220703125,False,2033.3600000000001,True,False,-18.81,-24.14,False,12563.0,True,EXIT
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Financial Services,Insurance - Life,499.75,False,1699.3199999999997,True,False,-23.39,-23.87,False,89683.0,False,EXIT
ATGL,Adani Total Gas Limited,Utilities,Utilities - Regulated Gas,660.0999755859375,False,633.95,False,True,19.13,7.12,True,5000.0,True,HOLD
FORTIS,Fortis Healthcare Limited,Healthcare,Medical Care Facilities,945.1500244140625,False,1041.78,True,True,-10.68,-0.47,False,7783.0,True,HOLD
OIL,Oil India Limited,Energy,Oil & Gas Integrated,453.0,False,6619.9400000000005,False,True,-8.31,-1.03,False,36084.0,False,EXIT
BAJAJHFL,BAJAJHFL,Financial Services,Mortgage Finance,85.05999755859375,False,2632.66,False,False,-29.64,-30.1,False,,False,EXIT
YESBANK,YESBANK,Financial Services,Banks - Regional,22.75,False,3919.19,False,True,17.58,16.92,True,,False,HOLD
NATIONALUM,National Aluminium Company Limited,Basic Materials,Aluminum,382.70001220703125,False,6077.709999999999,True,True,99.73,98.41,True,16788.0,True,HOLD
PRESTIGE,Prestige Estates Projects Limited,Real Estate,Real Estate - Diversified,1589.0,False,1138.9,False,True,10.31,-6.7,False,8315.0,False,EXIT
TORNTPOWER,Torrent Power Limited,Utilities,Utilities - Independent Power Producers,1342.9000244140625,False,2323.84,False,False,6.41,-5.26,False,29165.0,True,EXIT
PHOENIXLTD,The Phoenix Mills Limited,Real Estate,Real Estate - Diversified,1935.0,False,1216.69,False,True,48.22,30.73,True,3972.0,False,HOLD
ALKEM,Alkem Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,5598.5,False,2301.8,False,True,1.6,11.72,True,12965.0,True,HOLD
APARINDS,APAR Industries Limited,Industrials,Electrical Equipment & Parts,16448.0,True,1192.73,True,True,82.88,83.34,True,18581.0,True,ADD
BANKINDIA,Bank of India Limited,Financial Services,Banks - Regional,141.0,False,11032.19,False,False,22.35,21.66,True,,False,EXIT
IOB,Indian Overseas Bank,Financial Services,Banks - Regional,33.880001068115234,False,5878.05,True,False,-10.64,-11.18,False,,False,EXIT
OBEROIRLTY,Oberoi Realty Limited,Real Estate,Real Estate - Development,1793.0,False,2290.68,True,True,25.52,8.32,True,5286.0,True,HOLD
GLENMARK,Glenmark Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2251.300048828125,False,1797.8899999999999,True,True,-4.49,5.68,False,13322.0,True,HOLD
SCHAEFFLER,Schaeffler India Limited,Consumer Cyclical,Auto Parts,4063.199951171875,False,1251.32,True,True,-7.33,-1.71,False,9686.0,True,HOLD
SBICARD,SBI Cards and Payment Services Limited,Financial Services,Credit Services,655.0,False,2386.34,False,False,-22.06,-22.55,False,,False,EXIT
GICRE,General Insurance Corporation of India,Financial Services,Insurance - Reinsurance,352.79998779296875,False,9662.380000000001,False,False,-15.56,-16.08,False,50345.0,False,EXIT
KALYANKJIL,Kalyan Jewellers India Limited,Consumer Cyclical,Luxury Goods,600.25,False,1434.96,True,True,2.27,7.87,True,25045.0,True,HOLD
GODREJPROP,Godrej Properties Limited,Real Estate,Real Estate - Development,2108.39990234375,False,1827.1499999999999,True,True,18.24,1.13,True,4923.0,True,HOLD
BERGEPAINT,Berger Paints India Limited,Basic Materials,Specialty Chemicals,542.0999755859375,False,1182.6100000000001,True,True,-6.4,-7.42,False,11545.0,True,HOLD
COROMANDEL,Coromandel International Limited,Basic Materials,Agricultural Inputs,2098.300048828125,False,1531.64,False,False,-18.11,-19.09,False,29628.0,False,EXIT
LINDEINDIA,Linde India Limited,Basic Materials,Specialty Chemicals,7048.0,False,496.37,False,True,5.81,4.76,True,3136.0,False,HOLD
JSL,Jindal Stainless Limited,Basic Materials,Steel,732.75,False,3248.65,False,False,2.47,1.43,True,39312.0,True,EXIT
RBLBANK,RBL Bank Limited,Financial Services,Banks - Regional,391.0,False,920.8199999999999,False,True,44.4,43.62,True,,False,HOLD
RADICO,Radico Khaitan Limited,Consumer Defensive,Beverages - Wineries & Distilleries,4550.0,True,694.51,True,True,61.18,55.32,True,4843.0,True,ADD
MAHABANK,Bank of Maharashtra,Financial Services,Banks - Regional,78.87999725341797,False,7371.5599999999995,True,True,36.68,35.92,True,,False,HOLD
ABBOTINDIA,Abbott India Limited,Healthcare,Drug Manufacturers - Specialty & Generic,27535.0,False,1552.02,False,False,-32.31,-21.96,False,,False,EXIT
ATHERENERG,Ather Energy Limited,Consumer Cyclical,Auto Manufacturers,1466.199951171875,True,390.02,False,True,233.06,238.1,True,,False,HOLD
MRF,MRF Limited,Consumer Cyclical,Auto Parts,133850.0,False,2420.1899999999996,False,False,-17.65,-12.0,False,28152.0,True,EXIT
M&MFIN,Mahindra & Mahindra Financial Services Limited,Financial Services,Credit Services,412.29998779296875,True,3216.08,True,True,58.34,57.49,True,,False,ADD
COLPAL,Colgate-Palmolive (India) Limited,Consumer Defensive,Household & Personal Products,2019.5,False,1340.88,True,False,-8.91,-14.3,False,1960.0,True,EXIT
