Symbol,Company Name,Type,MarketCap,Date,Event_Type,Price,SMA20,SMA50,SMA200,Primary_Buy_Ref_Price,Details
ABBOTINDIA,Abbott India Ltd,Non-PSU,74391.1063552,2023-09-21,Primary_Buy,22838.35,23056.49,23388.71,23398.06,22838.35,MA Crossover Buy
ABBOTINDIA,Abbott India Ltd,Non-PSU,74391.1063552,2024-01-15,Primary_Sell,26210.45,23511.08,23428.8,23252.88,22838.35,Closed primary buy from 2023-09-21 at 22838.35
ACC,ACC LTD,PSU,36083.2466944,2024-10-22,Primary_Buy,2246.35,2375.64,2383.09,2489.35,2246.35,MA Crossover Buy
ACC,ACC LTD,PSU,36083.2466944,2025-01-06,Secondary_Buy_Dip,1984.1,2130.68,2197.67,2414.98,2246.35,10% dip from primary buy
ACC,ACC LTD,PSU,36083.2466944,2025-07-02,Position_Still_Open,1939.4,1877.35,1894.12,2062.47,2246.35,Primary buy from 2024-10-22 at 2246.35 is still active. Secondary buy at 1984.10 is also active.
ADANIPORTS,Adani Ports and Special Economic Zone Limited,Non-PSU,311103.3503744,2024-11-21,Primary_Buy,1114.65,1328.94,1387.2,1388.37,1114.65,MA Crossover Buy
ADANIPORTS,Adani Ports and Special Economic Zone Limited,Non-PSU,311103.3503744,2025-06-03,Primary_Sell,1432.3,1390.78,1279.57,1273.69,1114.65,Closed primary buy from 2024-11-21 at 1114.65
ANGELONE,Angel One Ltd,Non-PSU,26339.7507072,2024-07-02,Primary_Buy,2353.25,2559.46,2612.57,2753.97,2353.25,MA Crossover Buy
ANGELONE,Angel One Ltd,Non-PSU,26339.7507072,2024-07-19,Secondary_Buy_Dip,2086.9,2375.54,2490.86,2778.8,2353.25,10% dip from primary buy
ANGELONE,Angel One Ltd,Non-PSU,26339.7507072,2024-08-19,Secondary_Sell_Rise,2341.2,2158.81,2336.07,2793.86,2353.25,Sell from secondary dip (buy at 2086.90)
ANGELONE,Angel One Ltd,Non-PSU,26339.7507072,2024-11-26,Primary_Sell,2909.2,2838.0,2767.57,2661.12,2353.25,Closed primary buy from 2024-07-02 at 2353.25
ANGELONE,Angel One Ltd,Non-PSU,26339.7507072,2025-02-24,Primary_Buy,2273.05,2333.38,2548.62,2594.82,2273.05,MA Crossover Buy
ANGELONE,Angel One Ltd,Non-PSU,26339.7507072,2025-03-03,Secondary_Buy_Dip,1978.05,2291.22,2475.87,2586.4,2273.05,10% dip from primary buy
ANGELONE,Angel One Ltd,Non-PSU,26339.7507072,2025-03-19,Secondary_Sell_Rise,2215.35,2129.09,2289.79,2556.21,2273.05,Sell from secondary dip (buy at 1978.05)
ANGELONE,Angel One Ltd,Non-PSU,26339.7507072,2025-07-02,Position_Still_Open,2913.4,2977.1,2793.98,2649.88,2273.05,Primary buy from 2025-02-24 at 2273.05 is still active. Secondary buy occurred and was sold.
APOLLOHOSP,Apollo Hospitals Enterprise Ltd,PSU,105085.2589568,2023-10-31,Primary_Buy,4819.9,4978.78,4978.88,5028.94,4819.9,MA Crossover Buy
APOLLOHOSP,Apollo Hospitals Enterprise Ltd,PSU,105085.2589568,2023-11-17,Primary_Sell,5478.95,5057.26,5049.28,5047.28,4819.9,Closed primary buy from 2023-10-31 at 4819.90
APOLLOHOSP,Apollo Hospitals Enterprise Ltd,PSU,105085.2589568,2025-03-07,Primary_Buy,6216.1,6324.93,6710.5,6727.23,6216.1,MA Crossover Buy
APOLLOHOSP,Apollo Hospitals Enterprise Ltd,PSU,105085.2589568,2025-06-12,Primary_Sell,6996.5,6950.52,6924.3,6881.18,6216.1,Closed primary buy from 2025-03-07 at 6216.10
ASIANPAINT,Asian Patins Ltd,Non-PSU,226191.5271168,2023-09-15,Primary_Buy,3196.65,3238.55,3312.85,3317.09,3196.65,MA Crossover Buy
ASIANPAINT,Asian Patins Ltd,Non-PSU,226191.5271168,2024-02-26,Secondary_Buy_Dip,2868.45,2964.9,3149.75,3201.56,3196.65,10% dip from primary buy
ASIANPAINT,Asian Patins Ltd,Non-PSU,226191.5271168,2024-08-22,Secondary_Sell_Rise,3186.6,3055.64,2976.17,3003.01,3196.65,Sell from secondary dip (buy at 2868.45)
ASIANPAINT,Asian Patins Ltd,Non-PSU,226191.5271168,2024-09-02,Primary_Sell,3150.95,3101.12,3009.08,3009.0,3196.65,Closed primary buy from 2023-09-15 at 3196.65
ASIANPAINT,Asian Patins Ltd,Non-PSU,226191.5271168,2024-11-28,Primary_Buy,2458.05,2646.92,2936.91,2948.89,2458.05,MA Crossover Buy
ASIANPAINT,Asian Patins Ltd,Non-PSU,226191.5271168,2025-02-28,Secondary_Buy_Dip,2179.75,2255.64,2268.37,2760.1,2458.05,10% dip from primary buy
ASIANPAINT,Asian Patins Ltd,Non-PSU,226191.5271168,2025-04-09,Secondary_Sell_Rise,2411.15,2310.37,2272.29,2681.96,2458.05,Sell from secondary dip (buy at 2179.75)
ASIANPAINT,Asian Patins Ltd,Non-PSU,226191.5271168,2025-07-02,Position_Still_Open,2419.4,2277.02,2318.07,2482.53,2458.05,Primary buy from 2024-11-28 at 2458.05 is still active. Secondary buy occurred and was sold.
AWL,AWL Agri Business Ltd,PSU,33573.6602624,2023-09-12,Primary_Buy,353.45,365.4,386.16,386.55,353.45,MA Crossover Buy
AWL,AWL Agri Business Ltd,PSU,33573.6602624,2023-10-26,Secondary_Buy_Dip,317.5,339.39,352.01,370.39,353.45,10% dip from primary buy
AWL,AWL Agri Business Ltd,PSU,33573.6602624,2023-12-05,Secondary_Sell_Rise,380.65,319.06,329.51,358.0,353.45,Sell from secondary dip (buy at 317.50)
AWL,AWL Agri Business Ltd,PSU,33573.6602624,2024-03-04,Primary_Sell,375.3,361.95,361.48,360.0,353.45,Closed primary buy from 2023-09-12 at 353.45
AWL,AWL Agri Business Ltd,PSU,33573.6602624,2024-03-27,Primary_Buy,323.5,352.46,354.27,358.58,323.5,MA Crossover Buy
AWL,AWL Agri Business Ltd,PSU,33573.6602624,2024-08-26,Primary_Sell,378.45,368.76,347.52,347.42,323.5,Closed primary buy from 2024-03-27 at 323.50
AWL,AWL Agri Business Ltd,PSU,33573.6602624,2024-11-04,Primary_Buy,331.35,332.61,347.13,347.88,331.35,MA Crossover Buy
AWL,AWL Agri Business Ltd,PSU,33573.6602624,2024-11-21,Secondary_Buy_Dip,294.9,331.57,338.63,346.29,331.35,10% dip from primary buy
AWL,AWL Agri Business Ltd,PSU,33573.6602624,2024-12-27,Secondary_Sell_Rise,329.2,309.62,319.19,339.82,331.35,Sell from secondary dip (buy at 294.90)
AWL,AWL Agri Business Ltd,PSU,33573.6602624,2025-07-02,Position_Still_Open,257.45,262.64,265.07,289.31,331.35,Primary buy from 2024-11-04 at 331.35 is still active. Secondary buy occurred and was sold.
AXISBANK,Axis Bank Limited,Non-PSU,379957.41184,2024-12-12,Primary_Buy,1145.65,1147.93,1160.67,1161.52,1145.65,MA Crossover Buy
AXISBANK,Axis Bank Limited,Non-PSU,379957.41184,2025-01-15,Secondary_Buy_Dip,1026.8,1071.46,1119.01,1161.69,1145.65,10% dip from primary buy
AXISBANK,Axis Bank Limited,Non-PSU,379957.41184,2025-04-16,Secondary_Sell_Rise,1161.3,1081.98,1039.45,1129.12,1145.65,Sell from secondary dip (buy at 1026.80)
AXISBANK,Axis Bank Limited,Non-PSU,379957.41184,2025-05-21,Primary_Sell,1197.8,1187.72,1123.87,1120.59,1145.65,Closed primary buy from 2024-12-12 at 1145.65
BAJAJ-AUTO,Bajaj Auto Limited,Non-PSU,235760.0452608,2024-12-23,Primary_Buy,8768.45,9009.59,9679.2,9721.35,8768.45,MA Crossover Buy
BAJAJ-AUTO,Bajaj Auto Limited,Non-PSU,235760.0452608,2025-03-03,Secondary_Buy_Dip,7714.8,8573.39,8648.92,9681.79,8768.45,10% dip from primary buy
BAJAJ-AUTO,Bajaj Auto Limited,Non-PSU,235760.0452608,2025-05-19,Secondary_Sell_Rise,8851.0,8094.85,7874.67,9301.54,8768.45,Sell from secondary dip (buy at 7714.80)
BAJAJ-AUTO,Bajaj Auto Limited,Non-PSU,235760.0452608,2025-07-02,Position_Still_Open,8356.5,8481.17,8395.02,9041.4,8768.45,Primary buy from 2024-12-23 at 8768.45 is still active. Secondary buy occurred and was sold.
BAJAJFINSV,Bajaj Finserv Limited,Non-PSU,326015.9361024,2024-03-27,Primary_Buy,1582.65,1585.51,1595.62,1596.87,1582.65,MA Crossover Buy
BAJAJFINSV,Bajaj Finserv Limited,Non-PSU,326015.9361024,2024-04-05,Primary_Sell,1677.95,1603.43,1600.52,1598.67,1582.65,Closed primary buy from 2024-03-27 at 1582.65
BAJAJFINSV,Bajaj Finserv Limited,Non-PSU,326015.9361024,2024-08-19,Primary_Buy,1551.1,1584.66,1587.29,1610.76,1551.1,MA Crossover Buy
BAJAJFINSV,Bajaj Finserv Limited,Non-PSU,326015.9361024,2024-09-04,Primary_Sell,1871.9,1656.41,1623.08,1620.0,1551.1,Closed primary buy from 2024-08-19 at 1551.10
BAJAJFINSV,Bajaj Finserv Limited,Non-PSU,326015.9361024,2024-12-31,Primary_Buy,1568.1,1618.93,1658.74,1663.38,1568.1,MA Crossover Buy
