Symbol,Company Name,Type,MarketCap,All-Time High (ATH),Current Market Price (CMP),Buy Trigger Price,Sell Trigger Price,CMP Proximity to Buy (%),ClosenessAbs (%)
WIPRO,Wipro Limited,Non-PSU,260266.262528,360.75,265.58,288.6,346.32,-7.98,7.98
OIL,Oil India Limited,PSU,69065.6575488,741.0,469.85,518.7,622.44,-9.42,9.42
CIPLA,Cipla Limited,Non-PSU,121492.7208448,1680.5,1484.0,1344.4,1613.28,10.38,10.38
LICHSGFIN,LIC Housing Finance Limited,Non-PSU,33743.6147712,816.35,581.75,653.08,783.7,-10.92,10.92
BANKBARODA,Bank of Baroda,PSU,127370.5660416,296.95,231.66,207.87,249.44,11.45,11.45
LICI,Life Insurance Corporation Of India,PSU,607105.1091968,1188.1,927.9,831.67,998.0,11.57,11.57
RELIANCE,Reliance Industries Limited,Non-PSU,1953416.347648,1600.9,1433.3,1280.72,1536.86,11.91,11.91
POWERGRID,Power Grid Corporation of India Limited,PSU,275158.4796672,365.45,286.45,255.82,306.98,11.98,11.98
SHRIRAMFIN,Shriram Finance Limited,Non-PSU,129427.4789376,725.69,652.2,580.55,696.66,12.34,12.34
LT,Larsen & Toubro Limited,Non-PSU,502843.6246528,3947.3,3621.1,3157.84,3789.41,14.67,14.67
RECLTD,REC Limited,PSU,109357.8981376,645.8,383.65,452.06,542.47,-15.13,15.13
AXISBANK,Axis Bank Limited,Non-PSU,370569.6944128,1317.3,1217.5,1053.84,1264.61,15.53,15.53
INDIGO,InterGlobe Aviation Limited,Non-PSU,211793.3727744,5695.0,5271.0,4556.0,5467.2,15.69,15.69
BAJAJ-AUTO,Bajaj Auto Limited,Non-PSU,241220.190208,12666.4,8496.0,10133.12,12159.74,-16.16,16.16
ULTRACEMCO,UltraTech Cement Limited,Non-PSU,331004.7461376,12237.0,11420.0,9789.6,11747.52,16.65,16.65
BAJAJHLDNG,Bajaj Holdings & Investment Limited,Non-PSU,158605.0760704,14382.0,13465.0,11505.6,13806.72,17.03,17.03
BAJFINANCE,Bajaj Finance Limited,Non-PSU,581890.473984,960.75,900.5,768.6,922.32,17.16,17.16
DRREDDY,Dr. Reddy's Laboratories Limited,Non-PSU,109906.9390848,1412.49,1326.1,1129.99,1355.99,17.35,17.35
KOTAKBANK,Kotak Mahindra Bank Limited,Non-PSU,412243.72224,2268.8,2146.4,1815.04,2178.05,18.26,18.26
GRASIM,Grasim Industries Limited,Non-PSU,174650.8972032,2843.75,2693.2,2275.0,2730.0,18.38,18.38
MAHABANK,Bank of Maharashtra,PSU,42341.9969536,94.25,53.7,65.97,79.17,-18.61,18.61
MARUTI,Maruti Suzuki India Limited,Non-PSU,391809.0207232,13495.6,12806.0,10796.48,12955.78,18.61,18.61
M&M,Mahindra & Mahindra Limited,Non-PSU,372668.1833472,3211.1,3094.8,2568.88,3082.66,20.47,20.47
ICICIBANK,ICICI Bank Limited,Non-PSU,1041195.1783936,1460.6,1411.3,1168.48,1402.18,20.78,20.78
BPCL,Bharat Petroleum Corporation Limited,PSU,137400.614912,369.95,313.45,258.97,310.76,21.04,21.04
ASTERDM,Aster DM Healthcare Limited,Non-PSU,29887.3126912,589.85,571.4,471.88,566.26,21.09,21.09
IRB,IRB Infrastructure Developers Limited,Non-PSU,31191.4364928,76.85,48.06,61.48,73.78,-21.83,21.83
HYUNDAI,Hyundai Motor India Limited,Non-PSU,151222.0000256,1956.4,1908.0,1565.12,1878.14,21.91,21.91
HDFCBANK,HDFC Bank Limited,Non-PSU,1515850.4062976,1978.9,1935.3,1583.12,1899.74,22.25,22.25
ADANIPOWER,Adani Power Limited,Non-PSU,214156.6009344,874.5,536.5,699.6,839.52,-23.31,23.31
BHARTIARTL,Bharti Airtel Limited,Non-PSU,1120790.2756864,1901.0,1877.0,1520.8,1824.96,23.42,23.42
SBIN,State Bank of India,PSU,725616.2172928,905.65,785.1,633.96,760.75,23.84,23.84
HINDPETRO,Hindustan Petroleum Corporation Limited,PSU,86612.9149952,448.5,390.0,313.95,376.74,24.22,24.22
HAL,Hindustan Aeronautics Limited,PSU,333671.8778368,5621.95,4902.3,3935.37,4722.44,24.57,24.57
MUTHOOTFIN,Muthoot Finance Limited,Non-PSU,98226.176,2645.7,2637.1,2116.56,2539.87,24.59,24.59
BAJAJFINSV,Bajaj Finserv Limited,Non-PSU,317403.0114816,3269.25,1967.6,2615.4,3138.48,-24.77,24.77
ADANIENT,Adani Enterprises Limited,Non-PSU,292586.0487168,4165.3,2420.6,3332.24,3998.69,-27.36,27.36
TATAMOTORS,Tata Motors Limited,Non-PSU,261751.8063616,1161.85,672.3,929.48,1115.38,-27.67,27.67
HINDZINC,Hindustan Zinc Limited,Non-PSU,212216.6960128,772.3,437.45,617.84,741.41,-29.2,29.2
NMDC,NMDC Limited,PSU,63731.9053312,142.43,67.04,99.7,119.64,-32.76,32.76
INDIANB,Indian Bank,PSU,85410.971648,651.8,615.15,456.26,547.51,34.82,34.82
IDBI,IDBI Bank Limited,PSU,108535.0805504,198.55,89.26,138.99,166.78,-35.78,35.78
CANBK,Canara Bank,PSU,104956.493824,239.4,104.89,167.58,201.1,-37.41,37.41
BEL,Bharat Electronics Limited,PSU,285593.1215872,403.85,398.55,282.7,339.23,40.98,40.98
PNB,Punjab National Bank,PSU,126628.7771648,277.08,102.98,193.96,232.75,-46.91,46.91
UNIONBANK,Union Bank of India,PSU,117023.1525376,417.9,139.68,292.53,351.04,-52.25,52.25
BANKINDIA,Bank of India,PSU,56626.1121024,575.75,115.68,403.02,483.63,-71.3,71.3
RAYMOND,Raymond Limited,Non-PSU,4107.5531776,3229.5,586.15,2583.6,3100.32,-77.31,77.31
RELINFRA,Reliance Infrastructure Limited,Non-PSU,14719.3397248,2585.65,382.8,2068.52,2482.22,-81.49,81.49
KESORAMIND,Kesoram Industries Limited,Non-PSU,197.5823104,399.25,6.7,319.4,383.28,-97.9,97.9
