Symbol,Company,Sector,Industry,Current_Price,ATH_Price_Flag,TTM_Net_Profit,ATH_Profit_Flag,Above_MA212_Flag,RS_Peer_Group,RS_vs_Sector,RS_vs_Benchmark,Outperformance_Flag,TTM_Net_Sales,ATH_Sales,ATH_Sales_Flag,Signal
SFL,Sheela Foam Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",675.0999755859375,False,164.0,False,True,Sector: Consumer Cyclical,-0.17,-5.61,False,3089.0,2962.0,True,EXIT
NESCO,Nesco Limited,Industrials,Conglomerates,1046.300048828125,False,417.0,True,False,Sector: Industrials,-28.68,-30.21,False,951.0,932.0,True,EXIT
UNIMECH,UNIMECH,Industrials,Aerospace & Defense,1511.300048828125,True,16.0,False,True,Sector: Industrials,38.29,36.62,True,37.0,44.0,False,HOLD
SHARDACROP,Sharda Cropchem Limited,Basic Materials,Agricultural Inputs,787.0999755859375,False,704.0,True,False,Sector: Basic Materials,-19.93,-22.7,False,4774.0,4631.0,True,EXIT
KIRLFER,Kirloskar Ferrous Industries Limited,Industrials,Metal Fabrication,433.20001220703125,False,355.0,False,False,Sector: Industrials,,,False,6935.0,6889.0,True,EXIT
GPPL,Gujarat Pipavav Port Limited,Industrials,Marine Shipping,159.57000732421875,False,547.0,True,False,Sector: Industrials,1.56,-0.03,False,1240.0,1158.0,True,EXIT
KPIGREEN,KPI Green Energy Limited,Utilities,Utilities - Renewable,303.1000061035156,False,387.0,False,False,Sector: Utilities,-18.45,-45.01,False,2106.0,1990.0,True,EXIT
GALAXYSURF,Galaxy Surfactants Limited,Basic Materials,Specialty Chemicals,2403.699951171875,False,216.0,True,True,Sector: Basic Materials,8.47,5.62,True,3981.0,3586.0,True,HOLD
PICCADIL,Piccadily Agro Industries Limited,Consumer Defensive,Beverages - Wineries & Distilleries,695.4500122070312,False,142.0,True,True,Sector: Consumer Defensive,16.9,12.7,True,1075.0,1038.0,True,HOLD
DBL,Dilip Buildcon Limited,Industrials,Engineering & Construction,419.6000061035156,False,758.0,False,False,Sector: Industrials,-14.94,-16.49,False,6925.0,10537.0,False,EXIT
SAFARI,Safari Industries (India) Limited,Consumer Cyclical,Footwear & Accessories,1497.300048828125,False,114.0,False,False,Sector: Consumer Cyclical,-23.92,-29.3,False,2102.0,2043.0,True,EXIT
KENNAMET,Kennametal India Limited,Industrials,Tools & Accessories,3551.699951171875,True,,False,False,Sector: Industrials,,,False,,1511.0,False,EXIT
HMT,HMT Limited,Industrials,Farm & Heavy Construction Machinery,60.279998779296875,False,16.0,False,True,Sector: Industrials,5.5,3.9,True,25.0,59.0,False,HOLD
SAPPHIRE,Sapphire Foods India Limited,Consumer Cyclical,Restaurants,234.67999267578125,False,-32.0,False,True,Sector: Consumer Cyclical,-24.99,-30.37,False,2720.0,2625.0,True,EXIT
INOXGREEN,Inox Green Energy Services Limited,Utilities,Utilities - Renewable,181.5399932861328,False,59.0,True,False,Sector: Utilities,44.16,14.12,True,228.0,592.0,False,HOLD
EPL,EPL Limited,Consumer Cyclical,Packaging & Containers,242.99000549316406,False,285.0,False,True,Sector: Consumer Cyclical,5.88,0.42,True,1449.0,1383.0,True,HOLD
SUPRAJIT,Suprajit Engineering Limited,Consumer Cyclical,Auto Parts,520.75,False,273.0,False,True,Sector: Consumer Cyclical,15.97,10.49,True,1920.0,1840.0,True,HOLD
OMNI,OMNI,Industrials,Specialty Industrial Machinery,564.4500122070312,False,101.0,True,False,Sector: Industrials,,,False,575.0,512.0,True,EXIT
ASHAPURMIN,Ashapura Minechem Limited,Basic Materials,Other Industrial Metals & Mining,612.2000122070312,False,150.0,False,False,Sector: Basic Materials,18.35,15.47,True,437.0,749.0,False,EXIT
BIRLACORPN,Birla Corporation Limited,Basic Materials,Building Materials,901.7999877929688,False,213.0,False,False,Sector: Basic Materials,-30.21,-32.95,False,5514.0,5697.0,False,EXIT
TCI,Transport Corporation of India Limited,Industrials,Integrated Freight & Logistics,907.6500244140625,False,440.0,False,False,Sector: Industrials,-22.78,-24.32,False,4311.0,4225.0,True,EXIT
BAJAJCON,Bajaj Consumer Care Limited,Consumer Defensive,Household & Personal Products,481.3999938964844,False,225.0,False,True,Sector: Consumer Defensive,111.55,106.67,True,1188.0,1092.0,True,HOLD
JKPAPER,JK Paper Limited,Basic Materials,Paper & Paper Products,380.75,False,267.0,False,True,Sector: Basic Materials,7.64,4.79,True,6488.0,6632.0,False,HOLD
SUNFLAG,Sunflag Iron and Steel Company Limited,Basic Materials,Steel,360.75,False,203.0,False,True,Sector: Basic Materials,17.75,14.87,True,3995.0,3939.0,True,HOLD
JKLAKSHMI,JK Lakshmi Cement Limited,Basic Materials,Building Materials,557.25,False,385.0,False,False,Sector: Basic Materials,-40.21,-42.91,False,6926.0,6788.0,True,EXIT
RCF,Rashtriya Chemicals and Fertilizers Limited,Basic Materials,Agricultural Inputs,123.26000213623047,False,450.0,False,False,Sector: Basic Materials,-21.49,-24.25,False,18695.0,21452.0,False,EXIT
GREENLAM,Greenlam Industries Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",252.8000030517578,False,136.0,False,True,Sector: Consumer Cyclical,12.25,6.78,True,2442.0,2415.0,True,HOLD
HNDFDS,Hindustan Foods Limited,Industrials,Conglomerates,608.4500122070312,False,128.0,True,True,Sector: Industrials,13.97,12.35,True,3420.0,3276.0,True,HOLD
NEPHROPLUS,NEPHROPLUS,Healthcare,Medical Care Facilities,694.6500244140625,False,-1.0,False,False,Sector: Healthcare,,,False,651.0,630.0,True,EXIT
MBAPL,Madhya Bharat Agro Products Limited,Basic Materials,Agricultural Inputs,164.72999572753906,True,155.0,True,True,Sector: Basic Materials,86.56,83.48,True,1874.0,1866.0,True,ADD
SPARC,Sun Pharma Advanced Research Company Limited,Healthcare,Drug Manufacturers - Specialty & Generic,197.36000061035156,False,1583.0,True,True,Sector: Healthcare,24.46,32.39,True,1909.0,1879.0,True,HOLD
BECTORFOOD,Mrs. Bectors Food Specialities Limited,Consumer Defensive,Packaged Foods,255.3000030517578,False,129.0,True,True,Sector: Consumer Defensive,-6.64,-10.66,False,1968.0,1899.0,True,HOLD
CAMPUS,Campus Activewear Limited,Consumer Cyclical,Footwear & Accessories,217.9199981689453,False,154.0,True,False,Sector: Consumer Cyclical,-15.53,-20.93,False,1816.0,1774.0,True,EXIT
AXISCADES,AXISCADES Technologies Limited,Industrials,Engineering & Construction,1553.4000244140625,False,-9.0,False,False,Sector: Industrials,27.61,25.96,True,234.0,398.0,False,EXIT
FIEMIND,Fiem Industries Limited,Consumer Cyclical,Auto Parts,2281.699951171875,False,263.0,True,True,Sector: Consumer Cyclical,12.72,7.25,True,2931.0,2814.0,True,HOLD
RBA,Restaurant Brands Asia Limited,Consumer Cyclical,Restaurants,99.58999633789062,False,-151.0,False,True,Sector: Consumer Cyclical,25.42,19.91,True,2402.0,2272.0,True,HOLD
GOKULAGRO,Gokul Agro Resources Limited,Consumer Defensive,Packaged Foods,231.66000366210938,True,356.0,True,True,Sector: Consumer Defensive,41.65,37.27,True,22571.0,22121.0,True,ADD
POWERICA,POWERICA,Industrials,Specialty Industrial Machinery,560.3499755859375,False,220.0,True,False,Sector: Industrials,,,False,2760.0,2594.0,True,EXIT
STYL,STYL,Technology,Software - Infrastructure,398.29998779296875,False,269.0,True,True,Sector: Technology,,,False,1506.0,1558.0,False,HOLD
IBULLSLTD,IBULLSLTD,Real Estate,Real Estate - Development,27.829999923706055,False,-13.0,False,True,Sector: Real Estate,82.82,63.83,True,136.0,116.0,True,HOLD
BALAMINES,Balaji Amines Limited,Basic Materials,Specialty Chemicals,2125.199951171875,False,198.0,False,True,Sector: Basic Materials,37.18,34.24,True,1395.0,1914.0,False,HOLD
MAXESTATES,MAXESTATES,Real Estate,Real Estate - Development,474.3500061035156,False,46.0,False,True,Sector: Real Estate,18.9,0.82,True,61.0,55.0,True,HOLD
AJAXENGG,AJAXENGG,Industrials,Farm & Heavy Construction Machinery,567.25,False,228.0,False,True,Sector: Industrials,-19.11,-20.65,False,2111.0,2103.0,True,EXIT
GSFC,Gujarat State Fertilizers & Chemicals Limited,Basic Materials,Agricultural Inputs,159.8699951171875,False,673.0,False,False,Sector: Basic Materials,-24.68,-27.44,False,12237.0,11298.0,True,EXIT
KOVAI,Kovai Medical Center and Hospital Limited,Healthcare,Medical Care Facilities,6122.0,True,256.0,True,False,Sector: Healthcare,,,False,1644.0,1586.0,True,EXIT
EMIL,Electronics Mart India Limited,Consumer Cyclical,Specialty Retail,192.4199981689453,False,206.0,True,True,Sector: Consumer Cyclical,49.77,44.21,True,7863.0,7183.0,True,HOLD
SENCO,Senco Gold Limited,Consumer Cyclical,Luxury Goods,341.54998779296875,False,592.0,True,True,Sector: Consumer Cyclical,-7.71,-13.13,False,9556.0,8374.0,True,HOLD
SHAKTIPUMP,Shakti Pumps (India) Limited,Industrials,Specialty Industrial Machinery,503.20001220703125,False,192.0,False,False,Sector: Industrials,-43.02,-44.51,False,2854.0,2643.0,True,EXIT
DBREALTY,Valor Estate Limited,Real Estate,Real Estate - Development,108.51000213623047,False,72.0,False,False,Sector: Real Estate,-25.1,-42.57,False,529.0,529.0,True,EXIT
VMART,V-Mart Retail Limited,Consumer Cyclical,Department Stores,792.2999877929688,False,138.0,True,True,Sector: Consumer Cyclical,5.82,0.37,True,3993.0,3789.0,True,HOLD
TRANSRAILL,TRANSRAILL,Industrials,Engineering & Construction,464.8500061035156,False,413.0,True,False,Sector: Industrials,-42.6,-44.09,False,6957.0,6879.0,True,EXIT
GANESHHOU,Ganesh Housing Limited,Real Estate,Real Estate - Development,838.0,False,92.0,False,True,Sector: Real Estate,9.0,-8.95,False,395.0,675.0,False,EXIT
DODLA,Dodla Dairy Limited,Consumer Defensive,Food Distribution,1099.5,False,188.0,False,False,Sector: Consumer Defensive,-16.6,-20.55,False,3477.0,3422.0,True,EXIT
ACI,Archean Chemical Industries Limited,Basic Materials,Chemicals,515.3499755859375,False,143.0,False,False,Sector: Basic Materials,-25.27,-28.03,False,1079.0,1441.0,False,EXIT
PAISALO,Paisalo Digital Limited,Financial Services,Credit Services,67.58999633789062,False,249.0,True,True,Sector: Financial Services,119.99,118.34,True,962.0,917.0,True,HOLD
KMEW,Knowledge Marine & Engineering Works Limited,Industrials,Marine Shipping,2756.5,True,132.0,True,True,Sector: Industrials,183.54,181.52,True,307.0,225.0,True,ADD
AARTIPHARM,Aarti Pharmalabs Limited,Healthcare,Drug Manufacturers - Specialty & Generic,861.9500122070312,False,208.0,False,True,Sector: Healthcare,-10.16,-1.97,False,1957.0,1798.0,True,EXIT
DCBBANK,DCB Bank Limited,Financial Services,Banks - Regional,184.08999633789062,False,788.0,True,True,Sector: Financial Services,48.81,47.49,True,7575.0,7404.0,True,HOLD
SENORES,SENORES,Healthcare,Drug Manufacturers - General,1545.699951171875,True,19.0,False,True,Sector: Healthcare,104.27,111.6,True,124.0,106.0,True,HOLD
LATENTVIEW,Latent View Analytics Limited,Industrials,Consulting Services,285.5,False,130.0,True,False,Sector: Industrials,-33.5,-35.01,False,405.0,398.0,True,EXIT
SIS,SIS Limited,Industrials,Security & Protection Services,416.45001220703125,False,64.0,False,True,Sector: Industrials,13.66,12.04,True,5635.0,5456.0,True,HOLD
ARVINDFASN,Arvind Fashions Limited,Consumer Cyclical,Apparel Retail,444.1499938964844,False,9.0,False,False,Sector: Consumer Cyclical,-11.22,-16.64,False,728.0,1010.0,False,EXIT
HAPPSTMNDS,Happiest Minds Technologies Limited,Technology,Information Technology Services,426.79998779296875,False,177.0,False,True,Sector: Technology,-26.91,-30.36,False,1967.0,1726.0,True,EXIT
TIIL,Technocraft Industries (India) Limited,Industrials,Tools & Accessories,3097.199951171875,False,272.0,True,True,Sector: Industrials,9.99,8.38,True,2094.0,2091.0,True,HOLD
KSHINTL,KSHINTL,Industrials,Electrical Equipment & Parts,1022.3499755859375,True,130.0,True,False,Sector: Industrials,,,False,3712.0,3107.0,True,EXIT
CORDELIA,CORDELIA,Industrials,Marine Shipping,823.2000122070312,False,,False,False,Sector: Industrials,,,False,,583.0,False,EXIT
FDC,FDC Limited,Healthcare,Drug Manufacturers - Specialty & Generic,354.29998779296875,False,296.0,False,False,Sector: Healthcare,-36.27,-27.88,False,2139.0,2126.0,True,EXIT
ITDC,India Tourism Development Corporation Limited,Consumer Cyclical,Lodging,698.2999877929688,False,84.0,True,True,Sector: Consumer Cyclical,27.68,22.17,True,530.0,565.0,False,HOLD
PTC,PTC India Limited,Utilities,Utilities - Independent Power Producers,160.6199951171875,False,363.0,False,False,Sector: Utilities,9.98,-18.17,False,17059.0,16963.0,True,EXIT
STYLAMIND,Stylam Industries Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3582.39990234375,True,169.0,True,True,Sector: Consumer Cyclical,118.45,112.72,True,1173.0,1129.0,True,ADD
EBGNG,EBGNG,Technology,Computer Hardware,593.0,False,46.0,True,True,Sector: Technology,74.24,70.14,True,985.0,918.0,True,HOLD
ISGEC,Isgec Heavy Engineering Limited,Industrials,Specialty Industrial Machinery,746.8499755859375,False,352.0,True,False,Sector: Industrials,-28.81,-30.34,False,5798.0,5229.0,True,EXIT
JAIBALAJI,Jai Balaji Industries Limited,Basic Materials,Steel,69.95999908447266,False,145.0,False,False,Sector: Basic Materials,-32.58,-35.31,False,6110.0,6414.0,False,EXIT
CCAVENUE,AvenuesAI Limited,Technology,Software - Infrastructure,15.210000038146973,False,135.0,False,False,Sector: Technology,-6.73,-10.3,False,8962.0,7585.0,True,EXIT
PRAJIND,Praj Industries Limited,Industrials,Engineering & Construction,334.04998779296875,False,126.0,False,False,Sector: Industrials,-19.69,-21.23,False,2615.0,3153.0,False,EXIT
VIKRAMSOLR,VIKRAMSOLR,Technology,Solar,183.10000610351562,False,353.0,False,False,Sector: Technology,,,False,5204.0,4803.0,True,EXIT
ALOKINDS,Alok Industries Limited,Consumer Cyclical,Textile Manufacturing,11.529999732971191,False,-740.0,False,False,Sector: Consumer Cyclical,-34.87,-40.23,False,3577.0,22131.0,False,EXIT
KALPATARU,KALPATARU,Real Estate,Real Estate - Development,283.1000061035156,False,-5.0,False,False,Sector: Real Estate,-12.13,-29.78,False,209.0,678.0,False,EXIT
TVSSCS,TVS Supply Chain Solutions Limited,Industrials,Integrated Freight & Logistics,121.4800033569336,False,25.0,False,True,Sector: Industrials,-9.49,-11.06,False,2110.0,1991.0,True,EXIT
GOKEX,Gokaldas Exports Limited,Consumer Cyclical,Apparel Manufacturing,804.0999755859375,False,225.0,True,True,Sector: Consumer Cyclical,5.91,0.46,True,2806.0,2693.0,True,HOLD
RPTECH,Rashi Peripherals Limited,Technology,Electronics & Computer Distribution,871.8499755859375,True,300.0,True,True,Sector: Technology,210.26,205.28,True,16952.0,15173.0,True,ADD
GULFOILLUB,Gulf Oil Lubricants India Limited,Basic Materials,Specialty Chemicals,1174.5999755859375,False,382.0,True,True,Sector: Basic Materials,-5.29,-8.1,False,4315.0,3991.0,True,HOLD
SKIPPER,Skipper Limited,Industrials,Engineering & Construction,530.7000122070312,False,219.0,True,True,Sector: Industrials,-3.45,-5.03,False,5609.0,5553.0,True,HOLD
JUSTDIAL,Just Dial Limited,Communication Services,Internet Content & Information,680.2999877929688,False,504.0,False,True,Sector: Communication Services,-1.42,-20.96,False,1243.0,1214.0,True,EXIT
JSFB,Jana Small Finance Bank Limited,Financial Services,Banks - Regional,548.8499755859375,False,380.0,False,True,Sector: Financial Services,9.9,8.77,True,5637.0,5353.0,True,HOLD
CEIGALL,CEIGALL,Industrials,Engineering & Construction,315.95001220703125,False,325.0,True,True,Sector: Industrials,21.54,19.9,True,3953.0,3869.0,True,HOLD
JAMNAAUTO,Jamna Auto Industries Limited,Consumer Cyclical,Auto Parts,123.33000183105469,False,246.0,False,True,Sector: Consumer Cyclical,19.43,13.94,True,2581.0,2539.0,True,HOLD
RPEL,Raghav Productivity Enhancers Limited,Basic Materials,Chemicals,1430.0999755859375,True,35.0,True,True,Sector: Basic Materials,137.85,134.62,True,118.0,138.0,False,ADD
PNCINFRA,PNC Infratech Limited,Industrials,Engineering & Construction,215.1699981689453,False,534.0,False,False,Sector: Industrials,-31.58,-33.1,False,5015.0,7699.0,False,EXIT
IFBIND,IFB Industries Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1386.0,False,146.0,True,True,Sector: Consumer Cyclical,-6.35,-11.78,False,5666.0,5443.0,True,HOLD
MASTEK,Mastek Limited,Technology,Information Technology Services,1811.800048828125,False,181.0,False,False,Sector: Technology,-27.24,-30.68,False,910.0,918.0,False,EXIT
CENTUM,Centum Electronics Limited,Technology,Electronic Components,3362.60009765625,False,-119.0,False,True,Sector: Technology,20.01,16.26,True,993.0,973.0,True,HOLD
SETL,Standard Engineering Technology Limited,Industrials,Specialty Industrial Machinery,308.70001220703125,True,43.0,True,True,Sector: Industrials,66.29,64.55,True,293.0,259.0,True,ADD
MOIL,MOIL Limited,Basic Materials,Other Industrial Metals & Mining,272.79998779296875,False,304.0,False,False,Sector: Basic Materials,-17.64,-20.41,False,1511.0,1582.0,False,EXIT
AEROFLEX,Aeroflex Industries Limited,Industrials,Metal Fabrication,455.8500061035156,False,67.0,True,True,Sector: Industrials,144.08,142.16,True,472.0,412.0,True,HOLD
TIMEX,Timex Group India Limited,Consumer Cyclical,Luxury Goods,541.2999877929688,False,86.0,True,False,Sector: Consumer Cyclical,,,False,849.0,799.0,True,EXIT
PRSMJOHNSN,Prism Johnson Limited,Basic Materials,Building Materials,105.33000183105469,False,142.0,False,False,Sector: Basic Materials,-28.59,-31.33,False,7354.0,7307.0,True,EXIT
GOLDIAM,Goldiam International Limited,Consumer Cyclical,Luxury Goods,374.3999938964844,False,47.0,False,True,Sector: Consumer Cyclical,41.22,35.68,True,546.0,611.0,False,HOLD
FEDFINA,Fedbank Financial Services Limited,Financial Services,Credit Services,152.0,False,383.0,True,True,Sector: Financial Services,6.31,5.2,True,2377.0,2224.0,True,HOLD
NIRLON,Nirlon Limited,Real Estate,Real Estate Services,621.5,True,357.0,True,False,Sector: Real Estate,,,False,674.0,669.0,True,EXIT
NEOGEN,Neogen Chemicals Limited,Basic Materials,Specialty Chemicals,2270.10009765625,True,52.0,True,True,Sector: Basic Materials,57.77,54.77,True,923.0,855.0,True,ADD
SMARTWORKS,SMARTWORKS,Real Estate,Real Estate Services,494.95001220703125,False,22.0,True,True,Sector: Real Estate,17.02,-1.04,False,1909.0,1746.0,True,HOLD
MAPMYINDIA,C. E. Info Systems Limited,Technology,Software - Infrastructure,991.7000122070312,False,143.0,False,False,Sector: Technology,-42.84,-46.19,False,423.0,401.0,True,EXIT
KRISHANA,Krishana Phoschem Limited,Basic Materials,Agricultural Inputs,187.27000427246094,True,197.0,True,True,Sector: Basic Materials,56.73,53.73,True,2555.0,2418.0,True,ADD
AHLUCONT,Ahluwalia Contracts (India) Limited,Industrials,Engineering & Construction,793.8499755859375,False,225.0,False,False,Sector: Industrials,-16.97,-18.52,False,4686.0,4565.0,True,EXIT
SURYAROSNI,Surya Roshni Limited,Basic Materials,Steel,221.27000427246094,False,311.0,False,False,Sector: Basic Materials,-25.1,-27.85,False,7982.0,7996.0,False,EXIT
MASFIN,MAS Financial Services Limited,Financial Services,Credit Services,305.29998779296875,False,384.0,True,False,Sector: Financial Services,-3.54,-4.61,False,1983.0,1898.0,True,EXIT
CYIENTDLM,Cyient DLM Limited,Industrials,Aerospace & Defense,737.4500122070312,False,62.0,False,True,Sector: Industrials,65.47,63.73,True,1019.0,1345.0,False,HOLD
TFCILTD,Tourism Finance Corporation of India Limited,Financial Services,Credit Services,120.27999877929688,True,154.0,True,True,Sector: Financial Services,92.09,90.57,True,291.0,277.0,True,ADD
LUMAXIND,Lumax Industries Limited,Consumer Cyclical,Auto Parts,5792.0,False,173.0,True,True,Sector: Consumer Cyclical,52.55,46.98,True,4485.0,4184.0,True,HOLD
ENTERO,Entero Healthcare Solutions Limited,Healthcare,Medical Distribution,1401.5999755859375,False,23.0,False,True,Sector: Healthcare,-0.01,8.11,False,352.0,409.0,False,EXIT
SUBROS,Subros Limited,Consumer Cyclical,Auto Parts,762.2000122070312,False,166.0,True,False,Sector: Consumer Cyclical,-8.78,-14.2,False,3909.0,3756.0,True,EXIT
INNOVACAP,Innova Captab Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1038.449951171875,False,95.0,True,True,Sector: Healthcare,4.04,12.13,True,1412.0,1299.0,True,HOLD
SHARDAMOTR,Sharda Motor Industries Limited,Consumer Cyclical,Auto Parts,909.5,False,328.0,False,True,Sector: Consumer Cyclical,-12.3,-17.71,False,3652.0,3397.0,True,EXIT
BALUFORGE,Balu Forge Industries Limited,Industrials,Metal Fabrication,513.3499755859375,False,157.0,True,True,Sector: Industrials,-19.27,-20.81,False,672.0,647.0,True,HOLD
SAATVIKGL,Saatvik Green Energy Limited,Technology,Solar,402.6499938964844,False,61.0,False,False,Sector: Technology,,,False,2218.0,2262.0,False,EXIT
HCC,Hindustan Construction Company Limited,Industrials,Engineering & Construction,20.329999923706055,False,204.0,False,False,Sector: Industrials,-26.93,-28.45,False,3850.0,5222.0,False,EXIT
CSBBANK,CSB Bank Limited,Financial Services,Banks - Regional,319.95001220703125,False,665.0,True,False,Sector: Financial Services,-23.87,-24.84,False,4752.0,4505.0,True,EXIT
INDIGOPNTS,Indigo Paints Limited,Basic Materials,Specialty Chemicals,1161.0,False,161.0,True,True,Sector: Basic Materials,0.12,-2.71,False,1385.0,1330.0,True,HOLD
SBCL,Shivalik Bimetal Controls Limited,Industrials,Metal Fabrication,1024.5999755859375,False,87.0,True,True,Sector: Industrials,92.72,90.92,True,477.0,462.0,True,HOLD
SHILCTECH,Shilchar Technologies Limited,Industrials,Electrical Equipment & Parts,3871.0,False,138.0,False,False,Sector: Industrials,,,False,628.0,652.0,False,EXIT
CARERATING,CARE Ratings Limited,Financial Services,Financial Data & Stock Exchanges,1707.0,False,179.0,True,True,Sector: Financial Services,4.44,3.34,True,400.0,388.0,True,HOLD
CRAMC,CRAMC,Financial Services,Asset Management,253.9499969482422,False,218.0,True,False,Sector: Financial Services,,,False,478.0,454.0,True,EXIT
BANSALWIRE,BANSALWIRE,Basic Materials,Steel,323.75,False,116.0,False,True,Sector: Basic Materials,-13.11,-15.9,False,4238.0,4011.0,True,EXIT
SOTL,Savita Oil Technologies Limited,Basic Materials,Specialty Chemicals,692.6500244140625,False,427.0,True,True,Sector: Basic Materials,70.61,67.57,True,4853.0,4360.0,True,HOLD
VADILALIND,Vadilal Industries Limited,Consumer Defensive,Packaged Foods,7411.0,True,151.0,True,True,Sector: Consumer Defensive,50.08,45.65,True,1268.0,1110.0,True,ADD
TRIVENI,Triveni Engineering & Industries Limited,Consumer Defensive,Confectioners,279.6400146484375,False,274.0,False,False,Sector: Consumer Defensive,-16.0,-19.95,False,6089.0,5951.0,True,EXIT
PDSL,PDS Limited,Industrials,Specialty Business Services,376.3500061035156,False,29.0,False,True,Sector: Industrials,12.09,10.47,True,249.0,625.0,False,HOLD
GVPIL,GE Power India Limited,Industrials,Engineering & Construction,731.1500244140625,False,257.0,True,True,Sector: Industrials,88.03,86.23,True,1291.0,3343.0,False,HOLD
DATAMATICS,Datamatics Global Services Limited,Technology,Information Technology Services,852.3499755859375,False,102.0,False,True,Sector: Technology,-11.31,-14.86,False,664.0,735.0,False,EXIT
ORCHPHARMA,Orchid Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,998.3499755859375,False,41.0,False,True,Sector: Healthcare,17.3,25.29,True,1073.0,1736.0,False,HOLD
BLISSGVS,Bliss GVS Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,520.5,True,114.0,True,True,Sector: Healthcare,189.56,196.24,True,788.0,730.0,True,ADD
KISSHT,KISSHT,Financial Services,Credit Services,304.6000061035156,False,,False,False,Sector: Financial Services,,,False,,698.0,False,EXIT
PURVA,Puravankara Limited,Real Estate,Real Estate - Development,226.60000610351562,False,156.0,False,True,Sector: Real Estate,-5.77,-23.51,False,2688.0,2303.0,True,EXIT
OPTIEMUS,Optiemus Infracom Limited,Technology,Electronics & Computer Distribution,554.3499755859375,False,19.0,False,True,Sector: Technology,-7.17,-10.74,False,639.0,2559.0,False,EXIT
GOODLUCK,Goodluck India Limited,Basic Materials,Steel,1311.0999755859375,False,183.0,True,True,Sector: Basic Materials,17.65,14.77,True,4290.0,4068.0,True,HOLD
YASHO,Yasho Industries Limited,Basic Materials,Specialty Chemicals,4362.2998046875,True,52.0,False,True,Sector: Basic Materials,151.3,148.02,True,934.0,817.0,True,HOLD
MPSLTD,MPS Limited,Communication Services,Publishing,2814.800048828125,True,139.0,True,True,Sector: Communication Services,45.91,25.72,True,463.0,438.0,True,ADD
GUJALKALI,Gujarat Alkalies and Chemicals Limited,Basic Materials,Chemicals,680.4500122070312,False,66.0,False,True,Sector: Basic Materials,19.5,16.61,True,4498.0,4516.0,False,HOLD
IOLCP,IOL Chemicals and Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,161.27999877929688,False,168.0,False,True,Sector: Healthcare,54.63,62.33,True,2524.0,2319.0,True,HOLD
VRLLOG,VRL Logistics Limited,Industrials,Trucking,296.20001220703125,False,267.0,False,True,Sector: Industrials,4.8,3.2,True,3356.0,3221.0,True,HOLD
THOMASCOOK,Thomas Cook (India) Limited,Consumer Cyclical,Travel Services,103.68000030517578,False,123.0,False,False,Sector: Consumer Cyclical,-36.84,-42.19,False,2144.0,2273.0,False,EXIT
ICRA,ICRA Limited,Financial Services,Financial Data & Stock Exchanges,5052.7001953125,False,132.0,False,False,Sector: Financial Services,-20.96,-21.94,False,338.0,328.0,True,EXIT
UNIVCABLES,Universal Cables Limited,Industrials,Electrical Equipment & Parts,1724.5999755859375,True,114.0,True,True,Sector: Industrials,136.77,134.86,True,3368.0,3022.0,True,ADD
LXCHEM,Laxmi Organic Industries Limited,Basic Materials,Specialty Chemicals,179.66000366210938,False,120.0,False,True,Sector: Basic Materials,-19.65,-22.42,False,3094.0,2945.0,True,EXIT
LGBBROSLTD,L.G. Balakrishnan & Bros Limited,Consumer Cyclical,Auto Parts,1602.800048828125,False,305.0,False,False,Sector: Consumer Cyclical,25.21,19.71,True,2888.0,2773.0,True,EXIT
SSWL,Steel Strips Wheels Limited,Consumer Cyclical,Auto Parts,309.5,True,224.0,True,True,Sector: Consumer Cyclical,49.0,43.44,True,5506.0,5183.0,True,ADD
FCL,Fineotex Chemical Limited,Basic Materials,Specialty Chemicals,43.40999984741211,True,93.0,False,True,Sector: Basic Materials,69.89,66.86,True,384.0,439.0,False,HOLD
PILANIINVS,Pilani Investment and Industries Corporation Limited,Financial Services,Asset Management,4445.10009765625,False,33.0,False,False,Sector: Financial Services,-14.13,-15.15,False,253.0,321.0,False,EXIT
RUSTOMJEE,Keystone Realtors Limited,Real Estate,Real Estate - Development,375.1000061035156,False,34.0,False,False,Sector: Real Estate,-26.75,-44.19,False,689.0,1414.0,False,EXIT
SWSOLAR,Sterling and Wilson Renewable Energy Limited,Technology,Solar,203.6199951171875,False,-2521.0,False,False,Sector: Technology,-25.34,-28.8,False,6288.0,8210.0,False,EXIT
EPIGRAL,Epigral Limited,Basic Materials,Chemicals,1097.0999755859375,False,272.0,False,False,Sector: Basic Materials,-41.18,-43.88,False,2626.0,2550.0,True,EXIT
DEEDEV,DEEDEV,Industrials,Metal Fabrication,650.5499877929688,False,60.0,True,True,Sector: Industrials,128.73,126.84,True,987.0,919.0,True,HOLD
KDDL,KDDL Limited,Consumer Cyclical,Luxury Goods,4084.60009765625,True,84.0,False,True,Sector: Consumer Cyclical,63.34,57.74,True,540.0,496.0,True,HOLD
