Symbol,Company,CMP,Resistance,Distance_to_Breakout_Pct,Resistance_Age_Years,Resistance_Tests,Support,Range_Size,Range_Pct,Volume_Trend,Delivery_Pct,Priority_Score,Chart_Link
GMRAIRPORT,GMR AIRPORTS LIMITED,111.94,115.083,2.8078,18.67,3,9.8201,105.2629,1071.91,RISING,62.18,30.7646,https://www.tradingview.com/chart/?symbol=NSE:GMRAIRPORT
