Symbol,Company,Sector,Industry,Current_Price,ATH_Price_Flag,TTM_Net_Profit,ATH_Profit_Flag,Above_MA200_Flag,RS_vs_Sector,RS_vs_Benchmark,Outperformance_Flag,ATH_Sales,Signal
RELIANCE,Reliance Industries Limited,Energy,Oil & Gas Refining & Marketing,1319.0,False,83556.0,True,False,-18.54,-10.34,False,962820.0,EXIT
BHARTIARTL,Bharti Airtel Limited,Communication Services,Telecom Services,1970.5,False,30925.3,False,True,19.49,-0.41,False,172985.0,EXIT
HDFCBANK,HDFC Bank Limited,Financial Services,Banks - Regional,753.0,False,49307.979999999996,False,False,-30.01,-30.14,False,,EXIT
ICICIBANK,ICICI Bank Limited,Financial Services,Banks - Regional,1460.0,True,56090.159999999996,True,True,-5.53,-5.77,False,,HOLD
SBIN,State Bank of India,Financial Services,Banks - Regional,1045.0,False,62161.45,False,True,27.02,26.63,True,,HOLD
TCS,Tata Consultancy Services Limited,Technology,Information Technology Services,2473.699951171875,False,50484.0,True,False,-21.78,-22.61,False,267021.0,EXIT
BAJFINANCE,Bajaj Finance Limited,Financial Services,Credit Services,1153.0,True,20303.53,True,True,27.09,26.7,True,,ADD
LT,Larsen & Toubro Limited,Industrials,Engineering & Construction,4025.0,False,16280.750000000002,True,True,10.6,7.22,True,255734.0,HOLD
HINDUNILVR,Hindustan Unilever Limited,Consumer Defensive,Household & Personal Products,2138.0,False,15028.0,True,False,-13.23,-21.26,False,63121.0,EXIT
SUNPHARMA,Sun Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1963.5,True,10511.350000000002,False,True,9.95,15.5,True,52578.0,HOLD
INFY,Infosys Limited,Technology,Information Technology Services,1180.0,False,332.4,False,False,-23.87,-24.69,False,162990.0,EXIT
MARUTI,Maruti Suzuki India Limited,Consumer Cyclical,Auto Manufacturers,14150.0,False,15241.6,True,False,7.17,10.04,True,152913.0,HOLD
TITAN,Titan Company Limited,Consumer Cyclical,Luxury Goods,5000.0,True,4825.0,True,True,43.02,45.8,True,60456.0,ADD
ADANIENT,Adani Enterprises Limited,Energy,Thermal Coal,3068.0,False,7007.960000000001,False,True,18.35,25.52,True,127540.0,HOLD
M&M,Mahindra & Mahindra Limited,Consumer Cyclical,Auto Manufacturers,3428.60009765625,False,18880.07,True,True,0.66,3.54,True,159211.0,HOLD
ADANIPOWER,Adani Power Limited,Utilities,Utilities - Independent Power Producers,213.64999389648438,False,14687.210000000001,False,True,96.67,83.42,True,56203.0,HOLD
