Symbol,Company,Sector,Industry,Current_Price,ATH_Price_Flag,TTM_Net_Profit,ATH_Profit_Flag,Above_MA212_Flag,RS_vs_Sector,RS_vs_Benchmark,Outperformance_Flag,ATH_Sales,ATH_Sales_Flag,Signal
TATACAP,TATACAP,Financial Services,Credit Services,367.04998779296875,True,4306.27,True,True,,,False,,False,HOLD
ICICIAMC,ICICIAMC,Financial Services,Asset Management,3074.60009765625,False,3479.24,False,False,,,False,4977.0,True,EXIT
CUMMINSIND,Cummins India Limited,Industrials,Specialty Industrial Machinery,5365.0,False,2268.92,True,True,37.4,37.8,True,10391.0,True,HOLD
VBL,Varun Beverages Limited,Consumer Defensive,Beverages - Non-Alcoholic,440.5,False,3961.97,True,False,-14.13,-19.23,False,21685.0,True,EXIT
POWERINDIA,Hitachi Energy India Limited,Industrials,Electrical Equipment & Parts,35800.0,False,907.37,False,True,67.77,68.1,True,,False,HOLD
TECHM,Tech Mahindra Limited,Technology,Information Technology Services,1625.0,False,5081.5,True,True,3.77,2.77,True,53290.0,False,HOLD
BHEL,Bharat Heavy Electricals Limited,Industrials,Specialty Industrial Machinery,420.0,True,2513.08,False,True,83.27,83.56,True,39561.0,False,HOLD
BSE,BSE Limited,Financial Services,Financial Data & Stock Exchanges,3527.0,False,2831.5899999999997,True,True,43.87,44.01,True,3212.0,True,HOLD
SIEMENS,Siemens Limited,Industrials,Specialty Industrial Machinery,4019.0,False,1555.2000000000003,False,True,22.88,23.3,True,22240.0,False,HOLD
UNIONBANK,Union Bank of India,Financial Services,Banks - Regional,187.0,False,20645.76,False,True,32.89,33.08,True,,False,HOLD
POLYCAB,Polycab India Limited,Industrials,Electrical Equipment & Parts,9289.0,False,2770.92,True,True,31.23,31.64,True,22408.0,True,HOLD
PFC,Power Finance Corporation Limited,Financial Services,Credit Services,376.5,False,25900.96,True,False,-14.72,-14.32,False,,False,EXIT
CGPOWER,CG Power and Industrial Solutions Limited,Industrials,Electrical Equipment & Parts,888.0,False,1232.56,False,True,29.54,29.95,True,13632.0,False,HOLD
LTM,LTM Limited,Technology,Information Technology Services,4762.10009765625,False,5083.299999999999,False,False,-10.74,-11.64,False,38008.0,True,EXIT
IDEA,Vodafone Idea Limited,Communication Services,Telecom Services,13.5,False,69388.3,True,True,124.92,103.76,True,44958.0,False,HOLD
BPCL,Bharat Petroleum Corporation Limited,Energy,Oil & Gas Refining & Marketing,317.0,False,21524.66,False,False,-15.58,-6.96,False,473187.0,False,EXIT
BRITANNIA,Britannia Industries Limited,Consumer Defensive,Packaged Foods,5645.5,False,2438.9700000000003,True,False,6.11,0.87,True,17943.0,True,HOLD
PNB,Punjab National Bank,Financial Services,Banks - Regional,118.9800033569336,False,19082.13,False,True,6.36,6.67,True,,False,HOLD
ENRIN,Siemens Energy India Limited,Utilities,Utilities - Renewable,3562.10009765625,False,1309.8,False,True,21.44,8.3,True,,False,HOLD
BANKBARODA,Bank of Baroda Limited,Financial Services,Banks - Regional,251.0,False,16496.15,False,False,-1.98,-1.63,False,,False,EXIT
APOLLOHOSP,Apollo Hospitals Enterprise Limited,Healthcare,Medical Care Facilities,8597.0,False,1854.0,True,True,2.95,13.91,True,21794.0,True,HOLD
TMPV,Tata Motors Passenger Vehicles Limited,Consumer Cyclical,Auto Manufacturers,343.0,False,89363.0,True,False,-58.5,-52.45,False,439695.0,True,EXIT
BAJAJHLDNG,Bajaj Holdings & Investment Limited,Financial Services,Asset Management,11579.0,False,8856.69,True,True,-21.45,-21.02,False,1702.0,False,HOLD
LODHA,Lodha Developers Limited,Real Estate,Real Estate - Development,1209.0,False,4011.6000000000004,True,True,11.8,-5.32,False,13780.0,True,HOLD
TATAPOWER,The Tata Power Company Limited,Utilities,Utilities - Independent Power Producers,379.45001220703125,False,3863.26,False,False,6.56,-6.19,False,65478.0,True,EXIT
INDIANB,Indian Bank,Financial Services,Banks - Regional,897.0,False,11952.93,True,True,28.5,28.71,True,,False,HOLD
CANBK,Canara Bank,Financial Services,Banks - Regional,132.0,False,18203.559999999998,True,False,15.33,15.6,True,,False,HOLD
CIPLA,Cipla Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1463.0,False,3317.1099999999997,False,True,-19.86,-8.74,False,27548.0,True,EXIT
LLOYDSME,Lloyds Metals and Energy Limited,Basic Materials,Steel,1893.5999755859375,False,3680.8400000000006,True,True,32.67,32.25,True,6721.0,True,HOLD
GROWW,GROWW,Financial Services,Capital Markets,197.27999877929688,False,2346.6699999999996,False,False,,,False,4061.0,True,EXIT
HDFCLIFE,HDFC Life Insurance Company Limited,Financial Services,Insurance - Life,537.0,False,2075.2200000000003,True,False,-35.3,-34.8,False,101482.0,False,EXIT
SBIFUNDS,SBIFUNDS,Financial Services,Asset Management,568.7999877929688,False,1241.6,False,False,,,False,,False,EXIT
MUTHOOTFIN,Muthoot Finance Limited,Financial Services,Credit Services,2876.300048828125,False,11373.2,True,False,8.36,8.65,True,,False,HOLD
IRFC,Indian Railway Finance Corporation Limited,Financial Services,Credit Services,88.26000213623047,False,7159.4,False,False,-34.79,-34.3,False,,False,EXIT
HEROMOTOCO,Hero MotoCorp Limited,Consumer Cyclical,Auto Manufacturers,5895.0,False,5741.7300000000005,True,True,16.15,22.01,True,40923.0,True,HOLD
GAIL,GAIL (India) Limited,Utilities,Utilities - Regulated Gas,177.9499969482422,False,10275.45,False,True,10.05,-2.8,False,145668.0,False,EXIT
GMRAIRPORT,GMR Airports Limited,Industrials,Airports & Air Services,104.55000305175781,False,672.86,True,True,13.12,13.57,True,11088.0,False,HOLD
JINDALSTEL,Jindal Steel Limited,Basic Materials,Steel,1112.0,False,3573.9399999999996,False,False,6.83,6.48,True,53212.0,False,EXIT
MARICO,Marico Limited,Consumer Defensive,Household & Personal Products,855.0,True,1888.0,True,True,21.88,16.54,True,10831.0,True,ADD
ABCAPITAL,Aditya Birla Capital Limited,Financial Services,Financial Conglomerates,410.95001220703125,True,4087.51,False,True,48.3,48.42,True,,False,HOLD
ZYDUSLIFE,Zydus Lifesciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1205.0,True,4952.299999999999,True,True,10.29,21.2,True,23242.0,True,ADD
GVT&D,GE Vernova T&D India Ltd,Industrials,Specialty Industrial Machinery,4406.5,False,1120.26,True,True,52.15,52.51,True,4020.0,True,HOLD
HDFCAMC,HDFC Asset Management Company Limited,Financial Services,Asset Management,2490.0,False,2229.21,False,False,-14.18,-13.78,False,4051.0,True,EXIT
VEDL,Vedanta Limited,Basic Materials,Other Industrial Metals & Mining,275.79998779296875,False,21066.0,True,False,-41.02,-41.23,False,152968.0,True,EXIT
BHARATFORG,Bharat Forge Limited,Consumer Cyclical,Auto Parts,2081.5,False,1079.65,False,True,69.99,75.73,True,15682.0,False,HOLD
LUPIN,Lupin Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2281.0,False,4627.4400000000005,True,True,1.48,12.46,True,22708.0,True,HOLD
AMBUJACEM,Ambuja Cements Limited,Basic Materials,Building Materials,421.0,False,2610.85,False,False,-32.95,-33.19,False,19985.0,False,EXIT
LGEINDIA,LGEINDIA,Technology,Consumer Electronics,1578.800048828125,False,1770.3999999999999,False,True,,,False,,False,EXIT
GODREJCP,Godrej Consumer Products Limited,Consumer Defensive,Household & Personal Products,910.0,False,1814.0300000000002,False,False,-24.05,-29.09,False,14364.0,True,EXIT
UNITDSPR,UNITDSPR,Consumer Defensive,Beverages - Wineries & Distilleries,1535.0,False,1837.0,True,True,18.71,13.39,True,12069.0,True,HOLD
TATACONSUM,Tata Consumer Products Limited,Consumer Defensive,Packaged Foods,1061.9000244140625,False,1564.8200000000002,True,False,1.76,-3.45,False,17618.0,True,EXIT
INDIAMART,IndiaMART InterMESH Limited,Communication Services,Internet Content & Information,1784.5999755859375,False,410.75,False,False,-14.85,-34.11,False,1388.0,True,EXIT
MAXHEALTH,Max Healthcare Institute Limited,Healthcare,Medical Care Facilities,1007.5,False,1442.41,True,False,-36.19,-24.97,False,7028.0,True,EXIT
INDHOTEL,The Indian Hotels Company Limited,Consumer Cyclical,Lodging,724.0,False,2157.36,True,True,-13.97,-8.03,False,8335.0,True,HOLD
JSWENERGY,JSW Energy Limited,Utilities,Utilities - Independent Power Producers,558.75,False,2005.6,False,True,12.83,-0.09,False,11745.0,True,EXIT
OFSS,Oracle Financial Services Software Limited,Technology,Software - Infrastructure,11679.0,False,3508.7,True,True,33.47,32.29,True,6847.0,True,HOLD
INDUSTOWER,Indus Towers Limited,Communication Services,Telecom Services,383.3999938964844,False,7051.400000000001,False,False,27.88,8.04,True,30123.0,True,EXIT
MAZDOCK,Mazagon Dock Shipbuilders Limited,Industrials,Aerospace & Defense,2552.0,False,2560.52,False,True,-10.55,-10.05,False,11432.0,True,EXIT
MANKIND,Mankind Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2433.10009765625,False,1969.4799999999998,False,True,-15.88,-4.79,False,12207.0,True,EXIT
LAURUSLABS,Laurus Labs Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1850.0,True,1061.42,True,True,107.48,117.75,True,6041.0,False,ADD
LENSKART,LENSKART,Healthcare,Medical Instruments & Supplies,586.4500122070312,True,552.0400000000001,False,False,,,False,6653.0,True,EXIT
DRREDDY,Dr. Reddy's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1200.0,False,3311.3999999999996,False,False,-17.65,-6.55,False,32644.0,True,EXIT
AUROPHARMA,Aurobindo Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1667.0,True,3559.7700000000004,False,True,41.94,52.64,True,31724.0,True,HOLD
NYKAA,FSN E-Commerce Ventures Limited,Consumer Cyclical,Internet Retail,328.04998779296875,False,256.16,False,True,49.63,55.41,True,7950.0,True,HOLD
SHREECEM,Shree Cement Limited,Basic Materials,Building Materials,25570.0,False,1964.2400000000002,False,False,-20.53,-20.81,False,20404.0,False,EXIT
PAYTM,One97 Communications Limited,Technology,Software - Infrastructure,1610.0,False,752.0,True,True,40.08,38.86,True,9978.0,False,HOLD
IDBI,IDBI Bank Limited,Financial Services,Banks - Regional,82.45999908447266,False,8107.52,True,False,-11.98,-11.59,False,,False,EXIT
MEESHO,MEESHO,Consumer Cyclical,Internet Retail,191.88999938964844,False,1201.22,True,False,,,False,9390.0,True,EXIT
FEDERALBNK,The Federal Bank Limited,Financial Services,Banks - Regional,356.8500061035156,True,4609.45,True,True,77.2,77.19,True,,False,ADD
DIXON,Dixon Technologies (India) Limited,Technology,Consumer Electronics,13800.0,False,1432.06,True,True,-16.83,-17.7,False,38860.0,True,HOLD
PERSISTENT,Persistent Systems Limited,Technology,Information Technology Services,5474.0,False,1876.69,True,False,0.7,-0.28,False,11939.0,True,EXIT
HINDPETRO,Hindustan Petroleum Corporation Limited,Energy,Oil & Gas Refining & Marketing,390.0,False,26452.260000000002,True,False,-18.0,-9.31,False,440403.0,False,EXIT
ICICIGI,ICICI Lombard General Insurance Company Limited,Financial Services,Insurance - Diversified,1635.0,False,2355.57,False,False,-19.39,-18.97,False,,False,EXIT
HAVELLS,Havells India Limited,Industrials,Electrical Equipment & Parts,1265.0,False,1661.9399999999998,True,False,-19.05,-18.53,False,21778.0,True,EXIT
AUBANK,AUBANK,Financial Services,Banks - Regional,1091.4000244140625,True,2876.34,True,True,45.56,45.69,True,,False,ADD
INDUSINDBK,IndusInd Bank Limited,Financial Services,Banks - Regional,1017.5,False,2363.27,False,True,24.82,25.05,True,,False,HOLD
NAUKRI,Info Edge (India) Limited,Communication Services,Internet Content & Information,1339.0,False,1449.8200000000002,False,True,16.14,-3.54,False,2850.0,True,EXIT
COFORGE,Coforge Limited,Technology,Information Technology Services,1801.5,False,1698.5,True,True,6.96,5.94,True,5557.0,True,HOLD
WAAREEENER,WAAREEENER,Technology,Solar,2668.0,False,3718.9799999999996,True,False,-17.54,-18.4,False,14444.0,True,EXIT
JSWINFRA,JSW Infrastructure Limited,Industrials,Marine Shipping,346.6000061035156,True,1508.7,False,True,11.16,11.61,True,4476.0,True,HOLD
SRF,SRF Limited,Industrials,Conglomerates,2585.0,False,2205.87,True,False,-14.58,-14.07,False,14870.0,False,EXIT
NHPC,NHPC Limited,Utilities,Utilities - Renewable,76.8499984741211,False,3597.94,False,False,-0.74,-13.3,False,10607.0,False,EXIT
LTF,L&T Finance Limited,Financial Services,Credit Services,317.20001220703125,False,3148.81,True,True,55.4,55.49,True,,False,HOLD
NTPCGREEN,NTPCGREEN,Utilities,Utilities - Renewable,92.45999908447266,False,668.23,True,False,-2.33,-14.84,False,2210.0,True,EXIT
BHARTIHEXA,BHARTIHEXA,Communication Services,Telecom Services,1486.0,False,1794.4,False,False,-0.58,-20.03,False,,False,EXIT
ASTERDM,Aster DM Quality Care Limited,Healthcare,Medical Care Facilities,827.9500122070312,True,294.2,False,True,21.36,32.2,True,10253.0,False,HOLD
NAM-INDIA,Nippon Life India Asset Management Limited,Financial Services,Asset Management,1182.300048828125,True,1688.44,False,True,42.92,43.06,True,2344.0,True,HOLD
NMDC,NMDC Limited,Basic Materials,Steel,85.9000015258789,False,7229.24,False,True,16.58,16.2,True,25965.0,False,HOLD
UNOMINDA,Uno Minda Limited,Consumer Cyclical,Auto Parts,1232.4000244140625,False,1197.13,True,True,4.46,10.35,True,16775.0,True,HOLD
POLICYBZR,PB Fintech Limited,Financial Services,Insurance Brokers,1739.0,False,697.97,True,True,-10.12,-9.74,False,4977.0,True,HOLD
SWIGGY,SWIGGY,Consumer Cyclical,Internet Retail,279.3500061035156,False,2656.0,True,False,-39.86,-33.85,False,15227.0,True,EXIT
IDFCFIRSTB,IDFC First Bank Limited,Financial Services,Banks - Regional,85.80000305175781,False,2410.58,False,True,19.1,19.35,True,,False,HOLD
SAIL,Steel Authority of India Limited,Basic Materials,Steel,174.0,False,4598.13,False,True,37.95,37.51,True,105378.0,False,HOLD
DABUR,Dabur India Limited,Consumer Defensive,Household & Personal Products,411.25,False,2033.3600000000001,True,False,-18.04,-23.12,False,12563.0,True,EXIT
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Financial Services,Insurance - Life,506.3999938964844,False,1699.3199999999997,True,False,-23.23,-22.79,False,89683.0,False,EXIT
ATGL,Adani Total Gas Limited,Utilities,Utilities - Regulated Gas,660.3499755859375,False,633.95,False,True,16.04,3.04,True,5000.0,True,HOLD
FORTIS,Fortis Healthcare Limited,Healthcare,Medical Care Facilities,900.0,False,1041.78,True,False,-19.4,-8.29,False,7783.0,True,EXIT
OIL,Oil India Limited,Energy,Oil & Gas Integrated,472.0,False,6619.9400000000005,False,True,-2.1,6.14,False,36084.0,False,EXIT
BAJAJHFL,BAJAJHFL,Financial Services,Mortgage Finance,84.76000213623047,False,2632.66,False,False,-29.96,-29.49,False,,False,EXIT
YESBANK,YESBANK,Financial Services,Banks - Regional,22.979999542236328,False,3919.19,False,True,17.61,17.87,True,,False,HOLD
NATIONALUM,National Aluminium Company Limited,Basic Materials,Aluminum,420.0,True,6077.709999999999,True,True,120.96,120.29,True,16788.0,True,ADD
PRESTIGE,Prestige Estates Projects Limited,Real Estate,Real Estate - Diversified,1590.699951171875,False,1138.9,False,True,9.75,-7.35,False,8315.0,False,EXIT
TORNTPOWER,Torrent Power Limited,Utilities,Utilities - Independent Power Producers,1319.0,False,2323.84,False,False,4.94,-7.77,False,29165.0,True,EXIT
PHOENIXLTD,The Phoenix Mills Limited,Real Estate,Real Estate - Diversified,1905.0,False,1216.69,False,True,45.01,27.47,True,3972.0,False,HOLD
ALKEM,Alkem Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,5480.0,False,2301.8,False,False,-9.51,1.54,False,12965.0,True,EXIT
APARINDS,APAR Industries Limited,Industrials,Electrical Equipment & Parts,18000.0,True,1192.73,True,True,99.09,99.34,True,18581.0,True,ADD
BANKINDIA,Bank of India Limited,Financial Services,Banks - Regional,145.5,False,11032.19,False,False,23.06,23.29,True,,False,EXIT
IOB,Indian Overseas Bank,Financial Services,Banks - Regional,33.84000015258789,False,5878.05,True,False,-11.75,-11.36,False,,False,EXIT
OBEROIRLTY,Oberoi Realty Limited,Real Estate,Real Estate - Development,1799.9000244140625,False,2290.68,True,True,23.91,6.63,True,5286.0,True,HOLD
GLENMARK,Glenmark Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2290.0,False,1797.8899999999999,True,True,-4.64,6.37,False,13322.0,True,HOLD
SCHAEFFLER,Schaeffler India Limited,Consumer Cyclical,Auto Parts,4125.7998046875,False,1251.32,True,True,-4.21,1.71,False,9686.0,True,HOLD
SBICARD,SBI Cards and Payment Services Limited,Financial Services,Credit Services,656.5999755859375,False,2386.34,False,False,-22.21,-21.77,False,,False,EXIT
GICRE,General Insurance Corporation of India,Financial Services,Insurance - Reinsurance,355.8500061035156,False,9662.380000000001,False,False,-15.01,-14.61,False,50345.0,False,EXIT
KALYANKJIL,Kalyan Jewellers India Limited,Consumer Cyclical,Luxury Goods,596.7000122070312,False,1434.96,True,True,3.37,9.27,True,25045.0,True,HOLD
GODREJPROP,Godrej Properties Limited,Real Estate,Real Estate - Development,2015.0,False,1827.1499999999999,True,True,15.68,-1.49,False,4923.0,True,HOLD
BERGEPAINT,Berger Paints India Limited,Basic Materials,Specialty Chemicals,559.7999877929688,False,1182.6100000000001,True,True,-0.39,-0.72,False,11545.0,True,HOLD
COROMANDEL,Coromandel International Limited,Basic Materials,Agricultural Inputs,2073.300048828125,False,1531.64,False,False,-18.12,-18.4,False,29628.0,False,EXIT
LINDEINDIA,Linde India Limited,Basic Materials,Specialty Chemicals,6777.5,False,496.37,False,True,4.52,4.18,True,3136.0,False,HOLD
JSL,Jindal Stainless Limited,Basic Materials,Steel,737.9000244140625,False,3248.65,False,False,-1.09,-1.42,False,39312.0,True,EXIT
RBLBANK,RBL Bank Limited,Financial Services,Banks - Regional,389.79998779296875,False,920.8199999999999,False,True,48.85,48.97,True,,False,HOLD
RADICO,Radico Khaitan Limited,Consumer Defensive,Beverages - Wineries & Distilleries,4533.0,True,694.51,True,True,57.24,51.66,True,4843.0,True,ADD
MAHABANK,Bank of Maharashtra,Financial Services,Banks - Regional,81.87000274658203,False,7371.5599999999995,True,True,42.0,42.15,True,,False,HOLD
ABBOTINDIA,Abbott India Limited,Healthcare,Drug Manufacturers - Specialty & Generic,28140.0,False,1552.02,False,True,-29.64,-18.47,False,,False,EXIT
ATHERENERG,Ather Energy Limited,Consumer Cyclical,Auto Manufacturers,1569.4000244140625,True,390.02,False,True,281.15,286.38,True,,False,HOLD
MRF,MRF Limited,Consumer Cyclical,Auto Parts,130785.0,False,2420.1899999999996,False,False,-17.78,-11.83,False,28152.0,True,EXIT
M&MFIN,Mahindra & Mahindra Financial Services Limited,Financial Services,Credit Services,395.8500061035156,True,3216.08,True,True,49.05,49.17,True,,False,ADD
