Symbol,Company Name,Type,MarketCap,All-Time High (ATH),Current Market Price (CMP),Buy Trigger Price,Sell Trigger Price,CMP Proximity to Buy (%),ClosenessAbs (%)
ADANIPOWER,Adani Power Limited,Non-PSU,214156.6009344,874.5,530.25,699.6,839.52,-24.21,24.21
SBIN,State Bank of India,PSU,725616.2172928,905.65,790.0,633.96,760.75,24.61,24.61
HINDPETRO,Hindustan Petroleum Corporation Limited,PSU,86612.9149952,448.5,392.25,313.95,376.74,24.94,24.94
BHARTIARTL,Bharti Airtel Limited,Non-PSU,1120790.2756864,1936.7,1936.7,1549.36,1859.23,25.0,25.0
HYUNDAI,Hyundai Motor India Limited,Non-PSU,151222.0000256,2006.2,2006.2,1604.96,1925.95,25.0,25.0
HAL,Hindustan Aeronautics Limited,PSU,333671.8778368,5621.95,4973.1,3935.37,4722.44,26.37,26.37
ADANIENT,Adani Enterprises Limited,Non-PSU,292586.0487168,4165.3,2448.4,3332.24,3998.69,-26.52,26.52
TATAMOTORS,Tata Motors Limited,Non-PSU,261751.8063616,1161.85,670.0,929.48,1115.38,-27.92,27.92
HINDZINC,Hindustan Zinc Limited,Non-PSU,212216.6960128,772.3,438.6,617.84,741.41,-29.01,29.01
NMDC,NMDC Limited,PSU,63731.9053312,142.43,67.7,99.7,119.64,-32.1,32.1
IDBI,IDBI Bank Limited,PSU,108535.0805504,198.55,91.0,138.99,166.78,-34.53,34.53
INDIANB,Indian Bank,PSU,85410.971648,651.8,615.65,456.26,547.51,34.93,34.93
CANBK,Canara Bank,PSU,104956.493824,239.4,107.22,167.58,201.1,-36.02,36.02
BEL,Bharat Electronics Limited,PSU,285593.1215872,408.25,408.25,285.77,342.93,42.86,42.86
PNB,Punjab National Bank,PSU,126628.7771648,277.08,102.09,193.96,232.75,-47.36,47.36
UNIONBANK,Union Bank of India,PSU,117023.1525376,417.9,141.5,292.53,351.04,-51.63,51.63
BANKINDIA,Bank of India,PSU,56626.1121024,575.75,113.18,403.02,483.63,-71.92,71.92
RAYMOND,Raymond Limited,Non-PSU,4107.5531776,3229.5,587.5,2583.6,3100.32,-77.26,77.26
RELINFRA,Reliance Infrastructure Limited,Non-PSU,14719.3397248,2585.65,367.0,2068.52,2482.22,-82.26,82.26
KESORAMIND,Kesoram Industries Limited,Non-PSU,197.5823104,399.25,6.56,319.4,383.28,-97.95,97.95
