Symbol,Live_Price,Price_As_Of
CLCIND,53.61000061035156,2026-08-10T06:06:12+00:00
CLEAN,804.4500122070312,2026-08-10T06:06:12+00:00
CLEANMAX,1284.0,2026-08-10T06:06:12+00:00
CLEDUCATE,57.04999923706055,2026-08-10T06:06:12+00:00
CLSEL,277.29998779296875,2026-08-10T06:06:12+00:00
CMLL,577.2999877929688,2026-08-10T06:06:12+00:00
CMPDI,246.7899932861328,2026-08-10T06:06:12+00:00
CMRGREEN,228.55999755859375,2026-08-10T06:06:12+00:00
CMSINFO,275.3500061035156,2026-08-10T06:06:12+00:00
CNL,1086.6500244140625,2026-08-10T06:06:12+00:00
COALINDIA,412.8500061035156,2026-08-10T06:06:12+00:00
COASTCORP,42.41999816894531,2026-08-10T06:06:12+00:00
COCHINSHIP,1511.800048828125,2026-08-10T06:06:12+00:00
COCKERILL,9685.0,2026-08-10T06:06:12+00:00
COFFEEDAY,31.3799991607666,2026-08-10T06:06:12+00:00
COFORGE,1808.199951171875,2026-08-10T06:06:12+00:00
COHANCE,449.04998779296875,2026-08-10T06:06:12+00:00
COLPAL,2019.300048828125,2026-08-10T06:06:12+00:00
COMFINTE,6.539999961853027,2026-08-10T06:06:12+00:00
COMPINFO,1.100000023841858,2026-08-10T06:06:12+00:00
COMPUSOFT,13.130000114440918,2026-08-10T06:06:12+00:00
COMSYN,267.5,2026-08-10T06:06:12+00:00
CONCOR,502.54998779296875,2026-08-10T06:06:12+00:00
CONCORDBIO,1429.300048828125,2026-08-10T06:06:12+00:00
CONFIPET,83.0999984741211,2026-08-10T06:06:12+00:00
CONSOFINVT,290.0,2026-08-10T06:06:12+00:00
CONTROLPR,576.5999755859375,2026-08-10T06:06:12+00:00
CORALFINAC,33.75,2026-08-10T06:06:12+00:00
CORDELIA,837.0,2026-08-10T06:06:12+00:00
CORDSCABLE,225.0,2026-08-10T06:06:12+00:00
COROMANDEL,2064.199951171875,2026-08-10T06:06:12+00:00
CORONA,2079.0,2026-08-10T06:06:12+00:00
COSMOFIRST,948.5,2026-08-10T06:06:12+00:00
COUNCODOS,6.25,2026-08-10T06:06:12+00:00
CPCAP,118.0,2026-08-10T06:06:12+00:00
CPEDU,211.80999755859375,2026-08-10T06:06:12+00:00
CPL,70.51000213623047,2026-08-10T06:06:12+00:00
CPPLUS,3782.89990234375,2026-08-10T06:06:12+00:00
CRAFTSMAN,10478.5,2026-08-10T06:06:12+00:00
CRAMC,262.20001220703125,2026-08-10T06:06:12+00:00
CREATIVEYE,6.349999904632568,2026-08-10T06:06:12+00:00
CREDITACC,1529.699951171875,2026-08-10T06:06:12+00:00
CREST,374.70001220703125,2026-08-10T06:06:12+00:00
CRISIL,4563.89990234375,2026-08-10T06:06:12+00:00
CRIZAC,187.24000549316406,2026-08-10T06:06:12+00:00
CROMPTON,248.25,2026-08-10T06:06:12+00:00
CROWN,112.9000015258789,2026-08-10T06:06:12+00:00
CSBBANK,322.1000061035156,2026-08-10T06:06:12+00:00
CSLFINANCE,221.0,2026-08-10T06:06:12+00:00
CSM,101.62000274658203,2026-08-10T06:06:12+00:00
CTE,37.279998779296875,2026-08-10T06:06:12+00:00
CUB,215.91000366210938,2026-08-10T06:06:12+00:00
CUBEXTUB,80.27999877929688,2026-08-10T06:06:12+00:00
CUMMINSIND,5411.5,2026-08-10T06:06:12+00:00
CUPID,260.75,2026-08-10T06:06:12+00:00
CURAA,73.55000305175781,2026-08-10T06:06:12+00:00
CYBERMEDIA,15.899999618530273,2026-08-10T06:06:12+00:00
CYBERTECH,138.60000610351562,2026-08-10T06:06:12+00:00
CYIENT,863.0,2026-08-10T06:06:12+00:00
CYIENTDLM,698.4500122070312,2026-08-10T06:06:12+00:00
DABUR,412.45001220703125,2026-08-10T06:06:12+00:00
DAICHI,319.95001220703125,2026-08-10T06:06:12+00:00
DALBHARAT,1838.0,2026-08-10T06:06:12+00:00
DALMIASUG,418.6000061035156,2026-08-10T06:06:12+00:00
DAMCAPITAL,150.17999267578125,2026-08-10T06:06:12+00:00
DAMODARIND,29.389999389648438,2026-08-10T06:06:12+00:00
DANGEE,2.990000009536743,2026-08-10T06:06:12+00:00
DATAMATICS,857.5,2026-08-10T06:06:12+00:00
DATAPATTNS,4466.60009765625,2026-08-10T06:06:12+00:00
DAVANGERE,3.0899999141693115,2026-08-10T06:06:12+00:00
DBCORP,211.0,2026-08-10T06:06:12+00:00
DBEIL,7.199999809265137,2026-08-10T06:06:12+00:00
DBL,415.70001220703125,2026-08-10T06:06:12+00:00
DBOL,117.0199966430664,2026-08-10T06:06:12+00:00
DBREALTY,118.05000305175781,2026-08-10T06:06:12+00:00
DBSTOCKBRO,33.900001525878906,2026-08-10T06:06:12+00:00
DCAL,192.77999877929688,2026-08-10T06:06:12+00:00
DCBBANK,190.02999877929688,2026-08-10T06:06:12+00:00
DCI,355.0,2026-08-10T06:06:12+00:00
DCM,83.4000015258789,2026-08-10T06:06:12+00:00
DCMFINSERV,5.329999923706055,2026-08-10T06:06:12+00:00
DCMNVL,164.75999450683594,2026-08-10T06:06:12+00:00
DCMSHRIRAM,1021.0,2026-08-10T06:06:12+00:00
DCMSIL,82.88999938964844,2026-08-10T06:06:12+00:00
DCMSRIND,43.93000030517578,2026-08-10T06:06:12+00:00
DCW,47.29999923706055,2026-08-10T06:06:12+00:00
DCXINDIA,179.77999877929688,2026-08-10T06:06:12+00:00
DDEVPLSTIK,280.95001220703125,2026-08-10T06:06:12+00:00
DECCANCE,574.7000122070312,2026-08-10T06:06:12+00:00
DECNGOLD,213.27999877929688,2026-08-10T06:06:12+00:00
DEEDEV,620.0,2026-08-10T06:06:12+00:00
DEEPAKFERT,1543.0,2026-08-10T06:06:12+00:00
DEEPAKNTR,1800.0,2026-08-10T06:06:12+00:00
DEEPINDS,644.4000244140625,2026-08-10T06:06:12+00:00
DELHIVERY,481.75,2026-08-10T06:06:12+00:00
DELPHIFX,6.75,2026-08-10T06:06:12+00:00
DELTACORP,63.91999816894531,2026-08-10T06:06:12+00:00
DELTAMAGNT,60.970001220703125,2026-08-10T06:06:12+00:00
DEN,27.329999923706055,2026-08-10T06:06:12+00:00
DENORA,890.0,2026-08-10T06:06:12+00:00
DENTA,336.1499938964844,2026-08-10T06:06:12+00:00
DEVIT,26.799999237060547,2026-08-10T06:06:12+00:00
DEVX,34.0,2026-08-10T06:06:12+00:00
DEVYANI,133.61000061035156,2026-08-10T06:06:12+00:00
DGCONTENT,25.690000534057617,2026-08-10T06:06:12+00:00
DHAMPURSUG,157.74000549316406,2026-08-10T06:06:12+00:00
DHANBANK,32.5,2026-08-10T06:06:12+00:00
DHANUKA,1016.5999755859375,2026-08-10T06:06:12+00:00
DHARAN,0.1599999964237213,2026-08-10T06:06:12+00:00
DHARMAJ,280.0,2026-08-10T06:06:12+00:00
DHRUV,24.979999542236328,2026-08-10T06:06:12+00:00
DHUNINV,922.5999755859375,2026-08-10T06:06:12+00:00
DIACABS,357.70001220703125,2026-08-10T06:06:12+00:00
DIAMINESQ,258.0,2026-08-10T06:06:12+00:00
DIAMONDYD,1223.5999755859375,2026-08-10T06:06:12+00:00
DICIND,520.0,2026-08-10T06:06:12+00:00
DIFFNKG,431.1000061035156,2026-08-10T06:06:12+00:00
DIGIDRIVE,17.510000228881836,2026-08-10T06:06:12+00:00
DIGISPICE,17.8700008392334,2026-08-10T06:06:12+00:00
DIGITIDE,104.0,2026-08-10T06:06:12+00:00
DIGJAMLMTD,49.68000030517578,2026-08-10T06:06:12+00:00
DISAQ,11806.0,2026-08-10T06:06:12+00:00
DISHTV,2.890000104904175,2026-08-10T06:06:12+00:00
DIVGIITTS,1060.0,2026-08-10T06:06:12+00:00
DIVISLAB,8280.0,2026-08-10T06:06:12+00:00
DIXON,14082.0,2026-08-10T06:06:12+00:00
DJML,113.22000122070312,2026-08-10T06:06:12+00:00
DLF,659.1500244140625,2026-08-10T06:06:12+00:00
DLINKINDIA,436.8999938964844,2026-08-10T06:06:12+00:00
DMART,3978.199951171875,2026-08-10T06:06:12+00:00
DMCC,277.6499938964844,2026-08-10T06:06:12+00:00
DNAMEDIA,2.680000066757202,2026-08-10T06:06:12+00:00
DODLA,1041.9000244140625,2026-08-10T06:06:12+00:00
DOLATALGO,72.2699966430664,2026-08-10T06:06:12+00:00
DOLLAR,277.95001220703125,2026-08-10T06:06:12+00:00
DOLPHIN,417.0,2026-08-10T06:06:12+00:00
DOMS,2250.0,2026-08-10T06:06:12+00:00
DONEAR,84.38999938964844,2026-08-10T06:06:12+00:00
DPABHUSHAN,1479.699951171875,2026-08-10T06:06:12+00:00
DPSCLTD,7.269999980926514,2026-08-10T06:06:12+00:00
DPWIRES,164.00999450683594,2026-08-10T06:06:12+00:00
DRAGARWQ,5400.0,2026-08-10T06:06:12+00:00
DRCSYSTEMS,13.260000228881836,2026-08-10T06:06:12+00:00
DREAMFOLKS,69.73999786376953,2026-08-10T06:06:12+00:00
DREDGECORP,1071.300048828125,2026-08-10T06:06:12+00:00
DRREDDY,1168.0999755859375,2026-08-10T06:06:12+00:00
DSFCL,25.110000610351562,2026-08-10T06:06:12+00:00
DSKULKARNI,11.5,2026-08-10T06:06:12+00:00
DSSL,1246.800048828125,2026-08-10T06:06:12+00:00
DTIL,134.75,2026-08-10T06:06:12+00:00
DUCON,3.299999952316284,2026-08-10T06:06:12+00:00
DVL,270.0,2026-08-10T06:06:12+00:00
DWARKESH,41.709999084472656,2026-08-10T06:06:12+00:00
DYCL,415.70001220703125,2026-08-10T06:06:12+00:00
DYNAMATECH,11843.0,2026-08-10T06:06:12+00:00
DYNPRO,267.0,2026-08-10T06:06:12+00:00
E2E,604.2000122070312,2026-08-10T06:06:12+00:00
EASEMYTRIP,6.599999904632568,2026-08-10T06:06:12+00:00
EASTSILK,66.1500015258789,2026-08-10T06:06:12+00:00
EBGNG,546.2000122070312,2026-08-10T06:06:12+00:00
ECLERX,1764.300048828125,2026-08-10T06:06:12+00:00
ECOSMOBLTY,131.0399932861328,2026-08-10T06:06:12+00:00
EDELWEISS,118.9000015258789,2026-08-10T06:06:12+00:00
EFCIL,185.24000549316406,2026-08-10T06:06:12+00:00
EICHERMOT,7981.5,2026-08-10T06:06:12+00:00
EIDPARRY,796.9500122070312,2026-08-10T06:06:12+00:00
EIEL,216.8699951171875,2026-08-10T06:06:12+00:00
EIFFL,282.75,2026-08-10T06:06:12+00:00
EIHAHOTELS,298.6499938964844,2026-08-10T06:06:12+00:00
EIHOTEL,310.25,2026-08-10T06:06:12+00:00
EIMCOELECO,1812.300048828125,2026-08-10T06:06:12+00:00
EKC,113.5,2026-08-10T06:06:12+00:00
ELANTAS,11805.0,2026-08-10T06:06:12+00:00
ELCIDIN,110780.0,2026-08-10T06:06:12+00:00
ELDEHSG,778.5,2026-08-10T06:06:12+00:00
ELECON,443.5,2026-08-10T06:06:12+00:00
ELECTCAST,75.19999694824219,2026-08-10T06:06:12+00:00
ELECTHERM,1050.0,2026-08-10T06:06:12+00:00
ELGIEQUIP,585.1500244140625,2026-08-10T06:06:12+00:00
ELGIRUBCO,61.33000183105469,2026-08-10T06:06:12+00:00
ELIN,96.62000274658203,2026-08-10T06:06:12+00:00
ELITECON,17.31999969482422,2026-08-10T06:06:12+00:00
ELLEN,303.3500061035156,2026-08-10T06:06:12+00:00
ELPROINTL,175.0,2026-08-10T06:06:12+00:00
EMAMILTD,410.25,2026-08-10T06:06:12+00:00
EMAMIPAP,111.19999694824219,2026-08-10T06:06:12+00:00
EMAMIREAL,74.5,2026-08-10T06:06:12+00:00
EMBDL,62.349998474121094,2026-08-10T06:06:12+00:00
EMCURE,1983.5999755859375,2026-08-10T06:06:12+00:00
EMIL,180.47000122070312,2026-08-10T06:06:12+00:00
EMKAY,240.89999389648438,2026-08-10T06:06:12+00:00
EMMBI,84.7300033569336,2026-08-10T06:06:12+00:00
EMMVEE,330.8999938964844,2026-08-10T06:06:12+00:00
EMPOWER,2.309999942779541,2026-08-10T06:06:12+00:00
EMSLIMITED,399.54998779296875,2026-08-10T06:06:12+00:00
EMUDHRA,538.0,2026-08-10T06:06:12+00:00
ENDURANCE,2968.10009765625,2026-08-10T06:06:12+00:00
ENERGYDEV,16.600000381469727,2026-08-10T06:06:12+00:00
ENGINERSIN,245.25,2026-08-10T06:06:12+00:00
ENIL,101.5,2026-08-10T06:06:12+00:00
ENRIN,3604.5,2026-08-10T06:06:12+00:00
ENTERO,1352.5,2026-08-10T06:06:12+00:00
EPACK,229.25,2026-08-10T06:06:12+00:00
EPACKPEB,249.25,2026-08-10T06:06:12+00:00
EPIGRAL,1125.0,2026-08-10T06:06:12+00:00
EPL,231.39999389648438,2026-08-10T06:06:12+00:00
EQUIPPP,22.079999923706055,2026-08-10T06:06:12+00:00
EQUITASBNK,75.9000015258789,2026-08-10T06:06:12+00:00
ERIS,1385.0,2026-08-10T06:06:12+00:00
ESABINDIA,5730.0,2026-08-10T06:06:12+00:00
ESAFSFB,39.939998626708984,2026-08-10T06:06:12+00:00
ESCORTS,3120.39990234375,2026-08-10T06:06:12+00:00
ESSARSHPNG,20.030000686645508,2026-08-10T06:06:12+00:00
ESSENTIA,1.2899999618530273,2026-08-10T06:06:12+00:00
ESTER,92.19999694824219,2026-08-10T06:06:12+00:00
ETERNAL,316.1000061035156,2026-08-10T06:06:12+00:00
ETHOSLTD,2845.0,2026-08-10T06:06:12+00:00
EUREKAFORB,450.79998779296875,2026-08-10T06:06:12+00:00
EUROBOND,161.02000427246094,2026-08-10T06:06:12+00:00
EUROPRATIK,323.3500061035156,2026-08-10T06:06:12+00:00
EUROTEXIND,13.369999885559082,2026-08-10T06:06:12+00:00
EVEREADY,363.20001220703125,2026-08-10T06:06:12+00:00
EVERESTIND,472.20001220703125,2026-08-10T06:06:12+00:00
EXCELINDUS,1020.0,2026-08-10T06:06:12+00:00
EXCELSOFT,78.62000274658203,2026-08-10T06:06:12+00:00
EXICOM,156.22000122070312,2026-08-10T06:06:12+00:00
EXIDEIND,491.0,2026-08-10T06:06:12+00:00
EXPLEOSOL,831.5999755859375,2026-08-10T06:06:12+00:00
EXXARO,6.190000057220459,2026-08-10T06:06:12+00:00
FABTECH,148.0,2026-08-10T06:06:12+00:00
FACT,834.2000122070312,2026-08-10T06:06:12+00:00
FAIRCHEMOR,760.0,2026-08-10T06:06:12+00:00
FAZE3Q,565.25,2026-08-10T06:06:12+00:00
FCL,42.65999984741211,2026-08-10T06:06:12+00:00
FCSSOFT,1.4800000190734863,2026-08-10T06:06:12+00:00
FDC,368.0,2026-08-10T06:06:12+00:00
FEDDERSHOL,42.88999938964844,2026-08-10T06:06:12+00:00
FEDERALBNK,354.6499938964844,2026-08-10T06:06:12+00:00
FEDFINA,149.05999755859375,2026-08-10T06:06:12+00:00
FEL,0.3799999952316284,2026-08-10T06:06:12+00:00
FELDVR,2.369999885559082,2026-08-10T06:06:12+00:00
FERMENTA,566.3499755859375,2026-08-10T06:06:12+00:00
FIBERWEB,29.469999313354492,2026-08-10T06:06:12+00:00
FIEMIND,2582.5,2026-08-10T06:06:12+00:00
FILATEX,82.37999725341797,2026-08-10T06:06:12+00:00
FILATFASH,0.1899999976158142,2026-08-10T06:06:12+00:00
FINCABLES,1062.4000244140625,2026-08-10T06:06:12+00:00
FINEORG,5053.89990234375,2026-08-10T06:06:12+00:00
FINKURVE,60.0,2026-08-10T06:06:12+00:00
FINOPB,156.07000732421875,2026-08-10T06:06:12+00:00
FINPIPE,162.0,2026-08-10T06:06:12+00:00
FIRSTCRY,213.8699951171875,2026-08-10T06:06:12+00:00
FISCHER,38.5,2026-08-10T06:06:12+00:00
FIVESTAR,549.4500122070312,2026-08-10T06:06:12+00:00
FLAIR,253.5500030517578,2026-08-10T06:06:12+00:00
FLEXITUFF,3.619999885559082,2026-08-10T06:06:12+00:00
FLFL,1.2200000286102295,2026-08-10T06:06:12+00:00
FLUOROCHEM,4540.60009765625,2026-08-10T06:06:12+00:00
FMGOETZE,495.0,2026-08-10T06:06:12+00:00
FMNL,9.380000114440918,2026-08-10T06:06:12+00:00
FOCUS,68.98999786376953,2026-08-10T06:06:12+00:00
FOODSIN,53.43000030517578,2026-08-10T06:06:12+00:00
FORCEMOT,18650.0,2026-08-10T06:06:12+00:00
FORTIS,956.1500244140625,2026-08-10T06:06:12+00:00
FOSECOIND,5592.5,2026-08-10T06:06:12+00:00
FRACTAL,816.3499755859375,2026-08-10T06:06:12+00:00
FRONTSP,1420.4000244140625,2026-08-10T06:06:12+00:00
FSL,278.1499938964844,2026-08-10T06:06:12+00:00
FUSION,211.8000030517578,2026-08-10T06:06:12+00:00
GABRIEL,1502.4000244140625,2026-08-10T06:06:12+00:00
GAEL,171.94000244140625,2026-08-10T06:06:12+00:00
GAIL,171.5,2026-08-10T06:06:12+00:00
GALAPREC,985.9000244140625,2026-08-10T06:06:12+00:00
GALAXYSURF,2088.60009765625,2026-08-10T06:06:12+00:00
GALLANTT,605.2000122070312,2026-08-10T06:06:12+00:00
GANDHAR,241.60000610351562,2026-08-10T06:06:12+00:00
GANDHITUBE,888.0,2026-08-10T06:06:12+00:00
GANECOS,1049.5999755859375,2026-08-10T06:06:12+00:00
GANESHBE,121.01000213623047,2026-08-10T06:06:12+00:00
GANESHCP,161.36000061035156,2026-08-10T06:06:12+00:00
GANESHHOU,768.2000122070312,2026-08-10T06:06:12+00:00
GANGAFORGE,2.2100000381469727,2026-08-10T06:06:12+00:00
GANGESSECU,118.0,2026-08-10T06:06:12+00:00
GARFIBRES,800.4000244140625,2026-08-10T06:06:12+00:00
GARUDA,195.30999755859375,2026-08-10T06:06:12+00:00
GATECH,0.6899999976158142,2026-08-10T06:06:12+00:00
GATECHDVR,0.5199999809265137,2026-08-10T06:06:12+00:00
GATEWAY,57.970001220703125,2026-08-10T06:06:12+00:00
GAUDIUMIVF,129.0,2026-08-10T06:06:12+00:00
GAYAHWS,1.9800000190734863,2026-08-10T06:06:12+00:00
GAYAPROJ,19.520000457763672,2026-08-10T06:06:12+00:00
GCSL,524.7999877929688,2026-08-10T06:06:12+00:00
GEECEE,366.0,2026-08-10T06:06:12+00:00
GEEKAYWIRE,22.889999389648438,2026-08-10T06:06:12+00:00
GEMAROMA,183.97000122070312,2026-08-10T06:06:12+00:00
GENCON,39.52000045776367,2026-08-10T06:06:12+00:00
GENESYS,227.89999389648438,2026-08-10T06:06:12+00:00
GENSOL,17.31999969482422,2026-08-10T06:06:12+00:00
GENUSPAPER,12.550000190734863,2026-08-10T06:06:12+00:00
GENUSPOWER,306.54998779296875,2026-08-10T06:06:12+00:00
GEOJITFSL,78.05000305175781,2026-08-10T06:06:12+00:00
GESHIP,1325.0,2026-08-10T06:06:12+00:00
GFLLIMITED,49.849998474121094,2026-08-10T06:06:12+00:00
GHCL,433.79998779296875,2026-08-10T06:06:12+00:00
GHCLTEXTIL,122.0999984741211,2026-08-10T06:06:12+00:00
GICHSGFIN,152.6999969482422,2026-08-10T06:06:12+00:00
GICL,20.0,2026-08-10T06:06:12+00:00
GICRE,356.0,2026-08-10T06:06:12+00:00
GILLANDERS,91.0999984741211,2026-08-10T06:06:12+00:00
GILLETTE,7681.0,2026-08-10T06:06:12+00:00
GINNIFILA,45.650001525878906,2026-08-10T06:06:12+00:00
GIPCL,165.0,2026-08-10T06:06:12+00:00
GKENERGY,135.8699951171875,2026-08-10T06:06:12+00:00
GKSL,138.10000610351562,2026-08-10T06:06:12+00:00
GKWLIMITED,1655.4000244140625,2026-08-10T06:06:12+00:00
GLAND,2638.60009765625,2026-08-10T06:06:12+00:00
GLAXO,2604.300048828125,2026-08-10T06:06:12+00:00
GLENMARK,2271.39990234375,2026-08-10T06:06:12+00:00
GLFL,5.03000020980835,2026-08-10T06:06:12+00:00
GLOBAL,101.26000213623047,2026-08-10T06:06:12+00:00
GLOBALE,10.300000190734863,2026-08-10T06:06:12+00:00
GLOBALVECT,162.89999389648438,2026-08-10T06:06:12+00:00
GLOBE,1.9700000286102295,2026-08-10T06:06:12+00:00
GLOBECIVIL,44.720001220703125,2026-08-10T06:06:12+00:00
GLOBUSSPR,892.0999755859375,2026-08-10T06:06:12+00:00
GLOSTERLTD,658.5,2026-08-10T06:06:12+00:00
GLOTTIS,67.75,2026-08-10T06:06:12+00:00
GMBREW,905.2999877929688,2026-08-10T06:06:12+00:00
GMDCLTD,598.7000122070312,2026-08-10T06:06:12+00:00
GMMPFAUDLR,969.7999877929688,2026-08-10T06:06:12+00:00
GMRAIRPORT,106.69000244140625,2026-08-10T06:06:12+00:00
GMRP&UI,96.91000366210938,2026-08-10T06:06:12+00:00
GNA,537.6500244140625,2026-08-10T06:06:12+00:00
GNFC,540.0,2026-08-10T06:06:12+00:00
GNRL,93.5999984741211,2026-08-10T06:06:12+00:00
GOACARBON,380.1499938964844,2026-08-10T06:06:12+00:00
GOCLCORP,432.5,2026-08-10T06:06:12+00:00
GOCOLORS,327.1000061035156,2026-08-10T06:06:12+00:00
GODAVARIB,242.6999969482422,2026-08-10T06:06:12+00:00
GODFRYPHLP,2295.800048828125,2026-08-10T06:06:12+00:00
GODIGIT,269.5,2026-08-10T06:06:12+00:00
GODREJAGRO,552.1500244140625,2026-08-10T06:06:12+00:00
GODREJCP,1023.7000122070312,2026-08-10T06:06:12+00:00
GODREJIND,1300.0999755859375,2026-08-10T06:06:12+00:00
GODREJPROP,2112.199951171875,2026-08-10T06:06:12+00:00
GOKEX,799.0999755859375,2026-08-10T06:06:12+00:00
GOKUL,39.90999984741211,2026-08-10T06:06:12+00:00
GOKULAGRO,228.02000427246094,2026-08-10T06:06:12+00:00
GOLDENTOBC,25.290000915527344,2026-08-10T06:06:12+00:00
GOLDIAM,373.8999938964844,2026-08-10T06:06:12+00:00
GOLDTECH,53.0099983215332,2026-08-10T06:06:12+00:00
GOODLUCK,1527.199951171875,2026-08-10T06:06:12+00:00
GOODYEAR,801.1500244140625,2026-08-10T06:06:12+00:00
GOPAL,273.95001220703125,2026-08-10T06:06:12+00:00
GOYALALUM,6.480000019073486,2026-08-10T06:06:12+00:00
GPIL,238.4499969482422,2026-08-10T06:06:12+00:00
GPPL,150.6999969482422,2026-08-10T06:06:12+00:00
GPTHEALTH,159.3300018310547,2026-08-10T06:06:12+00:00
GPTINFRA,115.05999755859375,2026-08-10T06:06:12+00:00
GRADIENTE,2.5399999618530273,2026-08-10T06:06:12+00:00
GRANDOAK,42.9900016784668,2026-08-10T06:06:12+00:00
GRANULES,866.0,2026-08-10T06:06:12+00:00
GRAPHITE,714.0,2026-08-10T06:06:12+00:00
GRASIM,3376.39990234375,2026-08-10T06:06:12+00:00
GRAUWEIL,68.29000091552734,2026-08-10T06:06:12+00:00
GRAVISSHO,31.18000030517578,2026-08-10T06:06:12+00:00
GRAVITA,1773.0,2026-08-10T06:06:12+00:00
GREAVESCOT,197.25999450683594,2026-08-10T06:06:12+00:00
GREENLAM,244.0,2026-08-10T06:06:12+00:00
GREENPANEL,191.8000030517578,2026-08-10T06:06:12+00:00
GREENPLY,286.04998779296875,2026-08-10T06:06:12+00:00
GREENPOWER,9.850000381469727,2026-08-10T06:06:12+00:00
GRINDWELL,2111.89990234375,2026-08-10T06:06:12+00:00
GRINFRA,872.9500122070312,2026-08-10T06:06:12+00:00
GRMOVER,89.83000183105469,2026-08-10T06:06:12+00:00
GROBTEA,902.0,2026-08-10T06:06:12+00:00
GROWW,190.89999389648438,2026-08-10T06:06:12+00:00
GRPLTD,2003.5,2026-08-10T06:06:12+00:00
GRSE,2580.39990234375,2026-08-10T06:06:12+00:00
GRWRHITECH,7015.0,2026-08-10T06:06:12+00:00
GSFC,162.13999938964844,2026-08-10T06:06:12+00:00
GSLSU,28.700000762939453,2026-08-10T06:06:12+00:00
GSPCROP,597.0,2026-08-10T06:06:12+00:00
GSS,13.970000267028809,2026-08-10T06:06:12+00:00
GTECJAINX,33.0,2026-08-10T06:06:12+00:00
GTL,7.769999980926514,2026-08-10T06:06:12+00:00
GTLINFRA,1.2599999904632568,2026-08-10T06:06:12+00:00
GTPL,59.459999084472656,2026-08-10T06:06:12+00:00
GUFICBIO,425.0,2026-08-10T06:06:12+00:00
GUJALKALI,682.9000244140625,2026-08-10T06:06:12+00:00
GUJAPOLLO,367.0,2026-08-10T06:06:12+00:00
GUJENERGY,263.79998779296875,2026-08-10T06:06:12+00:00
GUJRAFFIA,39.619998931884766,2026-08-10T06:06:12+00:00
GUJTHEM,371.5,2026-08-10T06:06:12+00:00
GULFOILLUB,1187.5999755859375,2026-08-10T06:06:12+00:00
GULFPETRO,58.06999969482422,2026-08-10T06:06:12+00:00
GULPOLY,203.63999938964844,2026-08-10T06:06:12+00:00
GVKPIL,2.359999895095825,2026-08-10T06:06:12+00:00
GVPIL,741.5,2026-08-10T06:06:12+00:00
GVPTECH,7.0,2026-08-10T06:06:12+00:00
GVT&D,4228.60009765625,2026-08-10T06:06:12+00:00
GYFTR,163.4499969482422,2026-08-10T06:06:12+00:00
HAL,4912.7001953125,2026-08-10T06:06:12+00:00
HALDER,269.5,2026-08-10T06:06:12+00:00
HALDYNGL,130.0,2026-08-10T06:06:12+00:00
HALEOSLABS,1400.0,2026-08-10T06:06:12+00:00
HAPPSTMNDS,404.54998779296875,2026-08-10T06:06:12+00:00
HAPPYFORGE,1908.0,2026-08-10T06:06:12+00:00
HARDWYN,11.279999732971191,2026-08-10T06:06:12+00:00
HARIOMPIPE,402.6000061035156,2026-08-10T06:06:12+00:00
HARRMALAYA,224.99000549316406,2026-08-10T06:06:12+00:00
HARSHA,424.54998779296875,2026-08-10T06:06:12+00:00
HATHWAY,10.800000190734863,2026-08-10T06:06:12+00:00
HATSUN,950.3499755859375,2026-08-10T06:06:12+00:00
HAVELLS,1285.9000244140625,2026-08-10T06:06:12+00:00
HAVISHA,1.440000057220459,2026-08-10T06:06:12+00:00
HAWKINCOOK,8419.5,2026-08-10T06:06:12+00:00
HBESD,78.88999938964844,2026-08-10T06:06:12+00:00
HBLENGINE,702.5499877929688,2026-08-10T06:06:12+00:00
HBSL,59.0,2026-08-10T06:06:12+00:00
HCC,20.559999465942383,2026-08-10T06:06:12+00:00
HCG,707.7000122070312,2026-08-10T06:06:12+00:00
HCL-INSYS,11.550000190734863,2026-08-10T06:06:12+00:00
HCLTECH,1362.0,2026-08-10T06:06:12+00:00
HDBFS,659.6500244140625,2026-08-10T06:06:12+00:00
HDFCAMC,2556.0,2026-08-10T06:06:12+00:00
HDFCBANK,733.9000244140625,2026-08-10T06:06:12+00:00
HDFCLIFE,536.0999755859375,2026-08-10T06:06:12+00:00
HDIL,1.559999942779541,2026-08-10T06:06:12+00:00
HEADSUP,7.070000171661377,2026-08-10T06:06:12+00:00
HEALTHX,315.0,2026-08-10T06:06:12+00:00
HECPROJECT,134.64999389648438,2026-08-10T06:06:12+00:00
HEG,684.4500122070312,2026-08-10T06:06:12+00:00
HEIDELBERG,156.10000610351562,2026-08-10T06:06:12+00:00
HEMIPROP,138.10000610351562,2026-08-10T06:06:12+00:00
HERANBA,178.2100067138672,2026-08-10T06:06:12+00:00
HERITGFOOD,361.20001220703125,2026-08-10T06:06:12+00:00
HEROMOTOCO,5868.0,2026-08-10T06:06:12+00:00
HESTERBIO,2440.89990234375,2026-08-10T06:06:12+00:00
HEXAGON,63.4900016784668,2026-08-10T06:06:12+00:00
HEXATRADEX,160.25,2026-08-10T06:06:12+00:00
HEXT,569.5,2026-08-10T06:06:12+00:00
HFCL,215.6999969482422,2026-08-10T06:06:12+00:00
HGINFRA,553.2999877929688,2026-08-10T06:06:12+00:00
HGM,48.150001525878906,2026-08-10T06:06:12+00:00
HGS,418.95001220703125,2026-08-10T06:06:12+00:00
HIKAL,222.47000122070312,2026-08-10T06:06:12+00:00
