Symbol,Company,Sector,Industry,Current_Price,ATH_Price_Flag,TTM_Net_Profit,ATH_Profit_Flag,Above_MA200_Flag,RS_vs_Sector,RS_vs_Benchmark,Outperformance_Flag,ATH_Sales,Signal
RELIANCE,Reliance Industries Limited,Energy,Oil & Gas Refining & Marketing,1325.0,False,83556.0,True,False,-18.07,-9.56,False,962820.0,EXIT
BHARTIARTL,Bharti Airtel Limited,Communication Services,Telecom Services,1948.0,False,30925.3,False,False,15.13,-3.74,False,172985.0,EXIT
HDFCBANK,HDFC Bank Limited,Financial Services,Banks - Regional,734.2999877929688,False,49307.979999999996,False,False,-31.37,-30.71,False,,EXIT
ICICIBANK,ICICI Bank Limited,Financial Services,Banks - Regional,1457.5,True,56090.159999999996,True,True,-4.26,-3.73,False,,HOLD
SBIN,State Bank of India,Financial Services,Banks - Regional,1085.0,False,62161.45,False,True,29.68,30.07,True,,HOLD
TCS,Tata Consultancy Services Limited,Technology,Information Technology Services,2373.0,False,50484.0,True,False,-27.02,-26.43,False,267021.0,EXIT
BAJFINANCE,Bajaj Finance Limited,Financial Services,Credit Services,1144.800048828125,True,20303.53,True,True,25.49,25.9,True,,ADD
LT,Larsen & Toubro Limited,Industrials,Engineering & Construction,4061.800048828125,False,16280.750000000002,True,True,7.56,7.26,True,255734.0,HOLD
HINDUNILVR,Hindustan Unilever Limited,Consumer Defensive,Household & Personal Products,2079.5,False,15028.0,True,False,-16.87,-22.68,False,63121.0,EXIT
SUNPHARMA,Sun Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1951.0,True,10511.350000000002,False,True,8.03,17.62,True,52578.0,HOLD
INFY,Infosys Limited,Technology,Information Technology Services,1165.0,False,332.4,False,False,-24.18,-23.6,False,162990.0,EXIT
MARUTI,Maruti Suzuki India Limited,Consumer Cyclical,Auto Manufacturers,14080.0,False,15241.6,True,False,2.99,7.74,True,152913.0,HOLD
TITAN,Titan Company Limited,Consumer Cyclical,Luxury Goods,4998.0,True,4825.0,True,True,36.88,41.55,True,60456.0,ADD
ADANIENT,Adani Enterprises Limited,Energy,Thermal Coal,3026.0,False,7007.960000000001,False,True,19.38,26.86,True,127540.0,HOLD
M&M,Mahindra & Mahindra Limited,Consumer Cyclical,Auto Manufacturers,3406.0,False,18880.07,True,True,-3.92,0.84,False,159211.0,HOLD
ADANIPOWER,Adani Power Limited,Utilities,Utilities - Independent Power Producers,208.1199951171875,False,14687.210000000001,False,True,90.08,78.69,True,56203.0,HOLD
ADANIPORTS,Adani Ports and Special Economic Zone Limited,Industrials,Marine Shipping,1695.0,False,13317.560000000001,True,True,19.63,19.3,True,30475.0,HOLD
KOTAKBANK,Kotak Mahindra Bank Limited,Financial Services,Banks - Regional,394.0,False,15827.900000000001,False,False,-6.86,-6.31,False,,EXIT
AXISBANK,Axis Bank Limited,Financial Services,Banks - Regional,1256.0,False,28489.31,True,False,12.12,12.59,True,,HOLD
HCLTECH,HCL Technologies Limited,Technology,Information Technology Services,1335.0,False,13188.0,False,False,-13.96,-13.45,False,117055.0,EXIT
ITC,ITC Limited,Consumer Defensive,Tobacco,285.8999938964844,False,20494.55,False,False,-29.58,-35.29,False,75323.0,EXIT
