Symbol,Company,Sector,Industry,Current_Price,ATH_Price_Flag,TTM_Net_Profit,ATH_Profit_Flag,Above_MA200_Flag,RS_vs_Sector,RS_vs_Benchmark,Outperformance_Flag,ATH_Sales,Signal
ABCAPITAL,Aditya Birla Capital Limited,Financial Services,Financial Conglomerates,408.04998779296875,True,3773.86,False,True,42.19,42.22,True,,HOLD
LUPIN,Lupin Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2363.5,False,4627.4400000000005,True,True,7.12,17.08,True,22708.0,HOLD
GODREJCP,Godrej Consumer Products Limited,Consumer Defensive,Household & Personal Products,1050.0,False,1814.0300000000002,False,False,-13.3,-18.42,False,14364.0,EXIT
INDIAMART,IndiaMART InterMESH Limited,Communication Services,Internet Content & Information,1755.0,False,410.75,False,False,-17.78,-35.94,False,1388.0,EXIT
HEROMOTOCO,Hero MotoCorp Limited,Consumer Cyclical,Auto Manufacturers,5725.0,False,5741.7300000000005,True,True,12.15,18.35,True,40923.0,HOLD
UNITDSPR,UNITDSPR,Consumer Defensive,Beverages - Wineries & Distilleries,1512.4000244140625,False,1837.0,True,True,18.08,12.75,True,12069.0,HOLD
AMBUJACEM,Ambuja Cements Limited,Basic Materials,Building Materials,434.0,False,2610.85,False,False,-30.66,-31.22,False,19985.0,EXIT
TATACONSUM,Tata Consumer Products Limited,Consumer Defensive,Packaged Foods,1082.300048828125,False,1564.8200000000002,True,False,3.54,-1.68,False,17618.0,EXIT
MAXHEALTH,Max Healthcare Institute Limited,Healthcare,Medical Care Facilities,1070.0,False,1442.41,True,True,-30.17,-19.96,False,7028.0,HOLD
BHARATFORG,Bharat Forge Limited,Consumer Cyclical,Auto Parts,2265.199951171875,True,1079.65,True,True,84.49,90.52,True,15682.0,ADD
INDHOTEL,The Indian Hotels Company Limited,Consumer Cyclical,Lodging,731.0,False,2157.36,True,True,-12.27,-6.01,False,8335.0,HOLD
VEDL,Vedanta Limited,Basic Materials,Other Industrial Metals & Mining,278.8500061035156,False,21066.0,True,False,-40.27,-40.79,False,152968.0,EXIT
INDUSTOWER,Indus Towers Limited,Communication Services,Telecom Services,386.0,False,7051.400000000001,False,False,29.65,10.86,True,30123.0,EXIT
MANKIND,Mankind Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2456.0,False,1969.4799999999998,False,True,-17.84,-7.71,False,12207.0,EXIT
JSWENERGY,JSW Energy Limited,Utilities,Utilities - Independent Power Producers,564.4000244140625,False,2005.6,False,True,10.11,1.43,True,11745.0,HOLD
LGEINDIA,LGEINDIA,Technology,Consumer Electronics,1586.5,False,1770.3999999999999,False,True,,,False,,EXIT
RECLTD,REC Limited,Financial Services,Credit Services,367.0,False,16085.990000000002,False,True,-9.4,-9.15,False,,EXIT
LAURUSLABS,Laurus Labs Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1844.300048828125,True,1061.42,True,True,106.22,115.53,True,6041.0,ADD
ASHOKLEY,Ashok Leyland Limited,Industrials,Farm & Heavy Construction Machinery,177.5,False,3471.03,True,True,43.47,43.67,True,48535.0,HOLD
OFSS,Oracle Financial Services Software Limited,Technology,Software - Infrastructure,11805.0,False,3508.7,True,True,33.14,33.24,True,6847.0,HOLD
LENSKART,LENSKART,Healthcare,Medical Instruments & Supplies,569.7000122070312,True,552.0400000000001,False,False,,,False,6653.0,EXIT
MAZDOCK,Mazagon Dock Shipbuilders Limited,Industrials,Aerospace & Defense,2514.89990234375,False,2560.52,False,True,-14.51,-14.18,False,11432.0,EXIT
DRREDDY,Dr. Reddy's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1172.0,False,3311.3999999999996,False,False,-17.01,-6.88,False,32644.0,EXIT
NYKAA,FSN E-Commerce Ventures Limited,Consumer Cyclical,Internet Retail,332.0,False,199.44,False,True,47.57,53.68,True,7950.0,HOLD
SHREECEM,Shree Cement Limited,Basic Materials,Building Materials,26010.0,False,2009.3700000000003,False,True,-19.05,-19.64,False,20404.0,EXIT
AUROPHARMA,Aurobindo Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1658.0,True,3559.7700000000004,False,True,40.78,50.53,True,31724.0,HOLD
IDBI,IDBI Bank Limited,Financial Services,Banks - Regional,84.22000122070312,False,8107.52,True,False,-10.63,-10.37,False,,EXIT
FEDERALBNK,The Federal Bank Limited,Financial Services,Banks - Regional,356.25,True,4609.45,True,True,74.99,74.87,True,,ADD
PERSISTENT,Persistent Systems Limited,Technology,Information Technology Services,5475.0,False,1789.41,True,False,0.86,1.16,True,11939.0,HOLD
PAYTM,One97 Communications Limited,Technology,Software - Infrastructure,1441.5999755859375,False,752.0,True,True,30.73,30.84,True,9978.0,HOLD
DIXON,Dixon Technologies (India) Limited,Technology,Consumer Electronics,14200.0,False,1169.46,True,True,-19.69,-19.27,False,38860.0,HOLD
MEESHO,MEESHO,Consumer Cyclical,Internet Retail,191.35000610351562,False,1201.22,True,False,,,False,9390.0,EXIT
HINDPETRO,Hindustan Petroleum Corporation Limited,Energy,Oil & Gas Refining & Marketing,393.04998779296875,False,26452.260000000002,True,False,-15.16,-6.81,False,440403.0,EXIT
ICICIGI,ICICI Lombard General Insurance Company Limited,Financial Services,Insurance - Diversified,1639.0,False,2355.57,False,False,-18.67,-18.38,False,,EXIT
BHARTIHEXA,BHARTIHEXA,Communication Services,Telecom Services,1538.800048828125,False,1780.4,False,False,2.32,-16.11,False,,EXIT
NAUKRI,Info Edge (India) Limited,Communication Services,Internet Content & Information,1225.300048828125,False,1449.8200000000002,False,True,3.95,-14.5,False,2850.0,EXIT
HAVELLS,Havells India Limited,Industrials,Electrical Equipment & Parts,1288.0,False,1661.9399999999998,True,False,-18.65,-18.31,False,21778.0,EXIT
NHPC,NHPC Limited,Utilities,Utilities - Renewable,76.91999816894531,False,3597.94,False,False,-3.97,-12.27,False,10607.0,EXIT
INDUSINDBK,IndusInd Bank Limited,Financial Services,Banks - Regional,1022.0,False,2363.27,False,True,21.99,22.1,True,,HOLD
AUBANK,AU Small Finance Bank Limited,Financial Services,Banks - Regional,1067.0,True,2876.34,True,True,39.04,39.07,True,,ADD
LTF,L&T Finance Limited,Financial Services,Credit Services,308.0,False,3148.81,True,True,49.31,49.3,True,,HOLD
SRF,SRF Limited,Industrials,Conglomerates,2615.0,False,2205.87,True,False,-14.77,-14.44,False,14870.0,EXIT
WAAREEENER,WAAREEENER,Technology,Solar,2717.0,False,3718.9799999999996,True,False,-19.0,-18.58,False,14444.0,EXIT
COFORGE,Coforge Limited,Technology,Information Technology Services,1776.0,False,1698.5,True,True,-0.57,-0.27,False,5557.0,HOLD
NTPCGREEN,NTPCGREEN,Utilities,Utilities - Renewable,91.5,False,668.23,True,False,-6.95,-15.17,False,2210.0,EXIT
NMDC,NMDC Limited,Basic Materials,Steel,84.91999816894531,False,7229.24,False,True,14.97,14.28,True,25965.0,HOLD
DABUR,Dabur India Limited,Consumer Defensive,Household & Personal Products,410.0,False,2033.3600000000001,True,False,-20.14,-25.21,False,12563.0,EXIT
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Financial Services,Insurance - Life,501.04998779296875,False,1699.3199999999997,False,False,-23.82,-23.5,False,89683.0,EXIT
SWIGGY,SWIGGY,Consumer Cyclical,Internet Retail,280.75,False,2656.0,True,False,-40.36,-34.03,False,15227.0,EXIT
OIL,Oil India Limited,Energy,Oil & Gas Integrated,442.79998779296875,False,6619.9400000000005,False,False,-10.23,-2.02,False,36084.0,EXIT
NAM-INDIA,Nippon Life India Asset Management Limited,Financial Services,Asset Management,1176.0,True,1688.44,False,True,40.68,40.71,True,2344.0,HOLD
POLICYBZR,PB Fintech Limited,Financial Services,Insurance Brokers,1604.5,False,704.78,True,False,-14.31,-14.04,False,4977.0,EXIT
IDFCFIRSTB,IDFC First Bank Limited,Financial Services,Banks - Regional,84.62000274658203,False,2410.58,False,True,17.61,17.74,True,,HOLD
JSWINFRA,JSW Infrastructure Limited,Industrials,Marine Shipping,335.75,True,1508.7,False,True,6.19,6.47,True,4476.0,HOLD
ASTERDM,Aster DM Quality Care Limited,Healthcare,Medical Care Facilities,869.7000122070312,True,357.15999999999997,False,True,31.98,41.78,True,10253.0,HOLD
ATGL,Adani Total Gas Limited,Utilities,Utilities - Regulated Gas,657.5499877929688,False,633.95,False,True,15.44,6.62,True,5000.0,HOLD
BAJAJHFL,BAJAJHFL,Financial Services,Mortgage Finance,85.79000091552734,False,2632.66,False,False,-28.92,-28.59,False,,EXIT
YESBANK,Yes Bank Limited,Financial Services,Banks - Regional,22.690000534057617,False,3919.19,False,True,16.26,16.4,True,,HOLD
FORTIS,Fortis Healthcare Limited,Healthcare,Medical Care Facilities,955.1500244140625,False,1041.78,True,True,-6.49,3.56,False,7783.0,HOLD
TORNTPOWER,Torrent Power Limited,Utilities,Utilities - Independent Power Producers,1350.800048828125,False,2416.4300000000003,False,False,3.52,-4.98,False,29165.0,EXIT
SAIL,Steel Authority of India Limited,Basic Materials,Steel,176.5800018310547,False,4598.13,False,True,39.41,38.66,True,105378.0,HOLD
PRESTIGE,Prestige Estates Projects Limited,Real Estate,Real Estate - Diversified,1584.800048828125,False,1138.9,False,True,9.07,-7.23,False,8315.0,EXIT
BIOCON,Biocon Limited,Healthcare,Biotechnology,426.3500061035156,False,385.6,False,True,2.58,12.58,True,15262.0,HOLD
ALKEM,Alkem Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,5620.0,False,2301.8,False,True,0.86,10.87,True,12965.0,HOLD
MCX,Multi Commodity Exchange of India Limited,Financial Services,Financial Data & Stock Exchanges,2638.0,False,1134.08,True,True,62.86,62.79,True,1113.0,HOLD
UNOMINDA,Uno Minda Limited,Consumer Cyclical,Auto Parts,1285.0,False,1197.13,True,True,5.36,11.58,True,16775.0,HOLD
PHOENIXLTD,The Phoenix Mills Limited,Real Estate,Real Estate - Diversified,1895.5,False,1216.69,False,True,42.35,25.63,True,3972.0,HOLD
OBEROIRLTY,Oberoi Realty Limited,Real Estate,Real Estate - Development,1775.0,False,2290.68,False,True,22.2,5.73,True,5286.0,HOLD
SUZLON,Suzlon Energy Limited,Industrials,Specialty Industrial Machinery,48.150001525878906,False,2189.17,False,False,-29.86,-29.5,False,20403.0,EXIT
IOB,Indian Overseas Bank,Financial Services,Banks - Regional,34.2599983215332,False,5878.05,True,False,-9.94,-9.69,False,,EXIT
NATIONALUM,National Aluminium Company Limited,Basic Materials,Aluminum,381.0,False,6141.8,True,True,97.21,96.29,True,16788.0,HOLD
SCHAEFFLER,Schaeffler India Limited,Consumer Cyclical,Auto Parts,4035.199951171875,False,1251.32,True,True,-9.95,-3.69,False,9686.0,HOLD
GODREJPROP,Godrej Properties Limited,Real Estate,Real Estate - Development,2070.0,False,1827.1499999999999,True,True,13.15,-3.2,False,4923.0,HOLD
KALYANKJIL,Kalyan Jewellers India Limited,Consumer Cyclical,Luxury Goods,606.2999877929688,False,1350.3799999999999,True,True,-8.14,-1.89,False,25045.0,HOLD
GLENMARK,Glenmark Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2279.10009765625,False,1361.84,True,True,-4.04,6.0,False,13322.0,HOLD
SBICARD,SBI Cards and Payment Services Limited,Financial Services,Credit Services,659.0,False,2386.34,False,False,-22.06,-21.75,False,,EXIT
BANKINDIA,Bank of India Limited,Financial Services,Banks - Regional,145.0,False,11032.19,False,False,24.99,25.08,True,,EXIT
GICRE,General Insurance Corporation of India,Financial Services,Insurance - Reinsurance,357.20001220703125,False,9662.380000000001,False,False,-10.14,-9.89,False,50345.0,EXIT
COROMANDEL,Coromandel International Limited,Basic Materials,Agricultural Inputs,2069.300048828125,False,1531.64,False,False,-19.32,-19.91,False,29628.0,EXIT
MAHABANK,Bank of Maharashtra,Financial Services,Banks - Regional,78.27999877929688,False,7371.5599999999995,True,True,41.62,41.64,True,,HOLD
BERGEPAINT,Berger Paints India Limited,Basic Materials,Specialty Chemicals,530.5499877929688,False,1182.6100000000001,True,True,-6.68,-7.31,False,11545.0,HOLD
JSL,Jindal Stainless Limited,Basic Materials,Steel,734.6500244140625,False,3193.45,False,False,-2.47,-3.1,False,39312.0,EXIT
ABBOTINDIA,Abbott India Limited,Healthcare,Drug Manufacturers - Specialty & Generic,27835.0,False,1552.02,False,True,-29.62,-19.42,False,,EXIT
RADICO,Radico Khaitan Limited,Consumer Defensive,Beverages - Wineries & Distilleries,4499.0,True,694.51,True,True,59.7,54.1,True,4843.0,ADD
RBLBANK,RBL Bank Limited,Financial Services,Banks - Regional,389.79998779296875,False,920.8199999999999,False,True,41.43,41.45,True,,HOLD
