Symbol,Company,CMP,Resistance,Distance_to_Breakout_Pct,Resistance_Age_Years,Resistance_Tests,Support,Range_Size,Range_Pct,Volume_Trend,Delivery_Pct,Priority_Score,Chart_Link
GMRAIRPORT,GMR AIRPORTS LIMITED,114.68,115.083,0.3514,18.67,3,9.8201,105.2629,1071.91,RISING,60.97,30.2879,https://www.tradingview.com/chart/?symbol=NSE:GMRAIRPORT
