Symbol,Company,Sector,Industry,Current_Price,ATH_Price_Flag,TTM_Net_Profit,ATH_Profit_Flag,Above_MA212_Flag,RS_vs_Sector,RS_vs_Benchmark,Outperformance_Flag,TTM_Net_Sales,ATH_Sales,ATH_Sales_Flag,Signal
BHARTIARTL,Bharti Airtel Limited,Communication Services,Telecom Services,1992.0999755859375,False,15408.0,False,True,21.01,2.28,True,124600.0,121493.0,True,HOLD
HDFCBANK,HDFC Bank Limited,Financial Services,Banks - Regional,727.0,False,75576.0,True,False,-31.92,-31.01,False,309415.0,307522.0,True,EXIT
ICICIBANK,ICICI Bank Limited,Financial Services,Banks - Regional,1406.800048828125,False,52183.0,True,True,-5.82,-5.02,False,172670.0,169946.0,True,HOLD
SBIN,State Bank of India,Financial Services,Banks - Regional,1067.699951171875,False,81993.0,True,True,24.48,25.14,True,493000.0,482797.0,True,HOLD
BAJFINANCE,Bajaj Finance Limited,Financial Services,Credit Services,1087.0,False,19016.0,True,True,21.47,22.15,True,73287.0,71267.0,True,HOLD
LT,Larsen & Toubro Limited,Industrials,Engineering & Construction,4057.0,False,7257.0,False,True,4.9,6.3,True,156234.0,153680.0,True,HOLD
LICI,Life Insurance Corporation of India,Financial Services,Insurance - Life,413.5,False,59924.0,True,False,-11.7,-10.88,False,991507.0,976280.0,True,EXIT
HINDUNILVR,Hindustan Unilever Limited,Consumer Defensive,Household & Personal Products,2077.0,False,15326.0,False,False,-16.48,-20.3,False,63458.0,61975.0,True,EXIT
INFY,Infosys Limited,Technology,Information Technology Services,1169.199951171875,False,30346.0,True,False,-22.78,-23.27,False,153501.0,148819.0,True,EXIT
SUNPHARMA,Sun Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1930.0,True,2994.0,False,True,2.03,13.55,True,20901.0,22977.0,False,HOLD
MARUTI,Maruti Suzuki India Limited,Consumer Cyclical,Auto Manufacturers,13834.0,False,14039.0,False,False,-3.27,2.91,False,197129.0,183266.0,True,EXIT
TITAN,Titan Company Limited,Consumer Cyclical,Luxury Goods,5056.2001953125,True,5299.0,True,True,34.78,40.87,True,81091.0,77554.0,True,ADD
ADANIENT,Adani Enterprises Limited,Energy,Thermal Coal,3035.10009765625,False,9984.0,False,True,20.04,28.99,True,23138.0,57844.0,False,HOLD
M&M,Mahindra & Mahindra Limited,Consumer Cyclical,Auto Manufacturers,3428.199951171875,False,15874.0,True,True,-5.77,0.42,False,155581.0,147765.0,True,HOLD
ADANIPOWER,Adani Power Limited,Utilities,Utilities - Independent Power Producers,205.25,False,11974.0,False,True,85.06,71.68,True,48589.0,49711.0,False,HOLD
ADANIPORTS,Adani Ports and Special Economic Zone Limited,Industrials,Marine Shipping,1700.0,False,2631.0,False,True,25.35,26.71,True,8937.0,8535.0,True,HOLD
KOTAKBANK,Kotak Mahindra Bank Limited,Financial Services,Banks - Regional,391.1499938964844,False,14849.0,False,False,-5.97,-5.17,False,56205.0,55564.0,True,EXIT
AXISBANK,AXISBANK,Financial Services,Banks - Regional,1217.4000244140625,False,25764.0,False,False,9.2,9.93,True,129954.0,127032.0,True,EXIT
HCLTECH,HCL Technologies Limited,Technology,Information Technology Services,1370.0,False,11764.0,False,False,-12.21,-12.77,False,56295.0,55031.0,True,EXIT
ITC,ITC Limited,Consumer Defensive,Tobacco,278.20001220703125,False,18959.0,False,False,-32.71,-36.42,False,69071.0,71984.0,False,EXIT
ULTRACEMCO,UltraTech Cement Limited,Basic Materials,Building Materials,11706.0,False,7571.0,True,False,-10.02,-9.64,False,86070.0,82170.0,True,EXIT
NTPC,NTPC Limited,Utilities,Utilities - Regulated Electric,340.0,False,23730.0,True,False,7.5,-3.84,False,166752.0,170037.0,False,EXIT
HAL,Hindustan Aeronautics Limited,Industrials,Aerospace & Defense,5029.89990234375,True,9279.0,True,True,4.99,6.39,True,33786.0,33090.0,True,ADD
BAJAJFINSV,Bajaj Finserv Ltd.,Financial Services,Financial Conglomerates,2025.0,False,2219.0,True,True,0.98,1.74,True,3115.0,2299.0,True,HOLD
BAJAJ-AUTO,Bajaj Auto Limited,Consumer Cyclical,Auto Manufacturers,11700.0,False,10712.0,True,True,32.32,38.42,True,63392.0,58732.0,True,HOLD
JSWSTEEL,JSWSTEEL,Basic Materials,Steel,1270.0,True,7232.0,False,True,17.13,17.44,True,136770.0,135180.0,True,HOLD
ONGC,Oil and Natural Gas Corporation Limited,Energy,Oil & Gas Integrated,236.39999389648438,False,41904.0,True,False,-14.16,-4.26,False,146966.0,144513.0,True,EXIT
NESTLEIND,Nestlé India Limited,Consumer Defensive,Packaged Foods,1506.9000244140625,True,3860.0,False,True,37.52,33.35,True,24437.0,24394.0,True,HOLD
BEL,Bharat Electronics Limited,Industrials,Aerospace & Defense,410.79998779296875,False,6128.0,True,False,1.28,2.7,True,28596.0,27480.0,True,HOLD
ETERNAL,Eternal Limited,Consumer Cyclical,Internet Retail,318.5,False,2638.0,False,True,-10.2,-4.0,False,11835.0,10899.0,True,EXIT
SHRIRAMFIN,Shriram Finance Limited,Financial Services,Credit Services,1122.0,True,11287.0,True,True,77.55,77.98,True,49976.0,48120.0,True,ADD
ASIANPAINT,Asian Paints Limited,Basic Materials,Specialty Chemicals,2696.300048828125,False,4621.0,False,True,2.24,2.6,True,32084.0,31227.0,True,HOLD
COALINDIA,Coal India Limited,Energy,Thermal Coal,407.1000061035156,False,18901.0,True,False,-7.87,1.86,False,1549.0,1951.0,False,EXIT
HINDZINC,Hindustan Zinc Limited,Basic Materials,Other Industrial Metals & Mining,561.9000244140625,False,16933.0,True,False,27.39,27.67,True,46622.0,40658.0,True,HOLD
DMART,Avenue Supermarts Limited,Consumer Defensive,Discount Stores,4070.0,False,3330.0,True,True,-6.25,-10.14,False,69379.0,66968.0,True,HOLD
POWERGRID,Power Grid Corporation of India Limited,Utilities,Utilities - Regulated Electric,266.6000061035156,False,15679.0,False,False,-0.39,-11.53,False,40771.0,43343.0,False,EXIT
HINDALCO,Hindalco Industries Limited,Basic Materials,Aluminum,1029.5,False,13001.0,True,True,43.81,44.04,True,118803.0,112553.0,True,HOLD
TATASTEEL,Tata Steel Limited,Basic Materials,Steel,183.5,False,17077.0,False,False,13.81,14.13,True,145602.0,142913.0,True,EXIT
ADANIGREEN,Adani Green Energy Limited,Utilities,Utilities - Renewable,1348.0,False,519.0,False,True,55.49,42.89,True,19757.0,19613.0,True,HOLD
GRASIM,Grasim Industries Limited,Basic Materials,Building Materials,3248.699951171875,True,713.0,False,True,13.14,13.47,True,43611.0,41039.0,True,HOLD
EICHERMOT,Eicher Motors Limited,Consumer Cyclical,Auto Manufacturers,8100.0,True,5241.0,True,True,31.61,37.71,True,24005.0,22700.0,True,ADD
DIVISLAB,Divi's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,8477.0,True,2941.0,False,True,22.81,34.2,True,11005.0,10388.0,True,HOLD
INDIGO,InterGlobe Aviation Limited,Industrials,Airlines,5310.0,False,-5045.0,False,True,-17.02,-15.57,False,89050.0,84962.0,True,EXIT
ADANIENSOL,Adani Energy Solutions Limited,Utilities,Utilities - Independent Power Producers,1616.0,False,464.0,False,True,118.53,104.27,True,3476.0,3383.0,True,HOLD
TORNTPHARM,Torrent Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,4914.5,True,1975.0,False,True,20.41,31.81,True,12964.0,10712.0,True,HOLD
SBILIFE,SBI Life Insurance Company Limited,Financial Services,Insurance - Life,1795.0,False,2601.0,True,False,-7.32,-6.51,False,119656.0,131988.0,False,EXIT
WIPRO,Wipro Limited,Technology,Information Technology Services,184.0,False,11299.0,False,False,-29.03,-29.48,False,72568.0,71345.0,True,EXIT
VAML,Vedanta Aluminium Metal Limited,Basic Materials,Aluminum,443.79998779296875,False,,False,False,,,False,,0.0,False,EXIT
HYUNDAI,HYUNDAI,Consumer Cyclical,Auto Manufacturers,2199.0,False,4870.0,False,True,-12.1,-5.89,False,68831.0,68991.0,False,EXIT
MOTHERSON,Samvardhana Motherson International Limited,Consumer Cyclical,Auto Parts,167.39999389648438,True,1789.0,False,True,69.21,75.22,True,13247.0,12374.0,True,HOLD
JIOFIN,Jio Financial Services Limited,Financial Services,Asset Management,249.0500030517578,False,715.0,True,False,-28.87,-27.96,False,1034.0,949.0,True,EXIT
PIDILITIND,Pidilite Industries Limited,Basic Materials,Specialty Chemicals,1696.0999755859375,True,2564.0,True,True,6.41,6.75,True,14258.0,13488.0,True,ADD
SOLARINDS,Solar Industries India Limited,Basic Materials,Specialty Chemicals,19969.0,True,1301.0,True,True,27.93,28.21,True,5848.0,5579.0,True,ADD
TMCV,TMCV,Consumer Cyclical,Auto Manufacturers,474.29998779296875,False,3474.0,False,False,,,False,81046.0,77399.0,True,EXIT
ABB,ABB India Limited,Industrials,Specialty Industrial Machinery,7649.0,False,2988.0,True,True,46.72,48.03,True,13477.0,13203.0,True,HOLD
TRENT,Trent Limited,Consumer Cyclical,Apparel Retail,2978.0,False,2077.0,True,False,-54.89,-48.58,False,20586.0,19701.0,True,EXIT
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Financial Services,Credit Services,1894.4000244140625,True,5737.0,True,True,24.92,25.59,True,32570.0,31025.0,True,ADD
DLF,DLF Limited,Real Estate,Real Estate - Development,665.0,False,3775.0,True,True,-0.42,-15.55,False,3774.0,4482.0,False,HOLD
TATACAP,TATACAP,Financial Services,Credit Services,364.20001220703125,True,3633.0,True,True,,,False,23811.0,23076.0,True,HOLD
ICICIAMC,ICICIAMC,Financial Services,Asset Management,3097.89990234375,False,3486.0,True,False,,,False,6040.0,5999.0,True,EXIT
CUMMINSIND,Cummins India Limited,Industrials,Specialty Industrial Machinery,5400.0,False,2284.0,False,True,37.32,38.65,True,12662.0,12143.0,True,HOLD
VBL,Varun Beverages Limited,Consumer Defensive,Beverages - Non-Alcoholic,435.0,False,2951.0,True,False,-13.51,-17.35,False,15696.0,14557.0,True,EXIT
POWERINDIA,Hitachi Energy India Limited,Industrials,Electrical Equipment & Parts,35700.0,False,1150.0,True,True,69.75,71.01,True,9162.0,8148.0,True,HOLD
TECHM,Tech Mahindra Limited,Technology,Information Technology Services,1632.800048828125,False,3819.0,False,True,6.47,5.79,True,50551.0,48927.0,True,HOLD
BHEL,Bharat Heavy Electricals Limited,Industrials,Specialty Industrial Machinery,421.70001220703125,True,2415.0,True,True,85.27,86.5,True,35993.0,33782.0,True,ADD
BSE,BSE Limited,Financial Services,Financial Data & Stock Exchanges,3447.0,False,2667.0,True,True,34.23,34.85,True,5070.0,4801.0,True,HOLD
SIEMENS,Siemens Limited,Industrials,Specialty Industrial Machinery,3940.0,False,3062.0,True,True,18.92,20.3,True,16065.0,22025.0,False,HOLD
UNIONBANK,Union Bank of India,Financial Services,Banks - Regional,187.3800048828125,False,19914.0,True,True,34.31,34.93,True,106276.0,105992.0,True,HOLD
POLYCAB,Polycab India Limited,Industrials,Electrical Equipment & Parts,9240.0,False,2806.0,True,True,27.18,28.54,True,30479.0,28185.0,True,HOLD
PFC,Power Finance Corporation Limited,Financial Services,Credit Services,376.0,False,20295.0,True,False,-14.6,-13.76,False,58723.0,58504.0,True,EXIT
CGPOWER,CG Power and Industrial Solutions Limited,Industrials,Electrical Equipment & Parts,886.5499877929688,False,1394.0,True,True,26.84,28.2,True,11748.0,11331.0,True,HOLD
LTM,LTM Limited,Technology,Information Technology Services,4715.0,False,4877.0,False,False,-11.16,-11.73,False,42049.0,40482.0,True,EXIT
IDEA,Vodafone Idea Limited,Communication Services,Telecom Services,14.109999656677246,False,37402.0,True,True,145.81,125.4,True,45018.0,44715.0,True,HOLD
BPCL,Bharat Petroleum Corporation Limited,Energy,Oil & Gas Refining & Marketing,319.45001220703125,False,13217.0,False,False,-13.47,-3.59,False,493790.0,473125.0,True,EXIT
BRITANNIA,Britannia Industries Limited,Consumer Defensive,Packaged Foods,5615.0,False,2640.0,True,False,4.38,0.42,True,18827.0,18446.0,True,HOLD
PNB,Punjab National Bank,Financial Services,Banks - Regional,118.0,False,20482.0,True,True,6.25,6.99,True,129157.0,128223.0,True,HOLD
ENRIN,Siemens Energy India Limited,Utilities,Utilities - Renewable,3536.300048828125,False,1488.0,True,True,19.05,7.41,True,9436.0,7827.0,True,HOLD
BANKBARODA,Bank of Baroda Limited,Financial Services,Banks - Regional,248.22000122070312,False,16758.0,False,False,-2.57,-1.79,False,129113.0,126994.0,True,EXIT
APOLLOHOSP,Apollo Hospitals Enterprise Limited,Healthcare,Medical Care Facilities,8920.5,True,1571.0,True,True,-1.53,10.02,False,9814.0,9794.0,True,HOLD
TMPV,Tata Motors Passenger Vehicles Limited,Consumer Cyclical,Auto Manufacturers,334.5,False,82378.0,False,False,-60.02,-53.7,False,64356.0,73303.0,False,EXIT
BAJAJHLDNG,Bajaj Holdings & Investment Limited,Financial Services,Asset Management,11500.0,False,3016.0,False,True,-22.27,-21.4,False,3222.0,3184.0,True,EXIT
LODHA,Lodha Developers Limited,Real Estate,Real Estate - Development,1243.9000244140625,False,3325.0,True,True,12.25,-3.03,False,15570.0,14542.0,True,HOLD
TATAPOWER,The Tata Power Company Limited,Utilities,Utilities - Independent Power Producers,382.04998779296875,False,882.0,False,False,6.44,-4.88,False,13629.0,22359.0,False,EXIT
INDIANB,Indian Bank,Financial Services,Banks - Regional,897.0,False,12456.0,True,True,29.06,29.71,True,69258.0,67451.0,True,HOLD
CANBK,Canara Bank,Financial Services,Banks - Regional,131.25,False,19290.0,True,False,15.39,16.09,True,128320.0,126366.0,True,HOLD
CIPLA,Cipla Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1450.0,False,3074.0,False,True,-23.01,-11.32,False,19011.0,19045.0,False,EXIT
LLOYDSME,Lloyds Metals and Energy Limited,Basic Materials,Steel,1898.4000244140625,False,4087.0,True,True,30.07,30.35,True,16714.0,13681.0,True,HOLD
GROWW,GROWW,Financial Services,Capital Markets,196.1699981689453,False,1879.0,True,False,,,False,3389.0,3331.0,True,EXIT
HDFCLIFE,HDFC Life Insurance Company Limited,Financial Services,Insurance - Life,535.8499755859375,False,1975.0,True,False,-37.03,-36.1,False,103132.0,101316.0,True,EXIT
SBIFUNDS,SBIFUNDS,Financial Services,Asset Management,559.0999755859375,False,,False,False,,,False,,4970.0,False,EXIT
MUTHOOTFIN,Muthoot Finance Limited,Financial Services,Credit Services,2842.0,False,10638.0,True,False,-1.75,-0.96,False,29444.0,27558.0,True,EXIT
IRFC,Indian Railway Finance Corporation Limited,Financial Services,Credit Services,87.56999969482422,False,7191.0,True,False,-34.62,-33.7,False,28630.0,27285.0,True,EXIT
HEROMOTOCO,Hero MotoCorp Limited,Consumer Cyclical,Auto Manufacturers,5790.0,False,5597.0,True,True,12.8,18.95,True,50250.0,46830.0,True,HOLD
GAIL,GAIL (India) Limited,Utilities,Utilities - Regulated Gas,174.89999389648438,False,9374.0,False,True,7.88,-3.48,False,142785.0,144250.0,False,EXIT
GMRAIRPORT,GMR Airports Limited,Industrials,Airports & Air Services,101.51000213623047,False,378.0,True,True,6.4,7.8,True,4991.0,4242.0,True,HOLD
JINDALSTEL,Jindal Steel Limited,Basic Materials,Steel,1099.9000244140625,False,2536.0,False,False,6.02,6.36,True,56878.0,54215.0,True,EXIT
MARICO,Marico Limited,Consumer Defensive,Household & Personal Products,865.2000122070312,True,1640.0,False,True,21.81,17.73,True,9966.0,9402.0,True,HOLD
ABCAPITAL,Aditya Birla Capital Limited,Financial Services,Financial Conglomerates,401.0,False,3327.0,True,True,42.27,42.85,True,18453.0,17473.0,True,HOLD
ZYDUSLIFE,Zydus Lifesciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1135.199951171875,False,3515.0,False,True,-0.77,10.77,False,11768.0,15116.0,False,EXIT
GVT&D,GE Vernova T&D India Ltd,Industrials,Specialty Industrial Machinery,4304.7001953125,False,1305.0,True,True,42.22,43.55,True,6712.0,6206.0,True,HOLD
HDFCAMC,HDFC Asset Management Company Limited,Financial Services,Asset Management,2485.0,False,2950.0,True,False,-14.36,-13.52,False,4249.0,4611.0,False,EXIT
VEDL,Vedanta Limited,Basic Materials,Other Industrial Metals & Mining,267.5,False,16333.0,False,False,-42.33,-41.85,False,27299.0,70757.0,False,EXIT
BHARATFORG,Bharat Forge Limited,Consumer Cyclical,Auto Parts,2065.0,False,802.0,False,True,64.88,70.89,True,8638.0,8969.0,False,HOLD
LUPIN,Lupin Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2235.0,False,6953.0,True,True,-1.64,9.9,False,20976.0,19513.0,True,HOLD
AMBUJACEM,Ambuja Cements Limited,Basic Materials,Building Materials,417.5,False,3495.0,False,False,-32.26,-31.81,False,24803.0,25062.0,False,EXIT
LGEINDIA,LGEINDIA,Technology,Consumer Electronics,1729.699951171875,True,1825.0,False,True,,,False,25575.0,24605.0,True,EXIT
GODREJCP,Godrej Consumer Products Limited,Consumer Defensive,Household & Personal Products,934.2999877929688,False,1524.0,False,False,-21.4,-25.18,False,9773.0,9474.0,True,EXIT
UNITDSPR,UNITDSPR,Consumer Defensive,Beverages - Wineries & Distilleries,1515.0,False,1963.0,True,True,15.99,11.95,True,12602.0,12448.0,True,HOLD
TATACONSUM,Tata Consumer Products Limited,Consumer Defensive,Packaged Foods,1079.5,False,1635.0,True,False,2.61,-1.34,False,15199.0,14700.0,True,EXIT
INDIAMART,IndiaMART InterMESH Limited,Communication Services,Internet Content & Information,1803.5999755859375,False,535.0,False,False,-15.15,-33.38,False,1472.0,1443.0,True,EXIT
MAXHEALTH,Max Healthcare Institute Limited,Healthcare,Medical Care Facilities,1008.5999755859375,False,718.0,True,False,-33.16,-21.41,False,2963.0,2874.0,True,EXIT
INDHOTEL,The Indian Hotels Company Limited,Consumer Cyclical,Lodging,720.0,False,2105.0,True,True,-17.27,-11.05,False,5567.0,5380.0,True,HOLD
JSWENERGY,JSW Energy Limited,Utilities,Utilities - Independent Power Producers,560.0,False,885.0,False,True,13.29,1.8,True,3215.0,6302.0,False,HOLD
OFSS,Oracle Financial Services Software Limited,Technology,Software - Infrastructure,11828.0,False,3551.0,True,True,34.56,33.72,True,6887.0,5717.0,True,HOLD
INDUSTOWER,Indus Towers Limited,Communication Services,Telecom Services,384.3500061035156,False,7146.0,False,False,30.24,11.39,True,32867.0,32493.0,True,EXIT
MAZDOCK,Mazagon Dock Shipbuilders Limited,Industrials,Aerospace & Defense,2580.0,False,2526.0,True,True,-10.67,-9.23,False,12985.0,12840.0,True,HOLD
MANKIND,Mankind Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2425.199951171875,False,2180.0,True,True,-17.6,-5.95,False,10787.0,10421.0,True,HOLD
LAURUSLABS,Laurus Labs Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1787.300048828125,True,872.0,False,True,92.94,103.87,True,6413.0,6089.0,True,HOLD
LENSKART,LENSKART,Healthcare,Medical Instruments & Supplies,611.8499755859375,True,523.0,True,False,,,False,5605.0,5248.0,True,EXIT
DRREDDY,Dr. Reddy's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1206.0,False,663.0,False,False,-19.48,-7.81,False,17860.0,23115.0,False,EXIT
AUROPHARMA,Aurobindo Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1622.0999755859375,True,2593.0,False,True,34.35,45.66,True,11123.0,15824.0,False,HOLD
NYKAA,FSN E-Commerce Ventures Limited,Consumer Cyclical,Internet Retail,331.0,False,85.0,False,True,43.75,49.82,True,350.0,420.0,False,HOLD
SHREECEM,Shree Cement Limited,Basic Materials,Building Materials,25245.0,False,1526.0,False,False,-21.44,-21.02,False,19985.0,19477.0,True,EXIT
PAYTM,One97 Communications Limited,Technology,Software - Infrastructure,1603.0,False,185.0,True,True,36.05,35.2,True,5308.0,7661.0,False,HOLD
IDBI,IDBI Bank Limited,Financial Services,Banks - Regional,82.44999694824219,False,9621.0,True,False,-10.46,-9.64,False,29518.0,28997.0,True,EXIT
MEESHO,MEESHO,Consumer Cyclical,Internet Retail,191.16000366210938,False,1429.0,False,False,,,False,6442.0,9388.0,False,EXIT
FEDERALBNK,The Federal Bank Limited,Financial Services,Banks - Regional,352.45001220703125,False,4432.0,True,True,75.18,75.61,True,28247.0,27695.0,True,HOLD
DIXON,Dixon Technologies (India) Limited,Technology,Consumer Electronics,14130.0,False,1242.0,True,True,-16.23,-16.76,False,4119.0,7484.0,False,HOLD
PERSISTENT,Persistent Systems Limited,Technology,Information Technology Services,5580.0,False,1669.0,True,True,2.11,1.47,True,15288.0,14428.0,True,HOLD
HINDPETRO,Hindustan Petroleum Corporation Limited,Energy,Oil & Gas Refining & Marketing,373.5,False,1278.0,False,False,-19.36,-9.32,False,471166.0,441448.0,True,EXIT
ICICIGI,ICICI Lombard General Insurance Company Limited,Financial Services,Insurance - Diversified,1628.0,False,2428.0,False,False,-19.78,-18.92,False,27687.0,26994.0,True,EXIT
HAVELLS,Havells India Limited,Industrials,Electrical Equipment & Parts,1298.0,False,1652.0,False,False,-17.74,-16.28,False,23538.0,22466.0,True,EXIT
AUBANK,AUBANK,Financial Services,Banks - Regional,1098.0,True,2856.0,True,True,44.17,44.75,True,19561.0,18636.0,True,ADD
INDUSINDBK,IndusInd Bank Limited,Financial Services,Banks - Regional,1020.7999877929688,False,1252.0,False,True,27.93,28.58,True,45297.0,48668.0,False,HOLD
NAUKRI,Info Edge (India) Limited,Communication Services,Internet Content & Information,1343.0,False,5522.0,False,True,12.94,-5.67,False,3140.0,3052.0,True,EXIT
COFORGE,Coforge Limited,Technology,Information Technology Services,1812.0,False,1208.0,False,True,6.99,6.32,True,10205.0,9572.0,True,HOLD
WAAREEENER,WAAREEENER,Technology,Solar,2682.0,False,3842.0,True,False,-10.43,-11.0,False,23842.0,20991.0,True,EXIT
JSWINFRA,JSW Infrastructure Limited,Industrials,Marine Shipping,339.1499938964844,True,170.0,False,True,6.55,7.95,True,624.0,601.0,True,HOLD
SRF,SRF Limited,Industrials,Conglomerates,2608.699951171875,False,1894.0,False,False,-14.11,-12.67,False,13182.0,12421.0,True,EXIT
NHPC,NHPC Limited,Utilities,Utilities - Renewable,76.9000015258789,False,3659.0,False,False,0.54,-10.62,False,10888.0,10328.0,True,EXIT
LTF,L&T Finance Limited,Financial Services,Credit Services,306.29998779296875,False,3302.0,True,True,46.98,47.54,True,19045.0,18050.0,True,HOLD
NTPCGREEN,NTPCGREEN,Utilities,Utilities - Renewable,91.93000030517578,False,394.0,False,False,-1.73,-12.83,False,1977.0,2023.0,False,EXIT
BHARTIHEXA,BHARTIHEXA,Communication Services,Telecom Services,1621.0999755859375,False,1824.0,True,False,9.85,-8.72,False,9601.0,9354.0,True,EXIT
ASTERDM,Aster DM Quality Care Limited,Healthcare,Medical Care Facilities,824.2999877929688,False,173.0,False,True,19.01,30.43,True,2728.0,2616.0,True,HOLD
NAM-INDIA,Nippon Life India Asset Management Limited,Financial Services,Asset Management,1177.0,True,1599.0,True,True,42.58,43.17,True,2685.0,2730.0,False,ADD
NMDC,NMDC Limited,Basic Materials,Steel,84.4000015258789,False,7460.0,False,True,17.27,17.58,True,31715.0,31554.0,True,HOLD
UNOMINDA,Uno Minda Limited,Consumer Cyclical,Auto Parts,1240.0,False,942.0,False,True,1.07,7.24,True,15339.0,14700.0,True,HOLD
POLICYBZR,PB Fintech Limited,Financial Services,Insurance Brokers,1741.0,False,442.0,True,True,-9.93,-9.11,False,566.0,208.0,True,HOLD
SWIGGY,SWIGGY,Consumer Cyclical,Internet Retail,276.29998779296875,False,-2078.0,False,False,-40.95,-34.68,False,9809.0,8258.0,True,EXIT
IDFCFIRSTB,IDFC First Bank Limited,Financial Services,Banks - Regional,85.69000244140625,False,2249.0,False,True,19.89,20.57,True,41958.0,40549.0,True,HOLD
SAIL,Steel Authority of India Limited,Basic Materials,Steel,169.50999450683594,False,4184.0,False,True,36.54,36.79,True,111134.0,110810.0,True,HOLD
DABUR,Dabur India Limited,Consumer Defensive,Household & Personal Products,410.0,False,1536.0,True,False,-18.8,-22.6,False,9601.0,9383.0,True,EXIT
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Financial Services,Insurance - Life,507.0,False,1684.0,True,False,-23.31,-22.43,False,66579.0,89679.0,False,EXIT
ATGL,Adani Total Gas Limited,Utilities,Utilities - Regulated Gas,654.0499877929688,False,608.0,False,True,15.2,3.66,True,6235.0,5864.0,True,HOLD
FORTIS,Fortis Healthcare Limited,Healthcare,Medical Care Facilities,929.0,False,226.0,False,True,-16.0,-4.35,False,1849.0,1792.0,True,EXIT
OIL,Oil India Limited,Energy,Oil & Gas Integrated,468.5,False,6512.0,False,True,3.46,12.87,True,24291.0,21372.0,True,HOLD
BAJAJHFL,BAJAJHFL,Financial Services,Mortgage Finance,84.33000183105469,False,2692.0,True,False,-30.13,-29.22,False,11604.0,11150.0,True,EXIT
YESBANK,YESBANK,Financial Services,Banks - Regional,22.670000076293945,False,3746.0,False,True,15.98,16.68,True,30617.0,30895.0,False,HOLD
NATIONALUM,National Aluminium Company Limited,Basic Materials,Aluminum,376.0,False,6754.0,True,True,96.33,96.42,True,19338.0,17843.0,True,HOLD
PRESTIGE,Prestige Estates Projects Limited,Real Estate,Real Estate - Diversified,1592.5,False,182.0,False,True,10.71,-4.56,False,4373.0,4559.0,False,EXIT
TORNTPOWER,Torrent Power Limited,Utilities,Utilities - Independent Power Producers,1309.0999755859375,False,2477.0,False,False,5.72,-5.57,False,21732.0,21913.0,False,EXIT
PHOENIXLTD,The Phoenix Mills Limited,Real Estate,Real Estate - Diversified,1898.5,False,292.0,False,True,43.77,28.09,True,566.0,544.0,True,HOLD
ALKEM,Alkem Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,5368.0,False,2196.0,False,False,-15.29,-3.65,False,9959.0,9664.0,True,EXIT
APARINDS,APAR Industries Limited,Industrials,Electrical Equipment & Parts,16691.0,False,1169.0,True,True,89.62,90.83,True,23593.0,21997.0,True,HOLD
BANKINDIA,Bank of India Limited,Financial Services,Banks - Regional,144.10000610351562,False,11343.0,True,False,22.6,23.28,True,76758.0,75161.0,True,HOLD
IOB,Indian Overseas Bank,Financial Services,Banks - Regional,33.72999954223633,False,5756.0,True,False,-11.47,-10.65,False,33288.0,31896.0,True,EXIT
OBEROIRLTY,Oberoi Realty Limited,Real Estate,Real Estate - Development,1846.0,False,2167.0,False,True,25.43,9.97,True,5178.0,4916.0,True,HOLD
GLENMARK,Glenmark Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2318.39990234375,True,205.0,False,True,-2.19,9.36,False,8480.0,9226.0,False,EXIT
SCHAEFFLER,Schaeffler India Limited,Consumer Cyclical,Auto Parts,4111.2001953125,False,1291.0,True,True,-5.17,1.02,False,10192.0,9395.0,True,HOLD
SBICARD,SBI Cards and Payment Services Limited,Financial Services,Credit Services,633.0,False,2275.0,False,False,-24.72,-23.84,False,20063.0,19901.0,True,EXIT
GICRE,General Insurance Corporation of India,Financial Services,Insurance - Reinsurance,352.1000061035156,False,8562.0,True,False,-13.71,-12.87,False,52413.0,52468.0,False,EXIT
KALYANKJIL,Kalyan Jewellers India Limited,Consumer Cyclical,Luxury Goods,608.25,False,1350.0,True,True,3.82,9.98,True,33910.0,31027.0,True,HOLD
GODREJPROP,Godrej Properties Limited,Real Estate,Real Estate - Development,1990.0,False,353.0,False,True,14.04,-1.28,False,1410.0,2085.0,False,EXIT
BERGEPAINT,Berger Paints India Limited,Basic Materials,Specialty Chemicals,546.3499755859375,False,1171.0,True,True,-2.73,-2.37,False,10784.0,10420.0,True,HOLD
