Symbol,Company,Sector,Industry,Current_Price,ATH_Price_Flag,TTM_Net_Profit,ATH_Profit_Flag,Above_MA200_Flag,RS_vs_Sector,RS_vs_Benchmark,Outperformance_Flag,ATH_Sales,Signal
DRREDDY,Dr. Reddy's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1172.5999755859375,False,3311.3999999999996,False,False,-15.25,-7.91,False,32644.0,EXIT
NYKAA,FSN E-Commerce Ventures Limited,Consumer Cyclical,Internet Retail,342.5,False,199.44,False,True,53.96,57.24,True,7950.0,HOLD
SHREECEM,Shree Cement Limited,Basic Materials,Building Materials,26900.0,False,2009.3700000000003,False,True,-13.43,-15.85,False,20404.0,EXIT
AUROPHARMA,Aurobindo Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1585.9000244140625,True,3559.7700000000004,False,True,34.8,41.81,True,31724.0,HOLD
IDBI,IDBI Bank Limited,Financial Services,Banks - Regional,84.55000305175781,False,8107.52,True,False,-10.97,-11.1,False,,EXIT
FEDERALBNK,The Federal Bank Limited,Financial Services,Banks - Regional,362.45001220703125,True,4609.45,True,True,81.41,80.86,True,,ADD
PERSISTENT,Persistent Systems Limited,Technology,Information Technology Services,5499.0,False,1789.41,True,True,2.55,2.58,True,11939.0,HOLD
PAYTM,One97 Communications Limited,Technology,Software - Infrastructure,1400.0,False,752.0,True,True,26.33,26.22,True,9978.0,HOLD
DIXON,Dixon Technologies (India) Limited,Technology,Consumer Electronics,13988.0,False,1169.46,True,True,-21.54,-21.36,False,38860.0,HOLD
MEESHO,MEESHO,Consumer Cyclical,Internet Retail,191.8800048828125,False,1201.22,True,False,,,False,9390.0,EXIT
HINDPETRO,Hindustan Petroleum Corporation Limited,Energy,Oil & Gas Refining & Marketing,391.5,False,26452.260000000002,True,False,-15.62,-7.83,False,440403.0,EXIT
ICICIGI,ICICI Lombard General Insurance Company Limited,Financial Services,Insurance - Diversified,1644.800048828125,False,2355.57,False,False,-16.75,-16.86,False,,EXIT
BHARTIHEXA,BHARTIHEXA,Communication Services,Telecom Services,1616.800048828125,False,1780.4,False,False,1.77,-16.66,False,,EXIT
NAUKRI,Info Edge (India) Limited,Communication Services,Internet Content & Information,1260.0,False,1449.8200000000002,False,True,6.78,-11.72,False,2850.0,EXIT
HAVELLS,Havells India Limited,Industrials,Electrical Equipment & Parts,1295.0,False,1661.9399999999998,True,False,-15.64,-17.79,False,21778.0,EXIT
NHPC,NHPC Limited,Utilities,Utilities - Renewable,80.5,False,3597.94,False,True,2.37,-7.21,False,10607.0,EXIT
INDUSINDBK,IndusInd Bank Limited,Financial Services,Banks - Regional,1026.0,False,2363.27,False,True,24.27,23.97,True,,HOLD
AUBANK,AU Small Finance Bank Limited,Financial Services,Banks - Regional,1059.0,True,2876.34,True,True,37.5,37.15,True,,ADD
LTF,L&T Finance Limited,Financial Services,Credit Services,317.8999938964844,False,3148.81,True,True,52.61,52.19,True,,HOLD
SRF,SRF Limited,Industrials,Conglomerates,2642.300048828125,False,2205.87,True,False,-14.86,-17.01,False,14870.0,EXIT
WAAREEENER,WAAREEENER,Technology,Solar,2670.0,False,3718.9799999999996,True,False,-17.34,-17.18,False,14444.0,EXIT
COFORGE,Coforge Limited,Technology,Information Technology Services,1749.9000244140625,False,1698.5,True,True,-3.5,-3.43,False,5557.0,HOLD
NTPCGREEN,NTPCGREEN,Utilities,Utilities - Renewable,90.72000122070312,False,668.23,True,False,-8.0,-17.3,False,2210.0,EXIT
NMDC,NMDC Limited,Basic Materials,Steel,84.19999694824219,False,7229.24,False,True,16.11,13.61,True,25965.0,HOLD
DABUR,Dabur India Limited,Consumer Defensive,Household & Personal Products,409.6499938964844,False,2033.3600000000001,True,False,-19.58,-26.29,False,12563.0,EXIT
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Financial Services,Insurance - Life,513.5499877929688,False,1699.3199999999997,False,False,-19.55,-19.65,False,89683.0,EXIT
SWIGGY,SWIGGY,Consumer Cyclical,Internet Retail,291.0,False,2656.0,True,False,-34.23,-30.73,False,15227.0,EXIT
OIL,Oil India Limited,Energy,Oil & Gas Integrated,450.0,False,6619.9400000000005,False,True,-6.23,1.3,False,36084.0,EXIT
NAM-INDIA,Nippon Life India Asset Management Limited,Financial Services,Asset Management,1202.0,True,1688.44,False,True,44.59,44.21,True,2344.0,HOLD
POLICYBZR,PB Fintech Limited,Financial Services,Insurance Brokers,1597.0,False,704.78,True,False,-13.83,-13.96,False,4977.0,EXIT
IDFCFIRSTB,IDFC First Bank Limited,Financial Services,Banks - Regional,86.0,False,2410.58,False,True,20.69,20.41,True,,HOLD
JSWINFRA,JSW Infrastructure Limited,Industrials,Marine Shipping,329.25,False,1508.7,False,True,6.41,4.22,True,4476.0,HOLD
ASTERDM,Aster DM Quality Care Limited,Healthcare,Medical Care Facilities,834.7000122070312,True,357.15999999999997,False,True,31.79,38.82,True,10253.0,HOLD
ATGL,Adani Total Gas Limited,Utilities,Utilities - Regulated Gas,666.9500122070312,False,633.95,False,True,16.37,6.41,True,5000.0,HOLD
BAJAJHFL,BAJAJHFL,Financial Services,Mortgage Finance,87.11000061035156,False,2632.66,False,False,-27.25,-27.31,False,,EXIT
YESBANK,Yes Bank Limited,Financial Services,Banks - Regional,23.0,False,3919.19,False,True,18.39,18.13,True,,HOLD
FORTIS,Fortis Healthcare Limited,Healthcare,Medical Care Facilities,932.7999877929688,False,1041.78,True,True,-2.66,4.6,False,7783.0,HOLD
TORNTPOWER,Torrent Power Limited,Utilities,Utilities - Independent Power Producers,1341.0,False,2416.4300000000003,False,False,8.32,-1.43,False,29165.0,EXIT
SAIL,Steel Authority of India Limited,Basic Materials,Steel,173.5500030517578,False,4598.13,False,True,37.24,34.68,True,105378.0,HOLD
PRESTIGE,Prestige Estates Projects Limited,Real Estate,Real Estate - Diversified,1595.0,False,1138.9,False,True,11.2,-5.94,False,8315.0,EXIT
BIOCON,Biocon Limited,Healthcare,Biotechnology,422.0,False,385.6,False,True,-0.52,6.73,False,15262.0,EXIT
ALKEM,Alkem Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,5608.0,False,2301.8,False,True,3.54,10.76,True,12965.0,HOLD
MCX,Multi Commodity Exchange of India Limited,Financial Services,Financial Data & Stock Exchanges,2680.0,False,1134.08,True,True,64.82,64.34,True,1113.0,HOLD
UNOMINDA,Uno Minda Limited,Consumer Cyclical,Auto Parts,1227.0,False,1197.13,True,True,8.5,11.9,True,16775.0,HOLD
PHOENIXLTD,The Phoenix Mills Limited,Real Estate,Real Estate - Diversified,1932.300048828125,False,1216.69,False,True,45.02,27.44,True,3972.0,HOLD
OBEROIRLTY,Oberoi Realty Limited,Real Estate,Real Estate - Development,1778.800048828125,False,2290.68,True,True,24.19,6.88,True,5286.0,HOLD
SUZLON,Suzlon Energy Limited,Industrials,Specialty Industrial Machinery,48.0099983215332,False,2189.17,False,False,-27.65,-29.77,False,20403.0,EXIT
IOB,Indian Overseas Bank,Financial Services,Banks - Regional,34.290000915527344,False,5878.05,True,False,-10.92,-11.05,False,,EXIT
NATIONALUM,National Aluminium Company Limited,Basic Materials,Aluminum,377.0,False,6141.8,True,True,100.57,97.82,True,16788.0,HOLD
SCHAEFFLER,Schaeffler India Limited,Consumer Cyclical,Auto Parts,4055.5,False,1251.32,True,True,-7.12,-3.69,False,9686.0,HOLD
GODREJPROP,Godrej Properties Limited,Real Estate,Real Estate - Development,2033.5999755859375,False,1827.1499999999999,True,True,10.43,-6.7,False,4923.0,HOLD
KALYANKJIL,Kalyan Jewellers India Limited,Consumer Cyclical,Luxury Goods,591.4000244140625,False,1350.3799999999999,True,True,-7.91,-4.48,False,25045.0,HOLD
GLENMARK,Glenmark Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2225.0,False,1361.84,True,True,-3.66,3.6,False,13322.0,HOLD
SBICARD,SBI Cards and Payment Services Limited,Financial Services,Credit Services,658.0,False,2386.34,False,False,-21.75,-21.84,False,,EXIT
BANKINDIA,Bank of India Limited,Financial Services,Banks - Regional,140.44000244140625,False,11032.19,False,False,22.39,22.11,True,,EXIT
GICRE,General Insurance Corporation of India,Financial Services,Insurance - Reinsurance,359.70001220703125,False,9662.380000000001,False,False,-9.62,-9.76,False,50345.0,EXIT
COROMANDEL,Coromandel International Limited,Basic Materials,Agricultural Inputs,2115.5,False,1531.64,False,True,-18.01,-20.41,False,29628.0,EXIT
MAHABANK,Bank of Maharashtra,Financial Services,Banks - Regional,78.41999816894531,False,7371.5599999999995,True,True,38.72,38.36,True,,HOLD
BERGEPAINT,Berger Paints India Limited,Basic Materials,Specialty Chemicals,533.7999877929688,False,1182.6100000000001,True,True,-7.55,-9.98,False,11545.0,HOLD
JSL,Jindal Stainless Limited,Basic Materials,Steel,735.6500244140625,False,3193.45,False,False,-0.13,-2.59,False,39312.0,EXIT
ABBOTINDIA,Abbott India Limited,Healthcare,Drug Manufacturers - Specialty & Generic,27825.0,False,1552.02,False,True,-29.22,-21.78,False,,EXIT
RADICO,Radico Khaitan Limited,Consumer Defensive,Beverages - Wineries & Distilleries,4450.0,True,694.51,True,True,62.65,55.4,True,4843.0,ADD
RBLBANK,RBL Bank Limited,Financial Services,Banks - Regional,380.54998779296875,False,920.8199999999999,False,True,40.15,39.78,True,,HOLD
APARINDS,APAR Industries Limited,Industrials,Electrical Equipment & Parts,15433.0,False,1192.73,True,True,70.86,68.52,True,18581.0,HOLD
