Symbol,TTM_Net_Profit,Max_Annual_Net_Profit,TTM_Net_Sales,Max_Annual_Net_Sales
DIGISPICE,19.0,19.0,449.0,1587.0
DIGITIDE,-1.0,138.0,3120.0,3269.0
DIGJAMLMTD,-1.14,8.94,36.79,132.47
DISAQ,51.0,54.0,410.0,425.0
DISHTV,-999.0,692.0,1099.0,6166.0
DIVGIITTS,63.0,51.0,418.0,353.0
DIVISLAB,2925.0,2960.0,11230.0,10560.0
DIXON,2082.0,1644.0,51585.0,48873.0
DJML,12.0,11.0,149.0,138.0
DLF,4446.0,4477.0,6758.0,9926.0
DLINKINDIA,107.0,104.0,1672.0,1566.0
DMART,3057.0,2970.0,71256.0,68821.0
DMCC,40.0,46.0,708.0,582.0
DNAMEDIA,-6.59,160.7,7.44,124.04
DODLA,245.0,267.0,4316.0,4125.0
DOLATALGO,144.0,216.0,433.0,530.0
DOLLAR,112.0,147.0,1887.0,1881.0
DOLPHIN,72.0,69.0,143.0,416.0
DOMS,226.0,240.0,2435.0,2326.0
DONEAR,46.0,43.0,928.0,914.0
DPABHUSHAN,240.0,212.0,4377.0,4065.0
DPSCLTD,,,,
DPWIRES,19.0,41.0,485.0,1216.0
DRAGARWQ,76.0,70.0,497.0,471.0
DRCSYSTEMS,21.0,19.0,101.0,96.0
DREAMFOLKS,-23.0,73.0,351.0,1292.0
DREDGECORP,39.0,62.0,1322.0,1208.0
DRREDDY,3183.0,5725.0,33228.0,33700.0
DSFCL,-5.0,19.0,378.0,429.0
DSKULKARNI,-2.07,18.5,0.0,203.07
DSSL,85.0,85.0,1409.0,1424.0
DTIL,-12.0,73.0,441.0,471.0
DUCON,10.0,14.0,414.0,451.0
DVL,191.0,551.0,443.0,4172.0
DWARKESH,-9.0,,555.0,
DYCL,91.0,84.0,1285.0,1198.0
DYNAMATECH,42.0,122.0,1675.0,1626.0
DYNPRO,20.0,28.0,371.0,379.0
E2E,31.0,47.0,366.0,246.0
EASEMYTRIP,-60.0,134.0,557.0,591.0
EASTSILK,-14.0,44.0,24.0,103.0
EBGNG,142.0,132.0,1991.0,1891.0
ECLERX,729.0,706.0,4335.0,4117.0
ECOSMOBLTY,59.0,63.0,838.0,808.0
EDELWEISS,712.0,1044.0,10508.0,11078.0
EFCIL,259.0,235.0,1100.0,1037.0
EICHERMOT,5773.0,5515.0,24998.0,23408.0
EIDPARRY,1227.0,1828.0,38836.0,38534.0
EIEL,191.0,188.0,1264.0,1146.0
EIFFL,5.0,6.0,157.0,152.0
EIHAHOTELS,88.0,92.0,381.0,408.0
EIHOTEL,741.0,770.0,3023.0,2940.0
EIMCOELECO,40.0,49.0,241.0,246.0
EKC,125.0,265.0,1430.0,1699.0
ELANTAS,178.0,148.0,937.0,848.0
ELCIDIN,95.0,176.0,115.0,235.0
ELDEHSG,36.0,54.0,185.0,169.0
ELECON,236.0,415.0,2396.0,2366.0
ELECTCAST,121.0,740.0,5786.0,7478.0
ELECTHERM,-36.0,442.0,3771.0,4272.0
ELGIEQUIP,448.0,430.0,4146.0,3951.0
ELGIRUBCO,-198.0,12.0,351.0,440.0
ELIN,-8.0,39.0,1355.0,1288.0
ELITECON,336.0,70.0,4771.0,549.0
ELLEN,121.0,104.0,357.0,342.0
ELPROINTL,129.0,1057.0,567.0,528.0
EMAMILTD,750.0,837.0,3915.0,3809.0
EMAMIPAP,94.0,115.0,2008.0,2381.0
EMAMIREAL,-155.0,15.0,93.0,1041.0
EMBDL,-944.0,2360.0,1265.0,4944.0
EMCURE,1019.0,941.0,9683.0,9204.0
EMIL,206.0,184.0,7863.0,7183.0
EMKAY,20.0,57.0,399.0,396.0
EMMBI,9.0,8.0,467.0,456.0
EMMVEE,1274.0,1082.0,5578.0,5050.0
EMPOWER,19.0,18.0,164.0,153.0
EMSLIMITED,69.0,184.0,652.0,966.0
EMUDHRA,117.0,110.0,745.0,702.0
ENDURANCE,970.0,952.0,15592.0,14596.0
ENERGYDEV,-3.7,9.54,42.31,150.05
ENGINERSIN,784.0,692.0,3878.0,3928.0
ENIL,-8.0,109.0,562.0,621.0
ENRIN,1488.0,1100.0,9436.0,7827.0
ENTERO,168.0,146.0,7128.0,6591.0
EPACK,-8.0,55.0,2118.0,2171.0
EPACKPEB,95.0,93.0,1596.0,1525.0
EPIGRAL,271.0,358.0,2626.0,2550.0
EPL,393.0,394.0,5043.0,4763.0
EQUIPPP,1.85,72.69,48.0,560.34
EQUITASBNK,510.0,799.0,7106.0,6794.0
ERIS,666.0,648.0,3230.0,3129.0
ESABINDIA,222.0,207.0,1577.0,1508.0
ESAFSFB,-5.0,426.0,3807.0,3858.0
ESCORTS,1383.0,2394.0,12248.0,11540.0
ESSARSHPNG,91.0,1650.0,0.0,2194.0
ESSENTIA,-0.0,15.0,507.0,474.0
ESTER,-2.0,137.0,1469.0,1375.0
ETERNAL,433.0,527.0,67408.0,54364.0
ETHOSLTD,106.0,96.0,1728.0,1612.0
EUREKAFORB,181.0,164.0,2802.0,2709.0
EUROBOND,26.0,27.0,518.0,503.0
EUROPRATIK,88.0,77.0,374.0,335.0
EUROTEXIND,-1.23,-0.79,0.09,280.57
EVEREADY,178.0,178.0,1489.0,1507.0
EVERESTIND,-1.0,62.0,1352.0,1723.0
EXCELINDUS,71.0,161.0,1079.0,1178.0
EXCELSOFT,47.0,43.0,297.0,273.0
EXICOM,-265.0,64.0,1277.0,1152.0
EXIDEIND,937.0,4357.0,18829.0,17995.0
EXPLEOSOL,138.0,134.0,1140.0,1108.0
EXXARO,4.0,18.0,325.0,325.0
FABTECH,49.0,46.0,418.0,411.0
FACT,28.0,976.0,5293.0,6198.0
FAIRCHEMOR,14.0,68.0,505.0,648.0
FAZE3Q,30.0,58.0,940.0,923.0
FCL,148.0,125.0,1012.0,772.0
FCSSOFT,2.82,3.73,65.96,76.56
FDC,293.0,305.0,2190.0,2171.0
FEDDERSHOL,86.0,750.0,336.0,543.0
FEDERALBNK,4843.0,4491.0,30385.0,29674.0
FEDFINA,383.0,344.0,2377.0,2224.0
FEL,20.0,18.0,110.0,102.0
FELDVR,,,,
FERMENTA,58.0,117.0,511.0,523.0
FIBERWEB,6.11,36.31,83.97,286.13
FIEMIND,263.0,256.0,2932.0,2816.0
FILATEX,191.0,183.0,4256.0,4252.0
FILATFASH,3.09,11.93,89.22,185.81
FINCABLES,800.0,714.0,6939.0,6321.0
FINEORG,438.0,618.0,2472.0,3023.0
FINKURVE,29.0,26.0,242.0,207.0
FINOPB,21.0,93.0,259.0,248.0
FINPIPE,615.0,1051.0,3954.0,4647.0
FIRSTCRY,-181.0,216.0,8792.0,8548.0
FISCHER,24.0,31.0,367.0,309.0
FIVESTAR,1104.0,1099.0,3260.0,3218.0
FLAIR,141.0,141.0,1281.0,1250.0
FLEXITUFF,,,,
FLFL,-2135.0,189.0,2313.0,6297.0
FLUOROCHEM,600.0,1323.0,5303.0,5685.0
FMGOETZE,178.0,178.0,2001.0,1958.0
FMNL,7.99,103.57,98.73,156.86
FOCUS,6.0,39.0,195.0,224.0
FOODSIN,24.0,109.0,789.0,1020.0
FORCEMOT,1252.0,1212.0,9200.0,9057.0
FORTIS,1070.0,1064.0,9506.0,9128.0
FOSECOIND,102.0,75.0,773.0,643.0
FRACTAL,321.0,287.0,3452.0,3300.0
FRONTSP,59.0,61.0,325.0,322.0
FSL,671.0,674.0,10064.0,9556.0
FUSION,169.0,505.0,1699.0,2344.0
GABRIEL,351.0,252.0,5165.0,4667.0
GAEL,416.0,475.0,6032.0,5729.0
GAIL,9870.0,12463.0,147485.0,145668.0
GALAPREC,37.0,35.0,327.0,314.0
GALAXYSURF,354.0,381.0,5752.0,5245.0
GALLANTT,436.0,484.0,4437.0,4419.0
GANDHAR,317.0,214.0,5052.0,4241.0
GANDHITUBE,75.0,68.0,201.0,192.0
GANECOS,56.0,103.0,1568.0,1482.0
GANESHBE,73.0,81.0,433.0,477.0
GANESHCP,45.0,42.0,857.0,871.0
GANESHHOU,265.0,598.0,640.0,959.0
GANGAFORGE,-2.3,1.66,35.07,43.22
GANGESSECU,2.88,9.79,37.45,41.93
GARFIBRES,210.0,232.0,1644.0,1540.0
GARUDA,136.0,122.0,581.0,531.0
GATECH,6.87,66.35,19.68,385.56
GATECHDVR,6.87,8.6,19.68,233.33
GATEWAY,248.0,374.0,2211.0,2212.0
GAUDIUMIVF,23.0,24.0,106.0,104.0
GAYAHWS,-1.93,1128.96,21.64,86.11
GAYAPROJ,2080.0,2042.0,999.0,3901.0
GCSL,40.0,37.0,194.0,262.0
GEECEE,47.0,47.0,104.0,201.0
GEEKAYWIRE,29.0,39.0,444.0,458.0
GEMAROMA,-14.0,53.0,378.0,504.0
GENCON,,,,
GENESYS,31.0,56.0,338.0,328.0
GENESYS-RE,,,,
GENSOL,87.0,53.0,1452.0,963.0
GENUSPAPER,9.0,26.0,966.0,863.0
GENUSPOWER,652.0,592.0,5173.0,4751.0
GEOJITFSL,75.0,172.0,672.0,749.0
GESHIP,3747.0,2943.0,6213.0,5690.0
GFLLIMITED,61.0,2235.0,4.0,6972.0
GHCL,525.0,1117.0,3043.0,4551.0
GHCLTEXTIL,96.0,70.0,1460.0,1319.0
GICHSGFIN,157.0,213.0,1084.0,1152.0
GICL,12.0,12.0,177.0,175.0
GICRE,8875.0,9662.0,52763.0,52986.0
GILLANDERS,17.0,27.0,434.0,863.0
GILLETTE,668.0,654.0,3176.0,3100.0
GINNIFILA,35.0,48.0,378.0,1084.0
GIPCL,503.0,402.0,1619.0,1491.0
GKENERGY,227.0,204.0,1896.0,1715.0
GKSL,17.0,17.0,101.0,82.0
GKWLIMITED,-5.34,27.27,32.41,39.1
GLAND,1129.0,1212.0,6725.0,6431.0
GLAXO,1068.0,1695.0,3955.0,3822.0
GLENMARK,1798.0,1362.0,17737.0,16983.0
GLFL,0.03,0.19,0.0,0.43
GLOBAL,26.0,34.0,93.0,94.0
GLOBALE,-1.16,0.6,24.62,67.74
GLOBALVECT,-35.0,23.0,523.0,542.0
GLOBE,11.0,10.0,679.0,642.0
GLOBECIVIL,25.0,24.0,431.0,406.0
GLOBUSSPR,100.0,141.0,2799.0,2710.0
GLOSTERLTD,13.0,65.0,1548.0,1427.0
GLOTTIS,36.0,56.0,789.0,941.0
GMBREW,169.0,157.0,785.0,748.0
GMDCLTD,956.0,1204.0,2827.0,3498.0
GMMPFAUDLR,65.0,214.0,3654.0,3524.0
GMRAIRPORT,757.0,472.0,15569.0,14807.0
GMRP&UI,585.0,1552.0,7389.0,7332.0
GNA,132.0,130.0,1605.0,1583.0
GNFC,1037.0,1710.0,8410.0,10227.0
GNRL,19.0,10.0,33.0,31.0
GOACARBON,-47.0,86.0,563.0,1364.0
GOCLCORP,340.0,1522.0,11.0,921.0
GOCOLORS,53.0,94.0,838.0,848.0
GODAVARIB,0.0,27.0,2013.0,2015.0
GODFRYPHLP,1368.0,1526.0,6110.0,6391.0
GODIGIT,492.0,544.0,10196.0,10005.0
GODREJAGRO,425.0,445.0,10474.0,10233.0
GODREJCP,1914.0,2342.0,15949.0,15178.0
GODREJIND,2210.0,2412.0,23225.0,22237.0
GODREJPROP,1592.0,1841.0,5203.0,5131.0
GOKEX,103.0,173.0,4185.0,3988.0
GOKUL,21.0,27.0,4211.0,5865.0
GOKULAGRO,420.0,369.0,24435.0,24077.0
GOLDENTOBC,6.92,27.26,32.66,96.08
GOLDIAM,211.0,171.0,1073.0,977.0
GOLDTECH,-8.0,10.0,143.0,135.0
GOODLUCK,210.0,183.0,4404.0,4100.0
GOODYEAR,54.0,136.0,2594.0,2928.0
GOPAL,84.0,112.0,1608.0,1508.0
GOYALALUM,4.82,3.08,77.18,82.41
GPIL,808.0,1467.0,5808.0,5745.0
GPPL,559.0,515.0,1240.0,1158.0
GPTHEALTH,47.0,50.0,492.0,473.0
GPTINFRA,96.0,97.0,1279.0,1290.0
GRADIENTE,0.96,0.13,1.73,4.65
GRANDOAK,4.91,0.26,0.22,6.87
GRANULES,662.0,595.0,5632.0,5366.0
GRAPHITE,209.0,3396.0,3029.0,7858.0
GRASIM,11261.0,11206.0,184029.0,175431.0
GRAUWEIL,160.0,164.0,1236.0,1190.0
GRAVISSHO,0.03,9.39,65.22,65.46
GRAVITA,392.0,378.0,4700.0,4265.0
GREAVESCOT,21.0,202.0,3665.0,3437.0
GREENLAM,93.0,138.0,3169.0,3046.0
GREENPANEL,7.0,233.0,1561.0,1783.0
GREENPLY,99.0,128.0,2863.0,2739.0
GREENPOWER,67.0,72.0,287.0,380.0
GRINDWELL,438.0,417.0,3173.0,3073.0
GRINFRA,1016.0,1454.0,9195.0,9482.0
GRMOVER,76.0,85.0,1869.0,1769.0
GROBTEA,8.0,28.0,119.0,119.0
GROWW,2440.0,2083.0,5242.0,4645.0
GRPLTD,6.0,31.0,568.0,550.0
GRSE,801.0,748.0,7507.0,7002.0
GRWRHITECH,388.0,338.0,2258.0,2120.0
GSFC,693.0,1266.0,12344.0,11369.0
GSLSU,-31.0,36.0,224.0,233.0
GSPCROP,99.0,95.0,1526.0,1517.0
GSS,-49.0,30.0,88.0,243.0
GTECJAINX,-0.72,1.3,7.46,8.32
GTL,793.0,206.0,198.0,3942.0
GTLINFRA,1081.0,779.0,1365.0,2333.0
GTPL,6.0,219.0,3831.0,3719.0
GUFICBIO,73.0,86.0,981.0,944.0
GUJALKALI,66.0,690.0,4498.0,4516.0
GUJAPOLLO,5.61,44.6,51.88,81.59
GUJENERGY,1706.0,1678.0,22776.0,23614.0
GUJRAFFIA,1.18,1.19,86.39,88.56
GUJTHEM,49.0,59.0,174.0,170.0
GULFOILLUB,371.0,357.0,4367.0,4056.0
GULFPETRO,41.0,28.0,714.0,790.0
GULPOLY,43.0,85.0,2260.0,2020.0
GVKPIL,-5.88,3071.08,0.0,4098.17
GVPIL,272.0,253.0,1291.0,3343.0
GVPTECH,-90.0,63.0,2.0,1491.0
GVT&D,1305.0,1233.0,6712.0,6206.0
GYFTR,17.0,61.0,537.0,380.0
HAL,9321.0,9116.0,33785.0,33089.0
HALDER,33.0,32.0,730.0,884.0
HALDYNGL,30.0,27.0,487.0,464.0
HALEOSLABS,15.0,25.0,324.0,378.0
HAPPSTMNDS,223.0,248.0,2394.0,2315.0
HAPPYFORGE,327.0,302.0,1642.0,1546.0
HARDWYN,12.0,13.0,192.0,200.0
HARIOMPIPE,69.0,76.0,1635.0,1667.0
HARRMALAYA,27.0,40.0,548.0,539.0
HARSHA,155.0,155.0,1719.0,1627.0
HATHWAY,76.0,253.0,2184.0,2150.0
HATSUN,348.0,279.0,9624.0,8700.0
HAVELLS,1631.0,1689.0,23591.0,22528.0
HAVISHA,-5.07,3.58,13.6,16.21
HAWKINCOOK,136.0,131.0,1332.0,1253.0
HBESD,13.0,12.0,121.0,116.0
HBLENGINE,780.0,814.0,3339.0,3303.0
HBSL,-10.0,38.0,12.0,44.0
HCC,166.0,563.0,3872.0,10668.0
HCG,33.0,49.0,2627.0,2545.0
HCL-INSYS,-45.0,25.0,19.0,6220.0
HCLTECH,17434.0,17399.0,134374.0,130144.0
HDBFS,2761.0,2544.0,18902.0,18431.0
HDFCAMC,2948.0,2858.0,4254.0,4616.0
HDFCBANK,82512.0,79219.0,351819.0,348615.0
HDFCLIFE,1975.0,1912.0,103727.0,101482.0
HDIL,90.0,1410.0,644.0,2380.0
HEADSUP,-2.96,21.42,5.76,259.59
HEALTHX,-26.0,865.0,1468.0,1798.0
HECPROJECT,13.0,13.0,180.0,176.0
HEG,359.0,3026.0,2639.0,6591.0
HEIDELBERG,116.0,315.0,2360.0,2366.0
HEMIPROP,-12.0,0.0,1.0,2.0
HERANBA,,,,
HERITGFOOD,135.0,278.0,4727.0,4526.0
HEROMOTOCO,5488.0,5776.0,50810.0,47411.0
HESTERBIO,137.0,57.0,326.0,333.0
HEXAGON,,,,
HEXATRADEX,-6.89,92.29,4.58,133.23
HEXT,1343.0,1368.0,14420.0,13430.0
HFCL,604.0,338.0,5993.0,4949.0
HGINFRA,186.0,539.0,4853.0,5378.0
HGM,-6.83,4.57,56.67,59.48
HGS,-72.0,6061.0,4301.0,4986.0
HIKAL,-34.0,160.0,1735.0,2023.0
HILINFRA,26.0,32.0,799.0,608.0
HILTON,5.0,7.0,267.0,230.0
HIMATSEIDE,56.0,202.0,2479.0,3184.0
HINDALCO,16400.0,16002.0,295537.0,274944.0
HINDCOMPOS,32.0,35.0,221.0,325.0
HINDCON,4.06,6.23,71.44,85.59
HINDCOPPER,1137.0,919.0,3498.0,3078.0
HINDOILEXP,25.0,226.0,299.0,749.0
HINDPETRO,1671.0,18047.0,471530.0,441771.0
HINDUNILVR,14971.0,15059.0,66052.0,64468.0
HINDWAREAP,-6.0,202.0,2604.0,2872.0
HINDZINC,17067.0,13832.0,46820.0,40844.0
HIRECT,32.0,39.0,1043.0,999.0
HISARMETAL,5.0,12.0,264.0,276.0
HITECH,75.0,76.0,4822.0,4200.0
HITECHCORP,18.0,16.0,701.0,640.0
HITECHGEAR,20.0,114.0,931.0,1169.0
HLEGLAS,41.0,70.0,1370.0,1353.0
HLVLTD,5.0,194.0,207.0,698.0
HMAAGRO,215.0,165.0,7904.0,6916.0
HMT,-133.0,2551.0,147.0,275.0
HMVL,90.0,190.0,793.0,933.0
HNDFDS,158.0,149.0,4400.0,4251.0
HOMEFIRST,581.0,540.0,1999.0,1921.0
HONASA,249.0,200.0,2553.0,2392.0
HONAUT,551.0,525.0,4703.0,4682.0
HONDAPOWER,66.0,92.0,900.0,1246.0
HPAL,2.0,21.0,248.0,253.0
HPIL,4.0,3.0,111.0,115.0
HPL,91.0,94.0,1943.0,1811.0
HSCL,804.0,755.0,4974.0,4661.0
HTMEDIA,6.0,352.0,1896.0,2502.0
HUBTOWN,108.0,164.0,612.0,644.0
HUDCO,4255.0,4034.0,13930.0,13150.0
HUHTAMAKI,89.0,79.0,2178.0,2037.0
HYBRIDFIN,2.55,3.84,4.61,4.1
HYUNDAI,4951.0,6060.0,70685.0,70763.0
IBULLSLTD,489.0,346.0,1101.0,833.0
ICDSLTD,0.65,6.84,2.23,6.45
ICEMAKE,12.0,26.0,736.0,668.0
ICICIAMC,3486.0,3298.0,6040.0,5999.0
ICICIBANK,59756.0,57936.0,198379.0,195218.0
ICICIGI,2428.0,2772.0,27687.0,26994.0
ICICIPRULI,1684.0,1682.0,66579.0,89679.0
ICIL,151.0,359.0,4390.0,4151.0
ICRA,196.0,183.0,638.0,600.0
IDBI,9343.0,9237.0,29542.0,29020.0
IDEA,37406.0,34552.0,45539.0,44958.0
IDEAFORGE,4.0,45.0,282.0,314.0
IDFCFIRSTB,2305.0,2942.0,41958.0,40549.0
IEX,507.0,493.0,632.0,616.0
IFBAGRO,60.0,59.0,1509.0,1404.0
IFBIND,160.0,144.0,5866.0,5619.0
IFCI,433.0,575.0,1988.0,4465.0
IFGLEXPOR,41.0,82.0,1953.0,1894.0
IGARASHI,16.0,95.0,912.0,866.0
IGCL,39.0,40.0,684.0,705.0
IGIL,610.0,711.0,1363.0,1598.0
IGL,1354.0,1983.0,16840.0,16168.0
IGPL,82.0,264.0,2073.0,2352.0
IIFL,2256.0,1974.0,14344.0,13366.0
IIFLCAPS,572.0,713.0,2434.0,2520.0
IITL,-8.17,71.23,-4.05,339.07
IKIO,50.0,61.0,644.0,595.0
IKS,764.0,722.0,3347.0,3194.0
IL&FSENGG,11.0,15.0,184.0,2783.0
IL&FSTRANS,,,,
IMAGICAA,14.0,541.0,403.0,410.0
IMFA,525.0,508.0,3145.0,2826.0
IMPAL,78.0,75.0,753.0,741.0
IMPEXFERRO,-6.33,-6.43,0.0,505.57
INA,196.0,201.0,2525.0,2146.0
INCREDIBLE,12.0,12.0,834.0,840.0
INDBANK,7.37,9.0,25.32,26.57
INDGN,401.0,407.0,3813.0,3510.0
INDHOTEL,2309.0,2247.0,9987.0,9689.0
INDIACEM,92.0,209.0,4479.0,5770.0
INDIAGLYCO,316.0,340.0,4301.0,4211.0
INDIAMART,493.0,551.0,1611.0,1569.0
INDIANB,12787.0,11707.0,69314.0,67504.0
INDIANCARD,5.98,190.67,42.16,85.09
INDIANHUME,143.0,558.0,1301.0,1792.0
INDIASHLTR,529.0,505.0,1601.0,1530.0
INDIGO,-4808.0,8172.0,89050.0,84962.0
INDIGOPNTS,163.0,149.0,1466.0,1405.0
INDIQUBE,-93.0,-16.0,1564.0,1451.0
INDNIPPON,115.0,111.0,1148.0,1068.0
INDOAMIN,81.0,79.0,1247.0,1160.0
INDOBORAX,56.0,51.0,232.0,225.0
INDOCO,3.0,155.0,1873.0,1845.0
INDOFARM,25.0,25.0,454.0,440.0
INDOMIM,,,,
INDORAMA,161.0,269.0,4541.0,4910.0
INDOSTAR,-394.0,241.0,1413.0,1597.0
INDOTECH,99.0,93.0,846.0,782.0
INDOTHAI,69.0,66.0,110.0,104.0
INDOUS,11.0,16.0,113.0,110.0
INDOWIND,-0.48,7.27,37.45,40.75
INDPRUD,61.0,64.0,6.0,8.0
INDRAMEDCO,188.0,184.0,1524.0,1483.0
INDSWFTLAB,57.0,421.0,665.0,1281.0
INDTERRAIN,0.0,33.0,391.0,501.0
INDUSINDBK,1322.0,8977.0,45297.0,48668.0
INDUSTOWER,7154.0,9932.0,32867.0,32493.0
INFOBEAN,85.0,87.0,554.0,514.0
INFOMEDIA,-2.9,-2.65,0.0,0.0
INFY,30325.0,29474.0,184582.0,178650.0
INGERRAND,268.0,268.0,1457.0,1392.0
INNOVACAP,154.0,141.0,1749.0,1630.0
INNOVANA,29.0,45.0,139.0,132.0
INNOVISION,17.0,36.0,1022.0,981.0
INOXGREEN,122.0,103.0,276.0,368.0
INOXINDIA,255.0,258.0,1618.0,1587.0
INOXWIND,417.0,461.0,4385.0,4445.0
INSECTICID,125.0,142.0,2060.0,2140.0
INSPIRISYS,39.0,41.0,498.0,589.0
INTELLECT,351.0,350.0,3182.0,3038.0
INTENTECH,-16.0,19.0,125.0,150.0
INTERARCH,134.0,135.0,1977.0,1898.0
INTLCONV,136.0,92.0,213.0,215.0
INVENTURE,3.15,13.95,50.02,311.87
INVPRECQ,15.0,12.0,196.0,188.0
IOB,5958.0,5418.0,33290.0,31896.0
IOC,35728.0,43677.0,858482.0,841756.0
IOLCP,168.0,168.0,2524.0,2319.0
IONEXCHANG,98.0,208.0,3032.0,2915.0
IPCALAB,1375.0,1184.0,10126.0,9599.0
IPL,108.0,158.0,1034.0,1057.0
IRB,954.0,6481.0,7686.0,7648.0
IRCON,520.0,930.0,9241.0,12514.0
IRCTC,1393.0,1393.0,5425.0,5215.0
IREDA,1966.0,1874.0,8612.0,8310.0
IRFC,7191.0,7009.0,28630.0,27285.0
IRIS,125.0,127.0,136.0,128.0
IRISDOREME,18.0,16.0,201.0,191.0
IRMENERGY,73.0,128.0,1130.0,1067.0
ISFT,14.0,42.0,545.0,1170.0
ISGEC,243.0,264.0,7458.0,6789.0
ISHANCH,-7.25,12.81,98.67,101.43
ITC,20184.0,35052.0,76488.0,78868.0
ITCHOTELS,869.0,821.0,4260.0,4139.0
ITDC,82.0,82.0,535.0,570.0
ITI,324.0,293.0,2111.0,3616.0
IVALUE,104.0,98.0,1007.0,1296.0
IVC,5.77,73.1,57.28,197.56
IVP,32.0,28.0,611.0,661.0
IWP,6.0,17.0,242.0,229.0
IXIGO,87.0,73.0,1267.0,1228.0
IZMO,54.0,49.0,294.0,285.0
J&KBANK,2304.0,2360.0,13429.0,13151.0
JAGRAN,179.0,351.0,1916.0,2363.0
JAGSNPHARM,45.0,55.0,294.0,287.0
JAIBALAJI,293.0,880.0,5786.0,6414.0
JAICORPLTD,93.0,169.0,541.0,720.0
JAINREC,360.0,347.0,10718.0,9543.0
JAIPURKURT,2.0,4.0,119.0,113.0
JAMNAAUTO,234.0,231.0,2650.0,2612.0
JARO,57.0,53.0,284.0,274.0
JASH,86.0,87.0,758.0,736.0
JAYAGROGN,54.0,92.0,2530.0,2778.0
JAYBARMARU,138.0,140.0,2621.0,2551.0
JAYKAY,200.0,216.0,259.0,258.0
JAYNECOIND,564.0,2247.0,7589.0,7132.0
JAYSREETEA,-22.0,126.0,946.0,930.0
JBMA,243.0,238.0,6277.0,6088.0
JETFREIGHT,8.0,8.0,504.0,461.0
JGCHEM,78.0,69.0,1071.0,973.0
JHS,-2.0,26.0,109.0,140.0
JINDALPHOT,-62.0,634.0,20.0,1412.0
JINDALPOLY,-991.0,1196.0,2339.0,7557.0
JINDALSAW,601.0,1593.0,18263.0,20958.0
JINDALSTEL,2709.0,6766.0,56413.0,53455.0
JINDRILL,192.0,216.0,1018.0,997.0
JINDWORLD,85.0,116.0,2300.0,2559.0
JIOFIN,2066.0,1613.0,4905.0,3521.0
JISLDVREQS,,,,
JISLJALEQS,-69.0,832.0,6362.0,8536.0
JITFINFRA,-7.0,145.0,2922.0,2808.0
JKCEMENT,938.0,988.0,14401.0,13722.0
JKIL,381.0,391.0,5750.0,5723.0
JKIPL,8.0,19.0,365.0,381.0
JKLAKSHMI,371.0,488.0,6926.0,6788.0
JKPAPER,327.0,1208.0,7319.0,7076.0
JKTYRE,657.0,806.0,16404.0,16327.0
JLHL,188.0,194.0,1558.0,1500.0
JMA,33.0,30.0,643.0,622.0
JMFINANCIL,1111.0,1201.0,4180.0,4787.0
JNKINDIA,73.0,65.0,899.0,819.0
JNPR,,,,
JOCIL,8.0,18.0,1027.0,1044.0
JPOLYINVST,809.0,1443.0,1037.0,3125.0
JPPOWER,641.0,1022.0,5756.0,6763.0
JSFB,380.0,670.0,5637.0,5353.0
JSL,3239.0,3185.0,44026.0,42955.0
JSLL,236.0,222.0,851.0,801.0
JSWCEMENT,721.0,250.0,6849.0,6501.0
JSWDULUX,1962.0,1974.0,3578.0,4069.0
JSWENERGY,2459.0,2762.0,18965.0,18901.0
JSWHL,137.0,332.0,184.0,407.0
JSWINFRA,1515.0,1547.0,5582.0,5361.0
JSWSTEEL,27995.0,25508.0,189687.0,185470.0
JTEKTINDIA,90.0,87.0,2063.0,2044.0
JTLIND,122.0,113.0,2314.0,2136.0
JUBLCPL,130.0,128.0,1972.0,1829.0
JUBLFOOD,450.0,444.0,9838.0,9513.0
JUBLINGREA,309.0,477.0,4651.0,4949.0
JUBLPHARMA,351.0,898.0,8608.0,9111.0
JUNIPER,166.0,142.0,1076.0,1048.0
JUSTDIAL,504.0,584.0,1243.0,1214.0
JWL,161.0,380.0,3127.0,3963.0
JYOTHYLAB,284.0,371.0,2966.0,2944.0
JYOTICNC,322.0,336.0,2191.0,2093.0
JYOTISTRUC,64.0,56.0,846.0,3636.0
KABRAEXTRU,1.0,38.0,490.0,670.0
KAJARIACER,548.0,487.0,5056.0,4830.0
KAKATCEM,-27.0,29.0,71.0,220.0
KALAMANDIR,137.0,141.0,1650.0,1654.0
KALPATARU,103.0,80.0,3465.0,3633.0
KALYANI,3.0,3.0,577.0,587.0
KALYANIFRG,12.0,9.0,237.0,286.0
KALYANKJIL,1435.0,1350.0,39063.0,35743.0
KAMAHOLD,2170.0,2324.0,17144.0,15930.0
KAMATHOTEL,44.0,313.0,394.0,386.0
KAMDHENU,86.0,78.0,781.0,1232.0
KAMOPAINTS,-5.0,14.0,241.0,292.0
KANANIIND,2.0,3.0,154.0,496.0
KANCHI,8.0,13.0,155.0,220.0
KANORICHEM,153.0,113.0,1240.0,1578.0
KANPRPLA,45.0,39.0,741.0,718.0
KANSAINER,589.0,1176.0,8263.0,8052.0
KAPSTON,30.0,28.0,861.0,830.0
KARMAENG,0.89,5.89,9.9,35.88
KARURVYSYA,2745.0,2510.0,11555.0,11074.0
KAUSHALYA,-0.54,22.49,0.9,5.68
KAVDEFENCE,-1.06,31.49,5.95,51.51
KAYA,-97.0,15.0,230.0,222.0
