Symbol,TTM_Net_Profit,Max_Annual_Net_Profit,TTM_Net_Sales,Max_Annual_Net_Sales
KAYNES,346.0,364.0,3899.0,3626.0
KCP,242.0,280.0,2679.0,2846.0
KCPSUGIND,38.0,66.0,279.0,442.0
KDDL,150.0,142.0,2322.0,2153.0
KEC,554.0,606.0,23506.0,23506.0
KECL,7.0,67.0,561.0,589.0
KEEPLEARN,-1.17,1.27,7.29,9.98
KEI,997.0,918.0,12343.0,11748.0
KELLTONTEC,91.0,92.0,1237.0,1217.0
KENNAMET,117.0,114.0,1021.0,991.0
KERNEX,191.0,88.0,878.0,430.0
KESORAMIND,-9.0,5565.0,264.0,3882.0
KEYFINSERV,5.68,26.79,30.32,49.23
KFINTECH,342.0,344.0,1384.0,1301.0
KHADIM,3.0,21.0,349.0,799.0
KHAICHEM,54.0,80.0,988.0,1002.0
KHAITANLTD,7.0,7.0,124.0,112.0
KHANDSE,-0.61,0.44,9.03,10.29
KICL,41.0,72.0,78.0,78.0
KILITCH,29.0,30.0,237.0,235.0
KIMS,194.0,415.0,4212.0,3905.0
KINGFA,226.0,185.0,2222.0,1996.0
KIOCL,39.0,313.0,681.0,3006.0
KIRANVYPAR,6.0,118.0,112.0,159.0
KIRIINDUS,5847.0,5567.0,950.0,1497.0
KIRLFER,349.0,507.0,6962.0,6889.0
KIRLOSBROS,377.0,419.0,4664.0,4538.0
KIRLOSENG,535.0,562.0,7937.0,7701.0
KIRLOSIND,356.0,503.0,6995.0,6958.0
KIRLPNU,262.0,254.0,1808.0,1787.0
KISSHT,,,,
KITEX,-50.0,136.0,629.0,983.0
KKCL,161.0,154.0,1258.0,1213.0
KLBRENG-B,88.0,96.0,617.0,629.0
KMEW,131.0,79.0,323.0,256.0
KMSUGAR,48.0,53.0,640.0,659.0
KNACK,,,,
KNAGRI,36.0,47.0,1945.0,2224.0
KNRCON,394.0,1002.0,2673.0,4753.0
KOHINOOR,85.0,365.0,161.0,1335.0
KOKUYOCMLN,22.0,44.0,808.0,816.0
KOLTEPATIL,125.0,154.0,1572.0,1717.0
KOPRAN,25.0,62.0,700.0,681.0
KOTAKBANK,20296.0,22126.0,70887.0,69781.0
KOTARISUG,5.0,42.0,264.0,609.0
KOTHARIPET,72.0,72.0,577.0,596.0
KOTHARIPRO,19.0,124.0,1031.0,6866.0
KOTIC,-86.0,32.0,197.0,178.0
KOTYARK,,,,
KOVAI,256.0,244.0,1644.0,1586.0
KPEL,182.0,181.0,1797.0,1497.0
KPIGREEN,493.0,509.0,2787.0,2696.0
KPIL,1129.0,1031.0,27380.0,27143.0
KPITTECH,582.0,840.0,6591.0,6455.0
KPL,81.0,120.0,554.0,503.0
KPRMILL,912.0,866.0,6820.0,6650.0
KRBL,758.0,701.0,6009.0,6098.0
KREBSBIO,-14.0,-8.0,25.0,60.0
KRIDHANINF,0.96,169.69,2.73,726.75
KRISHANA,197.0,180.0,2555.0,2418.0
KRISHIVAL,23.0,22.0,332.0,293.0
KRISHNADEF,43.0,41.0,234.0,245.0
KRITI,-8.0,36.0,536.0,867.0
KRITIKA,6.0,10.0,649.0,745.0
KRITINUT,33.0,45.0,940.0,922.0
KRN,97.0,76.0,737.0,600.0
KRONOX,29.0,28.0,105.0,101.0
KROSS,58.0,55.0,718.0,673.0
KRSNAA,97.0,101.0,815.0,773.0
KRYSTAL,65.0,64.0,1315.0,1277.0
KSB,246.0,270.0,2726.0,2696.0
KSCL,249.0,311.0,1279.0,1395.0
KSHINTL,130.0,110.0,3712.0,3107.0
KSHITIJPOL,3.76,3.87,50.0,59.36
KSL,264.0,258.0,1867.0,1982.0
KSOLVES,37.0,34.0,166.0,163.0
KSR,-8.0,-13.0,200.0,206.0
KTKBANK,1437.0,1311.0,9039.0,9014.0
KUANTUM,36.0,184.0,1174.0,1310.0
KUSUMGAR,,,,
KWIL,-335.0,-0.0,1909.0,0.0
LAGNAM,18.0,29.0,631.0,606.0
LAHOTIOV,16.0,24.0,386.0,892.0
LAKPRE,-33.0,9.0,232.0,371.0
LAL,5.56,5.84,80.25,72.75
LALPATHLAB,546.0,510.0,2891.0,2763.0
LAMBODHARA,12.0,17.0,233.0,238.0
LANCORHOL,58.0,40.0,135.0,190.0
LANDMARK,45.0,85.0,5137.0,4896.0
LANDSMILL,1.97,2.77,1.51,39.65
LAOPALA,93.0,128.0,315.0,452.0
LASA,-17.0,23.0,6.0,244.0
LASERPOWER,,,,
LATENTVIEW,199.0,202.0,1111.0,1060.0
LATTEYS,4.0,4.0,132.0,117.0
LAURUSLABS,1091.0,984.0,7270.0,6813.0
LAXMICOT,-3.0,5.0,118.0,216.0
LAXMIDENTL,31.0,32.0,287.0,278.0
LAXMIINDIA,57.0,50.0,341.0,317.0
LCCINFOTEC,-38.0,-0.0,0.0,11.0
LCL,,,,
LEAPIND,,,,
LEMERITE,3.0,21.0,337.0,525.0
LEMONTREE,298.0,288.0,1473.0,1444.0
LENSKART,668.0,501.0,9634.0,8814.0
LEXUS,-2.24,11.58,47.41,181.12
LFIC,1.37,10.38,12.04,15.03
LGBBROSLTD,319.0,319.0,3217.0,3076.0
LGEINDIA,1825.0,2203.0,25575.0,24605.0
LGHL,2.0,11.0,113.0,202.0
LIBAS,1.9,8.74,72.57,91.91
LIBERTSHOE,9.0,17.0,737.0,740.0
LICHSGFIN,5739.0,5604.0,28562.0,28838.0
LICI,60055.0,57453.0,994088.0,977772.0
LIKHITHA,32.0,69.0,419.0,520.0
LINC,32.0,38.0,545.0,543.0
LINCOLN,96.0,93.0,694.0,671.0
LINDEINDIA,546.0,727.0,2654.0,3136.0
LLOYDSENGG,236.0,198.0,1611.0,1301.0
LLOYDSENT,278.0,417.0,1988.0,1756.0
LLOYDSME,4921.0,3829.0,22084.0,17113.0
LMW,175.0,384.0,3374.0,4719.0
LODHA,4129.0,3431.0,18181.0,16676.0
LOKESHMACH,4.0,14.0,216.0,293.0
LORDSCHLO,33.0,53.0,396.0,390.0
LOTUSDEV,263.0,243.0,840.0,769.0
LOTUSEYE,0.15,4.08,57.26,53.71
LOVABLE,3.16,23.18,38.52,197.32
LOYALTEX,-49.0,97.0,379.0,1763.0
LPDC,8.46,1.49,16.35,7.35
LT,19624.0,18954.0,290137.0,285874.0
LTF,3198.0,2983.0,18898.0,17914.0
LTFOODS,640.0,625.0,11633.0,10946.0
LTM,5197.0,4983.0,44075.0,42308.0
LTTS,1322.0,1306.0,11565.0,10996.0
LUMAXIND,187.0,172.0,4485.0,4184.0
LUMAXTECH,382.0,337.0,5208.0,4870.0
LUPIN,5551.0,5355.0,29967.0,27958.0
LUXIND,106.0,338.0,2933.0,2929.0
LXCHEM,126.0,256.0,3122.0,3084.0
LYKALABS,-9.0,38.0,138.0,194.0
M&M,20243.0,18622.0,211375.0,198639.0
M&MFIN,3260.0,2861.0,21733.0,21041.0
MAANALU,13.0,50.0,829.0,953.0
MACPOWER,39.0,34.0,367.0,333.0
MADHAV,-0.24,4.61,30.59,76.96
MADHAVIPL,26.0,36.0,503.0,610.0
MADHUCON,-325.0,25.0,444.0,2599.0
MADRASFERT,71.0,185.0,2442.0,3447.0
MAFATIND,58.0,99.0,3573.0,3871.0
MAGADSUGAR,51.0,116.0,1222.0,1322.0
MAGNUM,-1.0,10.0,473.0,465.0
MAHABANK,7536.0,7017.0,30262.0,29282.0
MAHAPEXLTD,-27.0,54.0,2.0,10.0
MAHASTEEL,10.0,10.0,943.0,883.0
MAHEPC,10.0,23.0,304.0,312.0
MAHESHWARI,16.0,18.0,1091.0,1147.0
MAHLIFE,332.0,298.0,2108.0,1178.0
MAHLOG,48.0,86.0,7378.0,6999.0
MAHSCOOTER,279.0,311.0,289.0,313.0
MAHSEAMLES,737.0,952.0,4620.0,5716.0
MAITHANALL,299.0,818.0,2080.0,2989.0
MAJESAUT,97.0,93.0,20.0,138.0
MALLCOM,27.0,57.0,527.0,540.0
MALUPAPER,-12.0,7.0,364.0,335.0
MAMATA,9.0,41.0,231.0,255.0
MANAKALUCO,9.0,9.0,569.0,564.0
MANAKCOAT,41.0,41.0,897.0,884.0
MANAKSIA,64.0,186.0,833.0,1174.0
MANAKSTEEL,56.0,40.0,1241.0,1131.0
MANALIPETC,180.0,381.0,1062.0,1672.0
MANAPPURAM,1445.0,2197.0,10275.0,10012.0
MANBA,49.0,45.0,354.0,328.0
MANCREDIT,8.0,9.0,108.0,240.0
MANGALAM,-38.0,7.0,232.0,369.0
MANGLMCEM,115.0,129.0,1762.0,1802.0
MANINDS,204.0,170.0,3875.0,3564.0
MANINFRA,215.0,313.0,666.0,1890.0
MANIPALHOS,,,,
MANKIND,2068.0,2011.0,14738.0,14278.0
MANOMAY,20.0,20.0,744.0,711.0
MANORAMA,258.0,225.0,1481.0,1367.0
MANORG,21.0,85.0,655.0,623.0
MANUGRAPH,5.59,5.98,82.69,271.31
MANYAVAR,403.0,429.0,1345.0,1368.0
MAPMYINDIA,138.0,148.0,492.0,474.0
MARALOVER,22.0,67.0,1019.0,1082.0
MARATHON,197.0,206.0,553.0,717.0
MARICO,1952.0,1813.0,14277.0,13611.0
MARINE,65.0,59.0,969.0,877.0
MARKOLINES,27.0,26.0,352.0,348.0
MARKSANS,521.0,420.0,3172.0,2951.0
MARSONS,44.0,46.0,248.0,245.0
MARUTI,14334.0,14680.0,197181.0,183316.0
MASFIN,399.0,376.0,2092.0,1998.0
MASKINVEST,0.09,0.22,0.32,0.74
MASTEK,418.0,404.0,3769.0,3699.0
MASTERTR,134.0,131.0,594.0,584.0
MATRIMONY,45.0,74.0,475.0,481.0
MAWANASUG,28.0,359.0,1586.0,1571.0
MAXESTATES,12.0,26.0,200.0,199.0
MAXHEALTH,1457.0,1442.0,8712.0,8373.0
MAXIND,-132.0,232.0,214.0,233.0
MAYURUNIQ,207.0,192.0,1020.0,967.0
MAZDA,30.0,32.0,243.0,225.0
MAZDOCK,2854.0,2578.0,13323.0,13006.0
MBAPL,155.0,150.0,1874.0,1866.0
MBEL,97.0,93.0,1313.0,1260.0
MBLINFRA,-15.0,265.0,215.0,2343.0
MCCHRLS-B,-115.0,111.0,121.0,110.0
MCL,5.0,5.0,268.0,383.0
MCLEODRUSS,-93.0,219.0,1200.0,2055.0
MCLOUD,110.0,114.0,714.0,698.0
MCX,1542.0,1332.0,2631.0,2302.0
MEDANTA,552.0,554.0,4683.0,4410.0
MEDIASSIST,94.0,92.0,951.0,905.0
MEDICAMEQ,10.0,15.0,203.0,198.0
MEDICO,14.0,13.0,238.0,206.0
MEDPLUS,210.0,220.0,7229.0,6892.0
MEESHO,-1201.0,-328.0,13835.0,12626.0
MEGASTAR,10.0,10.0,558.0,533.0
MEIL,47.0,47.0,616.0,580.0
MENNPIS,26.0,26.0,307.0,304.0
MENONBE,44.0,38.0,318.0,299.0
MEP,-273.0,109.0,49.0,2815.0
MERCANTILE,3.67,21.67,95.28,93.34
MERCURYEV,5.0,8.0,113.0,102.0
METROBRAND,412.0,416.0,2956.0,2864.0
METROGLOBL,23.0,24.0,252.0,377.0
METROPOLIS,203.0,215.0,1710.0,1646.0
MFML,-3.0,8.0,132.0,166.0
MFSL,137.0,593.0,49822.0,47674.0
MGEL,47.0,45.0,3478.0,3384.0
MGL,715.0,1285.0,8535.0,8246.0
MHLXMIRU,9.0,8.0,285.0,267.0
MHRIL,51.0,146.0,3023.0,2992.0
MICEL,-12.0,62.0,223.0,218.0
MIDHANI,135.0,177.0,1278.0,1209.0
MIDWESTLTD,113.0,133.0,695.0,646.0
MINDACORP,499.0,358.0,6646.0,6185.0
MINDTECK,31.0,33.0,410.0,424.0
MIRZAINT,-22.0,86.0,514.0,1399.0
MITCON,11.0,9.0,169.0,129.0
MITTAL,2.95,2.3,89.88,91.45
MKPL,5.0,11.0,383.0,383.0
MMFL,169.0,135.0,1649.0,1590.0
MMP,50.0,39.0,873.0,824.0
MMTC,447.0,1562.0,3.0,30000.0
MMWL,10.0,101.0,1452.0,1884.0
MOBIKWIK,-13.0,14.0,1129.0,1170.0
MODINATUR,52.0,50.0,720.0,719.0
MODIRUBBER,0.01,27.66,34.97,146.37
MODIS,31.0,29.0,202.0,189.0
MODISONLTD,102.0,73.0,847.0,710.0
MODTHREAD,19.0,214.0,320.0,301.0
MOHITIND,-1.0,2.0,132.0,191.0
MOIL,74.0,478.0,976.0,1438.0
MOKSH,11.0,10.0,796.0,679.0
MOL,64.0,304.0,2103.0,2553.0
MOLDTECH,18.0,29.0,208.0,182.0
MOLDTKPAC,76.0,80.0,947.0,887.0
MONARCH,181.0,181.0,365.0,372.0
MONEYBOXX,1.0,9.0,225.0,232.0
MONTECARLO,105.0,133.0,1286.0,1276.0
MOREPENLAB,141.0,118.0,1951.0,1812.0
MOSCHIP,27.0,35.0,566.0,585.0
MOTHERSON,4555.0,4146.0,131135.0,126104.0
MOTILALOFS,1983.0,2508.0,10063.0,9381.0
MOTISONS,,,,
MOTOGENFIN,149.0,147.0,7.0,15.0
MPHASIS,1910.0,1863.0,16531.0,15880.0
MPSLTD,188.0,173.0,806.0,768.0
MRF,2418.0,2509.0,31889.0,31149.0
MRPL,3141.0,3597.0,109564.0,109026.0
MSPL,38.0,34.0,2959.0,2905.0
MSTCLTD,234.0,407.0,386.0,5689.0
MSUMI,627.0,638.0,12391.0,11478.0
MTARTECH,133.0,103.0,1080.0,876.0
MTEDUCARE,,,,
MTNL,-3006.0,-1946.0,988.0,3494.0
MUFIN,38.0,28.0,248.0,210.0
MUFTI,43.0,77.0,597.0,618.0
MUKANDLTD,632.0,821.0,5121.0,5568.0
MUKKA,74.0,74.0,1768.0,1449.0
MUKTAARTS,-8.0,6.0,178.0,195.0
MUNJALAU,55.0,52.0,2503.0,2295.0
MUNJALSHOW,25.0,78.0,1377.0,1669.0
MURUDCERA,10.0,11.0,209.0,205.0
MUTHOOTCAP,24.0,123.0,631.0,624.0
MUTHOOTFIN,11457.0,10607.0,33431.0,31209.0
MUTHOOTMF,245.0,450.0,2480.0,2563.0
MVELECTRO,,,,
MVGJL,122.0,115.0,2909.0,2744.0
MWL,52.0,50.0,1248.0,1207.0
NACLIND,12.0,95.0,1519.0,2116.0
NAGREEKCAP,7.38,23.82,63.39,159.3
NAGREEKEXP,3.0,6.0,595.0,614.0
NAHARCAP,119.0,226.0,32.0,52.0
NAHARINDUS,72.0,157.0,1336.0,2006.0
NAHARPOLY,72.0,98.0,667.0,723.0
NAHARSPING,76.0,502.0,3365.0,3594.0
NAM-INDIA,1637.0,1529.0,2869.0,2924.0
NARMADA,3.59,4.09,89.56,77.56
NATCAPSUQ,-25.0,18.0,191.0,187.0
NATCOPHARM,1145.0,1883.0,3485.0,4430.0
NATHBIOGEN,39.0,42.0,490.0,445.0
NATIONALUM,6751.0,5797.0,19338.0,17843.0
NATIONSTD,11.0,61.0,19.0,184.0
NAUKRI,1910.0,12882.0,3375.0,3285.0
NAVA,972.0,1434.0,4310.0,4291.0
NAVINFLUOR,790.0,664.0,3634.0,3314.0
NAVKARCORP,90.0,90.0,412.0,371.0
NAVKARURB,2.96,5.56,22.15,154.82
NAVNETEDUL,353.0,804.0,1715.0,1781.0
NAZARA,-52.0,82.0,1759.0,1829.0
NBCC,765.0,742.0,12756.0,12889.0
NBIFIN,16.0,8.0,25.0,14.0
NCC,748.0,868.0,21456.0,22199.0
NCLIND,92.0,145.0,1431.0,2104.0
NDGL,-6.0,86.0,438.0,463.0
NDL,37.0,73.0,2447.0,3547.0
NDLVENTURE,-28.0,123.0,1044.0,1080.0
NDRAUTO,65.0,62.0,859.0,823.0
NDTV,-335.0,85.0,538.0,571.0
NEAGI,37.0,39.0,25.0,37.0
NECCLTD,4.0,6.0,503.0,572.0
NECLIFE,-245.0,66.0,2.0,2779.0
NELCAST,41.0,54.0,1338.0,1328.0
NELCO,4.0,24.0,312.0,320.0
NEOGEN,36.0,50.0,926.0,862.0
NEPHROPLUS,85.0,77.0,1053.0,999.0
NESCO,417.0,413.0,951.0,932.0
NESTLEIND,3811.0,3933.0,24437.0,24394.0
NETWEB,261.0,206.0,2702.0,2184.0
NETWORK18,-32.0,838.0,2169.0,9297.0
NEUEON,-305.0,3.0,12.0,2268.0
NEULANDLAB,498.0,364.0,2372.0,2023.0
NEWGEN,314.0,315.0,1610.0,1574.0
NEXTMEDIA,-4.99,3.94,0.0,1.45
NFL,364.0,458.0,22480.0,29587.0
NGIL,1.63,1.7,44.85,59.62
NGLFINE,57.0,57.0,536.0,501.0
NH,817.0,806.0,9072.0,7896.0
NHPC,4267.0,4261.0,12210.0,11615.0
NIACL,776.0,2190.0,49962.0,49758.0
NIBE,-13.0,27.0,455.0,507.0
NIBL,-31.0,19.0,76.0,81.0
NIITLTD,9.0,1327.0,402.0,1002.0
NIITMTS,256.0,248.0,2066.0,1952.0
NILAINFRA,25.0,23.0,304.0,323.0
NILASPACES,32.0,29.0,191.0,185.0
NILE,48.0,55.0,1076.0,1041.0
NILKAMAL,125.0,142.0,3715.0,3778.0
NIMBSPROJ,-49.0,93.0,228.0,229.0
NINSYS,34.0,32.0,177.0,170.0
NIPPOBATRY,-26.0,122.0,449.0,641.0
NIRAJ,24.0,21.0,552.0,606.0
NIRAJISPAT,1.52,1.67,3.55,7.05
NIRLON,357.0,346.0,674.0,669.0
NITCO,-29.0,185.0,508.0,885.0
NITINSPIN,212.0,326.0,3296.0,3300.0
NITIRAJ,2.4,12.04,54.72,100.44
NITTAGELA,103.0,97.0,590.0,588.0
NIVABUPA,174.0,214.0,7907.0,6695.0
NKIND,-3.58,-1.03,11.34,493.13
NLCINDIA,3367.0,3769.0,18381.0,17490.0
NMDC,7459.0,9429.0,32127.0,32071.0
NOCIL,66.0,185.0,1370.0,1617.0
NOIDATOLL,28.0,98.0,44.0,130.0
NORBTEAEXP,-0.27,1.18,8.13,8.07
NORTHARC,439.0,404.0,2870.0,2691.0
NOVAAGRI,13.0,28.0,275.0,294.0
NOVARTIND,98.0,198.0,371.0,870.0
NPST,45.0,45.0,218.0,195.0
NRAIL,62.0,125.0,2340.0,2145.0
NRBBEARING,151.0,242.0,1395.0,1335.0
NRL,20.0,16.0,244.0,240.0
NSIL,58.0,93.0,98.0,134.0
NSLNISP,84.0,59.0,13938.0,13642.0
NTPC,28334.0,27546.0,191059.0,188138.0
NTPCGREEN,606.0,521.0,3285.0,2858.0
NUCLEUS,105.0,192.0,869.0,876.0
NURECA,4.0,46.0,153.0,256.0
NUVAMA,1082.0,1040.0,4884.0,4631.0
NUVOCO,386.0,360.0,11594.0,11338.0
NYKAA,259.0,204.0,10649.0,10022.0
OAL,5.0,102.0,1065.0,1031.0
OBCL,-8.0,4.0,344.0,347.0
OBEROIRLTY,2630.0,2507.0,6322.0,6009.0
OCCLLTD,75.0,48.0,602.0,506.0
ODIGMA,-1.04,1.88,48.2,47.34
OFSS,3413.0,2639.0,8945.0,7672.0
OIL,9531.0,9854.0,38521.0,36084.0
OILCOUNTUB,-68.0,105.0,63.0,260.0
OLAELEC,-1741.0,-199.0,1880.0,5010.0
OLECTRA,180.0,180.0,2540.0,2312.0
OMAXAUTO,40.0,44.0,507.0,1179.0
OMAXE,-510.0,105.0,1377.0,1839.0
OMFREIGHT,20.0,27.0,576.0,489.0
OMINFRAL,33.0,47.0,520.0,1114.0
OMNI,104.0,79.0,575.0,511.0
OMPOWER,,,,
ONELIFECAP,9.89,5.47,15.47,37.87
ONEPOINT,45.0,38.0,403.0,313.0
ONESOURCE,-49.0,-18.0,1543.0,1445.0
ONGC,44793.0,55273.0,704123.0,632291.0
ONIDA,-76.0,23.0,702.0,1192.0
ONMOBILE,-56.0,46.0,514.0,847.0
ONWARDTEC,43.0,44.0,560.0,544.0
OPTIEMUS,73.0,95.0,2216.0,2570.0
ORBTEXP,42.0,39.0,241.0,231.0
ORCHASP,0.79,6.21,15.58,104.67
ORCHPHARMA,11.0,100.0,1073.0,1747.0
ORICONENT,29.0,139.0,45.0,1167.0
ORIENTALTL,2.02,8.57,27.36,74.51
ORIENTBELL,21.0,40.0,752.0,705.0
ORIENTCEM,209.0,338.0,2531.0,3185.0
ORIENTCER,26.0,47.0,405.0,397.0
ORIENTELEC,110.0,127.0,3507.0,3326.0
ORIENTHOT,67.0,92.0,498.0,494.0
ORIENTLTD,-2.0,4.0,123.0,203.0
ORIENTPPR,-71.0,102.0,895.0,1819.0
ORIENTTECH,-3.0,50.0,852.0,865.0
ORISSAMINE,,,,
ORKLAINDIA,294.0,339.0,2571.0,2509.0
ORTINGLOBE,-0.9,1.28,0.33,197.36
OSIAHYPER,18.0,20.0,1423.0,1427.0
OSWALAGRO,-34.0,113.0,0.0,162.0
OSWALGREEN,-61.0,71.0,37.0,458.0
OSWALPUMPS,336.0,376.0,2024.0,2064.0
OSWALSEEDS,12.0,7.0,267.0,272.0
PACEDIGITK,315.0,307.0,2830.0,2641.0
PAGEIND,756.0,764.0,5351.0,5247.0
PAISALO,251.0,237.0,985.0,944.0
PAKKA,14.0,46.0,392.0,408.0
PALASHSECU,13.0,12.0,36.0,59.0
PALREDTEC,-5.4,3.42,85.83,148.02
PANACEABIO,-9.0,1078.0,673.0,687.0
PANACHE,19.0,17.0,264.0,243.0
PANAMAPET,479.0,233.0,4106.0,3064.0
PANSARI,20.0,20.0,93.0,96.0
PAR,14.0,14.0,109.0,104.0
PARACABLES,61.0,87.0,1992.0,1913.0
PARADEEP,1072.0,996.0,23447.0,21826.0
PARAGMILK,130.0,135.0,3911.0,3818.0
PARAS,96.0,89.0,511.0,477.0
PARASPETRO,-0.43,0.88,0.0,5.11
PARKHOSPS,297.0,274.0,1756.0,1679.0
PARKHOTELS,64.0,84.0,718.0,707.0
PARSVNATH,-449.0,16.0,239.0,1189.0
PASHUPATI,16.0,14.0,699.0,688.0
PASUPTAC,96.0,70.0,1032.0,1010.0
PATANJALI,1970.0,1814.0,42754.0,40170.0
PATELENG,287.0,290.0,5150.0,5103.0
PATELRMART,42.0,39.0,1175.0,1048.0
PATINTLOG,10.0,10.0,393.0,454.0
PAUSHAKLTD,42.0,54.0,246.0,219.0
PAVNAIND,8.0,12.0,329.0,359.0
PAYTM,649.0,552.0,8967.0,9978.0
PCBL,259.0,491.0,8549.0,8404.0
PCJEWELLER,774.0,714.0,3505.0,9610.0
PDMJEPAPER,91.0,98.0,814.0,809.0
PDSL,186.0,327.0,13554.0,13110.0
PEARLPOLY,-5.31,21.84,19.83,198.2
PENIND,142.0,139.0,3645.0,3620.0
PENINLAND,-157.0,128.0,129.0,993.0
PERSISTENT,1923.0,1865.0,15718.0,14748.0
PETRONET,4208.0,3973.0,37173.0,59899.0
PFC,33642.0,33625.0,115431.0,115450.0
PFIZER,735.0,768.0,2570.0,2611.0
PFOCUS,145.0,301.0,4919.0,4676.0
PFS,223.0,391.0,476.0,1364.0
PGEL,206.0,288.0,5818.0,5288.0
PGHH,791.0,856.0,4245.0,4290.0
PGHL,357.0,839.0,1433.0,1408.0
PGIL,304.0,270.0,5325.0,5025.0
PHOENIXLTD,1630.0,1557.0,4545.0,4423.0
PICCADIL,141.0,138.0,1075.0,1038.0
PIDILITIND,2676.0,2471.0,15399.0,14601.0
PIGL,15.0,15.0,226.0,219.0
PIIND,1165.0,1682.0,6516.0,7978.0
PILANIINVS,-12.0,2017.0,248.0,305.0
PILITA,3.0,11.0,101.0,107.0
PINELABS,127.0,113.0,2832.0,2711.0
PIONEEREMB,-0.0,19.0,347.0,375.0
PIONRINV,14.0,18.0,38.0,63.0
PIRAMALFIN,1691.0,2806.0,12582.0,12882.0
PITTIENG,124.0,122.0,1985.0,1913.0
PIXTRANS,132.0,113.0,610.0,593.0
PKTEA,-4.62,11.4,60.8,72.79
PLASTIBLEN,43.0,38.0,811.0,781.0
PLATIND,49.0,51.0,444.0,450.0
PLAZACABLE,11.0,8.0,343.0,318.0
PML,-10.0,269.0,2061.0,7012.0
PNB,22134.0,18553.0,131789.0,130772.0
PNBGILTS,102.0,454.0,1747.0,1699.0
PNBHOUSING,2315.0,2291.0,8692.0,8494.0
PNC,-14.0,3.0,18.0,58.0
PNCINFRA,732.0,909.0,5634.0,8650.0
PNGJL,446.0,410.0,11438.0,10739.0
PNGSREVA,84.0,65.0,503.0,439.0
POCL,143.0,132.0,3290.0,2958.0
PODDARMENT,15.0,29.0,374.0,375.0
POKARNA,95.0,188.0,590.0,925.0
POLICYBZR,748.0,670.0,7334.0,6794.0
POLYCAB,2905.0,2708.0,31188.0,28884.0
POLYMED,313.0,339.0,1997.0,1875.0
POLYPLEX,272.0,965.0,7601.0,7652.0
PONNIERODE,49.0,48.0,446.0,435.0
POONAWALLA,787.0,1683.0,7806.0,6790.0
POWERGRID,15896.0,16824.0,47033.0,46733.0
POWERICA,291.0,277.0,3176.0,3012.0
POWERINDIA,1150.0,988.0,9162.0,8148.0
POWERMECH,420.0,412.0,6392.0,6062.0
PPAP,46.0,43.0,607.0,567.0
PPL,49.0,90.0,827.0,789.0
PPLPHARMA,-314.0,835.0,9205.0,9151.0
PRABHA,1.13,3.76,6.66,33.45
PRADPME,33.0,30.0,354.0,338.0
PRAENG,-18.0,-2.0,29.0,109.0
PRAJIND,30.0,283.0,3244.0,3528.0
PRAKASH,313.0,539.0,3474.0,4014.0
PRAKASHSTL,0.62,163.5,91.13,1072.34
PRAVEG,-17.0,28.0,248.0,241.0
PRAXIS,-61.0,14.0,99.0,703.0
PRECAM,41.0,69.0,766.0,1080.0
PRECOT,51.0,105.0,925.0,993.0
PRECWIRE,175.0,155.0,6127.0,5410.0
PREMCO,2.38,17.76,83.66,128.23
PREMEXPLN,34.0,46.0,349.0,417.0
PREMIER,-5.69,-5.87,0.0,99.96
PREMIERENE,1674.0,1510.0,8466.0,7824.0
PREMIERPOL,35.0,32.0,322.0,299.0
PRESTIGE,1265.0,2878.0,13053.0,12685.0
PRICOLLTD,268.0,251.0,4251.0,4041.0
PRIMESECU,5.0,38.0,125.0,137.0
PRIMO,16.0,137.0,560.0,701.0
PRINCEPIPE,102.0,249.0,2627.0,2711.0
PRITI,0.76,9.57,22.03,90.33
PRITIKAUTO,24.0,24.0,513.0,483.0
PRIVISCL,342.0,317.0,2671.0,2564.0
PROSTARM,36.0,33.0,407.0,386.0
PROTEAN,83.0,144.0,1038.0,998.0
PROZONER,15.0,38.0,139.0,185.0
PRSMJOHNSN,148.0,162.0,7554.0,7427.0
PRUDENT,245.0,222.0,1371.0,1341.0
PRUDMOULI,6.0,54.0,103.0,105.0
PSB,1384.0,1322.0,12284.0,11982.0
PSPPROJECT,73.0,167.0,3484.0,3149.0
PTC,587.0,976.0,17535.0,18346.0
PTCIL,126.0,102.0,697.0,603.0
PTL,46.0,70.0,64.0,64.0
PUNJABCHEM,65.0,83.0,1058.0,1030.0
PURVA,151.0,148.0,4064.0,3740.0
PVP,1.0,238.0,118.0,176.0
PVRINOX,444.0,333.0,6842.0,6646.0
PVSL,-2.0,76.0,6960.0,6381.0
PWL,15.0,98.0,4106.0,3900.0
PYRAMID,31.0,32.0,740.0,681.0
QMSMEDI,13.0,14.0,183.0,173.0
QPOWER,195.0,186.0,1003.0,947.0
QUADFUTURE,-39.0,14.0,165.0,153.0
QUESS,253.0,310.0,15835.0,17158.0
QUICKHEAL,-11.0,107.0,249.0,342.0
QUINT,34.0,57.0,108.0,81.0
RACE,8.0,7.0,653.0,619.0
RACLGEAR,50.0,49.0,522.0,490.0
RADAAN,-3.75,1.11,6.61,35.54
RADHIKAJWE,79.0,75.0,693.0,639.0
RADIANTCMS,27.0,63.0,435.0,429.0
RADICO,704.0,604.0,6228.0,6037.0
RADIOCITY,-42.0,62.0,170.0,325.0
RAILTEL,215.0,276.0,2225.0,1964.0
RAIN,667.0,1577.0,18464.0,21011.0
RAINBOW,290.0,282.0,1820.0,1703.0
