Symbol,Company,CMP,Resistance,Distance_to_Breakout_Pct,Resistance_Age_Years,Resistance_Tests,Support,Range_Size,Range_Pct,Volume_Trend,Delivery_Pct,Priority_Score,Chart_Link
GMRAIRPORT,GMR AIRPORTS LIMITED,111.82,115.083,2.9181,18.67,3,9.8201,105.2629,1071.91,RISING,62.09,30.7282,https://www.tradingview.com/chart/?symbol=NSE:GMRAIRPORT
