Symbol,Company,Sector,Industry,Current_Price,ATH_Price_Flag,TTM_Net_Profit,ATH_Profit_Flag,Above_MA212_Flag,RS_vs_Sector,RS_vs_Benchmark,Outperformance_Flag,ATH_Sales,ATH_Sales_Flag,Signal
VEDL,Vedanta Limited,Basic Materials,Other Industrial Metals & Mining,275.0,False,21066.0,True,False,-40.98,-40.69,False,152968.0,True,EXIT
BHARATFORG,Bharat Forge Limited,Consumer Cyclical,Auto Parts,2051.0,False,1079.65,False,True,64.16,71.29,True,15682.0,False,HOLD
LUPIN,Lupin Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2278.89990234375,False,4627.4400000000005,True,True,0.61,12.55,True,22708.0,True,HOLD
AMBUJACEM,Ambuja Cements Limited,Basic Materials,Building Materials,424.0,False,2610.85,False,False,-32.9,-32.62,False,19985.0,False,EXIT
LGEINDIA,LGEINDIA,Technology,Consumer Electronics,1566.5,False,1770.3999999999999,False,True,,,False,,False,EXIT
GODREJCP,Godrej Consumer Products Limited,Consumer Defensive,Household & Personal Products,1025.0,False,1814.0300000000002,False,False,-14.54,-19.21,False,14364.0,True,EXIT
UNITDSPR,UNITDSPR,Consumer Defensive,Beverages - Wineries & Distilleries,1548.699951171875,False,1837.0,True,True,19.19,14.3,True,12069.0,True,HOLD
TATACONSUM,Tata Consumer Products Limited,Consumer Defensive,Packaged Foods,1078.0,False,1564.8200000000002,True,False,1.93,-2.84,False,17618.0,True,EXIT
INDIAMART,IndiaMART InterMESH Limited,Communication Services,Internet Content & Information,1784.300048828125,False,410.75,False,False,-16.31,-34.4,False,1388.0,True,EXIT
MAXHEALTH,Max Healthcare Institute Limited,Healthcare,Medical Care Facilities,1040.0,False,1442.41,True,False,-34.48,-22.3,False,7028.0,True,EXIT
INDHOTEL,The Indian Hotels Company Limited,Consumer Cyclical,Lodging,724.0,False,2157.36,True,True,-14.99,-7.68,False,8335.0,True,HOLD
JSWENERGY,JSW Energy Limited,Utilities,Utilities - Independent Power Producers,563.0,False,2005.6,False,True,12.32,0.58,True,11745.0,True,HOLD
OFSS,Oracle Financial Services Software Limited,Technology,Software - Infrastructure,11896.0,False,3508.7,True,True,36.75,36.93,True,6847.0,True,HOLD
INDUSTOWER,Indus Towers Limited,Communication Services,Telecom Services,369.3500061035156,False,7051.400000000001,False,False,23.47,4.84,True,30123.0,True,EXIT
MAZDOCK,Mazagon Dock Shipbuilders Limited,Industrials,Aerospace & Defense,2554.0,False,2560.52,False,True,-10.83,-9.94,False,11432.0,True,EXIT
MANKIND,Mankind Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2425.0,False,1969.4799999999998,False,True,-17.2,-5.14,False,12207.0,True,EXIT
LAURUSLABS,Laurus Labs Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1858.0,True,1061.42,True,True,107.59,118.82,True,6041.0,False,ADD
LENSKART,LENSKART,Healthcare,Medical Instruments & Supplies,589.2000122070312,True,552.0400000000001,False,False,,,False,6653.0,True,EXIT
DRREDDY,Dr. Reddy's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1205.0,False,3311.3999999999996,False,False,-17.88,-5.82,False,32644.0,True,EXIT
AUROPHARMA,Aurobindo Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1658.0,True,3559.7700000000004,False,True,41.17,52.84,True,31724.0,True,HOLD
NYKAA,FSN E-Commerce Ventures Limited,Consumer Cyclical,Internet Retail,325.0,False,256.16,False,True,47.88,55.04,True,7950.0,True,HOLD
SHREECEM,Shree Cement Limited,Basic Materials,Building Materials,25510.0,False,1964.2400000000002,False,False,-21.61,-21.37,False,20404.0,False,EXIT
PAYTM,One97 Communications Limited,Technology,Software - Infrastructure,1593.699951171875,False,752.0,True,True,37.23,37.41,True,9978.0,False,HOLD
IDBI,IDBI Bank Limited,Financial Services,Banks - Regional,82.44000244140625,False,8107.52,True,False,-13.29,-12.91,False,,False,EXIT
MEESHO,MEESHO,Consumer Cyclical,Internet Retail,190.41000366210938,False,1201.22,True,False,,,False,9390.0,True,EXIT
FEDERALBNK,The Federal Bank Limited,Financial Services,Banks - Regional,354.54998779296875,True,4609.45,True,True,75.64,75.63,True,,False,ADD
DIXON,Dixon Technologies (India) Limited,Technology,Consumer Electronics,14023.0,False,1432.06,True,True,-17.98,-17.46,False,38860.0,True,HOLD
PERSISTENT,Persistent Systems Limited,Technology,Information Technology Services,5536.0,False,1876.69,True,True,2.04,2.43,True,11939.0,True,HOLD
HINDPETRO,Hindustan Petroleum Corporation Limited,Energy,Oil & Gas Refining & Marketing,390.8500061035156,False,26452.260000000002,True,False,-19.82,-9.38,False,440403.0,False,EXIT
ICICIGI,ICICI Lombard General Insurance Company Limited,Financial Services,Insurance - Diversified,1643.5,False,2355.57,False,False,-18.61,-18.21,False,,False,EXIT
HAVELLS,Havells India Limited,Industrials,Electrical Equipment & Parts,1274.4000244140625,False,1661.9399999999998,True,False,-19.09,-18.18,False,21778.0,True,EXIT
AUBANK,AUBANK,Financial Services,Banks - Regional,1070.9000244140625,True,2876.34,True,True,41.08,41.22,True,,False,ADD
INDUSINDBK,IndusInd Bank Limited,Financial Services,Banks - Regional,1008.9000244140625,False,2363.27,False,True,23.96,24.18,True,,False,HOLD
NAUKRI,Info Edge (India) Limited,Communication Services,Internet Content & Information,1360.0,False,1449.8200000000002,False,True,16.9,-1.65,False,2850.0,True,EXIT
COFORGE,Coforge Limited,Technology,Information Technology Services,1819.0,False,1698.5,True,True,7.72,8.08,True,5557.0,True,HOLD
WAAREEENER,WAAREEENER,Technology,Solar,2704.0,False,3718.9799999999996,True,False,-18.26,-17.74,False,14444.0,True,EXIT
JSWINFRA,JSW Infrastructure Limited,Industrials,Marine Shipping,341.8500061035156,True,1508.7,False,True,9.67,10.51,True,4476.0,True,HOLD
SRF,SRF Limited,Industrials,Conglomerates,2570.0,False,2205.87,True,False,-16.3,-15.39,False,14870.0,False,EXIT
NHPC,NHPC Limited,Utilities,Utilities - Renewable,76.94999694824219,False,3597.94,False,False,-1.03,-12.42,False,10607.0,False,EXIT
LTF,L&T Finance Limited,Financial Services,Credit Services,315.3999938964844,False,3148.81,True,True,54.62,54.7,True,,False,HOLD
NTPCGREEN,NTPCGREEN,Utilities,Utilities - Renewable,93.01000213623047,False,668.23,True,False,-2.28,-13.63,False,2210.0,True,EXIT
BHARTIHEXA,BHARTIHEXA,Communication Services,Telecom Services,1515.0,False,1794.4,False,False,-0.05,-18.36,False,,False,EXIT
ASTERDM,Aster DM Quality Care Limited,Healthcare,Medical Care Facilities,854.9000244140625,True,294.2,False,True,29.04,40.8,True,10253.0,False,HOLD
NAM-INDIA,Nippon Life India Asset Management Limited,Financial Services,Asset Management,1171.300048828125,True,1688.44,False,True,40.56,40.7,True,2344.0,True,HOLD
NMDC,NMDC Limited,Basic Materials,Steel,85.44999694824219,False,7229.24,False,True,16.19,16.32,True,25965.0,False,HOLD
UNOMINDA,Uno Minda Limited,Consumer Cyclical,Auto Parts,1275.0,False,1197.13,True,True,5.72,12.98,True,16775.0,True,HOLD
POLICYBZR,PB Fintech Limited,Financial Services,Insurance Brokers,1733.0,False,697.97,True,True,-11.86,-11.49,False,4977.0,True,HOLD
SWIGGY,SWIGGY,Consumer Cyclical,Internet Retail,280.5,False,2656.0,True,False,-42.0,-34.63,False,15227.0,True,EXIT
IDFCFIRSTB,IDFC First Bank Limited,Financial Services,Banks - Regional,84.2699966430664,False,2410.58,False,True,16.06,16.31,True,,False,HOLD
SAIL,Steel Authority of India Limited,Basic Materials,Steel,173.0,False,4598.13,False,True,37.49,37.56,True,105378.0,False,HOLD
DABUR,Dabur India Limited,Consumer Defensive,Household & Personal Products,412.6499938964844,False,2033.3600000000001,True,False,-19.09,-23.73,False,12563.0,True,EXIT
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Financial Services,Insurance - Life,501.5,False,1699.3199999999997,True,False,-22.79,-22.37,False,89683.0,False,EXIT
ATGL,Adani Total Gas Limited,Utilities,Utilities - Regulated Gas,666.1500244140625,False,633.95,False,True,19.0,7.08,True,5000.0,True,HOLD
FORTIS,Fortis Healthcare Limited,Healthcare,Medical Care Facilities,935.2000122070312,False,1041.78,True,True,-15.1,-3.05,False,7783.0,True,HOLD
OIL,Oil India Limited,Energy,Oil & Gas Integrated,470.3500061035156,False,6619.9400000000005,False,True,-3.54,6.45,False,36084.0,False,EXIT
BAJAJHFL,BAJAJHFL,Financial Services,Mortgage Finance,85.18000030517578,False,2632.66,False,False,-29.53,-29.07,False,,False,EXIT
YESBANK,YESBANK,Financial Services,Banks - Regional,22.75,False,3919.19,False,True,16.32,16.58,True,,False,HOLD
NATIONALUM,National Aluminium Company Limited,Basic Materials,Aluminum,388.0,False,6077.709999999999,True,True,102.89,102.78,True,16788.0,True,HOLD
PRESTIGE,Prestige Estates Projects Limited,Real Estate,Real Estate - Diversified,1585.9000244140625,False,1138.9,False,True,7.49,-8.68,False,8315.0,False,EXIT
TORNTPOWER,Torrent Power Limited,Utilities,Utilities - Independent Power Producers,1330.4000244140625,False,2323.84,False,False,5.85,-5.71,False,29165.0,True,EXIT
PHOENIXLTD,The Phoenix Mills Limited,Real Estate,Real Estate - Diversified,1908.699951171875,False,1216.69,False,True,44.8,28.17,True,3972.0,False,HOLD
ALKEM,Alkem Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,5527.5,False,2301.8,False,False,-2.49,9.47,False,12965.0,True,EXIT
APARINDS,APAR Industries Limited,Industrials,Electrical Equipment & Parts,16748.0,True,1192.73,True,True,86.78,87.45,True,18581.0,True,ADD
BANKINDIA,Bank of India Limited,Financial Services,Banks - Regional,142.89999389648438,False,11032.19,False,False,21.38,21.61,True,,False,EXIT
IOB,Indian Overseas Bank,Financial Services,Banks - Regional,34.209999084472656,False,5878.05,True,False,-9.97,-9.6,False,,False,EXIT
OBEROIRLTY,Oberoi Realty Limited,Real Estate,Real Estate - Development,1793.5999755859375,False,2290.68,True,True,23.09,6.73,True,5286.0,True,HOLD
GLENMARK,Glenmark Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,2276.0,False,1797.8899999999999,True,True,-5.55,6.43,False,13322.0,True,HOLD
SCHAEFFLER,Schaeffler India Limited,Consumer Cyclical,Auto Parts,4151.2998046875,False,1251.32,True,True,-4.65,2.63,False,9686.0,True,HOLD
SBICARD,SBI Cards and Payment Services Limited,Financial Services,Credit Services,650.0499877929688,False,2386.34,False,False,-23.58,-23.15,False,,False,EXIT
GICRE,General Insurance Corporation of India,Financial Services,Insurance - Reinsurance,355.70001220703125,False,9662.380000000001,False,False,-15.99,-15.59,False,50345.0,False,EXIT
KALYANKJIL,Kalyan Jewellers India Limited,Consumer Cyclical,Luxury Goods,602.2000122070312,False,1434.96,True,True,0.13,7.41,True,25045.0,True,HOLD
GODREJPROP,Godrej Properties Limited,Real Estate,Real Estate - Development,2037.9000244140625,False,1827.1499999999999,True,True,13.98,-2.27,False,4923.0,True,HOLD
BERGEPAINT,Berger Paints India Limited,Basic Materials,Specialty Chemicals,534.9500122070312,False,1182.6100000000001,True,True,-6.87,-6.67,False,11545.0,True,HOLD
COROMANDEL,Coromandel International Limited,Basic Materials,Agricultural Inputs,2085.199951171875,False,1531.64,False,False,-19.46,-19.23,False,29628.0,False,EXIT
LINDEINDIA,Linde India Limited,Basic Materials,Specialty Chemicals,6972.0,False,496.37,False,True,7.31,7.47,True,3136.0,False,HOLD
JSL,Jindal Stainless Limited,Basic Materials,Steel,725.0999755859375,False,3248.65,False,False,2.1,2.27,True,39312.0,True,EXIT
RBLBANK,RBL Bank Limited,Financial Services,Banks - Regional,389.70001220703125,False,920.8199999999999,False,True,46.01,46.13,True,,False,HOLD
RADICO,Radico Khaitan Limited,Consumer Defensive,Beverages - Wineries & Distilleries,4545.0,True,694.51,True,True,59.66,54.49,True,4843.0,True,ADD
MAHABANK,Bank of Maharashtra,Financial Services,Banks - Regional,78.94999694824219,False,7371.5599999999995,True,True,37.52,37.67,True,,False,HOLD
ABBOTINDIA,Abbott India Limited,Healthcare,Drug Manufacturers - Specialty & Generic,28020.0,False,1552.02,False,True,-31.83,-19.67,False,,False,EXIT
ATHERENERG,Ather Energy Limited,Consumer Cyclical,Auto Manufacturers,1525.4000244140625,True,390.02,False,True,250.59,257.27,True,,False,HOLD
MRF,MRF Limited,Consumer Cyclical,Auto Parts,131125.0,False,2420.1899999999996,False,False,-19.72,-12.4,False,28152.0,True,EXIT
M&MFIN,Mahindra & Mahindra Financial Services Limited,Financial Services,Credit Services,398.79998779296875,True,3216.08,True,True,51.7,51.79,True,,False,ADD
