Symbol,Company,CMP,Resistance,Distance_to_Breakout_Pct,Resistance_Age_Years,Resistance_Tests,Support,Range_Size,Range_Pct,Volume_Trend,Delivery_Pct,Priority_Score,Chart_Link
GMRAIRPORT,GMR AIRPORTS LIMITED,112.09,115.083,2.6702,18.58,2,9.8201,105.2629,1071.91,RISING,56.49,28.462,https://www.tradingview.com/chart/?symbol=NSE:GMRAIRPORT
