Symbol,Company Name,Sector,Industry,Market Cap,Net Profit (Cr),ROCE (%),ROE (%),Debt to Equity,Latest Quarter Profit (Cr),Is Bank/Finance,Screening Date
TCS,Tata Consultancy Services Limited,Technology,Information Technology Services,11761317052416,48553.0,23.54,47.36,0.1017,12760.0,False,2026-01-04
