ticker,year,sales,book_value,eps,sales_growth_pct,roce_pct,pb_ratio,book_value_growth_pct,eps_growth_pct,promoter_holding_pct,ps_ratio,pcf_ratio,promoter_pledging_pct,quality_turnover_pct,interest_coverage_ratio,sector,market_cap
20MICRONS,2021,484.0,63.86,6.51,-8.50661625708885,15.0,1.0,14.301056022910341,-4.824561403508776,44.830000000000005,0.4,3.7230769230769236,,0.4132231404958678,2.36,Basic Materials,5297650688
20MICRONS,2022,613.0,71.27,9.8,26.652892561983464,19.0,1.3,11.603507673034752,50.53763440860217,44.830000000000005,0.5,8.757142857142858,,0.3262642740619902,3.95,Basic Materials,5297650688
20MICRONS,2023,702.0,91.13,11.85,14.518760195758574,19.0,1.9,27.86586221411533,20.918367346938773,44.83,0.9,10.02857142857143,,0.4273504273504274,4.777777777777778,Basic Materials,5297650688
20MICRONS,2024,777.0,108.72,15.89,10.68376068376069,22.0,2.1,19.302095906946114,34.09282700421943,44.95,0.9,12.950000000000001,,0.2574002574002574,6.625,Basic Materials,5297650688
20MICRONS,2025,913.0,128.96,17.68,17.503217503217506,19.0,1.7,18.61662987490802,11.264946507237262,45.03999999999999,0.8,22.825000000000003,,0.21905805038335158,6.5,Basic Materials,5297650688
20MICRONS,2026,913.0,128.96,17.68,17.503217503217506,19.0,1.2,0.0,11.264946507237262,45.03999999999999,0.6,,,0.21905805038335158,6.5,Basic Materials,5297650688
21STCENMGM,2005,,,,,,,,,,,,,,,Financial Services,315652992
21STCENMGM,2006,,25.4,,,,1.3,,,,1.4,,,,,Financial Services,315652992
21STCENMGM,2007,,51.73,,,,2.0,103.66141732283465,,,2.3,,,,,Financial Services,315652992
21STCENMGM,2008,,72.63,,,,0.1,40.40208776338681,,,0.2,,,,,Financial Services,315652992
21STCENMGM,2009,,48.9,,,,0.5,-32.67244940107393,,,-1.5,,,,,Financial Services,315652992
21STCENMGM,2010,,47.36,,,,0.5,-3.1492842535787324,,,4.6,,,,,Financial Services,315652992
21STCENMGM,2011,,51.97,,,,0.1,9.733952702702698,,,0.3,,,,,Financial Services,315652992
21STCENMGM,2012,,51.97,,,,0.1,0.0,,,0.1,,,,,Financial Services,315652992
21STCENMGM,2013,,41.5,,,,0.1,-20.14623821435443,,,6.7,,,,,Financial Services,315652992
21STCENMGM,2014,2.0,50.14,-0.61,,-1.0,0.4,20.81927710843374,,,1.1,-0.18333333333333335,,0.0,,Financial Services,315652992
21STCENMGM,2015,37.0,57.04,23.06,1750.0,56.0,0.5,13.761467889908264,-3880.327868852459,,1.2,1.6444444444444444,,-2.7027027027027026,,Financial Services,315652992
21STCENMGM,2016,-6.0,55.05,-6.62,-116.21621621621622,-15.0,0.4,-3.488779803646569,-128.70771899392886,,-2.0,-1.3333333333333333,,-50.0,,Financial Services,315652992
21STCENMGM,2017,10.0,51.16,5.37,-266.6666666666667,14.0,0.6,-7.066303360581294,-181.1178247734139,46.05,3.0,3.0,,0.0,,Financial Services,315652992
21STCENMGM,2018,28.0,45.21,5.7,179.99999999999997,14.0,0.5,-11.630179827990606,6.145251396648055,51.0,1.4,2.3058823529411763,,0.0,,Financial Services,315652992
21STCENMGM,2019,-2.0,42.75,-5.67,-107.14285714285714,-8.0,0.4,-5.441274054412737,-199.4736842105263,55.239999999999995,-6.7,-0.5583333333333333,,0.0,,Financial Services,315652992
21STCENMGM,2020,-31.0,16.0,-30.55,1450.0,-84.0,0.6,-62.57309941520468,438.80070546737215,55.88,-0.4,-0.775,,-3.225806451612903,,Financial Services,315652992
21STCENMGM,2021,7.0,60.18,4.75,-122.58064516129032,20.0,0.8,276.125,-115.54828150572831,60.64,0.2,0.7000000000000001,,-0.0,,Financial Services,315652992
21STCENMGM,2022,260.0,28.45,13.96,3614.2857142857147,54.0,0.8,-52.72515785975407,193.8947368421053,60.830000000000005,-1.3,-13.52,,0.0,,Financial Services,315652992
21STCENMGM,2023,-9.0,26.44,-17.2,-103.46153846153847,-58.0,1.2,-7.065026362038662,-223.20916905444125,61.68000000000001,-4.5,-10.125,,-0.0,,Financial Services,315652992
21STCENMGM,2024,39.0,90.74,30.64,-533.3333333333333,78.0,1.0,243.19213313161873,-278.13953488372096,64.25,0.6,-7.8,,-0.0,,Financial Services,315652992
21STCENMGM,2025,113.0,45.21,11.75,189.74358974358972,38.0,1.2,-50.176327970024246,-61.651436031331585,64.41999999999999,-4.1,-92.66,,0.0,,Financial Services,315652992
21STCENMGM,2026,113.0,45.21,11.75,189.74358974358972,38.0,0.7,0.0,-61.651436031331585,64.41999999999999,-2.2,,,0.0,,Financial Services,315652992
360ONE,2018,1705.0,,,,,,,,,,,,0.5865102639296188,1.8837209302325582,Financial Services,379272364032
360ONE,2019,1578.0,88.05,,-7.448680351906156,11.0,3.2,,,,6.8,5.793952483801296,,0.06337135614702154,2.296983758700696,Financial Services,379272364032
360ONE,2020,1521.0,81.48,5.77,-3.6121673003802313,8.0,3.0,-7.46166950596251,,22.929999999999996,5.5,5.138513513513513,,0.39447731755424065,1.6394422310756973,Financial Services,379272364032
360ONE,2021,1654.0,79.95,10.5,8.74424720578566,9.0,4.4,-1.8777614138438925,81.97573656845756,22.930000000000003,7.2,28.904854368932043,,0.12091898428053204,2.2681159420289854,Financial Services,379272364032
360ONE,2022,2072.0,85.48,16.28,25.2720677146312,14.0,5.2,6.916823014383988,55.04761904761906,23.14,8.1,18.065877287405815,,0.28957528957528955,3.127027027027027,Financial Services,379272364032
360ONE,2023,2057.0,91.39,18.48,-0.7239382239382253,13.0,7.8,6.913897987833417,13.513513513513509,21.990000000000006,12.0,-18.657596371882086,,0.24307243558580457,3.235588972431078,Financial Services,379272364032
360ONE,2024,2921.0,107.16,22.41,42.002916869227036,14.0,11.7,17.25571725571726,21.266233766233753,17.740000000000002,15.5,-96.33085106382978,,0.13693940431359122,2.651632970451011,Financial Services,379272364032
360ONE,2025,3684.0,230.97,25.83,26.12119137281752,15.0,5.1,115.53751399776036,15.261044176706818,13.160000000000002,13.2,-20.169556200746577,,-2.3615635179153096,2.6956031567080045,Financial Services,379272364032
360ONE,2026,3684.0,230.68,25.83,26.12119137281752,15.0,4.4,-0.12555743170108435,15.261044176706818,13.160000000000002,10.2,,,-2.3615635179153096,2.6956031567080045,Financial Services,379272364032
3IINFOLTD,2005,,,,,,,,,,,,,,,Technology,3078199040
3IINFOLTD,2006,,,,,,,,,,2.3,,,,,Technology,3078199040
3IINFOLTD,2007,,28.78,,,,4.7,,,,2.3,,,,,Technology,3078199040
3IINFOLTD,2008,,40.38,,,,0.8,40.3057678943711,,,0.3,,,,,Technology,3078199040
3IINFOLTD,2009,,58.64,,,,1.4,45.22040614165428,,,0.7,,,,,Technology,3078199040
3IINFOLTD,2010,,43.31,,,,1.3,-26.14256480218281,,,0.5,,,,,Technology,3078199040
3IINFOLTD,2011,,50.71,,,,0.2,17.086123297159993,,,0.1,,,,,Technology,3078199040
3IINFOLTD,2012,,45.3,,,,0.2,-10.668507197791365,,,0.4,,,,,Technology,3078199040
3IINFOLTD,2013,,12.16,,,,0.6,-73.15673289183222,,,0.4,,,,,Technology,3078199040
3IINFOLTD,2014,1308.0,3.43,-5.11,,-1.0,2.7,-71.79276315789474,,,0.5,13.08,,10.015290519877675,0.2834890965732087,Technology,3078199040
3IINFOLTD,2015,1344.0,-6.66,-13.23,2.752293577981657,-2.0,-0.7,-294.16909620991254,158.9041095890411,,0.3,-7.905882352941176,,-49.776785714285715,0.8199052132701422,Technology,3078199040
3IINFOLTD,2016,1126.0,1.18,-7.04,-16.220238095238095,-9.0,4.5,-117.7177177177177,-46.787603930461074,,0.6,3.3949748743718593,,64.20959147424512,-4.474285714285714,Technology,3078199040
3IINFOLTD,2017,1004.0,1.26,0.65,-10.834813499111906,18.0,6.1,6.779661016949157,-109.23295454545455,0.0,1.3,10.11782945736434,,5.179282868525896,1.6881720430107527,Technology,3078199040
3IINFOLTD,2018,991.0,1.36,0.36,-1.294820717131473,15.0,2.5,7.936507936507953,-44.61538461538462,0.0,0.7,7.4591397849462355,,1.917255297679112,1.793103448275862,Technology,3078199040
3IINFOLTD,2019,1122.0,1.64,0.34,13.218970736629675,14.0,1.1,20.58823529411764,-5.5555555555555465,0.0,0.3,2.4569343065693428,,1.8716577540106951,1.7142857142857142,Technology,3078199040
3IINFOLTD,2020,698.0,2.11,0.34,-37.78966131907309,3.0,2.5,28.65853658536586,0.0,0.0,1.4,5.782248520710059,,21.20343839541547,0.4222222222222222,Technology,3078199040
3IINFOLTD,2021,609.0,36.14,1.98,-12.75071633237822,-2.0,2.5,1612.7962085308059,482.35294117647055,0.0,2.8,21.584810126582276,,89.81937602627258,-0.38823529411764707,Technology,3078199040
3IINFOLTD,2022,677.0,32.27,-2.8,11.165845648604279,-2.0,1.2,-10.708356391809627,-241.41414141414143,0.0,1.1,-14.894,,-0.8862629246676514,-2.3,Technology,3078199040
3IINFOLTD,2023,729.0,20.64,0.07,7.68094534711965,3.0,2.3,-36.039665323830185,-102.49999999999999,0.0,1.2,10.934999999999999,,10.013717421124829,-4.111111111111111,Technology,3078199040
3IINFOLTD,2024,814.0,13.54,-15.16,11.659807956104263,-10.0,2.0,-34.39922480620156,-21757.142857142855,0.0,0.7,23.741666666666664,,-24.447174447174447,-6.3,Technology,3078199040
3IINFOLTD,2025,726.0,15.75,1.22,-10.81081081081081,5.0,1.1,16.322008862629247,-108.04749340369393,0.0,0.5,12.964285714285714,,3.1680440771349865,3.0,Technology,3078199040
3IINFOLTD,2026,726.0,15.75,1.22,-10.81081081081081,5.0,1.0,0.0,-108.04749340369393,0.0,0.5,,,3.1680440771349865,3.0,Technology,3078199040
3MINDIA,2005,,,,,,,,,,,,,,,Industrials,334966849536
3MINDIA,2006,,,,,,,,,,,,,,,Industrials,334966849536
3MINDIA,2007,,,,,,,,,,,,,,,Industrials,334966849536
3MINDIA,2008,,,,,,,,,,,,,,,Industrials,334966849536
3MINDIA,2009,,,,,,,,,,,,,,,Industrials,334966849536
3MINDIA,2010,,,,,,,,,,,,,,,Industrials,334966849536
3MINDIA,2011,,,,,,,,,,,,,,,Industrials,334966849536
3MINDIA,2012,,,,,,,,,,,,,,,Industrials,334966849536
3MINDIA,2013,,,,,,,,,,,,,,,Industrials,334966849536
3MINDIA,2014,,,,,,,,,,,,,,,Industrials,334966849536
3MINDIA,2015,,,,,,,,,,,,,,,Industrials,334966849536
3MINDIA,2016,,,,,,,,,,,,,,,Industrials,334966849536
3MINDIA,2017,,,,,,,,,75.0,,,,,,Industrials,334966849536
3MINDIA,2018,2710.0,,295.91,,,,,,75.0,8.2,617.2777777777777,,2.029520295202952,249.5,Industrials,334966849536
3MINDIA,2019,3017.0,1440.67,325.06,11.328413284132832,44.0,14.9,,9.850968199790477,75.0,7.8,93.01422924901185,,1.9887305270135898,536.0,Industrials,334966849536
3MINDIA,2020,2987.0,1581.28,285.99,-0.9943652635067912,27.0,13.4,9.760042202586284,-12.019319510244264,75.0,9.7,118.2608163265306,,1.5400066956812855,112.5,Industrials,334966849536
3MINDIA,2021,2605.0,1778.23,144.14,-12.788751255440244,12.0,14.3,12.455099666093306,-49.59963635092137,75.0,9.1,73.84890965732087,,0.9596928982725527,129.5,Industrials,334966849536
3MINDIA,2022,3336.0,2108.02,241.43,28.06142034548944,18.0,10.4,18.54596986891459,67.49687803524354,75.0,6.8,69.37247706422018,,1.1091127098321343,97.25,Industrials,334966849536
3MINDIA,2023,3959.0,1633.68,400.37,18.675059952038374,31.0,22.8,-22.50168404474341,65.83274655179554,75.0,10.2,86.84258064516128,,1.7176054559232128,86.28571428571429,Industrials,334966849536
3MINDIA,2024,4189.0,1905.81,517.9,5.809547865622622,41.0,16.0,16.6574849419715,29.355346304668185,75.0,8.2,53.42115085536547,,1.862019575077584,253.0,Industrials,334966849536
3MINDIA,2025,4189.0,1905.81,517.9,5.809547865622622,41.0,18.1,16.6574849419715,29.355346304668185,75.0,9.3,,,1.862019575077584,253.0,Industrials,334966849536
3MINDIA,2026,4189.0,1905.81,517.9,5.809547865622622,41.0,16.4,16.6574849419715,29.355346304668185,75.0,8.4,,,1.862019575077584,253.0,Industrials,334966849536
