Symbol,TTM_Net_Profit,Max_Annual_Net_Profit,TTM_Net_Sales,Max_Annual_Net_Sales
KELLTONTEC,14.0,15.0,214.0,209.0
KENNAMET,,196.0,,1511.0
KERNEX,183.0,81.0,874.0,426.0
KESORAMIND,-82.0,5432.0,0.0,4618.0
KEYFINSERV,2.41,11.01,14.22,25.32
KFINTECH,350.0,346.0,1181.0,1159.0
KHADIM,3.0,38.0,349.0,799.0
KHAICHEM,54.0,80.0,988.0,1002.0
KHAITANLTD,7.0,7.0,124.0,112.0
KHANDSE,-0.61,0.44,9.03,10.29
KICL,51.0,57.0,82.0,83.0
KILITCH,33.0,32.0,195.0,189.0
KIMS,268.0,303.0,1812.0,1702.0
KINGFA,226.0,185.0,2222.0,1996.0
KIOCL,39.0,313.0,681.0,3006.0
KIRANVYPAR,11.0,88.0,71.0,129.0
KIRIINDUS,5844.0,5581.0,892.0,1137.0
KIRLFER,355.0,505.0,6935.0,6889.0
KIRLOSBROS,246.0,262.0,2881.0,2901.0
KIRLOSENG,437.0,461.0,5991.0,5647.0
KIRLOSIND,254.0,78.0,3648.0,124.0
KIRLPNU,264.0,258.0,1788.0,1759.0
KISSHT,,144.0,,698.0
KITEX,42.0,153.0,516.0,983.0
KKCL,136.0,155.0,972.0,950.0
KLBRENG-B,60.0,69.0,412.0,448.0
KMEW,132.0,78.0,307.0,225.0
KMSUGAR,48.0,53.0,640.0,659.0
KNACK,,89.0,,810.0
KNAGRI,36.0,47.0,1940.0,2224.0
KNRCON,347.0,726.0,2050.0,4091.0
KOHINOOR,85.0,365.0,161.0,1159.0
KOKUYOCMLN,22.0,44.0,808.0,816.0
KOLTEPATIL,171.0,115.0,1484.0,1539.0
KOPRAN,34.0,35.0,317.0,337.0
KOTAKBANK,14849.0,16450.0,56205.0,55564.0
KOTARISUG,5.0,42.0,264.0,609.0
KOTHARIPET,72.0,72.0,577.0,596.0
KOTHARIPRO,43.0,65.0,440.0,4648.0
KOTIC,-32.0,32.0,197.0,178.0
KOTYARK,,22.0,,296.0
KOVAI,256.0,244.0,1644.0,1586.0
KPEL,180.0,180.0,1786.0,1488.0
KPIGREEN,387.0,393.0,2106.0,1990.0
KPIL,896.0,832.0,23652.0,23210.0
KPITTECH,413.0,546.0,2633.0,2608.0
KPL,81.0,120.0,554.0,503.0
KPRMILL,650.0,731.0,4411.0,4740.0
KRBL,758.0,701.0,6009.0,6098.0
KREBSBIO,-14.0,-8.0,25.0,60.0
KRIDHANINF,1.1,72.32,2.73,88.01
KRISHANA,197.0,180.0,2555.0,2418.0
KRISHIVAL,21.0,21.0,206.0,203.0
KRISHNADEF,41.0,38.0,234.0,245.0
KRITI,-8.0,38.0,536.0,867.0
KRITIKA,6.0,10.0,649.0,745.0
KRITINUT,34.0,45.0,940.0,922.0
KRN,74.0,71.0,744.0,676.0
KRONOX,29.0,28.0,105.0,101.0
KROSS,58.0,55.0,718.0,673.0
KRSNAA,,185.0,,691.0
KRYSTAL,59.0,60.0,1129.0,1113.0
KSB,240.0,264.0,2726.0,2696.0
KSCL,238.0,305.0,1173.0,1304.0
KSHINTL,130.0,110.0,3712.0,3107.0
KSHITIJPOL,3.92,3.55,49.99,44.75
KSL,262.0,255.0,1867.0,1982.0
KSOLVES,35.0,35.0,163.0,161.0
KSR,-8.0,-13.0,200.0,206.0
KTKBANK,1437.0,1310.0,9039.0,9014.0
KUANTUM,36.0,184.0,1174.0,1310.0
KUSUMGAR,,109.0,,806.0
KWIL,-335.0,-0.0,1909.0,0.0
LAGNAM,18.0,29.0,631.0,606.0
LAHOTIOV,16.0,24.0,383.0,892.0
LAKPRE,-33.0,9.0,232.0,371.0
LAL,5.56,5.84,80.25,72.75
LALPATHLAB,545.0,508.0,2771.0,2648.0
LAMBODHARA,12.0,17.0,233.0,238.0
LANCORHOL,58.0,41.0,123.0,185.0
LANDMARK,44.0,51.0,854.0,800.0
LANDSMILL,2.18,2.73,1.51,39.65
LAOPALA,93.0,128.0,315.0,452.0
LASA,-17.0,23.0,6.0,244.0
LASERPOWER,,119.0,,2438.0
LATENTVIEW,130.0,129.0,405.0,398.0
LATTEYS,4.0,4.0,132.0,117.0
LAURUSLABS,872.0,956.0,6413.0,6089.0
LAXMICOT,-3.0,5.0,118.0,216.0
LAXMIDENTL,18.0,26.0,214.0,209.0
LAXMIINDIA,57.0,50.0,341.0,317.0
LCCINFOTEC,-0.46,-0.02,0.0,11.06
LCL,,206.0,,2005.0
LEMERITE,2.0,21.0,335.0,525.0
LEMONTREE,114.0,108.0,454.0,442.0
LENSKART,523.0,476.0,5605.0,5248.0
LEXUS,-2.24,11.58,47.41,181.12
LFIC,1.37,10.38,12.04,15.03
LGBBROSLTD,305.0,306.0,2888.0,2773.0
LGEINDIA,1825.0,2203.0,25575.0,24605.0
LGHL,2.0,11.0,113.0,202.0
LIBAS,3.6,3.54,52.26,54.94
LIBERTSHOE,9.0,17.0,737.0,740.0
LICHSGFIN,5724.0,5595.0,28486.0,28771.0
LICI,59924.0,57419.0,991507.0,976280.0
LIKHITHA,33.0,69.0,419.0,512.0
LINC,34.0,39.0,533.0,532.0
LINCOLN,96.0,93.0,694.0,671.0
LINDEINDIA,549.0,727.0,2654.0,3136.0
LLOYDSENGG,144.0,118.0,1234.0,1052.0
LLOYDSENT,49.0,268.0,408.0,593.0
LLOYDSME,4087.0,3194.0,16714.0,13681.0
LMW,195.0,371.0,3250.0,4597.0
LODHA,3325.0,2920.0,15570.0,14542.0
LOKESHMACH,4.0,14.0,216.0,293.0
LORDSCHLO,33.0,53.0,396.0,390.0
LOTUSDEV,84.0,196.0,116.0,387.0
LOTUSEYE,0.15,4.08,57.26,53.71
LOVABLE,3.16,23.18,38.52,197.32
LOYALTEX,-44.0,91.0,379.0,1763.0
LPDC,8.46,1.49,16.35,7.35
LT,7257.0,11798.0,156234.0,153680.0
LTF,3302.0,3100.0,19045.0,18050.0
LTFOODS,277.0,243.0,4162.0,4085.0
LTM,4877.0,4934.0,42049.0,40482.0
LTTS,1231.0,1258.0,9747.0,9207.0
LUMAXIND,173.0,146.0,4485.0,4184.0
LUMAXTECH,200.0,207.0,3437.0,3605.0
LUPIN,6953.0,6367.0,20976.0,19513.0
LUXIND,100.0,341.0,2948.0,2937.0
LXCHEM,120.0,240.0,3094.0,2945.0
LYKALABS,-31.0,40.0,134.0,164.0
M&M,15874.0,15639.0,155581.0,147765.0
M&MFIN,3151.0,2782.0,18998.0,18458.0
MAANALU,13.0,50.0,829.0,953.0
MACPOWER,39.0,34.0,367.0,333.0
MADHAV,2.33,7.85,30.24,90.97
MADHAVIPL,24.0,32.0,420.0,572.0
MADHUCON,11.0,49.0,357.0,1137.0
MADRASFERT,71.0,185.0,2442.0,3447.0
MAFATIND,60.0,99.0,3573.0,3870.0
MAGADSUGAR,51.0,116.0,1222.0,1322.0
MAGNUM,-1.0,103.0,473.0,465.0
MAHABANK,7447.0,7019.0,30262.0,29282.0
MAHAPEXLTD,2.13,11.69,4.35,7.28
MAHASTEEL,9.0,9.0,943.0,883.0
MAHEPC,10.0,23.0,304.0,312.0
MAHESHWARI,15.0,18.0,1045.0,1142.0
MAHLIFE,196.0,233.0,1166.0,860.0
MAHLOG,66.0,84.0,5981.0,5672.0
MAHSCOOTER,279.0,311.0,289.0,313.0
MAHSEAMLES,755.0,975.0,4620.0,5707.0
MAITHANALL,281.0,808.0,2168.0,3054.0
MAJESAUT,122.0,114.0,14.0,124.0
MALLCOM,28.0,59.0,510.0,521.0
MALUPAPER,-12.0,7.0,364.0,335.0
MAMATA,8.0,34.0,193.0,223.0
MANAKALUCO,9.0,9.0,569.0,564.0
MANAKCOAT,41.0,41.0,897.0,884.0
MANAKSIA,9.0,97.0,181.0,173.0
MANAKSTEEL,54.0,38.0,1154.0,1053.0
MANALIPETC,87.0,377.0,852.0,1444.0
MANAPPURAM,1684.0,1783.0,8439.0,7643.0
MANBA,49.0,45.0,354.0,328.0
MANCREDIT,18.0,15.0,78.0,70.0
MANGALAM,-38.0,28.0,232.0,451.0
MANGLMCEM,115.0,129.0,1762.0,1802.0
MANINDS,245.0,196.0,3752.0,3455.0
MANINFRA,153.0,215.0,289.0,798.0
MANIPALHOS,,535.0,,3104.0
MANKIND,2180.0,2038.0,10787.0,10421.0
MANOMAY,20.0,20.0,744.0,711.0
MANORAMA,264.0,233.0,1472.0,1358.0
MANORG,12.0,85.0,550.0,501.0
MANUGRAPH,5.59,5.98,82.69,271.31
MANYAVAR,386.0,423.0,1456.0,1435.0
MAPMYINDIA,143.0,150.0,423.0,401.0
MARALOVER,22.0,67.0,1019.0,1082.0
MARATHON,184.0,190.0,192.0,445.0
MARICO,1640.0,1941.0,9966.0,9402.0
MARINE,59.0,53.0,834.0,747.0
MARKOLINES,27.0,26.0,312.0,347.0
MARKSANS,322.0,301.0,1343.0,1341.0
MARSONS,44.0,46.0,247.0,245.0
MARUTI,14039.0,14445.0,197129.0,183266.0
MASFIN,384.0,364.0,1983.0,1898.0
MASKINVEST,0.09,0.22,0.32,0.74
MASTEK,181.0,202.0,910.0,918.0
MASTERTR,14.0,12.0,31.0,29.0
MATRIMONY,44.0,57.0,467.0,473.0
MAWANASUG,27.0,363.0,1579.0,1564.0
MAXESTATES,46.0,281.0,61.0,55.0
MAXHEALTH,718.0,717.0,2963.0,2874.0
MAXIND,-11.0,12.0,10.0,74.0
MAYURUNIQ,221.0,203.0,982.0,942.0
MAZDA,30.0,32.0,243.0,225.0
MAZDOCK,2526.0,2436.0,12985.0,12840.0
MBAPL,155.0,150.0,1874.0,1866.0
MBEL,78.0,79.0,1121.0,1085.0
MBLINFRA,10.0,354.0,159.0,2314.0
MCCHRLS-B,-60.0,111.0,121.0,110.0
MCL,5.0,5.0,268.0,383.0
MCLEODRUSS,-66.0,67.0,1011.0,1596.0
MCLOUD,21.0,21.0,96.0,102.0
MCX,1199.0,1029.0,2471.0,2154.0
MEDANTA,482.0,496.0,3906.0,3709.0
MEDIASSIST,57.0,52.0,241.0,225.0
MEDICAMEQ,10.0,15.0,184.0,179.0
MEDICO,14.0,13.0,238.0,206.0
MEDPLUS,66.0,62.0,899.0,861.0
MEESHO,1429.0,27331.0,6442.0,9388.0
MEGASTAR,10.0,10.0,558.0,533.0
MEIL,47.0,47.0,616.0,580.0
MENNPIS,18.0,24.0,246.0,244.0
MENONBE,34.0,33.0,232.0,219.0
MEP,,40.0,,1869.0
MERCANTILE,2.15,21.21,42.95,43.0
MERCURYEV,3.91,6.39,61.04,67.64
METROBRAND,395.0,418.0,2884.0,2797.0
METROGLOBL,22.0,24.0,252.0,377.0
METROPOLIS,172.0,200.0,1415.0,1365.0
MFML,-11.0,4.0,55.0,88.0
MFSL,9.15,390.94,25.85,581.83
MGEL,43.0,41.0,2966.0,2962.0
MGL,721.0,1289.0,8531.0,8240.0
MHLXMIRU,23.0,22.0,118.0,228.0
MHRIL,-17.0,200.0,1480.0,1469.0
MICEL,-13.0,62.0,88.0,218.0
MIDHANI,134.0,176.0,1278.0,1209.0
MIDWESTLTD,105.0,98.0,442.0,422.0
MINDACORP,261.0,242.0,5283.0,5017.0
MINDTECK,17.0,19.0,148.0,155.0
MIRZAINT,-20.0,86.0,498.0,1386.0
MITCON,4.89,7.58,56.35,76.97
MITTAL,1.13,2.3,79.59,99.75
MKPL,5.0,11.0,383.0,383.0
MMFL,127.0,145.0,1616.0,1545.0
MMP,46.0,33.0,871.0,822.0
MMTC,269.0,1076.0,3.0,28979.0
MMWL,3.0,2.79,4.15,3.85
MOBIKWIK,-6.0,9.0,1110.0,1164.0
MODINATUR,10.0,11.0,387.0,474.0
MODIRUBBER,-19.0,29.0,5.0,6.0
MODIS,31.0,29.0,202.0,189.0
MODISONLTD,102.0,73.0,847.0,710.0
MODTHREAD,19.0,214.0,320.0,301.0
MOHITIND,-1.0,2.0,132.0,245.0
MOIL,304.0,474.0,1511.0,1582.0
MOKSH,11.0,10.0,796.0,679.0
MOL,142.0,308.0,2022.0,2557.0
MOLDTECH,20.0,29.0,159.0,146.0
MOLDTKPAC,76.0,80.0,947.0,887.0
MONARCH,176.0,179.0,357.0,368.0
MONEYBOXX,1.0,9.0,225.0,232.0
MONTECARLO,105.0,133.0,1286.0,1276.0
MOREPENLAB,112.0,111.0,1831.0,1681.0
MOSCHIP,16.0,29.0,500.0,521.0
MOTHERSON,1789.0,1796.0,13247.0,12374.0
MOTILALOFS,1055.0,1490.0,5030.0,5359.0
MOTISONS,67.0,64.0,510.0,490.0
MOTOGENFIN,146.0,144.0,7.0,15.0
MPHASIS,1563.0,1532.0,9931.0,9467.0
MPSLTD,139.0,127.0,463.0,438.0
MRF,2346.0,2474.0,31383.0,30652.0
MRPL,3118.0,3644.0,109564.0,109026.0
MSPL,38.0,34.0,2959.0,2905.0
MSTCLTD,235.0,403.0,386.0,5425.0
MSUMI,627.0,638.0,12391.0,11478.0
MTARTECH,135.0,104.0,1080.0,876.0
MTEDUCARE,,29.22,,252.57
MTNL,-3003.0,-1948.0,916.0,3398.0
MUFIN,38.0,28.0,246.0,210.0
MUFTI,43.0,77.0,597.0,618.0
MUKANDLTD,662.0,635.0,4986.0,5618.0
MUKKA,61.0,63.0,1499.0,1269.0
MUKTAARTS,6.3,20.59,14.66,104.0
MUNJALAU,39.0,66.0,1557.0,1982.0
MUNJALSHOW,25.0,78.0,1377.0,1669.0
MURUDCERA,10.0,11.0,209.0,205.0
MUTHOOTCAP,24.0,123.0,631.0,624.0
MUTHOOTFIN,10638.0,10134.0,29444.0,27558.0
MUTHOOTMF,245.0,450.0,2480.0,2563.0
MVELECTRO,,1.0,,68.0
MVGJL,122.0,115.0,2909.0,2744.0
MWL,52.0,50.0,1248.0,1207.0
NACLIND,32.0,103.0,1451.0,2116.0
NAGREEKCAP,7.38,23.82,63.39,159.3
NAGREEKEXP,3.0,6.0,595.0,614.0
NAHARCAP,34.0,38.0,34.0,56.0
NAHARINDUS,75.0,157.0,1336.0,2006.0
NAHARPOLY,60.0,88.0,667.0,723.0
NAHARSPING,76.0,502.0,3365.0,3594.0
NAM-INDIA,1599.0,1498.0,2685.0,2730.0
NARMADA,3.59,4.09,89.56,77.56
NATCAPSUQ,13.0,19.0,173.0,174.0
NATCOPHARM,892.0,1850.0,2998.0,4094.0
NATHBIOGEN,48.0,56.0,474.0,432.0
NATIONALUM,6754.0,5816.0,19338.0,17843.0
NATIONSTD,11.0,61.0,19.0,184.0
NAUKRI,5522.0,8923.0,3140.0,3052.0
NAVA,1036.0,911.0,1917.0,1925.0
NAVINFLUOR,566.0,488.0,2454.0,2302.0
NAVKARCORP,40.0,101.0,740.0,687.0
NAVKARURB,2.96,5.56,22.15,154.82
NAVNETEDUL,284.0,801.0,1676.0,1728.0
NAZARA,-1026.0,32.0,71.0,117.0
NBCC,740.0,703.0,9922.0,9755.0
NBIFIN,14.0,81.0,22.0,101.0
NCC,574.0,759.0,17997.0,19206.0
NCLIND,92.0,149.0,1431.0,2104.0
NDGL,-8.58,23.96,-2.18,79.22
NDL,37.0,73.0,2447.0,3547.0
NDLVENTURE,0.75,102.91,0.0,813.58
NDRAUTO,57.0,53.0,861.0,823.0
NDTV,-315.0,59.0,358.0,429.0
NEAGI,2.73,20.88,25.43,36.6
NECCLTD,8.0,10.0,315.0,548.0
NECLIFE,-243.0,66.0,7.0,2781.0
NELCAST,41.0,54.0,1338.0,1328.0
NELCO,9.0,21.0,206.0,223.0
NEOGEN,52.0,50.0,923.0,855.0
NEPHROPLUS,-1.0,34.0,651.0,630.0
NESCO,417.0,413.0,951.0,932.0
NESTLEIND,3860.0,3933.0,24437.0,24394.0
NETWEB,261.0,206.0,2702.0,2184.0
NETWORK18,-328.0,3213.0,2000.0,1955.0
NEULANDLAB,497.0,363.0,2372.0,2023.0
NEWGEN,296.0,293.0,1444.0,1420.0
NEXTMEDIA,-4.99,3.94,0.0,1.45
NFL,273.0,456.0,22480.0,29587.0
NGIL,1.63,1.7,44.85,59.62
NGLFINE,50.0,55.0,525.0,489.0
NH,554.0,503.0,4129.0,3975.0
NHPC,3659.0,3834.0,10888.0,10328.0
NIACL,736.0,2201.0,49759.0,49561.0
NIBE,4.0,27.0,393.0,481.0
NIBL,-32.0,18.0,76.0,81.0
NIITLTD,1.0,1368.0,221.0,401.0
NIITMTS,113.0,129.0,539.0,532.0
NILAINFRA,26.0,27.0,304.0,323.0
NILASPACES,28.0,27.0,161.0,163.0
NILE,53.0,60.0,1067.0,1030.0
NILKAMAL,119.0,122.0,3621.0,3686.0
NIMBSPROJ,-24.0,22.0,2.0,19.0
NINSYS,29.0,28.0,104.0,102.0
NIPPOBATRY,-22.0,34.0,447.0,466.0
NIRAJ,25.0,22.0,550.0,605.0
NIRAJISPAT,1.52,1.67,3.55,7.05
NIRLON,357.0,346.0,674.0,669.0
NITCO,-24.0,193.0,506.0,874.0
NITINSPIN,212.0,326.0,3296.0,3300.0
NITIRAJ,2.4,12.04,54.72,100.44
NITTAGELA,116.0,111.0,590.0,588.0
NIVABUPA,174.0,214.0,7907.0,6695.0
NKIND,-3.23,-1.17,2.4,473.91
NLCINDIA,2531.0,2525.0,11240.0,12955.0
NMDC,7460.0,9448.0,31715.0,31554.0
NOCIL,75.0,184.0,1370.0,1617.0
NOIDATOLL,28.0,98.0,44.0,129.0
NORBTEAEXP,-0.27,1.18,8.13,8.07
NORTHARC,447.0,429.0,2817.0,2635.0
NOVAAGRI,4.82,18.6,87.37,179.84
NOVARTIND,98.0,198.0,371.0,870.0
NPST,44.0,45.0,210.0,194.0
NRAIL,62.0,125.0,2340.0,2145.0
NRBBEARING,130.0,250.0,1227.0,1186.0
NRL,9.0,19.0,147.0,181.0
NSIL,47.0,81.0,68.0,112.0
NSLNISP,84.0,59.0,13938.0,13642.0
NTPC,23730.0,23162.0,166752.0,170037.0
NTPCGREEN,394.0,489.0,1977.0,2023.0
NUCLEUS,102.0,186.0,799.0,806.0
NURECA,2.0,47.0,153.0,256.0
NUVAMA,600.0,598.0,1188.0,1354.0
NUVOCO,267.0,499.0,10050.0,9762.0
NYKAA,85.0,121.0,350.0,420.0
OAL,28.0,102.0,1057.0,1026.0
OBCL,-9.0,11.0,320.0,488.0
OBEROIRLTY,2167.0,2333.0,5178.0,4916.0
OCCLLTD,75.0,48.0,602.0,506.0
ODIGMA,-1.04,1.88,48.2,47.34
OFSS,3551.0,3351.0,6887.0,5717.0
OIL,6512.0,6810.0,24291.0,21372.0
OILCOUNTUB,-68.0,105.0,63.0,260.0
OLAELEC,-107.0,-0.0,2.0,170.0
OLECTRA,174.0,173.0,2503.0,2274.0
OMAXAUTO,40.0,44.0,507.0,1179.0
OMAXE,-192.0,68.0,410.0,1268.0
OMFREIGHT,19.0,22.0,576.0,489.0
OMINFRAL,33.0,57.0,489.0,1060.0
OMNI,101.0,77.0,575.0,512.0
OMPOWER,,40.0,,449.0
ONELIFECAP,4.49,2.11,7.67,6.41
ONEPOINT,31.0,30.0,234.0,228.0
ONESOURCE,48.0,21.0,1531.0,1405.0
ONGC,41904.0,40526.0,146966.0,144513.0
ONIDA,-76.0,23.0,702.0,1192.0
ONMOBILE,-33.0,43.0,173.0,415.0
ONWARDTEC,32.0,32.0,426.0,417.0
OPTIEMUS,19.0,91.0,639.0,2559.0
ORBTEXP,42.0,38.0,231.0,219.0
ORCHASP,0.79,6.21,15.58,104.67
ORCHPHARMA,41.0,106.0,1073.0,1736.0
ORICONENT,11.0,157.0,24.0,631.0
ORIENTALTL,2.02,8.57,27.36,74.51
ORIENTBELL,20.0,40.0,744.0,705.0
ORIENTCEM,209.0,338.0,2531.0,3185.0
ORIENTCER,21.0,24.0,410.0,399.0
ORIENTELEC,110.0,127.0,3507.0,3326.0
ORIENTHOT,73.0,89.0,495.0,491.0
ORIENTLTD,-2.0,4.0,123.0,203.0
ORIENTPPR,-71.0,102.0,895.0,1819.0
ORIENTTECH,-3.0,50.0,852.0,865.0
ORISSAMINE,,17.7,,94.1
ORKLAINDIA,290.0,338.0,2521.0,2464.0
ORTEL,-29.0,12.0,60.0,203.0
ORTINGLOBE,-0.9,1.28,0.33,197.36
OSIAHYPER,18.0,20.0,1423.0,1427.0
OSWALAGRO,-4.58,108.82,0.03,161.77
OSWALGREEN,-61.0,71.0,37.0,458.0
OSWALPUMPS,229.0,282.0,1697.0,1796.0
OSWALSEEDS,6.0,4.0,118.0,114.0
PACEDIGITK,238.0,246.0,1635.0,2321.0
PAGEIND,756.0,764.0,5351.0,5247.0
PAISALO,249.0,235.0,962.0,917.0
PAKKA,20.0,57.0,391.0,408.0
PALASHSECU,2.37,4.72,3.74,6.04
PALREDTEC,2.7,4.01,1.52,2.17
PANACEABIO,-22.0,27.0,436.0,679.0
PANACHE,19.0,15.0,251.0,233.0
PANAMAPET,332.0,181.0,2786.0,1962.0
PANSARI,19.0,20.0,93.0,96.0
PAR,14.0,14.0,109.0,104.0
PARACABLES,61.0,87.0,1991.0,1912.0
PARADEEP,1072.0,996.0,23447.0,21826.0
PARAGMILK,144.0,151.0,3832.0,3742.0
PARAS,89.0,83.0,447.0,417.0
PARASPETRO,-0.43,0.88,0.0,5.11
PARKHOSPS,33.0,37.0,140.0,129.0
PARKHOTELS,68.0,85.0,677.0,669.0
PARSVNATH,-172.0,23.0,70.0,1114.0
PASHUPATI,16.0,23.0,672.0,661.0
PASUPTAC,96.0,70.0,1032.0,1010.0
PATANJALI,1970.0,7672.0,42754.0,40170.0
PATELENG,301.0,286.0,5116.0,5067.0
PATELRMART,42.0,39.0,1175.0,1048.0
PATINTLOG,10.0,11.0,393.0,588.0
PAUSHAKLTD,42.0,54.0,246.0,219.0
PAVNAIND,6.0,8.0,313.0,298.0
PAYTM,185.0,67.0,5308.0,7661.0
PCBL,250.0,533.0,5777.0,5905.0
PCJEWELLER,718.0,711.0,3432.0,9486.0
PDMJEPAPER,91.0,98.0,814.0,809.0
PDSL,29.0,86.0,249.0,625.0
PEARLPOLY,-5.31,21.84,19.83,198.2
PENIND,100.0,101.0,2662.0,2748.0
PENINLAND,-154.0,94.0,127.0,958.0
PERSISTENT,1669.0,1635.0,15288.0,14428.0
PETRONET,4125.0,3926.0,37169.0,59899.0
PFC,20295.0,20051.0,58723.0,58504.0
PFIZER,735.0,768.0,2570.0,2611.0
PFOCUS,-77.0,291.0,29.0,161.0
PFS,223.0,391.0,476.0,1364.0
PGEL,110.0,124.0,1531.0,1487.0
PGHH,791.0,856.0,4245.0,4290.0
PGHL,357.0,839.0,1433.0,1408.0
PGIL,55.0,69.0,1154.0,1196.0
PHOENIXLTD,292.0,370.0,566.0,544.0
PICCADIL,142.0,140.0,1075.0,1038.0
PIDILITIND,2564.0,2384.0,14258.0,13488.0
PIGL,14.0,13.0,199.0,200.0
PIIND,1312.0,1866.0,6012.0,7571.0
PILANIINVS,33.0,170.0,253.0,321.0
PILITA,3.0,11.0,101.0,107.0
PINELABS,165.0,150.0,2034.0,1926.0
PIONEEREMB,-0.0,20.0,347.0,375.0
PIONRINV,9.46,12.97,25.92,53.51
PIRAMALFIN,1717.0,2896.0,13909.0,13207.0
PITTIENG,101.0,107.0,1649.0,1590.0
PIXTRANS,116.0,105.0,554.0,556.0
PKTEA,-4.62,11.4,60.8,72.79
PLASTIBLEN,43.0,38.0,811.0,781.0
PLATIND,51.0,54.0,442.0,434.0
PLAZACABLE,11.0,8.0,343.0,318.0
PML,13.0,213.0,2032.0,6921.0
PNB,20482.0,16904.0,129157.0,128223.0
PNBGILTS,102.0,454.0,1747.0,1699.0
PNBHOUSING,2351.0,2328.0,8700.0,8500.0
PNC,-14.0,2.0,18.0,58.0
PNCINFRA,534.0,850.0,5015.0,7699.0
PNGJL,436.0,401.0,11319.0,10641.0
PNGSREVA,84.0,65.0,503.0,439.0
POCL,147.0,139.0,3273.0,2939.0
PODDARMENT,15.0,29.0,374.0,375.0
POKARNA,-6.53,17.25,30.55,190.48
POLICYBZR,442.0,76.0,566.0,208.0
POLYCAB,2806.0,2601.0,30479.0,28185.0
POLYMED,336.0,336.0,1710.0,1662.0
POLYPLEX,50.0,491.0,1545.0,1785.0
PONNIERODE,49.0,48.0,446.0,435.0
POONAWALLA,787.0,2056.0,7806.0,6790.0
POWERGRID,15679.0,17094.0,40771.0,43343.0
POWERICA,220.0,213.0,2760.0,2594.0
POWERINDIA,1150.0,988.0,9162.0,8148.0
POWERMECH,344.0,301.0,4970.0,4728.0
PPAP,36.0,37.0,569.0,538.0
PPL,49.0,90.0,827.0,789.0
PPLPHARMA,700.0,700.0,4937.0,5286.0
PRABHA,1.04,3.62,5.64,31.02
PRADPME,27.0,25.0,344.0,328.0
PRAENG,-18.0,-1.0,20.0,93.0
PRAJIND,126.0,280.0,2615.0,3153.0
PRAKASH,313.0,539.0,3474.0,4014.0
PRAKASHSTL,0.62,163.5,91.13,1072.34
PRAVEG,-19.0,28.0,184.0,184.0
PRAXIS,-61.0,14.0,99.0,703.0
PRECAM,-5.0,78.0,601.0,675.0
PRECOT,51.0,105.0,925.0,993.0
PRECWIRE,175.0,155.0,6127.0,5410.0
PREMCO,11.0,14.0,42.0,86.0
PREMEXPLN,34.0,46.0,349.0,417.0
PREMIER,-5.69,-5.87,0.0,166.23
PREMIERENE,148.0,143.0,783.0,1050.0
PREMIERPOL,35.0,32.0,322.0,299.0
PRESTIGE,182.0,947.0,4373.0,4559.0
PRICOLLTD,218.0,207.0,3265.0,3096.0
PRIMESECU,26.0,32.0,56.0,56.0
PRIMO,11.0,134.0,560.0,701.0
PRINCEPIPE,102.0,249.0,2627.0,2711.0
PRITI,0.76,9.57,22.03,90.33
PRITIKAUTO,16.0,18.0,503.0,475.0
PRIVISCL,373.0,357.0,2490.0,2456.0
PROSTARM,38.0,35.0,403.0,378.0
PROTEAN,74.0,144.0,1037.0,996.0
PROZONER,8.27,7.19,16.68,10.84
PRSMJOHNSN,142.0,200.0,7354.0,7307.0
PRUDENT,236.0,217.0,1327.0,1284.0
PRUDMOULI,2.0,53.0,103.0,105.0
PSB,1384.0,1322.0,12284.0,11982.0
PSPPROJECT,67.0,162.0,3262.0,2989.0
PTC,363.0,855.0,17059.0,16963.0
PTCIL,30.0,35.0,352.0,290.0
PTL,46.0,70.0,64.0,64.0
PUNJABCHEM,64.0,81.0,1053.0,1025.0
PURVA,156.0,166.0,2688.0,2303.0
PVP,15.0,38.0,37.0,160.0
PVRINOX,371.0,268.0,6601.0,6391.0
PVSL,-43.0,29.0,3235.0,2849.0
PWL,31.0,98.0,3478.0,3245.0
PYRAMID,31.0,32.0,740.0,681.0
QMSMEDI,7.0,11.0,162.0,152.0
QPOWER,69.0,55.0,247.0,222.0
QUADFUTURE,-39.0,14.0,165.0,153.0
QUESS,215.0,343.0,14587.0,14105.0
QUICKHEAL,-10.0,107.0,249.0,342.0
QUINT,-6.62,38.98,6.53,41.05
RACE,3.0,4.0,376.0,460.0
RACLGEAR,47.0,47.0,505.0,478.0
RADAAN,-3.71,1.14,6.61,35.54
RADHIKAJWE,79.0,75.0,693.0,639.0
RADIANTCMS,37.0,63.0,408.0,405.0
RADICO,695.0,603.0,6228.0,6037.0
RADIOCITY,-42.0,62.0,170.0,325.0
RAILTEL,346.0,346.0,4427.0,4277.0
RAIN,14.0,60.0,137.0,141.0
RAINBOW,251.0,250.0,1621.0,1546.0
RAJESHEXPO,,475.0,,46899.0
RAJMET,2.0,15.0,241.0,1212.0
RAJOOENG,42.0,43.0,290.0,298.0
RAJPALAYAM,-2.0,42.0,1015.0,942.0
RAJRATAN,48.0,71.0,758.0,722.0
RAJRILTD,35.0,641.0,1124.0,1180.0
RAJSREESUG,-8.0,30.0,557.0,767.0
RAJTV,-0.57,8.16,68.44,125.82
RALLIS,214.0,266.0,2962.0,2967.0
