Symbol,TTM_Net_Profit,Max_Annual_Net_Profit,TTM_Net_Sales,Max_Annual_Net_Sales
DISHTV,-854.0,420.0,382.0,3938.0
DIVGIITTS,63.0,51.0,418.0,353.0
DIVISLAB,2941.0,2949.0,11005.0,10388.0
DIXON,1242.0,759.0,4119.0,7484.0
DJML,11.0,10.0,125.0,116.0
DLF,3775.0,3748.0,3774.0,4482.0
DLINKINDIA,106.0,103.0,1666.0,1559.0
DMART,3330.0,3224.0,69379.0,66968.0
DMCC,40.0,46.0,707.0,582.0
DNAMEDIA,-6.59,160.7,7.44,124.04
DODLA,188.0,247.0,3477.0,3422.0
DOLATALGO,144.0,215.0,334.0,424.0
DOLLAR,111.0,146.0,1850.0,1845.0
DOLPHIN,37.0,42.0,14.0,340.0
DOMS,207.0,220.0,2145.0,2050.0
DONEAR,46.0,43.0,928.0,914.0
DPABHUSHAN,240.0,212.0,4377.0,4065.0
DPSCLTD,,39.0,,647.0
DPWIRES,,,,
DRAGARWQ,76.0,70.0,497.0,471.0
DRCSYSTEMS,3.37,4.26,50.47,48.66
DREAMFOLKS,-21.0,73.0,346.0,1292.0
DREDGECORP,39.0,62.0,1322.0,1208.0
DRREDDY,663.0,5349.0,17860.0,23115.0
DSFCL,-6.0,18.0,378.0,429.0
DSKULKARNI,-2.07,18.5,0.0,203.07
DSSL,85.0,85.0,1405.0,1423.0
DTIL,8.0,66.0,312.0,327.0
DUCON,2.0,6.0,231.0,415.0
DVL,12.0,170.0,291.0,947.0
DWARKESH,14.0,156.0,1355.0,2103.0
DYCL,91.0,84.0,1285.0,1198.0
DYNAMATECH,39.0,94.0,807.0,784.0
DYNPRO,20.0,28.0,370.0,378.0
E2E,31.0,47.0,366.0,246.0
EASEMYTRIP,-57.0,147.0,309.0,1049.0
EASTSILK,-14.0,44.0,24.0,103.0
EBGNG,46.0,40.0,985.0,918.0
ECLERX,498.0,458.0,2975.0,2858.0
ECOSMOBLTY,58.0,61.0,809.0,781.0
EDELWEISS,452.0,2388.0,626.0,3089.0
EFCIL,69.0,81.0,463.0,459.0
EICHERMOT,5241.0,5041.0,24005.0,22700.0
EIDPARRY,-770.0,865.0,3102.0,3168.0
EIEL,166.0,173.0,1029.0,1046.0
EIFFL,5.0,6.0,157.0,152.0
EIHAHOTELS,88.0,92.0,381.0,408.0
EIHOTEL,629.0,751.0,2718.0,2637.0
EIMCOELECO,40.0,49.0,241.0,246.0
EKC,77.0,228.0,932.0,1268.0
ELANTAS,178.0,148.0,937.0,848.0
ELCIDIN,79.0,113.0,96.0,151.0
ELDEHSG,43.0,49.0,170.0,154.0
ELECON,296.0,477.0,2004.0,2016.0
ELECTCAST,51.0,736.0,4722.0,6938.0
ELECTHERM,-37.0,429.0,3771.0,4272.0
ELGIEQUIP,354.0,350.0,2485.0,2343.0
ELGIRUBCO,-78.0,18.0,241.0,236.0
ELIN,-7.0,32.0,1051.0,1016.0
ELITECON,62.0,32.0,1327.0,298.0
ELLEN,121.0,104.0,357.0,342.0
ELPROINTL,21.0,989.0,165.0,209.0
EMAMILTD,861.0,859.0,3072.0,3124.0
EMAMIPAP,94.0,115.0,2008.0,2381.0
EMAMIREAL,-156.0,15.0,93.0,1026.0
EMBDL,-285.0,264.0,316.0,2111.0
EMCURE,810.0,733.0,5598.0,5243.0
EMIL,206.0,184.0,7863.0,7183.0
EMKAY,16.0,59.0,370.0,367.0
EMMBI,8.0,19.0,464.0,454.0
EMMVEE,102.0,162.0,846.0,1763.0
EMPOWER,16.0,16.0,109.0,113.0
EMSLIMITED,66.0,182.0,523.0,941.0
EMUDHRA,39.0,32.0,279.0,269.0
ENDURANCE,763.0,734.0,11488.0,10640.0
ENERGYDEV,-7.66,3.41,16.53,134.66
ENGINERSIN,677.0,639.0,3794.0,3850.0
ENIL,-5.0,108.0,545.0,620.0
ENRIN,1488.0,1100.0,9436.0,7827.0
ENTERO,23.0,38.0,352.0,409.0
EPACK,16.0,58.0,2117.0,2171.0
EPACKPEB,95.0,93.0,1596.0,1525.0
EPIGRAL,272.0,357.0,2626.0,2550.0
EPL,285.0,295.0,1449.0,1383.0
EQUIPPP,0.07,12.67,1.64,2.03
EQUITASBNK,510.0,799.0,7106.0,6794.0
ERIS,192.0,417.0,1687.0,1822.0
ESABINDIA,222.0,207.0,1577.0,1508.0
ESAFSFB,-5.0,426.0,3807.0,3858.0
ESCORTS,1396.0,2409.0,12168.0,11473.0
ESSARSHPNG,507.0,1693.0,0.0,791.0
ESSENTIA,-0.0,15.0,507.0,474.0
ESTER,9.0,161.0,1105.0,1110.0
ETERNAL,2638.0,2655.0,11835.0,10899.0
ETHOSLTD,103.0,98.0,1717.0,1613.0
EUREKAFORB,177.0,163.0,2804.0,2710.0
EUROBOND,26.0,27.0,519.0,504.0
EUROPRATIK,57.0,63.0,211.0,263.0
EUROTEXIND,-1.23,-0.79,0.09,280.57
EVEREADY,178.0,180.0,1488.0,1458.0
EVERESTIND,0.0,64.0,1286.0,1707.0
EXCELINDUS,69.0,160.0,1078.0,1178.0
EXCELSOFT,45.0,42.0,298.0,273.0
EXICOM,26.0,66.0,981.0,895.0
EXIDEIND,1198.0,4684.0,18064.0,17269.0
EXPLEOSOL,115.0,123.0,973.0,1025.0
EXXARO,3.0,18.0,292.0,325.0
FABTECH,34.0,38.0,287.0,268.0
FACT,-106.0,976.0,5934.0,6198.0
FAIRCHEMOR,14.0,68.0,505.0,648.0
FAZE3Q,24.0,57.0,868.0,860.0
FCL,93.0,111.0,384.0,439.0
FCSSOFT,-1.22,3.02,30.95,54.85
FDC,296.0,307.0,2139.0,2126.0
FEDDERSHOL,-0.98,5.0,0.05,7.56
FEDERALBNK,4432.0,4117.0,28247.0,27695.0
FEDFINA,383.0,344.0,2377.0,2224.0
FEL,,273.0,,11577.0
FELDVR,,,,
FERMENTA,63.0,110.0,443.0,448.0
FIBERWEB,5.23,26.64,65.5,206.03
FIEMIND,263.0,254.0,2931.0,2814.0
FILATEX,192.0,303.0,4256.0,4304.0
FILATFASH,1.71,11.91,87.22,178.48
FINCABLES,705.0,623.0,6939.0,6321.0
FINEORG,389.0,591.0,2385.0,3029.0
FINKURVE,29.0,26.0,242.0,207.0
FINOPB,21.0,93.0,259.0,248.0
FINPIPE,591.0,1053.0,3954.0,4647.0
FIRSTCRY,127.0,284.0,2820.0,2732.0
FISCHER,-13.0,1.0,14.0,17.0
FIVESTAR,1104.0,1099.0,3260.0,3218.0
FLAIR,116.0,118.0,1029.0,1013.0
FLEXITUFF,,236.0,,1326.0
FLFL,-2117.0,156.0,2211.0,5986.0
FLUOROCHEM,694.0,1356.0,4670.0,5622.0
FMGOETZE,169.0,169.0,1965.0,1924.0
FMNL,9.71,67.5,87.96,126.45
FOCUS,6.0,22.0,185.0,180.0
FOODSIN,28.0,109.0,771.0,997.0
FORCEMOT,1238.0,1211.0,9199.0,9057.0
FORTIS,226.0,513.0,1849.0,1792.0
FOSECOIND,79.0,75.0,643.0,604.0
FRACTAL,221.0,186.0,1950.0,1866.0
FRONTSP,59.0,61.0,325.0,322.0
FSL,504.0,432.0,3080.0,2883.0
FUSION,169.0,505.0,1699.0,2344.0
GABRIEL,268.0,243.0,4622.0,4233.0
GAEL,417.0,475.0,6032.0,5729.0
GAIL,9374.0,11312.0,142785.0,144250.0
GALAPREC,37.0,36.0,327.0,314.0
GALAXYSURF,216.0,214.0,3981.0,3586.0
GALLANTT,434.0,484.0,4437.0,4419.0
GANDHAR,291.0,197.0,4250.0,3423.0
GANDHITUBE,75.0,68.0,201.0,192.0
GANECOS,54.0,75.0,1055.0,1133.0
GANESHBE,61.0,81.0,273.0,291.0
GANESHCP,45.0,42.0,857.0,871.0
GANESHHOU,92.0,380.0,395.0,675.0
GANGAFORGE,-2.3,1.66,35.07,43.22
GANGESSECU,4.29,9.78,7.98,13.69
GARFIBRES,205.0,214.0,1472.0,1481.0
GARUDA,136.0,123.0,581.0,531.0
GATECH,6.31,7.83,16.83,77.38
GATECHDVR,6.31,7.83,16.83,18.59
GATEWAY,253.0,268.0,1565.0,1578.0
GAUDIUMIVF,22.0,22.0,73.0,72.0
GAYAHWS,-14.0,21.0,22.0,15.0
GAYAPROJ,2087.0,2047.0,999.0,3901.0
GCSL,15.0,13.0,33.0,34.0
GEECEE,43.0,42.0,78.0,185.0
GEEKAYWIRE,29.0,39.0,444.0,458.0
GEMAROMA,27.0,57.0,378.0,497.0
GENCON,,16.0,,305.0
GENESYS,14.0,63.0,281.0,284.0
GENSOL,140.0,80.0,1297.0,904.0
GENUSPAPER,14.0,15.0,908.0,940.0
GENUSPOWER,639.0,605.0,5160.0,4737.0
GEOJITFSL,66.0,157.0,310.0,512.0
GESHIP,3125.0,2356.0,4410.0,4835.0
GFLLIMITED,1.49,2324.08,3.79,2469.96
GHCL,525.0,1117.0,3043.0,4551.0
GHCLTEXTIL,96.0,70.0,1460.0,1319.0
GICHSGFIN,157.0,213.0,1084.0,1252.0
GICL,,8.0,,163.0
GICRE,8562.0,8392.0,52413.0,52468.0
GILLANDERS,12.0,20.0,399.0,855.0
GILLETTE,668.0,654.0,3176.0,3100.0
GINNIFILA,35.0,48.0,378.0,1084.0
GIPCL,503.0,402.0,1619.0,1491.0
GKENERGY,224.0,201.0,1742.0,1533.0
GKSL,8.04,9.9,37.88,40.1
GKWLIMITED,-5.34,27.27,32.41,39.1
GLAND,1395.0,1300.0,4800.0,4552.0
GLAXO,1060.0,1691.0,3910.0,3790.0
GLENMARK,205.0,5167.0,8480.0,9226.0
GLFL,0.03,0.19,0.0,0.43
GLOBAL,25.0,30.0,88.0,89.0
GLOBALE,-1.16,0.6,24.62,67.74
GLOBALVECT,-35.0,23.0,523.0,542.0
GLOBE,9.0,7.0,640.0,599.0
GLOBECIVIL,25.0,24.0,403.0,377.0
GLOBUSSPR,104.0,187.0,2798.0,2708.0
GLOSTERLTD,43.0,73.0,1029.0,907.0
GLOTTIS,36.0,56.0,789.0,941.0
GMBREW,169.0,157.0,785.0,748.0
GMDCLTD,990.0,1201.0,2827.0,3498.0
GMMPFAUDLR,54.0,99.0,1039.0,1075.0
GMRAIRPORT,378.0,142.0,4991.0,4242.0
GMRP&UI,-270.0,747.0,336.0,1568.0
GNA,132.0,130.0,1605.0,1583.0
GNFC,1029.0,1704.0,8410.0,10227.0
GNRL,19.0,8.0,12.0,11.0
GOACARBON,-47.0,86.0,563.0,1364.0
GOCLCORP,271.0,1446.0,11.0,175.0
GOCOLORS,53.0,94.0,838.0,848.0
GODAVARIB,-3.0,25.0,1983.0,2000.0
GODFRYPHLP,1320.0,1507.0,6110.0,6389.0
GODIGIT,492.0,544.0,10196.0,10005.0
GODREJAGRO,541.0,526.0,7943.0,7744.0
GODREJCP,1524.0,1755.0,9773.0,9474.0
GODREJIND,86.0,242.0,5080.0,4809.0
GODREJPROP,353.0,1011.0,1410.0,2085.0
GOKEX,225.0,204.0,2806.0,2693.0
GOKUL,4.0,12.0,604.0,5861.0
GOKULAGRO,356.0,317.0,22571.0,22121.0
GOLDENTOBC,2.71,27.29,32.66,96.09
GOLDIAM,47.0,63.0,546.0,611.0
GOLDTECH,6.46,17.39,99.2,100.1
GOODLUCK,183.0,173.0,4290.0,4068.0
GOODYEAR,54.0,136.0,2594.0,2928.0
GOPAL,84.0,112.0,1608.0,1508.0
GOYALALUM,3.45,2.56,77.18,82.41
GPIL,918.0,1351.0,5067.0,5278.0
GPPL,547.0,500.0,1240.0,1158.0
GPTHEALTH,47.0,50.0,492.0,473.0
GPTINFRA,96.0,96.0,1199.0,1226.0
GRADIENTE,4.27,2.97,46.38,37.02
GRANDOAK,0.07,0.1,0.22,0.63
GRANULES,403.0,553.0,3466.0,3931.0
GRAPHITE,276.0,2806.0,2934.0,6737.0
GRASIM,713.0,3051.0,43611.0,41039.0
GRAUWEIL,165.0,167.0,1224.0,1178.0
GRAVISSHO,4.0,11.92,63.56,61.28
GRAVITA,297.0,297.0,3491.0,3481.0
GREAVESCOT,193.0,284.0,2453.0,2365.0
GREENLAM,136.0,146.0,2442.0,2415.0
GREENPANEL,7.0,233.0,1561.0,1783.0
GREENPLY,76.0,136.0,2081.0,2022.0
GREENPOWER,-3.76,29.33,25.51,74.17
GRINDWELL,434.0,413.0,3126.0,3026.0
GRINFRA,984.0,1977.0,8218.0,8148.0
GRMOVER,55.0,79.0,1244.0,1262.0
GROBTEA,8.0,28.0,119.0,119.0
GROWW,1879.0,1630.0,3389.0,3331.0
GRPLTD,10.0,38.0,562.0,534.0
GRSE,801.0,748.0,7507.0,7002.0
GRWRHITECH,387.0,339.0,2079.0,1995.0
GSFC,673.0,1293.0,12237.0,11298.0
GSLSU,9.15,35.46,68.82,189.37
GSPCROP,97.0,90.0,1630.0,1606.0
GSS,-52.0,8.0,8.0,35.0
GTECJAINX,-0.22,1.7,5.36,6.5
GTL,889.0,583.0,229.0,1354.0
GTLINFRA,1081.0,779.0,1365.0,2333.0
GTPL,2.0,137.0,2544.0,2451.0
GUFICBIO,74.0,96.0,974.0,940.0
GUJALKALI,66.0,690.0,4498.0,4516.0
GUJAPOLLO,2.43,10.37,32.46,77.9
GUJENERGY,2065.0,2299.0,22648.0,23388.0
GUJRAFFIA,1.18,1.19,86.39,88.56
GUJTHEM,49.0,59.0,174.0,170.0
GULFOILLUB,382.0,362.0,4315.0,3991.0
GULFPETRO,41.0,28.0,714.0,790.0
GULPOLY,147.0,107.0,2359.0,2312.0
GVKPIL,-0.74,113.94,0.0,28.16
GVPIL,257.0,236.0,1291.0,3343.0
GVPTECH,-90.0,63.0,2.0,1491.0
GVT&D,1305.0,1233.0,6712.0,6206.0
GYFTR,17.0,61.0,537.0,380.0
HAL,9279.0,9076.0,33786.0,33090.0
HALDER,12.0,23.0,524.0,772.0
HALDYNGL,24.0,20.0,487.0,464.0
HALEOSLABS,16.0,25.0,290.0,346.0
HAPPSTMNDS,177.0,246.0,1967.0,1726.0
HAPPYFORGE,327.0,302.0,1642.0,1546.0
HARDWYN,12.0,13.0,158.0,160.0
HARIOMPIPE,70.0,76.0,1635.0,1667.0
HARRMALAYA,27.0,40.0,548.0,539.0
HARSHA,180.0,177.0,1273.0,1228.0
HATHWAY,62.0,211.0,577.0,1307.0
HATSUN,365.0,356.0,10413.0,9959.0
HAVELLS,1652.0,1705.0,23538.0,22466.0
HAVISHA,-5.07,3.58,13.6,16.21
HAWKINCOOK,136.0,131.0,1332.0,1253.0
HBESD,13.0,12.0,121.0,116.0
HBLENGINE,763.0,797.0,3284.0,3252.0
HBSL,-10.0,38.0,12.0,44.0
HCC,204.0,253.0,3850.0,5222.0
HCG,17.0,40.0,1415.0,1365.0
HCL-INSYS,-46.0,26.0,0.0,4312.0
HCLTECH,11764.0,12266.0,56295.0,55031.0
HDBFS,2761.0,2544.0,18902.0,18431.0
HDFCAMC,2950.0,2859.0,4249.0,4611.0
HDFCBANK,75576.0,74671.0,309415.0,307522.0
HDFCLIFE,1975.0,1910.0,103132.0,101316.0
HDIL,-0.9,340.46,15.64,1168.45
HEADSUP,-2.96,21.42,5.76,259.59
HEALTHX,-1.35,11.32,0.36,2.47
HECPROJECT,13.0,13.0,180.0,176.0
HEG,218.0,3050.0,2637.0,6591.0
HEIDELBERG,116.0,315.0,2360.0,2366.0
HEMIPROP,-12.0,0.0,1.0,2.0
HERANBA,,189.0,,1756.0
HERITGFOOD,127.0,275.0,4588.0,4415.0
HEROMOTOCO,5597.0,5268.0,50250.0,46830.0
HESTERBIO,59.0,52.0,301.0,292.0
HEXAGON,,38.0,,319.0
HEXATRADEX,-2.74,9.64,0.02,35.62
HEXT,785.0,784.0,7870.0,7389.0
HFCL,474.0,310.0,5346.0,4528.0
HGINFRA,292.0,577.0,4865.0,6052.0
HGM,3.59,62.5,52.95,56.76
HGS,-160.0,2347.0,1813.0,2142.0
HIKAL,-34.0,161.0,1735.0,2023.0
HILINFRA,26.0,32.0,789.0,600.0
HILTON,5.0,7.0,267.0,230.0
HIMATSEIDE,60.0,236.0,1839.0,2859.0
HINDALCO,13001.0,10080.0,118803.0,112553.0
HINDCOMPOS,32.0,35.0,221.0,325.0
HINDCON,4.33,6.38,69.81,81.65
HINDCOPPER,1139.0,921.0,3498.0,3078.0
HINDOILEXP,74.0,164.0,281.0,570.0
HINDPETRO,1278.0,17175.0,471166.0,441448.0
HINDUNILVR,15326.0,15427.0,63458.0,61975.0
HINDWAREAP,-41.0,19.0,328.0,557.0
HINDZINC,16933.0,13712.0,46622.0,40658.0
HIRECT,60.0,58.0,971.0,949.0
HISARMETAL,5.0,12.0,264.0,276.0
HITECH,61.0,64.0,3924.0,3443.0
HITECHCORP,11.0,37.0,642.0,588.0
HITECHGEAR,30.0,50.0,678.0,782.0
HLEGLAS,34.0,62.0,710.0,723.0
HLVLTD,5.0,194.0,207.0,698.0
HMAAGRO,152.0,137.0,7753.0,6769.0
HMT,16.0,248.0,25.0,59.0
HMVL,91.0,194.0,793.0,933.0
HNDFDS,128.0,119.0,3420.0,3276.0
HOMEFIRST,581.0,540.0,1999.0,1921.0
HONASA,235.0,191.0,2418.0,2305.0
HONAUT,551.0,525.0,4703.0,4682.0
HONDAPOWER,66.0,92.0,900.0,1246.0
HPAL,2.0,21.0,248.0,251.0
HPIL,4.0,3.0,111.0,115.0
HPL,84.0,87.0,1974.0,1858.0
HSCL,791.0,750.0,4579.0,4596.0
HTMEDIA,-117.0,214.0,1045.0,1499.0
HUBTOWN,60.0,109.0,231.0,604.0
HUDCO,4255.0,4034.0,13930.0,13294.0
HUHTAMAKI,136.0,410.0,2610.0,2983.0
HYBRIDFIN,2.55,3.84,4.61,4.1
HYUNDAI,4870.0,5954.0,68831.0,68991.0
IBULLSLTD,-13.0,413.0,136.0,116.0
ICDSLTD,0.02,7.11,1.49,6.72
ICEMAKE,11.0,27.0,732.0,667.0
ICICIAMC,3486.0,3298.0,6040.0,5999.0
ICICIBANK,52183.0,50147.0,172670.0,169946.0
ICICIGI,2428.0,2772.0,27687.0,26994.0
ICICIPRULI,1684.0,1682.0,66579.0,89679.0
ICIL,171.0,339.0,3185.0,3772.0
ICRA,132.0,148.0,338.0,328.0
IDBI,9621.0,9513.0,29518.0,28997.0
IDEA,37402.0,34482.0,45018.0,44715.0
IDEAFORGE,12.0,48.0,282.0,317.0
IDFCFIRSTB,2249.0,2957.0,41958.0,40549.0
IEX,487.0,474.0,624.0,608.0
IFBAGRO,64.0,61.0,1509.0,1404.0
IFBIND,146.0,133.0,5666.0,5443.0
IFCI,53.0,522.0,844.0,3839.0
IFGLEXPOR,40.0,65.0,1131.0,1109.0
IGARASHI,16.0,95.0,912.0,866.0
IGCL,38.0,39.0,653.0,676.0
IGIL,599.0,721.0,1070.0,1252.0
IGL,1194.0,1748.0,16837.0,16167.0
IGPL,102.0,267.0,2073.0,2352.0
IIFL,1488.0,1154.0,8342.0,7464.0
IIFLCAPS,561.0,603.0,2123.0,2156.0
IITL,-5.44,51.0,-5.82,37.49
IKIO,16.0,29.0,176.0,241.0
IKS,616.0,567.0,1647.0,1491.0
IL&FSENGG,10.0,7.0,184.0,2360.0
IL&FSTRANS,,325.0,,4382.0
IMAGICAA,30.0,541.0,384.0,410.0
IMFA,524.0,508.0,3145.0,2826.0
IMPAL,98.0,97.0,875.0,837.0
IMPEXFERRO,-6.33,-6.43,0.0,505.57
INA,3.78,7.18,79.82,258.66
INCREDIBLE,12.0,12.0,834.0,840.0
INDBANK,7.37,9.0,25.32,26.57
INDGN,227.0,212.0,1306.0,1221.0
INDHOTEL,2105.0,2012.0,5567.0,5380.0
INDIACEM,78.0,222.0,4479.0,5628.0
INDIAGLYCO,306.0,285.0,4299.0,4211.0
INDIAMART,535.0,607.0,1472.0,1443.0
INDIANB,12456.0,12156.0,69258.0,67451.0
INDIANCARD,6.19,191.34,34.62,67.84
INDIANHUME,143.0,558.0,1301.0,1792.0
INDIASHLTR,529.0,505.0,1601.0,1530.0
INDIGO,-5045.0,8168.0,89050.0,84962.0
INDIGOPNTS,161.0,149.0,1385.0,1330.0
INDIQUBE,-93.0,-16.0,1564.0,1451.0
INDNIPPON,115.0,111.0,1148.0,1068.0
INDOAMIN,85.0,80.0,1214.0,1118.0
INDOBORAX,56.0,50.0,232.0,215.0
INDOCO,105.0,155.0,1701.0,1791.0
INDOFARM,22.0,23.0,433.0,420.0
INDOMIM,,478.0,,2795.0
INDORAMA,111.0,268.0,4152.0,4519.0
INDOSTAR,-394.0,255.0,1413.0,1540.0
INDOTECH,99.0,93.0,846.0,782.0
INDOTHAI,70.0,67.0,110.0,103.0
INDOUS,11.0,16.0,113.0,110.0
INDOWIND,0.28,5.38,29.86,31.89
INDPRUD,22.0,20.0,23.0,22.0
INDRAMEDCO,188.0,184.0,1524.0,1483.0
INDSWFTLAB,59.0,536.0,662.0,1673.0
INDTERRAIN,0.0,33.0,391.0,501.0
INDUSINDBK,1252.0,8950.0,45297.0,48668.0
INDUSTOWER,7146.0,9922.0,32867.0,32493.0
INFOBEAN,67.0,67.0,413.0,381.0
INFOMEDIA,-2.9,-2.65,0.0,0.0
INFY,30346.0,29211.0,153501.0,148819.0
INGERRAND,268.0,268.0,1457.0,1392.0
INNOVACAP,95.0,89.0,1412.0,1299.0
INNOVANA,29.0,32.0,44.0,49.0
INNOVISION,18.0,38.0,1020.0,979.0
INOXGREEN,59.0,52.0,228.0,592.0
INOXINDIA,248.0,252.0,1587.0,1557.0
INOXWIND,532.0,547.0,3924.0,3896.0
INSECTICID,120.0,140.0,2069.0,2144.0
INSPIRISYS,37.0,51.0,488.0,478.0
INTELLECT,198.0,207.0,1739.0,1679.0
INTENTECH,-22.0,16.0,88.0,127.0
INTERARCH,134.0,135.0,1977.0,1898.0
INTLCONV,136.0,76.0,208.0,208.0
INVENTURE,-1.53,7.68,37.35,299.13
INVPRECQ,15.0,12.0,196.0,188.0
IOB,5756.0,5208.0,33288.0,31896.0
IOC,28452.0,39619.0,853623.0,839472.0
IOLCP,168.0,445.0,2524.0,2319.0
IONEXCHANG,103.0,214.0,2797.0,2679.0
IPCALAB,1244.0,1141.0,7709.0,7289.0
IPL,110.0,158.0,1034.0,1057.0
IRB,1126.0,5614.0,4563.0,5063.0
IRCON,631.0,863.0,8615.0,11950.0
IRCTC,1393.0,1393.0,5425.0,5215.0
IREDA,1964.0,1873.0,8610.0,8309.0
IRFC,7191.0,7009.0,28630.0,27285.0
IRIS,120.0,120.0,130.0,123.0
IRISDOREME,18.0,16.0,201.0,191.0
IRMENERGY,77.0,114.0,1130.0,1067.0
ISFT,1.06,39.74,12.16,31.05
ISGEC,352.0,347.0,5798.0,5229.0
ISHANCH,-7.25,12.81,98.67,101.43
ITC,18959.0,35197.0,69071.0,71984.0
ITCHOTELS,857.0,829.0,3648.0,3583.0
ITDC,84.0,84.0,530.0,565.0
ITI,324.0,293.0,2111.0,3616.0
IVALUE,98.0,93.0,926.0,1279.0
IVC,47.0,56.0,0.0,108.0
IVP,32.0,28.0,611.0,661.0
IWP,4.0,18.0,242.0,229.0
IXIGO,108.0,96.0,1229.0,1208.0
IZMO,-0.08,24.43,40.61,46.86
J&KBANK,2303.0,2363.0,13423.0,13145.0
JAGRAN,220.0,316.0,1691.0,1940.0
JAGSNPHARM,45.0,55.0,294.0,287.0
JAIBALAJI,145.0,880.0,6110.0,6414.0
JAICORPLTD,86.0,163.0,528.0,716.0
JAINREC,360.0,347.0,10403.0,9231.0
JAIPURKURT,2.0,4.0,118.0,111.0
JAMNAAUTO,246.0,250.0,2581.0,2539.0
JARO,57.0,53.0,284.0,274.0
JASH,77.0,69.0,505.0,494.0
JAYAGROGN,61.0,77.0,1166.0,1208.0
JAYBARMARU,136.0,138.0,2621.0,2551.0
JAYKAY,263.0,278.0,7.0,6.0
JAYNECOIND,564.0,2247.0,7589.0,7132.0
JAYSREETEA,-19.0,129.0,932.0,916.0
JBMA,148.0,157.0,5523.0,5402.0
JETFREIGHT,8.0,7.0,504.0,457.0
JGCHEM,24.0,25.0,314.0,335.0
JHS,-2.0,28.0,109.0,138.0
JINDALPHOT,11.0,156.0,20.0,161.0
JINDALPOLY,,1741.0,,5869.0
JINDALSAW,530.0,1874.0,15041.0,17962.0
JINDALSTEL,2536.0,8283.0,56878.0,54215.0
JINDRILL,169.0,173.0,1018.0,997.0
JINDWORLD,68.0,114.0,2310.0,2584.0
JIOFIN,715.0,681.0,1034.0,949.0
JISLDVREQS,,,,
JISLJALEQS,3.0,281.0,3313.0,4402.0
JITFINFRA,0.21,2.04,3.64,3.64
JKCEMENT,992.0,1033.0,13621.0,12945.0
JKIL,379.0,390.0,5723.0,5694.0
JKIPL,12.0,19.0,327.0,313.0
JKLAKSHMI,385.0,488.0,6926.0,6788.0
JKPAPER,267.0,902.0,6488.0,6632.0
JKTYRE,666.0,748.0,15083.0,14613.0
JLHL,185.0,191.0,1248.0,1198.0
JMA,26.0,25.0,500.0,481.0
JMFINANCIL,562.0,693.0,672.0,1200.0
JNKINDIA,77.0,65.0,820.0,756.0
JNPR,,61.0,,324.0
JOCIL,8.0,18.0,1027.0,1044.0
JPOLYINVST,886.0,885.0,1037.0,1037.0
JPPOWER,633.0,811.0,5756.0,6763.0
JSFB,380.0,670.0,5637.0,5353.0
JSL,2807.0,2843.0,43016.0,42680.0
JSLL,237.0,222.0,851.0,801.0
JSWCEMENT,745.0,324.0,6288.0,5984.0
JSWDULUX,1962.0,1918.0,3578.0,4069.0
JSWENERGY,885.0,1221.0,3215.0,6302.0
JSWHL,123.0,300.0,184.0,407.0
JSWINFRA,170.0,391.0,624.0,601.0
JSWSTEEL,7232.0,16702.0,136770.0,135180.0
JTEKTINDIA,72.0,107.0,2818.0,2666.0
JTLIND,101.0,113.0,1830.0,2039.0
JUBLCPL,131.0,128.0,1942.0,1795.0
JUBLFOOD,230.0,438.0,7021.0,6856.0
JUBLINGREA,335.0,452.0,4418.0,4860.0
JUBLPHARMA,65.0,321.0,271.0,3439.0
JUNIPER,171.0,147.0,945.0,916.0
JUSTDIAL,504.0,584.0,1243.0,1214.0
JWL,188.0,373.0,2747.0,3871.0
JYOTHYLAB,284.0,371.0,2966.0,2944.0
JYOTICNC,407.0,391.0,2086.0,1949.0
JYOTISTRUC,64.0,56.0,846.0,2782.0
KABRAEXTRU,3.0,38.0,490.0,670.0
KAJARIACER,513.0,457.0,4557.0,4374.0
KAKATCEM,-27.0,29.0,71.0,220.0
KALAMANDIR,137.0,141.0,1650.0,1654.0
KALPATARU,-5.0,82.0,209.0,678.0
KALYANI,3.0,3.0,577.0,587.0
KALYANIFRG,12.0,9.0,237.0,286.0
KALYANKJIL,1350.0,1285.0,33910.0,31027.0
KAMAHOLD,131.0,309.0,135.0,319.0
KAMATHOTEL,42.0,262.0,266.0,264.0
KAMDHENU,86.0,78.0,781.0,1232.0
KAMOPAINTS,-0.34,0.0,0.92,8.99
KANANIIND,0.22,0.93,0.0,85.64
KANCHI,8.0,63.0,153.0,251.0
KANORICHEM,65.0,34.0,1119.0,875.0
KANPRPLA,43.0,37.0,739.0,716.0
KANSAINER,631.0,1183.0,7951.0,7739.0
KAPSTON,30.0,28.0,860.0,830.0
KARMAENG,0.89,5.89,9.9,35.88
KARURVYSYA,2745.0,2510.0,11555.0,11074.0
KAUSHALYA,-0.73,22.53,0.9,5.68
KAVDEFENCE,-1.64,32.17,2.68,14.77
KAYA,-97.0,15.0,230.0,222.0
KAYNES,277.0,254.0,2230.0,2128.0
KCP,118.0,153.0,1555.0,1695.0
KCPSUGIND,25.0,56.0,209.0,407.0
KDDL,84.0,220.0,540.0,496.0
KEC,392.0,646.0,18915.0,19178.0
KECL,4.0,58.0,561.0,589.0
KEEPLEARN,-1.17,1.27,7.29,9.98
KEI,997.0,918.0,12343.0,11748.0
