Symbol,Company Name,Sector,Industry,Market Cap,Net Profit (Cr),ROCE (%),ROE (%),Debt to Equity,Latest Quarter Profit (Cr),Last 3Q Avg Profit (Cr),Public Holding (%),Is Bank/Finance,Is PSU,Passes Criteria,Screening Date
SIMPLEXINF,Simplex Infrastructures Limited,Industrials,Engineering & Construction,19799146496,11.58,0.04,8.07,1.9659,8.51,19.76,53.25,False,False,False,2026-01-08
IPL,India Pesticides Limited,Basic Materials,Agricultural Inputs,19793117184,82.18,6.85,11.35,0.0498,31.6,23.72,22.02,False,False,False,2026-01-08
RHETAN,Rhetan TMT Limited,Basic Materials,Steel,19762499584,3.1,0.32,3.84,0.4166,2.87,1.17,11.84,False,False,False,2026-01-08
TASTYBITE,Tasty Bite Eatables Limited,Consumer Defensive,Packaged Foods,19758200832,25.61,6.54,10.21,0.2074,3.62,9.14,19.31,False,False,False,2026-01-08
JINDALPOLY,Jindal Poly Films Limited,Consumer Cyclical,Packaging & Containers,19648751616,109.79,0.26,-3.1,0.8448,12.79,73.33,16.73,False,False,False,2026-01-08
INSECTICID,Insecticides (India) Limited,Basic Materials,Agricultural Inputs,19530467328,142.02,6.64,12.79,0.2048,59.11,29.79,27.7,False,False,False,2026-01-08
DOLLAR,Dollar Industries Limited,Consumer Cyclical,Apparel Manufacturing,19377061888,91.04,6.78,12.43,0.3749,35.17,23.51,38.54,False,False,False,2026-01-08
BLISSGVS,Bliss GVS Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,19285704704,84.3,4.26,10.41,0.0449,27.25,27.46,39.65,False,False,False,2026-01-08
MMFL,M M Forgings Limited,Industrials,Metal Fabrication,19227574272,121.86,4.68,10.75,1.4039,16.57,26.34,38.98,False,False,False,2026-01-08
NITCO,NITCO Limited,Industrials,Building Products & Equipment,19209093120,741.15,2.94,0.0,1.0139,1.0,236.85,88.85,False,False,False,2026-01-08
WAAREEINDO,Indosolar Limited,Technology,Solar,19198023680,54.78,38.58,220.38,0.0152,116.79,19.92,22.36,False,False,False,2026-01-08
RAMCOSYS,Ramco Systems Limited,Technology,Software - Application,19192317952,34.25,4.12,2.7,0.1486,12.59,5.47,36.73,False,False,False,2026-01-08
MUKANDLTD,Mukand Limited,Basic Materials,Steel,19146688512,75.89,3.53,6.87,1.8915,9.88,18.27,20.8,False,False,False,2026-01-08
STOVEKRAFT,Stove Kraft Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",19131301888,38.51,4.54,9.54,0.5258,21.36,8.01,35.14,False,False,False,2026-01-08
DIGITIDE,Digitide Solutions Limited,Industrials,Specialty Business Services,18982113280,0.0,0.0,0.0,0.4642,1.78,23.53,36.47,False,False,False,2026-01-08
KALAMANDIR,Sai Silks (Kalamandir) Limited,Consumer Cyclical,Apparel Retail,18968360960,85.39,7.61,11.47,0.2532,30.06,27.77,39.03,False,False,False,2026-01-08
NDRAUTO,NDR Auto Components Limited,Consumer Cyclical,Auto Parts,18959265792,53.26,8.26,19.22,0.1567,14.85,14.46,25.04,False,False,False,2026-01-08
INDNIPPON,India Nippon Electricals Limited,Consumer Cyclical,Auto Parts,18912874496,82.28,5.55,12.33,0.0021,23.2,22.06,29.08,False,False,False,2026-01-08
LANDMARK,Landmark Cars Limited,Consumer Cyclical,Auto & Truck Dealerships,18874406912,15.93,3.37,4.05,1.6657,1.19,6.56,44.59,False,False,False,2026-01-08
SMCGLOBAL,SMC Global Securities Limited,Financial Services,Capital Markets,18807908352,145.69,1.89,8.09,1.6213,29.74,23.69,24.2,True,False,False,2026-01-08
THEJO,Thejo Engineering Limited,Industrials,Specialty Industrial Machinery,18779701248,49.89,10.03,16.97,0.1129,15.1,12.6,52.69,False,False,False,2026-01-08
ADOR,Ador Welding Limited,Industrials,Specialty Industrial Machinery,18777638912,60.05,6.44,11.3,0.004,3.95,13.4,35.66,False,False,False,2026-01-08
APCOTEXIND,Apcotex Industries Limited,Basic Materials,Specialty Chemicals,18657110016,54.06,6.55,12.95,0.2328,25.3,15.82,51.97,False,False,False,2026-01-08
STYLEBAAZA,Baazar Style Retail Limited,Consumer Cyclical,Apparel Retail,18620760064,14.66,4.73,18.54,1.9082,51.49,12.96,32.75,False,False,False,2026-01-08
NIBE,Nibe Limited,Industrials,Conglomerates,18616825856,26.73,0.0,0.0,0.3152,8.44,3.87,41.47,False,False,False,2026-01-08
SEPC,SEPC Limited,Industrials,Engineering & Construction,18412099584,24.84,1.22,2.38,0.1936,8.3,10.34,86.51,False,False,False,2026-01-08
DELTACORP,Delta Corp Limited,Consumer Cyclical,Resorts & Casinos,18379591680,248.99,2.77,12.36,0.014,29.46,75.77,65.4,False,False,False,2026-01-08
AMRUTANJAN,Amrutanjan Health Care Limited,Healthcare,Drug Manufacturers - Specialty & Generic,18254598144,50.83,9.39,17.72,0.0056,13.96,14.24,44.88,False,False,False,2026-01-08
DIVGIITTS,Divgi TorqTransfer Systems Limited,Consumer Cyclical,Auto Parts,18222837760,24.39,1.95,5.07,0.0026,10.75,6.51,27.3,False,False,False,2026-01-08
HITECH,Hi-Tech Pipes Limited,Basic Materials,Steel,18209433600,72.95,5.17,7.62,0.2094,20.26,19.24,52.84,False,False,False,2026-01-08
PANAMAPET,Panama Petrochem Limited,Energy,Oil & Gas Refining & Marketing,18183274496,187.03,9.82,14.99,0.0233,52.99,45.13,23.94,False,False,False,2026-01-08
MOBIKWIK,MOBIKWIK,Technology,Software - Infrastructure,18060767232,121.53,0.4,-53.42,0.6522,28.62,51.08,61.29,False,False,False,2026-01-08
PIXTRANS,PIX Transmissions Limited,Industrials,Specialty Industrial Machinery,17998888960,112.88,10.27,16.19,0.0466,23.54,24.25,31.31,False,False,False,2026-01-08
GENESYS,Genesys International Corporation Limited,Technology,Software - Application,17975810048,56.22,7.03,9.82,0.2142,12.0,15.58,49.14,False,True,False,2026-01-08
STALLION,STALLION,Basic Materials,Specialty Chemicals,17936234496,32.33,13.09,19.83,0.0037,0.0,0.0,31.42,False,False,False,2026-01-08
ASALCBR,Associated Alcohols & Breweries Limited,Consumer Defensive,Beverages - Wineries & Distilleries,17736300544,81.42,10.1,16.56,0.1275,14.01,24.02,26.77,False,False,False,2026-01-08
DOLPHIN,Dolphin Offshore Enterprises (India) Limited,Energy,Oil & Gas Equipment & Services,17722028032,46.48,8.26,19.45,0.641,15.61,12.45,15.22,False,False,False,2026-01-08
RICOAUTO,Rico Auto Industries Limited,Consumer Cyclical,Auto Parts,17700044800,21.4,3.35,5.89,0.9135,17.35,8.54,51.31,False,False,False,2026-01-08
NITINSPIN,Nitin Spinners Limited,Consumer Cyclical,Textile Manufacturing,17649956864,175.43,7.23,12.9,0.6686,34.79,44.04,43.2,False,False,False,2026-01-08
SPAL,S.P. Apparels Limited,Consumer Cyclical,Apparel Manufacturing,17643335680,95.1,7.63,13.12,0.4539,34.7,25.26,36.7,False,False,False,2026-01-08
ORIENTTECH,ORIENTTECH,Technology,Information Technology Services,17488697344,50.44,7.43,15.15,0.0613,14.17,12.04,43.8,False,False,False,2026-01-08
TIL,TIL Limited,Industrials,Farm & Heavy Construction Machinery,17463060480,2.86,0.0,0.0,3.7913,7.73,6.56,19.54,False,False,False,2026-01-08
COSMOFIRST,Cosmo First Limited,Consumer Cyclical,Packaging & Containers,17447487488,133.37,3.21,9.85,1.1098,46.69,33.18,53.67,False,False,False,2026-01-08
SULA,Sula Vineyards Limited,Consumer Defensive,Beverages - Wineries & Distilleries,17424840704,70.2,5.3,8.85,0.7071,6.02,14.34,68.86,False,False,False,2026-01-08
SERVOTECH,Servotech Renewable Power System Limited,Industrials,Electrical Equipment & Parts,17227456512,32.74,5.26,9.77,0.5637,1.33,7.4,54.61,False,False,False,2026-01-08
SPECTRUM,SPECTRUM,Industrials,Electrical Equipment & Parts,17091943424,25.61,8.65,15.08,0.7609,7.75,5.0,17.67,False,False,False,2026-01-08
GARUDA,GARUDA,Industrials,Engineering & Construction,17090838528,49.8,0.0,0.0,0.0002,28.0,13.18,26.16,False,False,False,2026-01-08
TALBROAUTO,Talbros Automotive Components Limited,Consumer Cyclical,Auto Parts,17067283456,94.43,6.58,14.99,0.1263,23.1,24.2,38.11,False,False,False,2026-01-08
ARMANFIN,Arman Financial Services Limited,Financial Services,Credit Services,16942462976,52.07,-0.05,-0.12,1.3729,7.99,11.54,55.92,True,False,False,2026-01-08
BLSE,BLSE,Industrials,Specialty Business Services,16864781312,52.56,6.63,13.28,0.0136,15.43,13.65,24.72,False,False,False,2026-01-08
VIDHIING,Vidhi Specialty Food Ingredients Limited,Basic Materials,Specialty Chemicals,16840994816,43.4,11.21,16.01,0.1951,10.56,12.44,32.13,False,False,False,2026-01-08
SANGHIIND,Sanghi Industries Limited,Basic Materials,Building Materials,16744691712,498.37,-3.0,-65.2,5.9298,116.55,96.42,23.6,False,False,False,2026-01-08
ASIANTILES,Asian Granito India Limited,Industrials,Building Products & Equipment,16704480256,27.54,1.62,3.26,0.2009,16.29,8.89,70.04,False,False,False,2026-01-08
SANSTAR,SANSTAR,Basic Materials,Chemicals,16648012800,43.8,0.59,3.01,0.034,0.63,6.6,32.87,False,False,False,2026-01-08
SOMANYCERA,Somany Ceramics Limited,Industrials,Building Products & Equipment,16606938112,60.07,3.7,5.6,0.3797,14.99,13.67,31.61,False,False,False,2026-01-08
BETA,BETA,Healthcare,Drug Manufacturers - Specialty & Generic,16513681408,42.42,9.91,20.85,0.6595,0.0,0.0,16.63,False,False,False,2026-01-08
IFBAGRO,IFB Agro Industries Limited,Consumer Defensive,Beverages - Wineries & Distilleries,16486781952,22.34,4.97,8.47,0.1362,22.7,9.7,18.55,False,False,False,2026-01-08
NELCO,Nelco Limited,Technology,Communication Equipment,16474884096,9.53,2.63,3.36,0.5595,1.8,4.38,41.6,False,False,False,2026-01-08
SATIN,Satin Creditcare Network Limited,Financial Services,Credit Services,16457507840,186.13,1.12,5.21,3.6778,45.1,26.95,49.45,True,False,False,2026-01-08
INDOTECH,Indo Tech Transformers Limited,Industrials,Electrical Equipment & Parts,16450810880,63.88,12.97,29.8,0.0362,24.78,19.81,18.86,False,False,False,2026-01-08
ALLTIME,ALLTIME,Consumer Defensive,Household & Personal Products,16373668864,47.29,0.0,0.0,0.2235,4.09,12.81,25.39,False,False,False,2026-01-08
VINDHYATEL,Vindhya Telelinks Limited,Industrials,Engineering & Construction,16350409728,202.84,2.17,6.36,0.3294,59.12,69.22,43.19,False,False,False,2026-01-08
DCW,DCW Limited,Basic Materials,Chemicals,16158047232,30.28,3.65,4.77,0.3594,13.81,12.06,50.73,False,False,False,2026-01-08
DOLATALGO,Dolat Algotech Limited,Financial Services,Capital Markets,16102239232,215.44,8.95,12.21,0.1869,4.51,38.62,24.82,True,False,False,2026-01-08
SPIC,Southern Petrochemical Industries Corporation Limited,Basic Materials,Agricultural Inputs,16061114368,155.62,7.1,15.18,0.3452,61.22,41.54,50.95,False,False,False,2026-01-08
WINDLAS,Windlas Biotech Limited,Healthcare,Drug Manufacturers - Specialty & Generic,16029278208,60.99,6.03,13.39,0.0584,17.8,16.51,36.09,False,False,False,2026-01-08
SALASAR,Salasar Techno Engineering Limited,Basic Materials,Steel,15976266752,19.1,4.15,3.13,0.4299,15.78,11.21,50.35,False,False,False,2026-01-08
JINDRILL,Jindal Drilling & Industries Limited,Energy,Oil & Gas Equipment & Services,15967218688,215.9,6.3,20.81,0.0654,132.52,67.89,30.39,False,False,False,2026-01-08
JINDALPHOT,Jindal Photo Limited,Financial Services,Asset Management,15850890240,225.94,0.42,9.05,0.0586,47.44,35.4,13.92,True,False,False,2026-01-08
GNA,G N A Axles Limited,Consumer Cyclical,Auto Parts,15777069056,107.09,6.46,11.73,0.2425,31.19,24.6,31.49,False,False,False,2026-01-08
DYCL,Dynamic Cables Limited,Industrials,Electrical Equipment & Parts,15758750720,64.82,11.36,20.73,0.1885,18.21,17.74,30.5,False,False,False,2026-01-08
LGHL,LGHL,Consumer Cyclical,Luxury Goods,15606336512,10.56,9.29,16.7,1.2905,3.76,2.5,25.08,False,False,False,2026-01-08
DEEDEV,DEEDEV,Industrials,Metal Fabrication,15603646464,436.33,3.9,6.07,0.6986,17.86,189.64,30.03,False,False,False,2026-01-08
MOL,Meghmani Organics Limited,Basic Materials,Agricultural Inputs,15599633408,10.6,2.08,2.61,0.546,11.55,12.3,49.66,False,False,False,2026-01-08
GANDHAR,Gandhar Oil Refinery (India) Limited,Energy,Oil & Gas Refining & Marketing,15518799872,80.03,4.55,7.57,0.2467,36.06,19.08,32.29,False,False,False,2026-01-08
SURYODAY,Suryoday Small Finance Bank Limited,Financial Services,Banks - Regional,15410962432,114.96,0.43,3.33,0.0,35.28,37.49,59.44,True,False,False,2026-01-08
SYSTMTXC,Systematix Corporate Services Limited,Financial Services,Capital Markets,15310007296,45.76,12.26,18.79,0.0628,14.48,10.78,9.28,True,False,False,2026-01-08
JAGRAN,Jagran Prakashan Limited,Communication Services,Publishing,15283683328,130.93,4.19,6.53,0.0956,58.63,48.54,31.01,False,False,False,2026-01-08
EXICOM,Exicom Tele-Systems Limited,Industrials,Electrical Equipment & Parts,15276572672,110.03,-7.56,-35.74,0.7831,68.81,64.79,23.4,False,False,False,2026-01-08
SHANTIGOLD,SHANTIGOLD,Consumer Cyclical,Luxury Goods,15239652352,55.84,0.0,0.0,0.3402,43.82,9.25,19.72,False,False,False,2026-01-08
BFINVEST,BF Investment Limited,Financial Services,Asset Management,15225255936,222.29,0.42,1.09,0.0,39.95,16.25,17.15,True,False,False,2026-01-08
WENDT,Wendt (India) Limited,Industrials,Tools & Accessories,15219999744,39.48,6.98,11.54,0.0012,3.78,10.6,58.02,False,False,False,2026-01-08
HUHTAMAKI,Huhtamaki India Limited,Consumer Cyclical,Packaging & Containers,15208607744,64.23,0.0,0.0,0.1213,24.94,16.64,28.77,False,False,False,2026-01-08
PRECAM,Precision Camshafts Limited,Consumer Cyclical,Auto Parts,15186335744,54.11,0.63,8.4,0.0802,13.16,21.87,21.43,False,False,False,2026-01-08
EXPLEOSOL,Expleo Solutions Limited,Technology,Information Technology Services,15161758720,103.24,8.89,15.14,0.0287,39.76,21.43,28.86,False,False,False,2026-01-08
DAMCAPITAL,DAMCAPITAL,Financial Services,Capital Markets,15056117760,103.78,0.0,0.0,0.0128,52.15,20.08,58.78,True,False,False,2026-01-08
DEN,DEN Networks Limited,Communication Services,Entertainment,15022894080,200.06,-0.0,5.22,0.0057,54.22,51.52,24.82,False,False,False,2026-01-08
UNITECH,Unitech Limited,Real Estate,Real Estate - Diversified,15005743104,2593.47,1.2,0.0,0.0,571.87,492.96,83.57,False,False,False,2026-01-08
GTLINFRA,GTL Infrastructure Limited,Technology,Communication Equipment,14986659840,875.15,2.45,0.0,0.0,193.47,230.49,96.59,False,False,False,2026-01-08
MAHASTEEL,Mahamaya Steel Industries Limited,Basic Materials,Steel,14889679872,7.6,0.0,0.0,0.4037,1.88,2.75,22.84,False,False,False,2026-01-08
MEGASOFT,Megasoft Limited,Healthcare,Drug Manufacturers - Specialty & Generic,14826302464,29.94,26.26,64.13,0.0138,0.56,48.95,52.5,False,False,False,2026-01-08
ASTEC,Astec LifeSciences Limited,Basic Materials,Agricultural Inputs,14812848128,134.75,-4.45,-32.27,0.8861,33.04,31.68,22.14,False,False,False,2026-01-08
GODAVARIB,GODAVARIB,Basic Materials,Chemicals,14805209088,23.41,4.36,3.57,0.6793,41.59,31.24,26.76,False,False,False,2026-01-08
RAMASTEEL,Rama Steel Tubes Limited,Basic Materials,Steel,14773449728,22.76,1.95,4.35,0.2644,1.39,5.89,55.29,False,False,False,2026-01-08
SESHAPAPER,Seshasayee Paper and Boards Limited,Basic Materials,Paper & Paper Products,14746456064,109.17,0.86,4.1,0.0381,15.43,24.06,39.29,False,False,False,2026-01-08
MCLOUD,Magellanic Cloud Limited,Technology,Information Technology Services,14577498112,102.69,11.26,20.71,0.4679,27.83,26.47,26.46,False,False,False,2026-01-08
NAVKARCORP,Navkar Corporation Limited,Industrials,Integrated Freight & Logistics,14555204608,45.3,-0.5,-1.19,0.0914,2.45,10.74,29.48,False,False,False,2026-01-08
PNBGILTS,PNB Gilts Ltd.,Financial Services,Capital Markets,14503415808,233.03,0.71,11.51,15.6047,160.07,66.61,23.93,True,True,False,2026-01-08
ONEPOINT,One Point One Solutions Limited,Industrials,Specialty Business Services,14495092736,33.16,3.98,9.13,0.125,9.85,8.52,48.31,False,False,False,2026-01-08
RISHABH,Rishabh Instruments Limited,Technology,Scientific & Technical Instruments,14491043840,22.64,4.2,8.73,0.15,22.15,11.52,28.45,False,False,False,2026-01-08
SHRIRAMPPS,Shriram Properties Limited,Real Estate,Real Estate - Development,14490314752,77.2,0.79,6.69,0.5086,8.57,27.11,50.36,False,False,False,2026-01-08
IFGLEXPOR,IFGL Refractories Limited,Basic Materials,Building Materials,14471057408,42.98,2.96,2.65,0.1905,12.69,7.14,23.92,False,False,False,2026-01-08
MASTERTR,Master Trust Limited,Financial Services,Capital Markets,14391299072,131.23,0.0,0.0,0.0,31.4,28.93,7.03,True,False,False,2026-01-08
DLINKINDIA,D-Link (India) Limited,Technology,Communication Equipment,14349284352,104.26,10.9,22.74,0.0235,25.38,26.1,31.74,False,False,False,2026-01-08
IVALUE,iValue Infosolutions Limited,Technology,Information Technology Services,14246318080,85.58,0.0,0.0,0.1984,29.63,19.19,34.97,False,False,False,2026-01-08
TTKHLTCARE,TTK Healthcare Limited,Healthcare,Drug Manufacturers - General,14226064384,81.66,0.93,6.24,0.0247,13.0,16.69,23.02,False,False,False,2026-01-08
SUMEETINDS,Sumeet Industries Limited,Consumer Cyclical,Textile Manufacturing,14195003392,170.26,3.03,721.82,0.4826,9.86,57.61,4.72,False,False,False,2026-01-08
AWHCL,Antony Waste Handling Cell Limited,Industrials,Waste Management,14073771008,85.36,5.18,12.91,0.5479,13.65,24.52,43.09,False,False,False,2026-01-08
SURAKSHA,SURAKSHA,Healthcare,Diagnostics & Research,13996703744,31.82,8.82,14.62,0.513,8.99,7.65,31.95,False,False,False,2026-01-08
HITECHGEAR,The Hi-Tech Gears Limited,Consumer Cyclical,Auto Parts,13992815616,40.36,3.58,5.79,0.3623,6.01,7.53,23.4,False,False,False,2026-01-08
YASHO,Yasho Industries Limited,Basic Materials,Specialty Chemicals,13988399104,6.11,3.85,3.51,1.3832,4.86,3.17,26.96,False,False,False,2026-01-08
MOTISONS,MOTISONS,Consumer Cyclical,Luxury Goods,13976824832,43.17,10.0,14.2,0.1239,21.43,11.49,31.2,False,False,False,2026-01-08
HMAAGRO,HMA Agro Industries Limited,Consumer Defensive,Packaged Foods,13976483840,86.78,3.76,14.91,0.7083,0.8,28.48,17.52,False,False,False,2026-01-08
ARIHANTSUP,Arihant Superstructures Limited,Real Estate,Real Estate - Development,13950284800,54.68,5.17,16.22,1.9785,6.11,17.23,35.24,False,False,False,2026-01-08
OMAXE,Omaxe Limited,Real Estate,Real Estate - Development,13909403648,686.0,-2.52,0.0,0.0,166.61,161.55,21.55,False,False,False,2026-01-08
MANAKCOAT,Manaksia Coated Metals & Industries Limited,Industrials,Metal Fabrication,13891776512,15.39,6.83,15.44,0.3081,14.01,4.14,18.05,False,False,False,2026-01-08
IGARASHI,Igarashi Motors India Limited,Consumer Cyclical,Auto Parts,13847447552,24.17,2.69,3.3,0.3083,4.54,3.58,24.7,False,False,False,2026-01-08
PUNJABCHEM,Punjab Chemicals and Crop Protection Limited,Basic Materials,Chemicals,13826839552,38.93,7.32,13.91,0.3102,18.54,11.25,27.85,False,False,False,2026-01-08
GOCLCORP,GOCL Corporation Limited,Basic Materials,Specialty Chemicals,13802417152,157.21,-0.56,5.25,0.0595,14.03,446.02,25.03,False,False,False,2026-01-08
SBC,SBC Exports Limited,Industrials,Conglomerates,13766904832,13.37,4.83,27.71,2.8152,11.37,2.65,46.86,False,False,False,2026-01-08
LAXMIDENTL,LAXMIDENTL,Healthcare,Medical Instruments & Supplies,13726797824,31.77,0.0,0.0,0.0388,8.53,10.36,29.16,False,False,False,2026-01-08
HIMATSEIDE,Himatsingka Seide Limited,Consumer Cyclical,Textile Manufacturing,13703395328,76.04,3.19,4.68,1.217,42.0,14.89,57.88,False,False,False,2026-01-08
QUICKHEAL,Quick Heal Technologies Limited,Technology,Software - Application,13691977728,5.04,-2.41,-0.17,0.0,5.51,2.5,25.96,False,False,False,2026-01-08
KROSS,KROSS,Consumer Cyclical,Auto Parts,13673417728,48.03,7.67,11.56,0.1324,8.08,13.82,31.7,False,False,False,2026-01-08
BIRLANU,BirlaNu Limited,Industrials,Building Products & Equipment,13661110272,32.9,-1.36,-8.5,0.8833,42.86,20.5,54.85,False,False,False,2026-01-08
IKIO,IKIO Technologies Limited,Technology,Electronic Components,13602950144,30.91,2.06,3.61,0.102,10.03,4.2,24.13,False,False,False,2026-01-08
GPTINFRA,GPT Infraprojects Limited,Industrials,Engineering & Construction,13593039872,80.07,8.49,17.29,0.3333,21.8,23.04,30.27,False,False,False,2026-01-08
SPMLINFRA,SPML Infra Limited,Industrials,Engineering & Construction,13582229504,47.94,1.1,7.13,0.4372,15.04,11.36,47.53,False,False,False,2026-01-08
GREENPOWER,Orient Green Power Company Limited,Utilities,Utilities - Independent Power Producers,13548516352,38.81,3.71,6.63,0.4122,80.92,22.98,67.6,False,False,False,2026-01-08
HESTERBIO,Hester Biosciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,13525064704,27.49,4.85,13.4,0.6085,14.45,9.8,31.74,False,False,False,2026-01-08
SHREDIGCEM,Shree Digvijay Cement Company Limited,Basic Materials,Building Materials,13498986496,25.19,4.36,10.49,0.3912,13.79,7.87,41.61,False,False,False,2026-01-08
TINNARUBR,Tinna Rubber and Infrastructure Limited,Basic Materials,Specialty Chemicals,13402821632,48.36,10.06,20.38,0.3844,11.77,10.53,27.22,False,False,False,2026-01-08
MADRASFERT,Madras Fertilizers Limited,Basic Materials,Agricultural Inputs,13382684672,64.25,0.0,0.0,23.6406,12.95,57.04,14.8,False,False,False,2026-01-08
ESAFSFB,ESAF Small Finance Bank,Financial Services,Banks - Regional,13312694272,521.39,-2.2,-28.88,0.0,115.81,158.44,29.57,True,False,False,2026-01-08
PLATIND,Platinum Industries Limited,Basic Materials,Specialty Chemicals,13308423168,0.0,6.1,10.55,0.0635,0.0,0.0,0.0,False,False,False,2026-01-08
ANDHRAPAP,Andhra Paper Limited,Basic Materials,Paper & Paper Products,13299100672,88.91,-0.45,1.06,0.1363,20.26,13.6,22.47,False,False,False,2026-01-08
ANTELOPUS,ANTELOPUS,Energy,Oil & Gas E&P,13259725824,73.98,0.0,0.0,0.0,11.81,15.22,0.0,False,False,False,2026-01-08
ALICON,Alicon Castalloy Limited,Industrials,Metal Fabrication,13236108288,46.06,4.24,5.54,0.57,13.89,6.51,28.43,False,False,False,2026-01-08
RUPA,Rupa & Company Limited,Consumer Cyclical,Apparel Manufacturing,13150976000,83.29,4.53,7.44,0.2481,14.5,19.97,28.66,False,False,False,2026-01-08
FINKURVE,Finkurve Financial Services Limited,Financial Services,Credit Services,13106688000,17.41,3.64,7.83,1.1617,5.92,4.88,20.9,True,False,False,2026-01-08
CLSEL,Chaman Lal Setia Exports Ltd.,Consumer Defensive,Packaged Foods,13067892736,102.88,8.43,13.11,0.088,18.93,25.07,17.18,False,False,False,2026-01-08
CIFL,Capital India Finance Limited,Financial Services,Credit Services,13057984512,1.55,1.81,5.53,1.0083,44.82,1.38,3.13,True,False,False,2026-01-08
AURUM,Aurum PropTech Limited,Real Estate,Real Estate Services,13040609280,33.37,-2.66,-9.31,0.5716,9.42,7.79,40.81,False,False,False,2026-01-08
UNIECOM,UNIECOM,Technology,Software - Application,13005978624,17.68,7.44,15.16,0.0591,5.78,4.53,42.5,False,False,False,2026-01-08
JGCHEM,JGCHEM,Basic Materials,Other Industrial Metals & Mining,12986730496,64.02,9.29,13.72,0.0101,14.39,16.03,29.03,False,False,False,2026-01-08
MONTECARLO,Monte Carlo Fashions Limited,Consumer Cyclical,Apparel Manufacturing,12936808448,81.17,4.45,10.93,0.8907,16.26,41.13,49.67,False,False,False,2026-01-08
RGL,Renaissance Global Limited,Consumer Cyclical,Luxury Goods,12936004608,76.15,4.15,5.53,0.4816,19.28,18.59,29.47,False,False,False,2026-01-08
ZUARI,Zuari Agro Chemicals Limited,Basic Materials,Agricultural Inputs,12911531008,164.77,0.0,0.0,0.2849,806.16,57.79,34.61,False,False,False,2026-01-08
DSSL,Dynacons Systems & Solutions Limited,Technology,Information Technology Services,12907689984,72.39,10.51,33.93,0.6393,22.67,18.72,35.52,False,False,False,2026-01-08
TEXINFRA,Texmaco Infrastructure & Holdings Limited,Real Estate,Real Estate Services,12880280576,7.21,-0.24,-0.03,0.0201,5.95,5.27,30.45,False,False,False,2026-01-08
ADVENTHTL,Advent Hotels International Limited,Consumer Cyclical,Resorts & Casinos,12867255296,0.01,1.27,1.47,0.8009,0.0,0.0,0.01,False,True,False,2026-01-08
CENTRUM,Centrum Capital Limited,Financial Services,Financial Conglomerates,12849581056,187.48,-0.68,-8.85,3.078,40.65,28.9,32.36,True,False,False,2026-01-08
RAJOOENG,Rajoo Engineers Limited,Industrials,Specialty Industrial Machinery,12844966912,38.12,8.63,22.43,0.0521,15.02,10.89,38.21,False,False,False,2026-01-08
EKC,Everest Kanto Cylinder Limited,Industrials,Specialty Industrial Machinery,12843591680,97.93,5.46,7.88,0.1532,13.67,27.67,36.23,False,False,False,2026-01-08
ARFIN,Arfin India Limited,Basic Materials,Aluminum,12820816896,9.15,5.12,4.51,0.9277,2.45,1.55,16.63,False,False,False,2026-01-08
APOLLOPIPE,Apollo Pipes Limited,Industrials,Building Products & Equipment,12815004672,32.65,1.75,3.26,0.0786,8.14,6.72,49.05,False,False,False,2026-01-08
JNKINDIA,JNK India Limited,Industrials,Specialty Industrial Machinery,12795138048,30.2,3.06,5.94,0.0471,13.02,5.74,27.78,False,False,False,2026-01-08
PASHUPATI,Pashupati Cotspin Limited,Consumer Cyclical,Textile Manufacturing,12785828864,12.88,2.89,9.03,0.568,4.09,2.65,18.95,False,False,False,2026-01-08
BAJAJHCARE,Bajaj HealthCare Limited,Healthcare,Drug Manufacturers - Specialty & Generic,12765950976,39.5,4.39,10.98,0.4893,11.83,10.79,36.55,False,False,False,2026-01-08
SYNCOMF,Syncom Formulations (India) Limited,Healthcare,Drug Manufacturers - Specialty & Generic,12737000448,49.43,9.23,18.22,0.0018,16.6,15.48,48.22,False,False,False,2026-01-08
IMPAL,India Motor Parts & Accessories Limited,Consumer Cyclical,Auto Parts,12719616000,83.67,1.31,3.39,0.0,20.41,21.72,75.02,False,False,False,2026-01-08
BALAJITELE,Balaji Telefilms Limited,Communication Services,Entertainment,12628405248,87.08,-4.62,13.13,0.0392,4.84,37.13,31.16,False,False,False,2026-01-08
QUADFUTURE,QUADFUTURE,Industrials,Railroads,12579999744,19.68,-11.1,-23.77,0.0929,15.89,8.81,32.21,False,False,False,2026-01-08
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,12567496704,55.36,10.26,27.53,0.035,12.57,16.46,24.26,False,False,False,2026-01-08
KRISHNADEF,KRISHNADEF,Industrials,Specialty Industrial Machinery,12539948032,22.16,15.17,20.57,0.0045,0.0,0.0,43.11,False,False,False,2026-01-08
HARIOMPIPE,Hariom Pipe Industries Limited,Basic Materials,Steel,12490655744,61.73,7.62,10.82,0.6909,10.41,17.36,20.41,False,False,False,2026-01-08
ALLDIGI,Alldigi Tech Limited,Industrials,Specialty Business Services,12458855424,83.3,13.88,27.87,0.3304,14.89,17.12,23.76,False,False,False,2026-01-08
