Symbol,Date,TotalVolume,DeliveryQty,DeliveryPct
20MICRONS,2026-07-09,120012,47395,39.49
21STCENMGM,2026-07-09,690,668,96.81
360ONE,2026-07-09,1022506,696095,68.08
3BBLACKBIO,2026-07-09,4778,2790,58.39
3IINFOLTD,2026-07-09,479311,291382,60.79
3MINDIA,2026-07-09,6446,1970,30.56
3PLAND,2026-07-09,7028,6923,98.51
5PAISA,2026-07-09,39439,23654,59.98
63MOONS,2026-07-09,89043,34165,38.37
A2ZINFRA,2026-07-09,214688,173833,80.97
AAATECH,2026-07-09,11609,6054,52.15
AADHARHFC,2026-07-09,207910,100086,48.14
AAKASH,2026-07-09,72438,48987,67.63
AARNAV,2026-07-09,11840,10655,89.99
AARON,2026-07-09,6174,4585,74.26
AARTECH,2026-07-09,121653,65046,53.47
AARTIDRUGS,2026-07-09,311711,138375,44.39
AARTIIND,2026-07-09,357128,183196,51.3
AARTIPHARM,2026-07-09,127076,65542,51.58
AARTISURF,2026-07-09,9282,6651,71.65
AARVI,2026-07-09,55125,34718,62.98
AAVAS,2026-07-09,48377,24453,50.55
ABB,2026-07-09,119092,53643,45.04
ABBOTINDIA,2026-07-09,24860,17954,72.22
ABCAPITAL,2026-07-09,2934361,1078458,36.75
ABCOTS,2026-07-09,14214,5720,40.24
ABDL,2026-07-09,265076,122801,46.33
ABFRL,2026-07-09,2786009,1161065,41.67
ABINFRA,2026-07-09,2139865,321770,15.04
ABLBL,2026-07-09,408477,256870,62.88
ABMKNO,2026-07-09,3614,3524,97.51
ABREL,2026-07-09,156055,48170,30.87
ABSL10BANK,2026-07-09,475,288,60.63
ABSLAMC,2026-07-09,231867,119898,51.71
ABSLBANETF,2026-07-09,267021,243877,91.33
ABSLLIQUID,2026-07-09,5931,3508,59.15
ABSLMSCIN,2026-07-09,36841,36455,98.95
ABSLNN50ET,2026-07-09,4811,3269,67.95
ABSLPSE,2026-07-09,133301,104156,78.14
ACC,2026-07-09,108220,46749,43.2
ACCELYA,2026-07-09,6226,2670,42.88
ACE,2026-07-09,221133,111711,50.52
ACEINTEG,2026-07-09,3609,3076,85.23
ACI,2026-07-09,43252,22728,52.55
ACL,2026-07-09,23789,21792,91.61
ACMESOLAR,2026-07-09,1075278,516954,48.08
ACSTECH,2026-07-09,141570,90158,63.68
ACUTAAS,2026-07-09,486255,222184,45.69
ADANIENSOL,2026-07-09,2379388,797957,33.54
ADANIENT,2026-07-09,2609306,1092295,41.86
ADANIGREEN,2026-07-09,1672531,485221,29.01
ADANIPORTS,2026-07-09,1106782,455749,41.18
ADANIPOWER,2026-07-09,19107874,6050625,31.67
ADFFOODS,2026-07-09,251998,90464,35.9
ADL,2026-07-09,2660,2317,87.11
ADOR,2026-07-09,42198,23893,56.62
ADROITINFO,2026-07-09,5847,3630,62.08
ADSL,2026-07-09,116301,55066,47.35
ADVAIT,2026-07-09,53889,19733,36.62
ADVANCE,2026-07-09,238823,174054,72.88
ADVANIHOTR,2026-07-09,11455,7314,63.85
ADVENTHTL,2026-07-09,185476,83359,44.94
ADVENZYMES,2026-07-09,153172,79412,51.84
AEGISLOG,2026-07-09,3536762,1192091,33.71
AEGISVOPAK,2026-07-09,2398554,607282,25.32
AEPL,2026-07-09,24362,10888,44.69
AEQUS,2026-07-09,25539209,5528859,21.65
AEROENTER,2026-07-09,676166,337324,49.89
AEROFLEX,2026-07-09,2455103,521791,21.25
AERONEU,2026-07-09,42334,7277,17.19
AETHER,2026-07-09,1695025,604511,35.66
AFCONS,2026-07-09,289095,124286,42.99
AFFLE,2026-07-09,131905,71180,53.96
AFSL,2026-07-09,2562,2253,87.94
AGARIND,2026-07-09,26185,11263,43.01
AGARWALEYE,2026-07-09,132963,67633,50.87
AGI,2026-07-09,82472,48897,59.29
AGIIL,2026-07-09,2108704,397645,18.86
AGROPHOS,2026-07-09,7519,6500,86.45
AHCL,2026-07-09,2817959,1186421,42.1
