Symbol,Date,TotalVolume,DeliveryQty,DeliveryPct
20MICRONS,2026-07-06,391809,166603,42.52
21STCENMGM,2026-07-06,2925,1795,61.37
360ONE,2026-07-06,1252279,783372,62.56
3BBLACKBIO,2026-07-06,12956,4824,37.23
3IINFOLTD,2026-07-06,203290,116620,57.37
3MINDIA,2026-07-06,2986,1443,48.33
3PLAND,2026-07-06,1529,1010,66.06
5PAISA,2026-07-06,57567,26564,46.14
63MOONS,2026-07-06,511039,201418,39.41
A2ZINFRA,2026-07-06,116678,81836,70.14
AAATECH,2026-07-06,26651,18217,68.35
AADHARHFC,2026-07-06,725171,357573,49.31
AAKASH,2026-07-06,127245,77531,60.93
AARNAV,2026-07-06,20946,11464,54.73
AARON,2026-07-06,7921,5302,66.94
AARTECH,2026-07-06,1024459,428642,41.84
AARTIDRUGS,2026-07-06,88300,55594,62.96
AARTIIND,2026-07-06,1099353,454908,41.38
AARTIPHARM,2026-07-06,123344,57415,46.55
AARTISURF,2026-07-06,10475,7241,69.13
AARVI,2026-07-06,11462,7032,61.35
AAVAS,2026-07-06,60107,30370,50.53
ABB,2026-07-06,238108,85042,35.72
ABBOTINDIA,2026-07-06,28228,15009,53.17
ABCAPITAL,2026-07-06,3690816,1397976,37.88
ABCOTS,2026-07-06,9885,6104,61.75
ABDL,2026-07-06,3209094,642944,20.04
ABFRL,2026-07-06,4212350,1751507,41.58
ABGSEC,2026-07-06,361,338,93.63
ABINFRA,2026-07-06,903323,231190,25.59
ABLBL,2026-07-06,740127,471692,63.73
ABMINTLLTD,2026-07-06,45,21,46.67
ABMKNO,2026-07-06,1881,1635,86.92
ABREL,2026-07-06,111639,42700,38.25
ABSL10BANK,2026-07-06,766384,762463,99.49
ABSLAMC,2026-07-06,233115,120926,51.87
ABSLBANETF,2026-07-06,20598,8996,43.67
ABSLLIQUID,2026-07-06,24879,16046,64.5
ABSLMSCIN,2026-07-06,44256,42154,95.25
ABSLNN50ET,2026-07-06,8025,5769,71.89
ABSLPSE,2026-07-06,921767,834777,90.56
ACC,2026-07-06,118131,48949,41.44
ACCELYA,2026-07-06,6473,4442,68.62
ACE,2026-07-06,245198,102555,41.83
ACEINTEG,2026-07-06,30568,22878,74.84
ACI,2026-07-06,85572,45514,53.19
ACL,2026-07-06,44578,31417,70.48
ACMESOLAR,2026-07-06,987442,410778,41.6
ACSTECH,2026-07-06,290469,228100,78.53
ACUTAAS,2026-07-06,565586,282143,49.89
ADANIENSOL,2026-07-06,4892061,1506880,30.8
ADANIENT,2026-07-06,1978869,765699,38.69
ADANIGREEN,2026-07-06,2508984,529411,21.1
ADANIPORTS,2026-07-06,1042695,602849,57.82
ADANIPOWER,2026-07-06,52966812,20022664,37.8
ADFFOODS,2026-07-06,330572,136130,41.18
ADL,2026-07-06,147,127,86.39
ADOR,2026-07-06,21873,12445,56.9
ADROITINFO,2026-07-06,22150,16448,74.26
ADSL,2026-07-06,104655,55847,53.36
ADVAIT,2026-07-06,27757,13525,48.73
ADVANCE,2026-07-06,111895,62215,55.6
ADVANIHOTR,2026-07-06,23175,13530,58.38
ADVENTHTL,2026-07-06,8993647,737785,8.2
ADVENZYMES,2026-07-06,193399,112792,58.32
AEGISLOG,2026-07-06,3517607,443263,12.6
AEGISVOPAK,2026-07-06,11087829,1544614,13.93
AEPL,2026-07-06,9714,6377,65.65
AEQUS,2026-07-06,7574322,1928819,25.47
AEROENTER,2026-07-06,599960,235280,39.22
AEROFLEX,2026-07-06,845462,325600,38.51
AERONEU,2026-07-06,73714,31188,42.31
AETHER,2026-07-06,369720,166886,45.14
AFCONS,2026-07-06,369030,159760,43.29
AFFLE,2026-07-06,101511,50716,49.96
AFSL,2026-07-06,590,318,53.9
AGARIND,2026-07-06,23609,13553,57.41
AGARWALEYE,2026-07-06,136155,55706,40.91
AGI,2026-07-06,49386,26559,53.78
AGIIL,2026-07-06,2575138,324050,12.58
AGROPHOS,2026-07-06,21475,13342,62.13
AHCL,2026-07-06,4134166,2558262,61.88
AHLADA,2026-07-06,2277,1159,50.9
AHLEAST,2026-07-06,18072,17575,97.25
AHLUCONT,2026-07-06,57683,38921,67.47
AIAENG,2026-07-06,69885,31550,45.15
AIIL,2026-07-06,106894,57021,53.34
AIRAN,2026-07-06,86853,67629,77.87
AIROLAM,2026-07-06,1299,931,71.67
AJANTPHARM,2026-07-06,160205,72033,44.96
AJAXENGG,2026-07-06,27920,13299,47.63
AJMERA,2026-07-06,278707,132489,47.54
AJOONI,2026-07-06,529168,304050,57.46
AKASH,2026-07-06,9295,6622,71.24
AKCAPIT,2026-07-06,3329,3109,93.39
AKG,2026-07-06,22110,16990,76.84
AKI,2026-07-06,22939,13677,59.62
AKSHAR,2026-07-06,700114,445510,63.63
AKUMS,2026-07-06,144528,82980,57.41
ALANKIT,2026-07-06,218086,176816,81.08
ALBERTDAVD,2026-07-06,1189,657,55.26
ALEMBICLTD,2026-07-06,127762,66746,52.24
ALGOQUANT,2026-07-06,1040473,208617,20.05
ALICON,2026-07-06,6209,4246,68.38
ALIVUS,2026-07-06,44300,22418,50.6
ALKEM,2026-07-06,99065,55451,55.97
ALKYLAMINE,2026-07-06,25368,10554,41.6
ALLCARGO,2026-07-06,4260314,2270535,53.3
ALLDIGI,2026-07-06,3683,2619,71.11
ALLTIME,2026-07-06,67617,25130,37.17
ALMONDZ,2026-07-06,36791,26501,72.03
ALOKINDS,2026-07-06,2606409,1625436,62.36
ALPA,2026-07-06,5187,2706,52.17
ALPHA,2026-07-06,1235196,853685,69.11
ALPHAETF,2026-07-06,1546433,919397,59.45
ALPHAGEO,2026-07-06,1576,985,62.5
ALPL30IETF,2026-07-06,511639,341222,66.69
AMAGI,2026-07-06,89544,40590,45.33
AMBALALSA,2026-07-06,32621,19131,58.65
AMBER,2026-07-06,212551,75036,35.3
AMBICAAGAR,2026-07-06,1516,933,61.54
AMBIKCO,2026-07-06,5475,3505,64.02
AMBUJACEM,2026-07-06,2292569,1198232,52.27
AMDIND,2026-07-06,12867,9362,72.76
AMIRCHAND,2026-07-06,1887048,1146698,60.77
AMJLAND,2026-07-06,5517,4560,82.65
AMNPLST,2026-07-06,17753,11333,63.84
AMRUTANJAN,2026-07-06,359825,230695,64.11
ANANDRATHI,2026-07-06,627104,344942,55.01
ANANTRAJ,2026-07-06,1983441,840384,42.37
ANDHRAPAP,2026-07-06,62233,41902,67.33
ANDHRSUGAR,2026-07-06,9163592,912370,9.96
ANGELONE,2026-07-06,5928183,2420886,40.84
ANMOL,2026-07-06,36218,23762,65.61
ANTELOPUS,2026-07-06,99108,52053,52.52
ANTGRAPHIC,2026-07-06,169777,144458,85.09
ANTHEM,2026-07-06,196378,126447,64.39
ANUHPHR,2026-07-06,64035,31889,49.8
ANUP,2026-07-06,30702,13515,44.02
ANURAS,2026-07-06,230138,85419,37.12
AONEGOLD,2026-07-06,365233,290573,79.56
AONELIQUID,2026-07-06,15762,15118,95.91
AONENIFTY,2026-07-06,467411,446096,95.44
AONESILVER,2026-07-06,508013,310568,61.13
AONETMMQ50,2026-07-06,61305,40125,65.45
AONETOTAL,2026-07-06,175346,126604,72.2
APARINDS,2026-07-06,112201,40614,36.2
APCL,2026-07-06,20961,14846,70.83
APCOTEXIND,2026-07-06,97338,63761,65.5
APEX,2026-07-06,79129,32061,40.52
APLAPOLLO,2026-07-06,553044,249290,45.08
APLLTD,2026-07-06,226133,150102,66.38
APOLLO,2026-07-06,31808013,7813460,24.56
APOLLOHOSP,2026-07-06,219681,137213,62.46
APOLLOPIPE,2026-07-06,52894,32663,61.75
APOLLOTYRE,2026-07-06,1018587,384911,37.79
APOLSINHOT,2026-07-06,731,535,73.19
APTUS,2026-07-06,590283,321709,54.5
AQYLON,2026-07-06,1347923,647690,48.05
ARCHIDPLY,2026-07-06,3283,2810,85.59
ARCHIES,2026-07-06,17300,11722,67.76
ARE&M,2026-07-06,347302,167747,48.3
ARENTERP,2026-07-06,2606,1662,63.78
ARFIN,2026-07-06,2115134,199660,9.44
ARIES,2026-07-06,23616,17463,73.95
ARIHANT,2026-07-06,4157,2867,68.97
ARIHANTCAP,2026-07-06,1894260,405550,21.41
ARIHANTSUP,2026-07-06,40245,22143,55.02
ARIS,2026-07-06,310287,192568,62.06
ARKADE,2026-07-06,177228,66201,37.35
ARMANFIN,2026-07-06,22859,11813,51.68
AROGRANITE,2026-07-06,1072,748,69.78
ARSSBL,2026-07-06,470740,185404,39.39
ARTEMISMED,2026-07-06,772346,296159,38.35
ARTNIRMAN,2026-07-06,4184,731,17.47
ARVEE,2026-07-06,1054,526,49.91
ARVIND,2026-07-06,1365743,784450,57.44
ARVINDFASN,2026-07-06,335928,215954,64.29
ARVSMART,2026-07-06,30926,18949,61.27
ASAHIINDIA,2026-07-06,65889,29892,45.37
ASAHISONG,2026-07-06,6426,5440,84.66
ASAL,2026-07-06,14287,7849,54.94
ASALCBR,2026-07-06,15379,8848,57.53
ASHAPURMIN,2026-07-06,265515,101691,38.3
ASHIANA,2026-07-06,36644,21572,58.87
ASHIKA,2026-07-06,209036,91594,43.82
ASHIMASYN,2026-07-06,107999,90326,83.64
ASHOKA,2026-07-06,477053,236464,49.57
ASHOKAMET,2026-07-06,5742,3985,69.4
ASHOKLEY,2026-07-06,13906092,5730745,41.21
ASIANENE,2026-07-06,185461,96718,52.15
ASIANHOTNR,2026-07-06,277141,46741,16.87
ASIANPAINT,2026-07-06,504943,327795,64.92
ASIANTILES,2026-07-06,795693,418564,52.6
ASKAUTOLTD,2026-07-06,47527,24418,51.38
ASPINWALL,2026-07-06,196,168,85.71
ASTAR,2026-07-06,6,3,50.0
ASTEC,2026-07-06,41481,25526,61.54
ASTERDM,2026-07-06,253908,133496,52.58
ASTRAL,2026-07-06,809070,323441,39.98
ASTRAMICRO,2026-07-06,469585,205368,43.73
ASTRAZEN,2026-07-06,1502,686,45.67
ATALREAL,2026-07-06,3494864,1324468,37.9
ATAM,2026-07-06,1817,1563,86.02
ATGL,2026-07-06,1571377,357983,22.78
ATHERENERG,2026-07-06,1306939,456694,34.94
ATL,2026-07-06,115734,85747,74.09
ATLANTAA,2026-07-06,14827,10380,70.01
ATLANTAELE,2026-07-06,124958,61321,49.07
ATLASCYCLE,2026-07-06,3952,2945,74.52
ATUL,2026-07-06,16069,8735,54.36
ATULAUTO,2026-07-06,300618,109373,36.38
AUBANK,2026-07-06,4449105,2315720,52.05
AURIGROW,2026-07-06,16055784,7309447,45.53
AURIONPRO,2026-07-06,90651,38161,42.1
AUROPHARMA,2026-07-06,786004,347802,44.25
AURUM,2026-07-06,54928,37609,68.47
AUTOAXLES,2026-07-06,3807,1959,51.46
AUTOBEES,2026-07-06,313256,176277,56.27
AUTOIETF,2026-07-06,778008,588175,75.6
AVALON,2026-07-06,412971,231399,56.03
AVANTEL,2026-07-06,5990923,2290396,38.23
AVANTIFEED,2026-07-06,228034,82133,36.02
AVL,2026-07-06,297224,222646,74.91
AVONMORE,2026-07-06,135736,103287,76.09
