Symbol,Date,TotalVolume,DeliveryQty,DeliveryPct
20MICRONS,2026-01-23,90742,45018,49.61
21STCENMGM,2026-01-23,1301,1251,96.16
360ONE,2026-01-23,1476232,756302,51.23
3IINFOLTD,2026-01-23,228847,121902,53.27
3MINDIA,2026-01-23,1691,898,53.1
3PLAND,2026-01-23,1942,1652,85.07
5PAISA,2026-01-23,73935,24982,33.79
63MOONS,2026-01-23,121901,75703,62.1
A2ZINFRA,2026-01-23,285825,165371,57.86
AADHARHFC,2026-01-23,261668,193099,73.8
AAKASH,2026-01-23,65532,48076,73.36
AAREYDRUGS,2026-01-23,257600,119091,46.23
AARON,2026-01-23,7164,4644,64.82
AARTECH,2026-01-23,50936,35461,69.62
AARTIDRUGS,2026-01-23,102127,61985,60.69
AARTIIND,2026-01-23,926961,360922,38.94
AARTIPHARM,2026-01-23,277301,198753,71.67
AARTISURF,2026-01-23,26327,13558,51.5
AARVI,2026-01-23,6733,4882,72.51
AAVAS,2026-01-23,227896,138173,60.63
ABB,2026-01-23,114255,51962,45.48
ABBOTINDIA,2026-01-23,3524,1894,53.75
ABCAPITAL,2026-01-23,3892734,1806429,46.41
ABCOTS,2026-01-23,19539,18419,94.27
ABDL,2026-01-23,790604,425459,53.81
ABFRL,2026-01-23,7741505,2958098,38.21
ABGSEC,2026-01-23,1433,1433,100.0
ABINFRA,2026-01-23,444978,286116,64.3
ABLBL,2026-01-23,2192555,991844,45.24
ABMINTLLTD,2026-01-23,530,438,82.64
ABREL,2026-01-23,240373,134532,55.97
ABSLAMC,2026-01-23,1306938,160935,12.31
ABSLBANETF,2026-01-23,19038,15041,79.01
ABSLLIQUID,2026-01-23,5931,4722,79.62
ABSLNN50ET,2026-01-23,13884,11254,81.06
ABSLPSE,2026-01-23,547548,482838,88.18
ACC,2026-01-23,291265,144655,49.66
ACCELYA,2026-01-23,6248,3233,51.74
ACCURACY,2026-01-23,137169,87803,64.01
ACE,2026-01-23,191227,103002,53.86
ACEINTEG,2026-01-23,3794,2324,61.25
ACI,2026-01-23,102826,45751,44.49
ACL,2026-01-23,161132,129463,80.35
ACMESOLAR,2026-01-23,336073,163551,48.67
ACUTAAS,2026-01-23,206857,108444,52.42
ADANIENSOL,2026-01-23,7623697,1131975,14.85
ADANIENT,2026-01-23,7492631,1997358,26.66
ADANIGREEN,2026-01-23,22973223,4222283,18.38
ADANIPORTS,2026-01-23,6380222,2595240,40.68
ADANIPOWER,2026-01-23,52434571,16965781,32.36
ADFFOODS,2026-01-23,46428,26618,57.33
ADL,2026-01-23,38,22,57.89
ADOR,2026-01-23,10023,5421,54.09
ADROITINFO,2026-01-23,24610,19750,80.25
ADSL,2026-01-23,106378,44222,41.57
ADVAIT,2026-01-23,27712,11297,40.77
ADVANCE,2026-01-23,326468,127520,39.06
ADVANIHOTR,2026-01-23,500871,297212,59.34
ADVENTHTL,2026-01-23,689007,298081,43.26
ADVENZYMES,2026-01-23,102371,48751,47.62
AEGISLOG,2026-01-23,505613,341164,67.48
AEGISVOPAK,2026-01-23,304743,187409,61.5
AEQUS,2026-01-23,693887,279224,40.24
AEROENTER,2026-01-23,394362,141106,35.78
AEROFLEX,2026-01-23,460247,266601,57.93
AERONEU,2026-01-23,19016,7173,37.72
AETHER,2026-01-23,152706,68148,44.63
AFCONS,2026-01-23,294504,81092,27.54
AFFLE,2026-01-23,139683,79657,57.03
AFFORDABLE,2026-01-23,24061,14705,61.12
AFIL,2026-01-23,1745041,1278438,73.26
AFSL,2026-01-23,11916,11315,94.96
AGARIND,2026-01-23,9930,6052,60.95
AGARWALEYE,2026-01-23,150769,55456,36.78
AGI,2026-01-23,84636,45774,54.08
AGIIL,2026-01-23,337121,144292,42.8
AGROPHOS,2026-01-23,11951,4581,38.33
AHCL,2026-01-23,129329,71939,55.62
AHLADA,2026-01-23,21080,16229,76.99
AHLEAST,2026-01-23,13,7,53.85
AHLUCONT,2026-01-23,61094,33700,55.16
AIAENG,2026-01-23,58062,43726,75.31
AIIL,2026-01-23,564158,265197,47.01
AIRAN,2026-01-23,133327,118107,88.58
AIROLAM,2026-01-23,1853,1060,57.2
AJANTPHARM,2026-01-23,73196,47365,64.71
AJAXENGG,2026-01-23,328872,186961,56.85
AJMERA,2026-01-23,218950,110280,50.37
AJOONI,2026-01-23,223494,146755,65.66
AKASH,2026-01-23,7175,4099,57.13
AKG,2026-01-23,28887,28389,98.28
AKI,2026-01-23,55890,34611,61.93
AKSHAR,2026-01-23,1340154,977573,72.94
AKSHARCHEM,2026-01-23,3220,2596,80.62
AKSHOPTFBR,2026-01-23,313701,163032,51.97
AKUMS,2026-01-23,81267,53866,66.28
AKZOINDIA,2026-01-23,20440,12233,59.85
ALANKIT,2026-01-23,361732,245974,68.0
ALBERTDAVD,2026-01-23,1024,764,74.61
ALEMBICLTD,2026-01-23,175819,99498,56.59
ALGOQUANT,2026-01-23,256634,50897,19.83
ALICON,2026-01-23,5176,1918,37.06
ALIVUS,2026-01-23,208919,66710,31.93
ALKALI,2026-01-23,5854,4170,71.23
ALKEM,2026-01-23,77302,32715,42.32
ALKYLAMINE,2026-01-23,28053,13598,48.47
ALLCARGO,2026-01-23,5081385,3254531,64.05
ALLDIGI,2026-01-23,3479,2756,79.22
ALLTIME,2026-01-23,807211,395670,49.02
ALMONDZ,2026-01-23,259382,160889,62.03
ALOKINDS,2026-01-23,5347962,2580777,48.26
ALPA,2026-01-23,11291,8149,72.17
ALPHA,2026-01-23,1520201,842883,55.45
ALPHAETF,2026-01-23,423663,211803,49.99
ALPHAGEO,2026-01-23,5246,3834,73.08
ALPL30IETF,2026-01-23,698092,526534,75.42
AMAGI,2026-01-23,4941533,2056881,41.62
AMANTA,2026-01-23,32689,17263,52.81
AMBER,2026-01-23,297126,140363,47.24
AMBICAAGAR,2026-01-23,2682,1664,62.04
AMBIKCO,2026-01-23,4672,2802,59.97
AMBUJACEM,2026-01-23,6489381,3665122,56.48
AMDIND,2026-01-23,32803,19746,60.2
AMJLAND,2026-01-23,100479,52499,52.25
AMNPLST,2026-01-23,6558,5066,77.25
AMRUTANJAN,2026-01-23,9585,7078,73.84
ANANDRATHI,2026-01-23,474666,383863,80.87
ANANTRAJ,2026-01-23,2901719,1100584,37.93
ANDHRAPAP,2026-01-23,69366,54047,77.92
ANDHRSUGAR,2026-01-23,110462,64370,58.27
ANGELONE,2026-01-23,522156,142054,27.21
ANIKINDS,2026-01-23,13605,6065,44.58
ANMOL,2026-01-23,58166,50249,86.39
ANTELOPUS,2026-01-23,3672364,365231,9.95
ANTGRAPHIC,2026-01-23,370528,176082,47.52
ANTHEM,2026-01-23,161154,67917,42.14
ANUHPHR,2026-01-23,20436,11386,55.72
ANUP,2026-01-23,41054,25265,61.54
ANURAS,2026-01-23,193251,60990,31.56
AONEGOLD,2026-01-23,3028407,2065495,68.2
AONELIQUID,2026-01-23,14808,14574,98.42
AONENIFTY,2026-01-23,412880,274312,66.44
AONETMMQ50,2026-01-23,57838,40791,70.53
AONETOTAL,2026-01-23,855687,664187,77.62
APARINDS,2026-01-23,46427,22212,47.84
APCL,2026-01-23,20219,9052,44.77
APCOTEXIND,2026-01-23,3665,2629,71.73
APEX,2026-01-23,192282,75988,39.52
APLAPOLLO,2026-01-23,2186960,694994,31.78
APLLTD,2026-01-23,22832,13517,59.2
APOLLO,2026-01-23,2165570,1022488,47.22
APOLLOHOSP,2026-01-23,458099,278047,60.7
APOLLOPIPE,2026-01-23,232702,76212,32.75
APOLLOTYRE,2026-01-23,598625,260768,43.56
APOLSINHOT,2026-01-23,489,436,89.16
APTECHT,2026-01-23,90034,50759,56.38
APTUS,2026-01-23,369166,203479,55.12
ARCHIDPLY,2026-01-23,10511,8255,78.54
ARCHIES,2026-01-23,18371,12202,66.42
ARE&M,2026-01-23,263226,153416,58.28
ARENTERP,2026-01-23,1343,827,61.58
ARFIN,2026-01-23,1290025,391873,30.38
ARIES,2026-01-23,16930,10411,61.49
ARIHANTCAP,2026-01-23,260587,101129,38.81
ARIHANTSUP,2026-01-23,25208,8382,33.25
ARISINFRA,2026-01-23,400234,197123,49.25
ARKADE,2026-01-23,329532,176572,53.58
