Symbol,Date,TotalVolume,DeliveryQty,DeliveryPct
20MICRONS,2026-05-06,109136,60896,55.8
21STCENMGM,2026-05-06,3164,2936,92.79
360ONE,2026-05-06,2173450,1482818,68.22
3BBLACKBIO,2026-05-06,10341,8129,78.61
3IINFOLTD,2026-05-06,221648,124747,56.28
3MINDIA,2026-05-06,2929,1405,47.97
3PLAND,2026-05-06,1079,791,73.31
5PAISA,2026-05-06,31529,14688,46.59
63MOONS,2026-05-06,76749,32430,42.25
AAATECH,2026-05-06,17767,11607,65.33
AADHARHFC,2026-05-06,1217757,594519,48.82
AARNAV,2026-05-06,7585,6570,86.62
AARON,2026-05-06,16511,8306,50.31
AARTECH,2026-05-06,123623,82064,66.38
AARTIDRUGS,2026-05-06,206280,111886,54.24
AARTIIND,2026-05-06,2449234,988340,40.35
AARTIPHARM,2026-05-06,299171,202854,67.81
AARTISURF,2026-05-06,11040,7493,67.87
AARVI,2026-05-06,12818,8283,64.62
AAVAS,2026-05-06,224157,88758,39.6
ABB,2026-05-06,282411,96347,34.12
ABBOTINDIA,2026-05-06,17912,10475,58.48
ABCAPITAL,2026-05-06,8553660,3782914,44.23
ABCOTS,2026-05-06,94184,32373,34.37
ABDL,2026-05-06,123192,58673,47.63
ABFRL,2026-05-06,10580344,5198450,49.13
ABGSEC,2026-05-06,668,546,81.74
ABINFRA,2026-05-06,228608,124912,54.64
ABLBL,2026-05-06,1032956,529539,51.26
ABMKNO,2026-05-06,3139,2761,87.96
ABREL,2026-05-06,480330,158560,33.01
ABSL10BANK,2026-05-06,685,425,62.04
ABSLAMC,2026-05-06,390001,251316,64.44
ABSLBANETF,2026-05-06,2109378,2048700,97.12
ABSLLIQUID,2026-05-06,665,619,93.08
ABSLMSCIN,2026-05-06,270,210,77.78
ABSLNN50ET,2026-05-06,23626,19815,83.87
ABSLPSE,2026-05-06,112634,92029,81.71
ACC,2026-05-06,159515,60310,37.81
ACCELYA,2026-05-06,5683,3431,60.37
ACE,2026-05-06,324375,188366,58.07
ACEINTEG,2026-05-06,12559,9008,71.73
ACI,2026-05-06,61701,28649,46.43
ACL,2026-05-06,18337,11973,65.29
ACMESOLAR,2026-05-06,748789,319654,42.69
ACSTECH,2026-05-06,89900,69367,77.16
ACUTAAS,2026-05-06,523243,222144,42.46
ADANIENSOL,2026-05-06,3076159,1365381,44.39
ADANIENT,2026-05-06,3169133,1080378,34.09
ADANIGREEN,2026-05-06,4273727,903446,21.14
ADANIPORTS,2026-05-06,3001204,1239819,41.31
ADANIPOWER,2026-05-06,45243061,10693207,23.64
ADFFOODS,2026-05-06,240552,97642,40.59
ADL,2026-05-06,2947,2369,80.39
ADOR,2026-05-06,26199,13808,52.7
ADROITINFO,2026-05-06,27269,23219,85.15
ADSL,2026-05-06,1453411,393286,27.06
ADVAIT,2026-05-06,68177,31215,45.79
ADVANCE,2026-05-06,316433,111781,35.33
ADVANIHOTR,2026-05-06,36950,23481,63.55
ADVENTHTL,2026-05-06,395987,182333,46.05
ADVENZYMES,2026-05-06,179060,89961,50.24
AEGISLOG,2026-05-06,659559,380037,57.62
AEGISVOPAK,2026-05-06,1838389,739630,40.23
AEQUS,2026-05-06,1377801,586251,42.55
AEROENTER,2026-05-06,994917,324308,32.6
AEROFLEX,2026-05-06,10678433,2055985,19.25
AERONEU,2026-05-06,212039,120019,56.6
AETHER,2026-05-06,237357,98536,41.51
AFCONS,2026-05-06,966061,395300,40.92
AFFLE,2026-05-06,159582,116212,72.82
AFSL,2026-05-06,41210,31776,77.11
AGARIND,2026-05-06,149172,57734,38.7
AGARWALEYE,2026-05-06,33426,16499,49.36
AGI,2026-05-06,345596,132502,38.34
AGIIL,2026-05-06,2362865,817520,34.6
AGRITECH,2026-05-06,1167,849,72.75
AGROPHOS,2026-05-06,14632,10572,72.25
AHCL,2026-05-06,1017077,654181,64.32
AHLADA,2026-05-06,15774,10111,64.1
AHLEAST,2026-05-06,1573,1306,83.03
AHLUCONT,2026-05-06,131427,72131,54.88
AIAENG,2026-05-06,25922,11429,44.09
AIIL,2026-05-06,249729,84084,33.67
AIRAN,2026-05-06,54322,40216,74.03
AIROLAM,2026-05-06,4688,3477,74.17
AJANTPHARM,2026-05-06,758180,251730,33.2
AJAXENGG,2026-05-06,45760,27383,59.84
AJMERA,2026-05-06,887308,390865,44.05
AJOONI,2026-05-06,171477,131713,76.81
AKASH,2026-05-06,11048,7653,69.27
AKCAPIT,2026-05-06,17,14,82.35
AKG,2026-05-06,93254,45520,48.81
AKI,2026-05-06,40538,34397,84.85
AKSHAR,2026-05-06,581956,375414,64.51
AKSHARCHEM,2026-05-06,5891,4654,79.0
AKUMS,2026-05-06,119905,62685,52.28
ALANKIT,2026-05-06,129715,78801,60.75
ALBERTDAVD,2026-05-06,42442,30235,71.24
ALEMBICLTD,2026-05-06,247140,111320,45.04
ALGOQUANT,2026-05-06,1493999,230343,15.42
ALICON,2026-05-06,15014,5748,38.28
ALIVUS,2026-05-06,222955,124468,55.83
ALKALI,2026-05-06,21173,14856,70.16
ALKEM,2026-05-06,130241,50204,38.55
ALKYLAMINE,2026-05-06,763256,146594,19.21
ALLCARGO,2026-05-06,3593702,1914186,53.27
ALLDIGI,2026-05-06,32424,15662,48.3
ALLTIME,2026-05-06,41827,21114,50.48
ALMONDZ,2026-05-06,137170,107923,78.68
ALOKINDS,2026-05-06,6280054,3283772,52.29
