Symbol,Date,TotalVolume,DeliveryQty,DeliveryPct
20MICRONS,2026-02-09,284350,127205,44.74
21STCENMGM,2026-02-09,10921,7676,70.29
360ONE,2026-02-09,357498,181171,50.68
3IINFOLTD,2026-02-09,338687,232345,68.6
3MINDIA,2026-02-09,7114,3605,50.67
3PLAND,2026-02-09,9291,7061,76.0
5PAISA,2026-02-09,45424,23632,52.03
63MOONS,2026-02-09,1075259,493395,45.89
A2ZINFRA,2026-02-09,293348,170171,58.01
AADHARHFC,2026-02-09,311328,189629,60.91
AAKASH,2026-02-09,81559,61294,75.15
AAREYDRUGS,2026-02-09,97540,60312,61.83
AARON,2026-02-09,9560,6974,72.95
AARTECH,2026-02-09,115038,28756,25.0
AARTIDRUGS,2026-02-09,123205,65178,52.9
AARTIIND,2026-02-09,3345576,1645018,49.17
AARTIPHARM,2026-02-09,210831,101026,47.92
AARTISURF,2026-02-09,12265,6902,56.27
AARVI,2026-02-09,29996,19372,64.58
AAVAS,2026-02-09,256422,112359,43.82
ABB,2026-02-09,137449,55604,40.45
ABBOTINDIA,2026-02-09,10042,7304,72.73
ABCAPITAL,2026-02-09,4187610,1753414,41.87
ABCOTS,2026-02-09,15024,3655,24.33
ABDL,2026-02-09,329117,109911,33.4
ABFRL,2026-02-09,15609658,6035712,38.67
ABGSEC,2026-02-09,5791,5383,92.95
ABINFRA,2026-02-09,766408,440978,57.54
ABLBL,2026-02-09,1039349,615103,59.18
ABMINTLLTD,2026-02-09,1438,804,55.91
ABREL,2026-02-09,418895,146825,35.05
ABSLAMC,2026-02-09,97440,48977,50.26
ABSLBANETF,2026-02-09,108846,101025,92.81
ABSLLIQUID,2026-02-09,4362,2605,59.72
ABSLNN50ET,2026-02-09,18862,13941,73.91
ABSLPSE,2026-02-09,673344,330322,49.06
ACC,2026-02-09,131395,66278,50.44
ACCELYA,2026-02-09,80558,48243,59.89
ACCURACY,2026-02-09,58214,47501,81.6
ACE,2026-02-09,211355,120675,57.1
ACEINTEG,2026-02-09,6851,6067,88.56
ACI,2026-02-09,132700,59984,45.2
ACL,2026-02-09,21395,10877,50.84
ACMESOLAR,2026-02-09,443783,213972,48.22
ACUTAAS,2026-02-09,275789,169789,61.56
ADANIENSOL,2026-02-09,1002729,465278,46.4
ADANIENT,2026-02-09,1650899,634947,38.46
ADANIGREEN,2026-02-09,1645440,365936,22.24
ADANIPORTS,2026-02-09,1761025,810643,46.03
ADANIPOWER,2026-02-09,13739514,5473531,39.84
ADFFOODS,2026-02-09,169785,78818,46.42
ADL,2026-02-09,1168,764,65.41
ADOR,2026-02-09,10577,7457,70.5
ADROITINFO,2026-02-09,160398,144309,89.97
ADSL,2026-02-09,280991,138277,49.21
ADVAIT,2026-02-09,65324,28285,43.3
ADVANCE,2026-02-09,1322989,759538,57.41
ADVANIHOTR,2026-02-09,57607,46716,81.09
ADVENTHTL,2026-02-09,155856,66716,42.81
ADVENZYMES,2026-02-09,94759,55938,59.03
AEGISLOG,2026-02-09,458147,193057,42.14
AEGISVOPAK,2026-02-09,508477,187156,36.81
AEQUS,2026-02-09,2406987,805418,33.46
AEROENTER,2026-02-09,196527,71118,36.19
AEROFLEX,2026-02-09,2569435,964300,37.53
AERONEU,2026-02-09,21020,1784,8.49
AETHER,2026-02-09,246198,105189,42.73
AFCONS,2026-02-09,180853,97686,54.01
AFFLE,2026-02-09,185722,101282,54.53
AFFORDABLE,2026-02-09,66923,38144,57.0
AFIL,2026-02-09,1844460,1264682,68.57
AFSL,2026-02-09,21453,12019,56.02
AGARIND,2026-02-09,16464,11015,66.9
AGARWALEYE,2026-02-09,119960,47136,39.29
AGI,2026-02-09,645912,215643,33.39
AGIIL,2026-02-09,715179,177051,24.76
AGROPHOS,2026-02-09,14691,9405,64.02
AHCL,2026-02-09,227304,96629,42.51
AHLADA,2026-02-09,12999,8934,68.73
AHLEAST,2026-02-09,1357,1087,80.1
AHLUCONT,2026-02-09,106087,68209,64.3
AIAENG,2026-02-09,84312,47712,56.59
AIIL,2026-02-09,343621,175094,50.96
AIRAN,2026-02-09,120127,84016,69.94
AIROLAM,2026-02-09,2354,1595,67.76
AJANTPHARM,2026-02-09,58380,34150,58.5
AJAXENGG,2026-02-09,105594,79717,75.49
AJMERA,2026-02-09,1045847,700131,66.94
AJOONI,2026-02-09,1777688,668504,37.61
AKASH,2026-02-09,21998,13101,59.56
AKG,2026-02-09,57794,47167,81.61
AKI,2026-02-09,36317,23773,65.46
AKSHAR,2026-02-09,446439,243801,54.61
AKSHARCHEM,2026-02-09,1784,1187,66.54
AKSHOPTFBR,2026-02-09,1754069,951566,54.25
AKUMS,2026-02-09,238644,114982,48.18
AKZOINDIA,2026-02-09,28351,11451,40.39
ALANKIT,2026-02-09,359483,279417,77.73
ALBERTDAVD,2026-02-09,1550,910,58.71
ALEMBICLTD,2026-02-09,300939,174116,57.86
ALGOQUANT,2026-02-09,738106,179385,24.3
ALICON,2026-02-09,19920,10796,54.2
ALIVUS,2026-02-09,79278,43966,55.46
ALKALI,2026-02-09,4848,2686,55.4
ALKEM,2026-02-09,227955,163112,71.55
ALKYLAMINE,2026-02-09,37559,18680,49.74
ALLCARGO,2026-02-09,5453089,3352656,61.48
ALLDIGI,2026-02-09,12563,8924,71.03
ALLTIME,2026-02-09,29695,18506,62.32
ALMONDZ,2026-02-09,40416,29347,72.61
ALOKINDS,2026-02-09,4954787,2330676,47.04
ALPA,2026-02-09,11673,8504,72.85
ALPHA,2026-02-09,1133696,768128,67.75
ALPHAETF,2026-02-09,791490,451249,57.01
ALPHAGEO,2026-02-09,7011,3910,55.77
ALPL30IETF,2026-02-09,261312,134692,51.54
AMAGI,2026-02-09,477915,300852,62.95
AMANTA,2026-02-09,24592,16472,66.98
AMBER,2026-02-09,549369,174091,31.69
AMBICAAGAR,2026-02-09,5839,5518,94.5
AMBIKCO,2026-02-09,15109,9615,63.64
AMBUJACEM,2026-02-09,1236310,558390,45.17
AMDIND,2026-02-09,20157,14212,70.51
AMJLAND,2026-02-09,33230,19164,57.67
AMNPLST,2026-02-09,4283,2959,69.09
AMRUTANJAN,2026-02-09,8935,5986,66.99
ANANDRATHI,2026-02-09,161033,98236,61.0
ANANTRAJ,2026-02-09,3825935,1033086,27.0
ANDHRAPAP,2026-02-09,719229,660924,91.89
ANDHRSUGAR,2026-02-09,125988,70963,56.33
ANGELONE,2026-02-09,704225,187423,26.61
ANIKINDS,2026-02-09,39955,28564,71.49
ANMOL,2026-02-09,31947,24271,75.97
ANTELOPUS,2026-02-09,223829,64757,28.93
ANTGRAPHIC,2026-02-09,315329,258110,81.85
ANTHEM,2026-02-09,312444,178755,57.21
ANUHPHR,2026-02-09,88210,52784,59.84
ANUP,2026-02-09,42698,16262,38.09
ANURAS,2026-02-09,115710,50123,43.32
AONEGOLD,2026-02-09,1565928,1003742,64.1
AONELIQUID,2026-02-09,40390,35845,88.75
AONENIFTY,2026-02-09,261317,173706,66.47
AONETMMQ50,2026-02-09,68461,63131,92.21
AONETOTAL,2026-02-09,509318,397530,78.05
APARINDS,2026-02-09,53515,30337,56.69
APCL,2026-02-09,2952,1275,43.19
APCOTEXIND,2026-02-09,26516,15020,56.65
APEX,2026-02-09,2359333,330757,14.02
APLAPOLLO,2026-02-09,974447,639224,65.6
APLLTD,2026-02-09,40569,17672,43.56
APOLLO,2026-02-09,3074162,1144162,37.22
APOLLOHOSP,2026-02-09,412161,240175,58.27
APOLLOPIPE,2026-02-09,2700279,289513,10.72
APOLLOTYRE,2026-02-09,1289850,531482,41.2
APOLSINHOT,2026-02-09,1326,606,45.7
APTECHT,2026-02-09,259017,159032,61.4
APTUS,2026-02-09,1218506,623521,51.17
ARCHIDPLY,2026-02-09,16334,4356,26.67
ARCHIES,2026-02-09,40293,24201,60.06
ARE&M,2026-02-09,316890,148225,46.77
ARENTERP,2026-02-09,2124,1891,89.03
ARFIN,2026-02-09,653773,199812,30.56
ARIES,2026-02-09,16567,11710,70.68
ARIHANTCAP,2026-02-09,329230,109649,33.3
ARIHANTSUP,2026-02-09,22229,11407,51.32
ARIS,2026-02-09,2452254,1511173,61.62
ARKADE,2026-02-09,260780,145968,55.97
