Symbol,Date,TotalVolume,DeliveryQty,DeliveryPct
20MICRONS,2026-06-19,91151,42865,47.03
21STCENMGM,2026-06-19,8753,7360,84.09
360ONE,2026-06-19,1587197,1074088,67.67
3BBLACKBIO,2026-06-19,23965,17914,74.75
3IINFOLTD,2026-06-19,251257,164751,65.57
3MINDIA,2026-06-19,2784,1359,48.81
3PLAND,2026-06-19,2123,1870,88.08
5PAISA,2026-06-19,22320,11584,51.9
63MOONS,2026-06-19,68504,31183,45.52
A2ZINFRA,2026-06-19,110215,81296,73.76
AAATECH,2026-06-19,34693,21967,63.32
AADHARHFC,2026-06-19,3191119,2222098,69.63
AAKASH,2026-06-19,65232,52183,80.0
AARNAV,2026-06-19,244176,134280,54.99
AARON,2026-06-19,4635,2646,57.09
AARTECH,2026-06-19,208445,152142,72.99
AARTIDRUGS,2026-06-19,135646,63932,47.13
AARTIIND,2026-06-19,665082,239742,36.05
AARTIPHARM,2026-06-19,675869,239838,35.49
AARTISURF,2026-06-19,3814,2207,57.87
AARVI,2026-06-19,31855,17092,53.66
AAVAS,2026-06-19,152382,106644,69.98
ABB,2026-06-19,241827,93275,38.57
ABBOTINDIA,2026-06-19,7740,4912,63.46
ABCAPITAL,2026-06-19,11199442,7265120,64.87
ABCOTS,2026-06-19,56215,19512,34.71
ABDL,2026-06-19,201779,78584,38.95
ABFRL,2026-06-19,3087993,1634580,52.93
ABGSEC,2026-06-19,27,17,62.96
ABINFRA,2026-06-19,481599,119426,24.8
ABLBL,2026-06-19,1331299,770905,57.91
ABMINTLLTD,2026-06-19,1,1,100.0
ABMKNO,2026-06-19,740,740,100.0
ABREL,2026-06-19,386849,134614,34.8
ABSL10BANK,2026-06-19,385,230,59.74
ABSLAMC,2026-06-19,443139,262026,59.13
ABSLBANETF,2026-06-19,52653,38520,73.16
ABSLLIQUID,2026-06-19,9438,8402,89.02
ABSLMSCIN,2026-06-19,9104,3433,37.71
ABSLNN50ET,2026-06-19,5372,4925,91.68
ABSLPSE,2026-06-19,98598,84310,85.51
ACC,2026-06-19,169169,86874,51.35
ACCELYA,2026-06-19,6718,4327,64.41
ACCURACY,2026-06-19,114060,97101,85.13
ACE,2026-06-19,371566,162622,43.77
ACEINTEG,2026-06-19,77671,51019,65.69
ACI,2026-06-19,134137,64859,48.35
ACL,2026-06-19,7431,5920,79.67
ACMESOLAR,2026-06-19,1238948,451548,36.45
