Symbol,Date,TotalVolume,DeliveryQty,DeliveryPct
20MICRONS,2026-02-02,126691,48203,38.05
21STCENMGM,2026-02-02,6792,5598,82.42
360ONE,2026-02-02,1295821,747506,57.69
3IINFOLTD,2026-02-02,312088,195931,62.78
3MINDIA,2026-02-02,2593,1150,44.35
3PLAND,2026-02-02,2118,1941,91.64
5PAISA,2026-02-02,72358,18129,25.05
63MOONS,2026-02-02,83434,27506,32.97
A2ZINFRA,2026-02-02,191256,130460,68.21
AADHARHFC,2026-02-02,484967,238800,49.24
AAKASH,2026-02-02,30528,19463,63.75
AAREYDRUGS,2026-02-02,384484,241592,62.84
AARON,2026-02-02,5163,2278,44.12
AARTECH,2026-02-02,21845,11293,51.7
AARTIDRUGS,2026-02-02,59865,25632,42.82
AARTIIND,2026-02-02,733767,308766,42.08
AARTIPHARM,2026-02-02,311548,86077,27.63
AARTISURF,2026-02-02,7293,4502,61.73
AARVI,2026-02-02,19887,8148,40.97
AAVAS,2026-02-02,91459,47733,52.19
ABB,2026-02-02,156864,46264,29.49
ABBOTINDIA,2026-02-02,6255,4377,69.98
ABCAPITAL,2026-02-02,9513611,4620575,48.57
ABCOTS,2026-02-02,6457,3650,56.53
ABDL,2026-02-02,612254,283271,46.27
ABFRL,2026-02-02,2362904,881462,37.3
ABGSEC,2026-02-02,1205,1051,87.22
ABINFRA,2026-02-02,1481411,1294621,87.39
ABLBL,2026-02-02,941068,485758,51.62
ABMINTLLTD,2026-02-02,661,406,61.42
ABREL,2026-02-02,342845,203009,59.21
ABSLAMC,2026-02-02,724300,632208,87.29
ABSLBANETF,2026-02-02,198278,196057,98.88
ABSLLIQUID,2026-02-02,6390,2702,42.28
ABSLNN50ET,2026-02-02,28021,8375,29.89
ABSLPSE,2026-02-02,370292,157321,42.49
ACC,2026-02-02,192361,83443,43.38
ACCELYA,2026-02-02,24201,13336,55.11
ACCURACY,2026-02-02,107664,70317,65.31
ACE,2026-02-02,299785,122482,40.86
ACEINTEG,2026-02-02,1072,714,66.6
ACI,2026-02-02,165677,65390,39.47
ACL,2026-02-02,10552,6429,60.93
ACMESOLAR,2026-02-02,308203,119554,38.79
ACUTAAS,2026-02-02,668971,324644,48.53
ADANIENSOL,2026-02-02,1530800,591400,38.63
ADANIENT,2026-02-02,1229270,282093,22.95
ADANIGREEN,2026-02-02,3922655,950113,24.22
ADANIPORTS,2026-02-02,2796673,1199008,42.87
ADANIPOWER,2026-02-02,10586714,4436008,41.9
ADFFOODS,2026-02-02,65371,27595,42.21
ADL,2026-02-02,284,161,56.69
