Symbol,Date,TotalVolume,DeliveryQty,DeliveryPct
20MICRONS,2026-08-06,114716,61247,53.39
21STCENMGM,2026-08-06,17825,14429,80.95
360ONE,2026-08-06,959901,553608,57.67
3BBLACKBIO,2026-08-06,5430,4018,74.0
3IINFOLTD,2026-08-06,1726151,782479,45.33
3MINDIA,2026-08-06,4631,2505,54.09
3PLAND,2026-08-06,1258,1194,94.91
5PAISA,2026-08-06,23398,14963,63.95
63MOONS,2026-08-06,223129,62036,27.8
A2ZINFRA,2026-08-06,723134,404690,55.96
AAATECH,2026-08-06,65396,60683,92.79
AADHARHFC,2026-08-06,380689,207542,54.52
AAKASH,2026-08-06,91148,80680,88.52
AARNAV,2026-08-06,30002,15789,52.63
AARON,2026-08-06,10219,4705,46.04
AARTIDRUGS,2026-08-06,98981,54780,55.34
AARTIIND,2026-08-06,2569945,963784,37.5
AARTIPHARM,2026-08-06,165905,85445,51.5
AARTISURF,2026-08-06,85585,41343,48.31
AARVI,2026-08-06,26550,14666,55.24
AASTHA,2026-08-06,249739,240736,96.4
AAVAS,2026-08-06,47943,23279,48.56
ABB,2026-08-06,159592,59244,37.12
ABBOTINDIA,2026-08-06,6071,3960,65.23
ABCAPITAL,2026-08-06,2147659,981249,45.69
ABCOTS,2026-08-06,1989,1173,58.97
ABDL,2026-08-06,364877,183423,50.27
ABFRL,2026-08-06,12219124,5514562,45.13
ABGSEC,2026-08-06,232,223,96.12
ABINFRA,2026-08-06,355328,174764,49.18
ABLBL,2026-08-06,495226,230563,46.56
ABMINTLLTD,2026-08-06,192,71,36.98
ABMKNO,2026-08-06,1738,1734,99.77
ABREL,2026-08-06,98585,52419,53.17
ABSL10BANK,2026-08-06,30772,29937,97.29
ABSLAMC,2026-08-06,169770,99239,58.45
ABSLBANETF,2026-08-06,34064,28528,83.75
ABSLLIQUID,2026-08-06,6398,5144,80.4
ABSLMSCIN,2026-08-06,839,756,90.11
ABSLNN50ET,2026-08-06,79396,78061,98.32
ABSLPSE,2026-08-06,90041,53391,59.3
ACC,2026-08-06,161060,71553,44.43
ACCELYA,2026-08-06,5880,3930,66.84
ACE,2026-08-06,246747,114637,46.46
ACEINTEG,2026-08-06,3186,2388,74.95
ACI,2026-08-06,194162,117377,60.45
ACL,2026-08-06,11990,9506,79.28
ACMESOLAR,2026-08-06,1423424,683991,48.05
ACSTECH,2026-08-06,635273,427510,67.3
ACUTAAS,2026-08-06,107779,60434,56.07
ADANIENSOL,2026-08-06,938596,458935,48.9
ADANIENT,2026-08-06,843121,386320,45.82
ADANIGREEN,2026-08-06,814990,313513,38.47
ADANIPORTS,2026-08-06,1254956,692062,55.15
ADANIPOWER,2026-08-06,15357824,6843003,44.56
ADFFOODS,2026-08-06,374343,178705,47.74
ADL,2026-08-06,1377,1322,96.01
ADOR,2026-08-06,22159,12139,54.78
ADROITINFO,2026-08-06,5796,4581,79.04
ADSL,2026-08-06,169652,92473,54.51
ADVAIT,2026-08-06,49255,24196,49.12
ADVANCE,2026-08-06,4647623,1294540,27.85
ADVANIHOTR,2026-08-06,26013,21183,81.43
ADVENTHTL,2026-08-06,60150,40741,67.73
ADVENZYMES,2026-08-06,167539,105452,62.94
AEGISLOG,2026-08-06,3282416,560158,17.07
AEGISVOPAK,2026-08-06,3393107,734460,21.65
AEPL,2026-08-06,16796,13608,81.02
AEQUS,2026-08-06,2165682,1006520,46.48
AEROENTER,2026-08-06,367932,179318,48.74
AEROFLEX,2026-08-06,1044958,541028,51.78
AERONEU,2026-08-06,137199,99589,72.59
AEROPLANE,2026-08-06,350369,196963,56.22
AETHER,2026-08-06,240048,105155,43.81
AFCONS,2026-08-06,1942703,694303,35.74
AFFLE,2026-08-06,221349,112345,50.75
AFIL,2026-08-06,827513,592604,71.61
AFSL,2026-08-06,3729,2530,67.85
AGARIND,2026-08-06,24208,11817,48.81
AGARWALEYE,2026-08-06,241448,79171,32.79
AGI,2026-08-06,36879,25731,69.77
AGIIL,2026-08-06,1406107,598821,42.59
AGL,2026-08-06,12134338,6641846,54.74
AGROPHOS,2026-08-06,16101,9428,58.56
AHCL,2026-08-06,2562428,1640968,64.04
AHLADA,2026-08-06,2849,2117,74.31
AHLEAST,2026-08-06,1431,597,41.72
AHLUCONT,2026-08-06,12407,7357,59.3
AIAENG,2026-08-06,82559,38312,46.41
AIIL,2026-08-06,3428888,756482,22.06
AIRAN,2026-08-06,23900,18393,76.96
AIROLAM,2026-08-06,1040,660,63.46
AJANTPHARM,2026-08-06,49287,25907,52.56
AJAXENGG,2026-08-06,357055,271443,76.02
AJMERA,2026-08-06,184197,101576,55.15
AJOONI,2026-08-06,153583,112218,73.07
AKASH,2026-08-06,11936,9295,77.87
AKCAPIT,2026-08-06,1295,943,72.82
AKG,2026-08-06,102120,72639,71.13
AKI,2026-08-06,1005418,465056,46.25
AKSHAR,2026-08-06,563897,427892,75.88
AKUMS,2026-08-06,99826,60078,60.18
ALANKIT,2026-08-06,87414,76138,87.1
ALBERTDAVD,2026-08-06,20899,16629,79.57
ALEMBICLTD,2026-08-06,272858,160772,58.92
ALGOQUANT,2026-08-06,1568371,601615,38.36
ALICON,2026-08-06,117208,99247,84.68
ALIVUS,2026-08-06,167654,60195,35.9
ALKEM,2026-08-06,109477,68284,62.37
ALKYLAMINE,2026-08-06,91905,36622,39.85
ALLCARGO,2026-08-06,169686303,25217931,14.86
ALLDIGI,2026-08-06,6526,4924,75.45
ALLTIME,2026-08-06,80657,38545,47.79
ALMONDZ,2026-08-06,93954,71796,76.42
ALOKINDS,2026-08-06,1698810,1100046,64.75
ALPA,2026-08-06,41530,28257,68.04
ALPHA,2026-08-06,810315,497448,61.39
ALPHAETF,2026-08-06,581154,436264,75.07
ALPHAGEO,2026-08-06,29077,15934,54.8
ALPINETEX,2026-08-06,283168,179932,63.54
ALPL30IETF,2026-08-06,251434,153212,60.94
AMAGI,2026-08-06,251570,113490,45.11
AMBALALSA,2026-08-06,336057,214097,63.71
AMBER,2026-08-06,102768,38715,37.67
AMBICAAGAR,2026-08-06,5807,5661,97.49
AMBIKCO,2026-08-06,41789,25761,61.65
AMBUJACEM,2026-08-06,3853693,2320963,60.23
AMDIND,2026-08-06,3493,2232,63.9
AMJLAND,2026-08-06,5609,4435,79.07
AMNPLST,2026-08-06,11501,6196,53.87
AMRUTANJAN,2026-08-06,17958,12277,68.37
ANANDRATHI,2026-08-06,560790,373214,66.55
