Symbol,Date,TotalVolume,DeliveryQty,DeliveryPct
20MICRONS,2026-04-01,138243,77679,56.19
21STCENMGM,2026-04-01,1356,1335,98.45
360ONE,2026-04-01,610228,327742,53.71
3IINFOLTD,2026-04-01,660167,462245,70.02
3MINDIA,2026-04-01,11036,5661,51.3
3PLAND,2026-04-01,3834,3554,92.7
5PAISA,2026-04-01,82094,28960,35.28
63MOONS,2026-04-01,177776,62736,35.29
AAATECH,2026-04-01,14328,9563,66.74
AADHARHFC,2026-04-01,340024,197948,58.22
AAREYDRUGS,2026-04-01,21947,19584,89.23
AARNAV,2026-04-01,104252,20723,19.88
AARON,2026-04-01,22030,10285,46.69
AARTECH,2026-04-01,146848,58143,39.59
AARTIDRUGS,2026-04-01,174275,58454,33.54
AARTIIND,2026-04-01,447997,166913,37.26
AARTIPHARM,2026-04-01,199358,76974,38.61
AARTISURF,2026-04-01,12501,6551,52.4
AARVI,2026-04-01,8012,4658,58.14
AAVAS,2026-04-01,128259,70219,54.75
ABB,2026-04-01,339497,155995,45.95
ABBOTINDIA,2026-04-01,6360,3262,51.29
ABCAPITAL,2026-04-01,4659823,1960596,42.07
ABCOTS,2026-04-01,9556,1509,15.79
ABDL,2026-04-01,528378,188040,35.59
ABFRL,2026-04-01,4589120,1630926,35.54
ABINFRA,2026-04-01,224741,93330,41.53
ABLBL,2026-04-01,1586959,1048138,66.05
ABREL,2026-04-01,191326,81704,42.7
ABSL10BANK,2026-04-01,8060,7867,97.61
ABSLAMC,2026-04-01,153583,62758,40.86
ABSLBANETF,2026-04-01,40475,28810,71.18
ABSLLIQUID,2026-04-01,1736,683,39.34
ABSLMSCIN,2026-04-01,17323,14796,85.41
ABSLNN50ET,2026-04-01,35499,19000,53.52
ABSLPSE,2026-04-01,172868,94237,54.51
ACC,2026-04-01,208873,80423,38.5
ACCELYA,2026-04-01,19009,8184,43.05
ACCURACY,2026-04-01,151277,100360,66.34
ACE,2026-04-01,246802,92816,37.61
ACEINTEG,2026-04-01,2243,1813,80.83
ACI,2026-04-01,186060,68731,36.94
ACL,2026-04-01,11713,11496,98.15
ACMESOLAR,2026-04-01,1830804,611511,33.4
ACUTAAS,2026-04-01,1715994,438500,25.55
ADANIENSOL,2026-04-01,1333686,517303,38.79
ADANIENT,2026-04-01,2328166,795876,34.18
ADANIGREEN,2026-04-01,3454451,1324847,38.35
ADANIPORTS,2026-04-01,3684039,1686857,45.79
ADANIPOWER,2026-04-01,48215780,21665502,44.93
ADFFOODS,2026-04-01,223054,73149,32.79
ADL,2026-04-01,2791,1685,60.37
ADOR,2026-04-01,26461,16168,61.1
ADROITINFO,2026-04-01,22653,18480,81.58
ADSL,2026-04-01,329849,123309,37.38
ADVAIT,2026-04-01,115596,48552,42.0
ADVANCE,2026-04-01,317791,109000,34.3
ADVANIHOTR,2026-04-01,36427,27068,74.31
ADVENTHTL,2026-04-01,571850,330627,57.82
ADVENZYMES,2026-04-01,140302,75306,53.67
AEGISLOG,2026-04-01,376334,190035,50.5
AEGISVOPAK,2026-04-01,597473,196390,32.87
AEPL,2026-04-01,49147,28946,58.9
AEQUS,2026-04-01,789030,565606,71.68
AEROENTER,2026-04-01,190543,36179,18.99
AEROFLEX,2026-04-01,1418256,455509,32.12
AERONEU,2026-04-01,41992,3921,9.34
AETHER,2026-04-01,210521,73680,35.0
AFCONS,2026-04-01,138474,62992,45.49
AFFLE,2026-04-01,321346,122705,38.18
AFFORDABLE,2026-04-01,108708,34093,31.36
AFSL,2026-04-01,9933,6536,65.8
AGARIND,2026-04-01,45488,17693,38.9
AGARWALEYE,2026-04-01,66664,32156,48.24
AGI,2026-04-01,160695,79092,49.22
AGIIL,2026-04-01,2117830,478987,22.62
AGRITECH,2026-04-01,2848,1674,58.78
AGROPHOS,2026-04-01,20724,14643,70.66
AHCL,2026-04-01,163394,93670,57.33
AHLADA,2026-04-01,31716,20179,63.62
AHLEAST,2026-04-01,11784,1901,16.13
AHLUCONT,2026-04-01,85221,42083,49.38
AIAENG,2026-04-01,48288,13766,28.51
AIIL,2026-04-01,682107,210148,30.81
AIRAN,2026-04-01,56309,45491,80.79
AIROLAM,2026-04-01,2567,1169,45.54
AJANTPHARM,2026-04-01,64876,31355,48.33
AJAXENGG,2026-04-01,34817,17219,49.46
AJMERA,2026-04-01,436258,256789,58.86
AJOONI,2026-04-01,423754,301491,71.15
AKASH,2026-04-01,27069,21634,79.92
AKG,2026-04-01,18827,15957,84.76
AKI,2026-04-01,118708,85700,72.19
AKSHAR,2026-04-01,761572,624047,81.94
AKSHARCHEM,2026-04-01,4491,2643,58.85
AKSHOPTFBR,2026-04-01,271310,173829,64.07
AKUMS,2026-04-01,166332,82680,49.71
AKZOINDIA,2026-04-01,40360,17605,43.62
ALANKIT,2026-04-01,583192,287540,49.3
ALBERTDAVD,2026-04-01,4954,2501,50.48
ALEMBICLTD,2026-04-01,362653,173301,47.79
ALGOQUANT,2026-04-01,1048669,212830,20.3
ALICON,2026-04-01,12617,5701,45.19
ALIVUS,2026-04-01,86807,43178,49.74
ALKALI,2026-04-01,8612,4792,55.64
ALKEM,2026-04-01,119101,55670,46.74
ALKYLAMINE,2026-04-01,114492,28033,24.48
ALLCARGO,2026-04-01,7007314,3120621,44.53
ALLDIGI,2026-04-01,11249,5716,50.81
ALLTIME,2026-04-01,59963,22506,37.53
ALMONDZ,2026-04-01,159002,114113,71.77
ALOKINDS,2026-04-01,19580846,5186272,26.49
ALPA,2026-04-01,28384,13612,47.96
ALPHA,2026-04-01,1957125,956844,48.89
ALPHAETF,2026-04-01,575736,390849,67.89
ALPHAGEO,2026-04-01,7029,3125,44.46
ALPL30IETF,2026-04-01,518183,319630,61.68
AMAGI,2026-04-01,62956,30581,48.58
AMANTA,2026-04-01,102439,63211,61.71
AMBER,2026-04-01,264834,60584,22.88
AMBICAAGAR,2026-04-01,8112,3538,43.61
AMBIKCO,2026-04-01,14149,7132,50.41
AMBUJACEM,2026-04-01,3593392,1580628,43.99
AMDIND,2026-04-01,7561,4957,65.56
AMJLAND,2026-04-01,35522,23325,65.66
AMNPLST,2026-04-01,6591,2938,44.58
AMRUTANJAN,2026-04-01,53961,34346,63.65
ANANDRATHI,2026-04-01,125964,61733,49.01
ANANTRAJ,2026-04-01,5712979,961597,16.83
ANDHRAPAP,2026-04-01,108357,53085,48.99
ANDHRSUGAR,2026-04-01,171483,80619,47.01
ANGELONE,2026-04-01,9009539,2631841,29.21
ANIKINDS,2026-04-01,9229,6702,72.62
ANMOL,2026-04-01,69831,49883,71.43
ANTELOPUS,2026-04-01,359264,72381,20.15
ANTGRAPHIC,2026-04-01,240932,179366,74.45
ANTHEM,2026-04-01,81927,28538,34.83
ANUHPHR,2026-04-01,35711,19894,55.71
ANUP,2026-04-01,61604,25893,42.03
ANURAS,2026-04-01,80385,36735,45.7
AONEGOLD,2026-04-01,805988,453407,56.25
AONELIQUID,2026-04-01,65305,59772,91.53
AONENIFTY,2026-04-01,606078,445243,73.46
AONESILVER,2026-04-01,1018826,512770,50.33
AONETMMQ50,2026-04-01,61454,39386,64.09
AONETOTAL,2026-04-01,265661,161484,60.79
APARINDS,2026-04-01,175204,58461,33.37
APCL,2026-04-01,6355,3192,50.23
APCOTEXIND,2026-04-01,35767,18303,51.17
APEX,2026-04-01,487458,110972,22.77
APLAPOLLO,2026-04-01,827600,388324,46.92
APLLTD,2026-04-01,58162,34896,60.0
APOLLO,2026-04-01,8336691,2029387,24.34
APOLLOHOSP,2026-04-01,618068,361974,58.57
APOLLOPIPE,2026-04-01,1552456,336658,21.69
APOLLOTYRE,2026-04-01,430083,189698,44.11
APOLSINHOT,2026-04-01,830,620,74.7
APTECHT,2026-04-01,256690,94932,36.98
APTUS,2026-04-01,1800553,1025057,56.93
AQYLON,2026-04-01,16259,16259,100.0
ARCHIDPLY,2026-04-01,32196,14098,43.79
ARCHIES,2026-04-01,76636,59534,77.68
ARE&M,2026-04-01,532799,190266,35.71
ARENTERP,2026-04-01,1113,740,66.49
ARFIN,2026-04-01,703998,134613,19.12
ARIES,2026-04-01,34746,22494,64.74
ARIHANTCAP,2026-04-01,281069,131309,46.72
ARIHANTSUP,2026-04-01,12012,4753,39.57
ARIS,2026-04-01,617440,262091,42.45
ARKADE,2026-04-01,500161,171005,34.19
ARMANFIN,2026-04-01,45756,22297,48.73
AROGRANITE,2026-04-01,22778,10343,45.41
ARROWGREEN,2026-04-01,601746,49905,8.29
ARSSBL,2026-04-01,612677,271592,44.33
ARTEMISMED,2026-04-01,64172,32139,50.08
ARTNIRMAN,2026-04-01,1256,1235,98.33
ARVEE,2026-04-01,333,218,65.47
ARVIND,2026-04-01,291453,145759,50.01
ARVINDFASN,2026-04-01,242061,69275,28.62
ARVSMART,2026-04-01,42243,17675,41.84
ASAHIINDIA,2026-04-01,90611,36063,39.8
ASAHISONG,2026-04-01,8985,3803,42.33
ASAL,2026-04-01,29810,13298,44.61
ASALCBR,2026-04-01,47172,21823,46.26
ASHAPURMIN,2026-04-01,403717,182565,45.22
ASHIANA,2026-04-01,49405,24885,50.37
ASHIMASYN,2026-04-01,135056,84307,62.42
