Symbol,Date,TotalVolume,DeliveryQty,DeliveryPct
20MICRONS,2026-03-20,110174,46634,42.33
21STCENMGM,2026-03-20,4264,4144,97.19
360ONE,2026-03-20,413078,229421,55.54
3IINFOLTD,2026-03-20,586093,436731,74.52
3MINDIA,2026-03-20,4927,2482,50.38
3PLAND,2026-03-20,665,411,61.8
5PAISA,2026-03-20,63078,34765,55.11
63MOONS,2026-03-20,321539,195280,60.73
AAATECH,2026-03-20,15859,7810,49.25
AADHARHFC,2026-03-20,337678,162307,48.07
AAREYDRUGS,2026-03-20,38633,21645,56.03
AARNAV,2026-03-20,190160,60153,31.63
AARON,2026-03-20,5900,3826,64.85
AARTECH,2026-03-20,63037,37912,60.14
AARTIDRUGS,2026-03-20,100847,43532,43.17
AARTIIND,2026-03-20,1189269,631447,53.1
AARTIPHARM,2026-03-20,164744,95265,57.83
AARTISURF,2026-03-20,15368,7053,45.89
AARVI,2026-03-20,22067,14515,65.78
AAVAS,2026-03-20,181266,106369,58.68
ABB,2026-03-20,274862,105071,38.23
ABBOTINDIA,2026-03-20,5188,2258,43.52
ABCAPITAL,2026-03-20,3909838,1707165,43.66
ABCOTS,2026-03-20,41839,20563,49.15
ABDL,2026-03-20,359806,224133,62.29
ABFRL,2026-03-20,32781127,4959695,15.13
ABGSEC,2026-03-20,1146,1131,98.69
ABINFRA,2026-03-20,3771482,3509366,93.05
ABLBL,2026-03-20,3126943,1999411,63.94
ABREL,2026-03-20,212529,107018,50.35
ABSL10BANK,2026-03-20,828,790,95.41
ABSLAMC,2026-03-20,157330,70705,44.94
ABSLBANETF,2026-03-20,138073,45636,33.05
ABSLLIQUID,2026-03-20,8310,5628,67.73
ABSLMSCIN,2026-03-20,377,376,99.73
ABSLNN50ET,2026-03-20,5308,3466,65.3
ABSLPSE,2026-03-20,100794,55178,54.74
ACC,2026-03-20,380815,219116,57.54
ACCELYA,2026-03-20,7432,4278,57.56
ACCURACY,2026-03-20,187202,96821,51.72
ACE,2026-03-20,194400,87388,44.95
ACEINTEG,2026-03-20,13035,10307,79.07
ACI,2026-03-20,237171,103254,43.54
ACL,2026-03-20,18893,15240,80.66
ACMESOLAR,2026-03-20,2197261,525704,23.93
ACUTAAS,2026-03-20,658530,256730,38.99
ADANIENSOL,2026-03-20,1871563,953380,50.94
ADANIENT,2026-03-20,1175662,373236,31.75
ADANIGREEN,2026-03-20,1990204,544335,27.35
ADANIPORTS,2026-03-20,4213342,2860627,67.89
ADANIPOWER,2026-03-20,44265976,17326123,39.14
ADFFOODS,2026-03-20,132734,73508,55.38
ADL,2026-03-20,1067,791,74.13
ADOR,2026-03-20,15877,10443,65.77
ADROITINFO,2026-03-20,30579,18092,59.16
ADSL,2026-03-20,157894,61288,38.82
ADVAIT,2026-03-20,35405,14985,42.32
ADVANCE,2026-03-20,119169,66664,55.94
ADVANIHOTR,2026-03-20,18271,13576,74.3
ADVENTHTL,2026-03-20,107122,54920,51.27
ADVENZYMES,2026-03-20,121612,72366,59.51
AEGISLOG,2026-03-20,446433,188927,42.32
AEGISVOPAK,2026-03-20,352156,134144,38.09
AEPL,2026-03-20,80388,70038,87.12
AEQUS,2026-03-20,506681,243746,48.11
AEROENTER,2026-03-20,310467,133132,42.88
AEROFLEX,2026-03-20,879693,235744,26.8
AERONEU,2026-03-20,32271,6536,20.25
AETHER,2026-03-20,1469947,441397,30.03
AFCONS,2026-03-20,437746,287051,65.57
AFFLE,2026-03-20,642032,416517,64.87
AFFORDABLE,2026-03-20,45016,27219,60.47
AFSL,2026-03-20,33480,28766,85.92
AGARIND,2026-03-20,72337,49721,68.74
AGARWALEYE,2026-03-20,87632,45240,51.62
AGI,2026-03-20,104175,58953,56.59
AGIIL,2026-03-20,6070850,1639435,27.01
AGROPHOS,2026-03-20,10748,5699,53.02
AHCL,2026-03-20,381251,171483,44.98
AHLADA,2026-03-20,6080,4690,77.14
AHLEAST,2026-03-20,4739,3586,75.67
AHLUCONT,2026-03-20,86808,41365,47.65
AIAENG,2026-03-20,163807,93405,57.02
AIIL,2026-03-20,538874,143350,26.6
AIRAN,2026-03-20,46708,33047,70.75
AIROLAM,2026-03-20,95,54,56.84
AJANTPHARM,2026-03-20,111373,55235,49.59
AJAXENGG,2026-03-20,58122,31291,53.84
AJMERA,2026-03-20,1190435,769906,64.67
AJOONI,2026-03-20,764183,512572,67.07
AKASH,2026-03-20,38095,33815,88.76
AKG,2026-03-20,16995,16839,99.08
AKI,2026-03-20,192039,158427,82.5
AKSHAR,2026-03-20,1265198,934538,73.86
AKSHARCHEM,2026-03-20,4133,3491,84.47
AKSHOPTFBR,2026-03-20,223563,166531,74.49
AKUMS,2026-03-20,124290,53343,42.92
AKZOINDIA,2026-03-20,140991,98075,69.56
ALANKIT,2026-03-20,455454,281741,61.86
ALBERTDAVD,2026-03-20,3602,2271,63.05
ALEMBICLTD,2026-03-20,130101,78536,60.37
ALGOQUANT,2026-03-20,1036392,228603,22.06
ALICON,2026-03-20,8712,4327,49.67
ALIVUS,2026-03-20,53941,28470,52.78
ALKALI,2026-03-20,8634,4924,57.03
ALKEM,2026-03-20,325586,217535,66.81
ALKYLAMINE,2026-03-20,67638,39525,58.44
ALLCARGO,2026-03-20,9805377,6811872,69.47
ALLDIGI,2026-03-20,7569,4060,53.64
ALLTIME,2026-03-20,277942,140834,50.67
ALMONDZ,2026-03-20,645048,609616,94.51
ALOKINDS,2026-03-20,3407027,1661487,48.77
ALPA,2026-03-20,23732,19856,83.67
ALPHA,2026-03-20,2299136,1208156,52.55
ALPHAETF,2026-03-20,834463,550642,65.99
ALPHAGEO,2026-03-20,12497,7394,59.17
ALPL30IETF,2026-03-20,3890181,2436030,62.62
AMAGI,2026-03-20,196435,154127,78.46
AMANTA,2026-03-20,81970,64060,78.15
AMBER,2026-03-20,171132,51305,29.98
AMBICAAGAR,2026-03-20,2261,1987,87.88
AMBIKCO,2026-03-20,3806,2262,59.43
AMBUJACEM,2026-03-20,2282335,1348595,59.09
AMDIND,2026-03-20,18619,12803,68.76
AMJLAND,2026-03-20,5381,3623,67.33
AMNPLST,2026-03-20,11026,7242,65.68
AMRUTANJAN,2026-03-20,52153,40314,77.3
ANANDRATHI,2026-03-20,339136,153881,45.37
ANANTRAJ,2026-03-20,2239014,814437,36.37
ANDHRAPAP,2026-03-20,1101410,1063020,96.51
ANDHRSUGAR,2026-03-20,434516,130228,29.97
ANGELONE,2026-03-20,6007983,1540569,25.64
ANIKINDS,2026-03-20,20330,10693,52.6
ANMOL,2026-03-20,28347,21292,75.11
ANTELOPUS,2026-03-20,147068,54612,37.13
ANTGRAPHIC,2026-03-20,344323,262477,76.23
ANTHEM,2026-03-20,180878,86766,47.97
ANUHPHR,2026-03-20,38931,23829,61.21
ANUP,2026-03-20,36828,16713,45.38
ANURAS,2026-03-20,180870,139858,77.33
AONEGOLD,2026-03-20,825201,368226,44.62
AONELIQUID,2026-03-20,6693,5039,75.29
AONENIFTY,2026-03-20,659117,497439,75.47
