Symbol,Date,TotalVolume,DeliveryQty,DeliveryPct
20MICRONS,2026-05-13,54782,24834,45.33
21STCENMGM,2026-05-13,2124,1779,83.76
360ONE,2026-05-13,568085,245968,43.3
3BBLACKBIO,2026-05-13,12071,8538,70.73
3IINFOLTD,2026-05-13,637516,535281,83.96
3MINDIA,2026-05-13,1265,559,44.19
3PLAND,2026-05-13,6511,4963,76.22
5PAISA,2026-05-13,30905,12064,39.04
63MOONS,2026-05-13,46792,20313,43.41
AAATECH,2026-05-13,10178,6632,65.16
AADHARHFC,2026-05-13,200322,95625,47.74
AARNAV,2026-05-13,23037,15028,65.23
AARON,2026-05-13,9016,7261,80.53
AARTECH,2026-05-13,50272,28016,55.73
AARTIDRUGS,2026-05-13,224169,104530,46.63
AARTIIND,2026-05-13,558217,240374,43.06
AARTIPHARM,2026-05-13,169229,76823,45.4
AARTISURF,2026-05-13,12211,6654,54.49
AARVI,2026-05-13,14370,9341,65.0
AAVAS,2026-05-13,43999,22172,50.39
ABB,2026-05-13,367052,115794,31.55
ABBOTINDIA,2026-05-13,15814,8575,54.22
ABCAPITAL,2026-05-13,2904276,1233714,42.48
ABCOTS,2026-05-13,54139,23235,42.92
ABDL,2026-05-13,195406,93467,47.83
ABFRL,2026-05-13,2446503,919952,37.6
ABGSEC,2026-05-13,539,394,73.1
ABINFRA,2026-05-13,1316575,443302,33.67
ABLBL,2026-05-13,695384,317997,45.73
ABMKNO,2026-05-13,3216,3137,97.54
ABREL,2026-05-13,304022,150495,49.5
ABSL10BANK,2026-05-13,310,185,59.68
ABSLAMC,2026-05-13,574725,303412,52.79
ABSLBANETF,2026-05-13,151880,97798,64.39
ABSLLIQUID,2026-05-13,1322,1278,96.67
ABSLMSCIN,2026-05-13,279,254,91.04
ABSLNN50ET,2026-05-13,11567,8404,72.65
ABSLPSE,2026-05-13,161266,97679,60.57
ACC,2026-05-13,195955,90107,45.98
ACCELYA,2026-05-13,5940,4069,68.5
ACE,2026-05-13,247856,100758,40.65
ACEINTEG,2026-05-13,2430,2016,82.96
ACI,2026-05-13,261126,135585,51.92
ACL,2026-05-13,68025,37829,55.61
ACMESOLAR,2026-05-13,1030716,426093,41.34
ACSTECH,2026-05-13,40399,36809,91.11
ACUTAAS,2026-05-13,363383,157873,43.45
ADANIENSOL,2026-05-13,4691091,1746350,37.23
ADANIENT,2026-05-13,2036291,663308,32.57
ADANIGREEN,2026-05-13,5391989,1153536,21.39
ADANIPORTS,2026-05-13,3018421,1130702,37.46
ADANIPOWER,2026-05-13,49608338,18494277,37.28
ADFFOODS,2026-05-13,159844,76703,47.99
ADL,2026-05-13,503,327,65.01
ADOR,2026-05-13,19318,9913,51.31
