Symbol,Date,TotalVolume,DeliveryQty,DeliveryPct
20MICRONS,2026-02-10,56973,30832,54.12
21STCENMGM,2026-02-10,1326,1218,91.86
360ONE,2026-02-10,1057832,371129,35.08
3IINFOLTD,2026-02-10,552473,312459,56.56
3MINDIA,2026-02-10,11004,4644,42.2
3PLAND,2026-02-10,2747,2501,91.04
5PAISA,2026-02-10,31824,14185,44.57
63MOONS,2026-02-10,218085,99738,45.73
A2ZINFRA,2026-02-10,195431,149948,76.73
AADHARHFC,2026-02-10,460769,338134,73.38
AAKASH,2026-02-10,64737,57537,88.88
AAREYDRUGS,2026-02-10,111747,86019,76.98
AARON,2026-02-10,5641,3004,53.25
AARTECH,2026-02-10,90348,30060,33.27
AARTIDRUGS,2026-02-10,130811,60643,46.36
AARTIIND,2026-02-10,1469669,740481,50.38
AARTIPHARM,2026-02-10,555308,217286,39.13
AARTISURF,2026-02-10,9719,5269,54.21
AARVI,2026-02-10,25033,14797,59.11
AAVAS,2026-02-10,161260,82899,51.41
ABB,2026-02-10,155125,77651,50.06
ABBOTINDIA,2026-02-10,10501,7754,73.84
ABCAPITAL,2026-02-10,5675126,2788407,49.13
ABCOTS,2026-02-10,38182,18942,49.61
ABDL,2026-02-10,229490,106540,46.42
ABFRL,2026-02-10,3468312,1358662,39.17
ABGSEC,2026-02-10,2376,2360,99.33
ABINFRA,2026-02-10,421681,270858,64.23
ABLBL,2026-02-10,576411,318353,55.23
ABMINTLLTD,2026-02-10,17664,8805,49.85
ABREL,2026-02-10,236166,93245,39.48
ABSLAMC,2026-02-10,397343,213093,53.63
ABSLBANETF,2026-02-10,10564,7421,70.25
ABSLLIQUID,2026-02-10,1891,924,48.86
ABSLNN50ET,2026-02-10,9240,5170,55.95
ABSLPSE,2026-02-10,7116323,6807627,95.66
ACC,2026-02-10,126437,50766,40.15
ACCELYA,2026-02-10,27156,13698,50.44
ACCURACY,2026-02-10,56207,41313,73.5
ACE,2026-02-10,127733,61521,48.16
ACEINTEG,2026-02-10,1665,1068,64.14
ACI,2026-02-10,58605,18680,31.87
ACL,2026-02-10,26353,18405,69.84
ACMESOLAR,2026-02-10,1122393,443936,39.55
ACUTAAS,2026-02-10,998376,546867,54.78
ADANIENSOL,2026-02-10,1014007,309056,30.48
ADANIENT,2026-02-10,1670672,253600,15.18
ADANIGREEN,2026-02-10,2057124,412021,20.03
ADANIPORTS,2026-02-10,1643366,563797,34.31
ADANIPOWER,2026-02-10,17009549,6287054,36.96
ADFFOODS,2026-02-10,315077,112388,35.67
ADL,2026-02-10,1383,673,48.66
ADOR,2026-02-10,53408,28864,54.04
ADROITINFO,2026-02-10,135366,124515,91.98
ADSL,2026-02-10,166435,80874,48.59
ADVAIT,2026-02-10,32802,15183,46.29
ADVANCE,2026-02-10,903401,235106,26.02
ADVANIHOTR,2026-02-10,65516,44571,68.03
ADVENTHTL,2026-02-10,37096,22404,60.39
ADVENZYMES,2026-02-10,109707,59121,53.89
AEGISLOG,2026-02-10,187425,83026,44.3
AEGISVOPAK,2026-02-10,257651,113682,44.12
AEQUS,2026-02-10,1175795,587552,49.97
AEROENTER,2026-02-10,141376,83839,59.3
AEROFLEX,2026-02-10,708898,259935,36.67
AERONEU,2026-02-10,29179,10847,37.17
AETHER,2026-02-10,124029,63141,50.91
AFCONS,2026-02-10,338739,207809,61.35
AFFLE,2026-02-10,174729,100605,57.58
AFFORDABLE,2026-02-10,37499,24153,64.41
AFIL,2026-02-10,1200767,862394,71.82
AFSL,2026-02-10,20025,8528,42.59
AGARIND,2026-02-10,13689,9014,65.85
AGARWALEYE,2026-02-10,41499,17670,42.58
AGI,2026-02-10,302845,148067,48.89
AGIIL,2026-02-10,160232,84418,52.68
AGROPHOS,2026-02-10,20088,9967,49.62
AHCL,2026-02-10,139195,60361,43.36
AHLADA,2026-02-10,32161,23904,74.33
AHLEAST,2026-02-10,7701,4920,63.89
AHLUCONT,2026-02-10,238397,155968,65.42
AIAENG,2026-02-10,52739,33033,62.63
AIIL,2026-02-10,442281,247535,55.97
AIRAN,2026-02-10,242178,221281,91.37
AIROLAM,2026-02-10,699,471,67.38
AJANTPHARM,2026-02-10,123104,89894,73.02
AJAXENGG,2026-02-10,189972,56452,29.72
AJMERA,2026-02-10,380889,183208,48.1
AJOONI,2026-02-10,427370,264041,61.78
AKASH,2026-02-10,5872,3917,66.71
AKG,2026-02-10,152880,133487,87.31
AKI,2026-02-10,44066,30939,70.21
AKSHAR,2026-02-10,740193,541138,73.11
AKSHARCHEM,2026-02-10,2404,1528,63.56
AKSHOPTFBR,2026-02-10,254279,152315,59.9
AKUMS,2026-02-10,129048,68815,53.33
AKZOINDIA,2026-02-10,19760,9496,48.06
ALANKIT,2026-02-10,289353,185795,64.21
ALBERTDAVD,2026-02-10,2892,1868,64.59
ALEMBICLTD,2026-02-10,325251,212393,65.3
ALGOQUANT,2026-02-10,662005,232490,35.12
ALICON,2026-02-10,4499,2919,64.88
ALIVUS,2026-02-10,55158,28385,51.46
ALKALI,2026-02-10,3417,2233,65.35
ALKEM,2026-02-10,84505,49877,59.02
ALKYLAMINE,2026-02-10,30520,15896,52.08
ALLCARGO,2026-02-10,6440337,3617995,56.18
ALLDIGI,2026-02-10,10231,7333,71.67
ALLTIME,2026-02-10,503322,118831,23.61
ALMONDZ,2026-02-10,59296,43157,72.78
ALOKINDS,2026-02-10,3861479,1925095,49.85
ALPA,2026-02-10,9463,7097,75.0
ALPHA,2026-02-10,1089989,716144,65.7
ALPHAETF,2026-02-10,640689,308995,48.23
ALPHAGEO,2026-02-10,3611,2499,69.21
ALPL30IETF,2026-02-10,1837799,1570486,85.45
AMAGI,2026-02-10,1423984,563382,39.56
AMANTA,2026-02-10,43293,22861,52.81
AMBER,2026-02-10,1658147,437529,26.39
AMBICAAGAR,2026-02-10,3685,2472,67.08
AMBIKCO,2026-02-10,22655,10126,44.7
AMBUJACEM,2026-02-10,1575847,648269,41.14
AMDIND,2026-02-10,13827,7662,55.41
AMJLAND,2026-02-10,33320,11108,33.34
AMNPLST,2026-02-10,6879,4218,61.32
AMRUTANJAN,2026-02-10,3578,2086,58.3
ANANDRATHI,2026-02-10,183987,122011,66.32
ANANTRAJ,2026-02-10,5162882,1531412,29.66
ANDHRAPAP,2026-02-10,97950,68147,69.57
ANDHRSUGAR,2026-02-10,114990,64989,56.52
ANGELONE,2026-02-10,870730,261115,29.99
ANIKINDS,2026-02-10,18618,11716,62.93
ANMOL,2026-02-10,41927,29581,70.55
ANTELOPUS,2026-02-10,392350,92876,23.67
ANTGRAPHIC,2026-02-10,180587,126883,70.26
ANTHEM,2026-02-10,249764,114706,45.93
ANUHPHR,2026-02-10,47189,26932,57.07
ANUP,2026-02-10,112329,25358,22.57
ANURAS,2026-02-10,225269,134011,59.49
AONEGOLD,2026-02-10,1119098,634520,56.7
AONELIQUID,2026-02-10,67664,67181,99.29
AONENIFTY,2026-02-10,392013,251645,64.19
AONETMMQ50,2026-02-10,74309,71899,96.76
