Symbol,Date,TotalVolume,DeliveryQty,DeliveryPct
20MICRONS,2026-07-08,194575,82946,42.63
21STCENMGM,2026-07-08,2468,1812,73.42
360ONE,2026-07-08,2679587,1588629,59.29
3BBLACKBIO,2026-07-08,13400,6616,49.37
3IINFOLTD,2026-07-08,2370045,1159104,48.91
3MINDIA,2026-07-08,3946,1649,41.79
3PLAND,2026-07-08,2335,1638,70.15
5PAISA,2026-07-08,55180,21850,39.6
63MOONS,2026-07-08,309249,135699,43.88
A2ZINFRA,2026-07-08,66082,53953,81.65
AAATECH,2026-07-08,25844,9322,36.07
AADHARHFC,2026-07-08,533341,316924,59.42
AAKASH,2026-07-08,81215,61903,76.22
AARNAV,2026-07-08,13807,10005,72.46
AARON,2026-07-08,5763,3513,60.96
AARTECH,2026-07-08,1000651,308051,30.79
AARTIDRUGS,2026-07-08,271147,135565,50.0
AARTIIND,2026-07-08,350722,152117,43.37
AARTIPHARM,2026-07-08,152475,76854,50.4
AARTISURF,2026-07-08,10011,6871,68.63
AARVI,2026-07-08,18968,13859,73.07
AAVAS,2026-07-08,100365,64633,64.4
ABB,2026-07-08,331230,108054,32.62
ABBOTINDIA,2026-07-08,5245,2588,49.34
ABCAPITAL,2026-07-08,5498737,2640456,48.02
ABCOTS,2026-07-08,23848,16679,69.94
ABDL,2026-07-08,432530,190574,44.06
ABFRL,2026-07-08,14301535,7735541,54.09
ABINFRA,2026-07-08,16910075,2528231,14.95
ABLBL,2026-07-08,1072336,569720,53.13
ABMINTLLTD,2026-07-08,296,170,57.43
ABMKNO,2026-07-08,53,53,100.0
ABREL,2026-07-08,163834,63999,39.06
ABSL10BANK,2026-07-08,2771,1233,44.5
ABSLAMC,2026-07-08,162784,82575,50.73
ABSLBANETF,2026-07-08,46991,35155,74.81
ABSLLIQUID,2026-07-08,5855,3910,66.78
ABSLMSCIN,2026-07-08,1613,1155,71.61
ABSLNN50ET,2026-07-08,14370,9281,64.59
ABSLPSE,2026-07-08,199803,131174,65.65
ACC,2026-07-08,136351,49400,36.23
ACCELYA,2026-07-08,7397,4798,64.86
ACE,2026-07-08,238065,97962,41.15
ACEINTEG,2026-07-08,19659,11303,57.5
